daggers were drawn and 54
ductile iron pipes are 45
ductile shear zones and 373
ductile shear zones are 103
ductile shear zones that 143
ductile shear zones with 105
durable form which that 47
durable joys after this 116
durable peace could not 74
duration during which they 86
duration have shown that 129
duration much longer than 165
duration over which they 76
duration over which this 61
duration some notion may 42
dweller from which she 53
dwellings from which they 108
dwellings into which they 69
dwellings were built and 185
dwellings were built for 267
dwellings were built with 224
dwellings were large and 53
dwellings were small and 164
dwellings were strong and 55
dwellings were unfit for 51
dwindle away until they 43
dwindling away under this 51
dynamic range which can 71
dynamic text field and 108
dynamic text field that 182
dynamic text field with 150
dynamic time warping and 80
dynamic time warping for 89
dynamic young woman who 78
dynasty from which they 71
dynasty when china was 40
