sadly proud gesture of 171
social class pattern of 66
social class position as 439
social class position at 53
social class position in 478
social class position is 534
social class position of 1526
social class position on 134
social class position or 136
social class position to 142
social class profile of 202
social class related to 200
social class relates to 79
social class remains an 62
social class remains the 103
social class results in 52
social class segment of 61
social class similar to 111
social class superior to 92
social class systems of 59
social class variable is 91
social class variation in 237
social clubs devoted to 48
social costs against the 44
social costs because it 42
social costs because of 121
social costs exacted by 350
social costs implied by 60
social costs imposed as 77
social costs imposed by 647
social costs imposed on 519
social costs include the 190
social costs related to 324
social crime against the 61
social evening together in 50
social evils affecting the 56
social evils wrought by 53
social facts according to 150
social facts preceding it 369
social facts related to 99
social feeling between the 57
social field defined by 44
social force against the 60
social force because it 74
social force because of 41
social force capable of 846
social force outside the 57
social forms according to 55
social forms assumed by 64
social forms capable of 54
social fusion between the 69
social goals because of 47
social goals pursued by 61
social goals related to 102
social goods according to 108
social group according to 180
social group against the 107
social group because he 55
social group because it 73
social group because of 203
social group because the 75
social group becomes the 72
social group between the 88
social group capable of 254
social group defined by 354
social group defined in 105
social group depends on 129
social group manages to 61
social group occupying the 42
social group outside of 85
social group outside the 189
social group regards as 130
social group subject to 56
social group workers in 107
social group workers to 71
social havoc wrought by 98
social hours indulge thy 64
social housing estates in 138
social housing project in 85
social housing schemes in 78
social housing schemes of 67
social issue because it 58
social issue because of 66
social issue related to 109
social learning aspects of 81
social learning because it 51
social learning concept of 76
social learning depends on 44
social learning effects in 168
social learning factors in 104
social learning history of 98
social learning process as 135
social learning process by 63
social learning process in 235
social learning process is 138
social learning process of 134
social learning process to 45
social learning theorists as 142
social learning theorists do 75
social learning theorists in 78
social learning theorists is 99
social learning theorists to 131
social level because of 58
social level between the 87
social lines between the 83
social links between the 474
social lives according to 45
social lives because of 43
social lives outside of 67
social lives outside the 99
social meanings carried by 50
social meanings related to 44
social model focuses on 72
social needs according to 55
social needs because of 43
social needs include the 48
social needs outside the 97
social needs related to 118
social nexus between the 52
social norms according to 74
social norms against the 74
social norms because of 122
social norms because the 42
social norms governing the 361
social norms imposed by 50
social norms imposed on 51
social norms operating in 61
social norms outside the 55
social norms regarding the 446
social norms related to 414
social norms support the 48
social order according to 957
social order adapted to 41
social order affects the 54
social order against the 866
social order answering the 41
social order appeared to 116
social order because he 108
social order because it 590
social order because of 380
social order because the 203
social order because we 67
social order becomes an 52
social order becomes the 104
social order between the 160
social order brought on 105
social order capable of 392
social order decreed by 43
social order defined by 185
social order demands the 104
social order depends on 774
social order desired by 152
social order despite the 72
social order devoted to 72
social order emerged in 70
social order emerges in 42
social order familiar to 48
social order following the 122
social order founded by 52
social order founded in 41
social order founded on 3413
social order implied by 92
social order implied in 66
social order imposed by 349
social order imposed on 119
social order insofar as 134
social order modeled on 49
social order opposed to 60
social order outside of 51
social order outside the 147
social order peculiar to 44
social order perhaps the 62
social order related to 56
social order resulting in 83
social order results in 80
social order similar to 171
social order subject to 62
social order superior to 53
social order ushered in 110
social order wherein the 144
social phobia according to 45
social power according to 56
social power against the 43
social power because it 65
social power because of 79
social power becomes the 136
social power between the 260
social power capable of 446
social power depends on 42
social power enjoyed by 57
social power exerted by 56
social power outside the 75
social power resides in 74
social power superior to 91
social power wielded by 243
social ranking according to 43
social roles according to 241
social roles adopted by 84
social roles assumed by 193
social roles because of 102
social roles between the 86
social roles defined by 129
social roles imposed by 47
social roles imposed on 109
social roles outside of 110
social roles outside the 225
social roles related to 167
social roles similar to 60
social rules according to 45
social rules defined by 68
social rules governing the 219
social rules regarding the 46
social scale according to 209
social scale because of 149
social scale between the 70
social setting because of 64
social setting outside the 52
social shade between the 80
social sifting devices of 43
social space according to 114
social space between the 445
social space defined by 220
social space depends on 53
social space outside of 63
social space outside the 113
social space towards the 40
social split between the 69
social state according to 57
social state affords no 77
social state arrived at 41
social state despite the 47
social state implied by 48
social taboo against the 65
social types according to 50
social types classed as 96
social units according to 74
social units because of 44
social units capable of 60
social units consist of 48
social units defined by 40
social units outside the 60
social unity between the 90
social value according to 48
social value because it 191
social value because of 91
social value because the 54
social value depends on 78
social value systems in 61
social value systems of 88
social vices emerged as 52
social world according to 290
social world because it 105
social world because of 108
social world becomes the 52
social world between the 45
social world defined by 90
social world depends on 137
social world expands to 49
social world outside of 317
social world outside the 768
social world touches the 95
soever shall presume to 45
sofas stand against the 81
soils often results in 62
soils under pasture in 47
soils which consist of 112
soils which contain an 69
soils which contain no 71
soils which contain the 63
soils which develop in 49
soils which develop on 181
soils which prevail in 51
soils which produce the 59
soils which results in 40
soils which support the 66
solar array voltage is 80
solar cells because of 123
solar cells capable of 63
solar cells consist of 50
solar cells depends on 50
solar cells mounted on 919
solar cycle variation in 230
solar cycle variation is 63
solar cycle variation of 491
solar daily variation in 62
solar daily variation of 93
solar power stations in 193
solar power stations to 56
solar power systems in 79
solid angles between the 45
solid basis payment in 99
solid black against the 82
solid block against the 85
solid block between the 41
solid bonds between the 62
solid curve denoted by 137
solid curve denotes the 180
solid curve depicts the 125
solid front against the 1585
solid growth pattern of 46
solid lines between the 168
solid lines connect the 267
solid lines display the 64
solid lines include the 58
solid lines outline the 67
solid lines present the 90
solid lines reflect the 51
solid links between the 106
solid metal between the 62
solid parts between the 48
solid phase according to 86
solid phase because of 62
solid phase depends on 101
solid phase epitaxy of 133
solid phase present in 113
solid phase results in 46
solid ranks against the 40
solid reason against the 42
solid space between the 67
solid stand against the 49
solid state according to 46
solid state because of 126
solid state because the 92
solid state between the 70
solid state consist of 41
solid state depends on 68
solid state devices as 142
solid state devices in 212
solid state devices is 131
solid state devices of 47
solid state devices to 109
solid state physics as 488
solid state physics at 190
solid state physics by 74
solid state physics in 470
solid state physics is 474
solid state physics it 48
solid state physics of 201
solid state physics on 50
solid state physics or 190
solid state physics the 141
solid state physics to 376
solid state physics we 68
solid state reactions as 52
solid state reactions at 86
solid state reactions by 53
solid state reactions in 371
solid state reactions is 127
solid state reactions of 214
solid state results in 55
solid state spectra of 80
solid state studies of 45
solid stone between the 46
solid stone buildings of 43
solid stone infilling in 79
solid track records of 46
solid unity between the 74
solid upper surface of 66
solid walls between the 84
solid walls impound the 73
solid walls pierced by 48
solid waste because of 151
solid waste material in 77
solid waste material is 133
solid waste problem as 41
solid waste problem by 54
solid waste problem in 203
solid waste problem is 251
solid waste program is 44
solid wedge between the 58
solid which remains in 89
solid which renders it 78
solid whose density is 83
solid whose surface is 157
solve every problem as 44
solve every problem at 124
solve every problem by 374
solve every problem in 738
solve every problem of 512
solve every problem on 149
solve every problem or 161
solve every problem the 46
solve every problem we 49
solve every question of 51
solve large numbers of 110
solve large systems of 240
solve linear systems of 236
solving every problem in 80
solving every problem of 44
solving large numbers of 120
solving large systems of 495
solving linear systems by 71
solving linear systems in 63
solving linear systems is 73
solving linear systems of 585
solving stiff systems of 70
solving tasks related to 118
soothing power appeared to 40
soothing sound between an 48
sooty fingers threatening the 53
sorry rheum offends me 124
sorry state because of 84
sorry tombs outside the 59
sorting cards according to 88
sorting large amounts of 95
sorting large numbers of 108
sorting people according to 116
sorting words according to 45
sorts cards according to 47
sorts people according to 138
sorts which clamber up 41
souls bound together by 107
souls could somehow be 45
souls truly capable of 75
souls which animate the 60
souls which compose the 45
souls which survive the 79
sound alone betrays the 76
sound breaking against the 52
sound echoed against the 164
sound echoed between the 47
sound echoing against the 115
sound either towards the 42
sound field radiated by 174
sound level between the 86
sound level exceeds the 43
sound level measured at 92
sound level measured in 156
sound might deceive me 130
sound might disturb the 50
sound money against the 44
sound moral conduct in 43
sound motion picture in 175
sound motion picture is 186
sound motion picture of 186
sound motion picture on 55
sound power emitted by 241
sound power radiated by 1688
sound quite familiar to 417
sound quite foreign to 67
sound quite natural to 155
sound quite similar to 755
sound rather familiar to 40
sound rather similar to 163
sound reason against the 53
sound right because it 141
sound sense assumes as 70
sound shall suggest to 44
sound social economy to 45
sound speed between the 69
sound speed depends on 50
sound speed profile in 148
sound speed profile is 143
sound speed profile of 51
sound track carries the 90
sound track recording of 47
sound views regarding the 73
sound waves against the 197
sound waves applied to 43
sound waves audible to 152
sound waves because of 135
sound waves because the 119
sound waves between the 252
sound waves capable of 40
sound waves consist of 310
sound waves depends on 287
sound waves differing in 57
sound waves emitted by 1425
sound waves outside the 125
sound waves produce the 92
sound waves radiated by 66
sound waves similar to 305
sound waves towards the 113
sound waves traveling at 95
sound waves traveling in 686
sound waves traveling to 40
sound waves vibrate the 183
sound waves vibrating at 111
sound which appealed at 52
sound which appeared to 134
sound which brought the 47
sound which conveys it 112
sound which conveys the 67
sound which depends on 126
sound which divides it 46
sound which divides the 71
sound which enables the 41
sound which enables us 76
sound which entered the 51
sound which follows it 165
sound which follows the 372
sound which greeted the 104
sound which remains in 90
sound which replied to 75
sound which results in 48
sound which results is 63
sound which strikes it 57
sound which strikes the 329
sound would attract the 55
sound would disturb the 51
space about buildings or 128
space about buildings to 136
space added between the 52
space after removal of 119
space could contain the 130
space could provide the 43
space exist between the 47
space forms between the 114
space found between the 116
space frame capable of 67
space keeps answering me 46
space might consist of 60
space often results in 122
space opens between the 56
space power systems is 52
space probe mariner ii 44
space region between the 63
space right outside the 101
space shall consist of 50
space ships capable of 54
space showing between the 59
space shown between the 48
space space between the 50
space still remaining to 43
space where everything is 255
space where gravity is 154
space where members of 125
space which according to 43
space which allowed the 79
space which appeared to 83
space which becomes the 78
space which belonged to 95
space which carries the 66
space which consist of 41
space which contain the 53
space which defines the 163
space which depends on 119
space which divided it 40
space which divided the 324
space which divides the 280
space which divides us 154
space which enables the 76
space which enables us 56
space which extends in 54
space which extends the 46
space which extends to 103
space which follows the 83
space which happens to 62
space which measures the 77
space which permits the 112
space which prompts to 40
space which recalls the 40
space which reduces the 66
space which relates to 52
space which remains in 58
space which remains to 266
space which results in 204
space which returns as 200
space which satisfy the 122
space while retaining the 89
space whose diameter is 102
space whose geometry is 49
space whose purpose is 67
space would consist of 169
space would convene in 62
space would include the 57
space would increase the 66
space would provide an 50
space would provide the 63
space would require an 58
space would require the 55
space would suffice to 70
spacing which results in 103
spare either himself or 78
spare either trouble or 51
spare large numbers of 78
spare parts according to 51
spare parts because it 40
spare parts because of 232
spare parts because the 60
spare parts carried in 92
sparing either himself or 40
spark jumping between the 49
spark jumps between the 191
spark passing between the 220
spark plugs according to 176
spark plugs because of 149
spark which brought the 44
spark which dazzles me 60
spark which ignited the 1146
spark which ignites it 49
spark which ignites the 483
spark which kindled in 47
spark which kindled the 473
spark which kindles the 198
spark which lighted the 214
spark which started the 204
spark would suffice to 154
spars black against the 51
spasm which affects the 40
spasm which results in 40
spawn large numbers of 118
speaking about america as 43
speaking about herself in 71
speaking about himself as 250
speaking about himself in 252
speaking about himself or 138
speaking about matters of 215
speaking about oneself in 44
speaking about religion in 55
speaking either attacks or 54
speaking either spanish or 65
speaking every language in 73
speaking lines written by 64
speaking people arrived in 111
speaking people because of 48
speaking people between the 42
speaking people crossed the 42
speaking people outside of 162
speaking people outside the 163
speaking people related to 96
speaking people settled in 182
speaking quite plainly to 105
speaking smile appeared to 53
speaking terms because of 232
speaking tongue vibrant to 43
speaking words against the 243
speaking words written by 85
speaking world because it 89
speaking world because of 197
speaking world between the 104
speaking world outside of 216
speaking world outside the 205
speaks about herself as 43
speaks about herself in 48
speaks about herself is 43
speaks about himself as 278
speaks about himself in 290
speaks about matters of 50
speaks anything against the 66
speaks never against me 61
speaks quite frankly of 77
speaks quite plainly of 51
speaks rather vaguely of 75
speaks which language to 66
speaks whole volumes of 42
spears fixed upright in 52
spears leaned against the 69
spears stuck upright in 140
speed finds herself so 163
speed limit because he 81
speed limit because it 52
speed limit because of 51
speed limit because the 43
speed limit dropped to 52
speed limit imposed by 173
speed limit imposed on 146
speed links between the 89
speed motion picture of 160
speed motor capable of 40
speed motor mounted on 58
speed often results in 51
speed ratios between the 231
speed until finally the 87
speed until mixture is 413
speed varying according to 55
speed which appeared to 40
speed which depends on 318
speed which enables it 49
speed which exceeds the 54
speed which permits the 42
speed which results in 165
speed which throbbed in 47
speed while retaining the 59
speed would decrease up 45
speed would increase as 41
speed would increase the 109
speed would increase to 83
speed would require an 61
speed would require the 44
spell either success or 155
spell which appeared to 54
spell words according to 214
spend about fifteen to 46
spend equal amounts of 797
spend equal amounts on 125
spend every weekend at 176
spend every weekend in 139
spend every weekend on 56
spend fewer dollars on 64
spend fifty dollars on 117
spend fifty dollars to 59
spend fifty percent of 160
spend forty dollars on 52
spend forty minutes on 56
spend hours analyzing the 50
spend hours examining the 122
spend hours exploring the 247
spend hours listening to 1106
spend hours observing the 49
spend hours preparing the 68
spend hours preparing to 45
spend hours together at 59
spend hours together in 411
spend hours together on 57
spend hours traveling to 40
spend hours wandering the 63
spend large amounts in 145
spend large amounts of 9502
spend large amounts on 1047
spend large amounts to 189
spend large portions of 992
spend lengthy amounts of 43
spend longer amounts of 53
spend major amounts of 44
spend major portions of 143
spend money according to 208
spend money because it 50
spend money because of 49
spend money improving the 43
spend money outside of 53
spend money outside the 92
spend months together in 60
spend seven minutes in 61
spend sixty percent of 46
spend small amounts of 204
spend thirty dollars on 59
spend thirty minutes in 228
spend thirty minutes of 44
spend thirty minutes on 178
spend thirty minutes or 159
spend thirty minutes to 72
spend undue amounts of 91
spend varying amounts of 602
spend weeks exploring the 119
spend weeks together in 59
spend working outside the 46
spent alone together in 110
spent equal amounts of 305
spent every weekend at 222
spent every weekend in 369
spent fifty dollars on 136
spent fifty percent of 54
spent forty dollars on 56
spent forty minutes at 45
spent forty minutes in 184
spent forty minutes on 88
spent hours analyzing the 197
spent hours answering my 116
spent hours examining it 70
spent hours examining the 330
spent hours exploring the 489
spent hours listening to 3946
spent hours observing the 258
spent hours outside the 92
spent hours polishing it 55
spent hours polishing the 167
spent hours pondering the 152
spent hours preparing it 43
spent hours preparing the 93
spent hours reviewing the 123
spent hours sketching the 51
spent hours together at 284
spent hours together in 1548
spent hours together on 301
spent hours wandering in 159
spent hours wandering the 222
spent large amounts in 108
spent large amounts of 5643
spent large amounts on 767
spent large amounts to 70
spent large measures of 40
spent large portions of 1357
spent looking forward to 79
spent looking outside the 55
spent major portions of 252
spent months analyzing the 53
spent months examining the 41
spent months exploring the 61
spent months listening to 158
spent months preparing the 80
spent months together in 200
spent months traveling the 42
spent putting together the 43
spent seven dollars on 47
spent seven summers in 63
spent sixty dollars on 83
spent small amounts of 83
spent thirty dollars on 55
spent thirty minutes at 49
spent thirty minutes in 259
spent thirty minutes of 95
spent thirty minutes on 143
spent thirty minutes or 74
spent varying amounts of 381
spent waiting outside the 59
spent weeks exploring the 40
spent weeks listening to 53
spent weeks preparing the 75
spent weeks together in 160
spent working outside the 144
spent working together in 65
spent working together on 74
spent writing letters to 323
sperm cells capable of 117
sperm cells contain an 91
sperm cells develop in 98
sperm cells present in 102
sperm whale fishery in 78
sperm would usually go 92
spice trade between the 162
spiking known amounts of 57
spine often results in 97
spine resting against the 97
spine shows narrowing of 50
split again between the 45
split apart because of 154
split arose between the 62
split labor markets in 69
split party control of 285
split renal function in 72
split spoon sampler is 66
split which divided the 203
split which divides the 96
spoil every romance by 135
spoil which belonged to 42
spoil would sharpen the 53
spoke about everything in 41
spoke about freedom of 76
spoke about herself as 40
spoke about herself in 51
spoke about himself as 271
spoke about himself in 132
spoke about himself or 73
spoke about matters of 83
spoke about religion in 41
spoke about returning to 81
spoke again jerkily in 45
spoke either spanish or 93
spoke either yiddish or 101
spoke every language in 53
spoke first against the 106
spoke first started in 60
spoke hotly against the 59
spoke often against the 62
spoke quite civilly to 68
spoke quite frankly of 234
spoke quite frankly to 113
spoke quite plainly of 41
spoke quite sharply to 111
spoke rather crossly to 63
spoke rather harshly to 63
spoke rather lightly of 67
spoke rather sharply to 261
spoke rather vaguely of 109
spoke whole volumes of 53
sponge which absorbs the 78
sponge would receive no 55
spoon equal amounts of 388
spoon equal portions of 183
spoon grating against the 48
spoon stood upright in 42
spoon until mixture is 163
sport alone pursues the 41
sport which appealed to 52
spots appear between the 90
spots occur between the 49
spots ranged together in 175
spots which appeared in 88
spots which appeared on 355
spots which appeared to 140
spots which develop on 55
spots which increase in 92
spots which suggest to 83
spout which conveys the 41
spray dashing against the 537
spray large amounts of 43
spread above fifteen or 48
spread apart because of 76
spread either locally or 41
spread every variety of 70
spread false reports in 89
spread false reports of 338
spread false reports or 60
spread false reports to 65
spread false stories of 63
spread fingers together in 54
spread greek culture in 68
spread greek culture to 109
spread large amounts of 112
spread large carpets of 65
spread large numbers of 48
spread quite rapidly in 263
spread quite rapidly to 115
spread rather quickly in 85
spread rather quickly to 60
spread rather rapidly in 50
spread rather rapidly to 53
spread sheet program to 43
spread small amounts of 42
spread thence towards the 69
spread thinly between the 40
spread which covered the 40
springs every meridian of 64
springs every species of 41
springs might perhaps be 43
springs press against the 173
springs which actuate the 258
springs which bubbled up 110
springs which connect the 51
springs which control the 61
springs which furnish the 60
springs which nourish the 55
springs which produce the 53
springs which provide the 46
springs which support the 113
spurs which belonged to 89
spurt inner violence of 44
squad under command of 60
staff could perform the 48
staff could provide the 67
staff hours devoted to 144
staff looks forward to 121
staff meeting chaired by 106
staff meeting devoted to 54
staff meeting following the 58
staff might consist of 111
staff moved quickly to 85
staff nurse position in 85
staff often operate on 95
staff shall comfort me 284
staff shall comfort us 59
staff shall consist of 405
staff shall furnish the 53
staff shall receive the 72
staff talks between the 610
staff units reporting to 48
staff which belonged to 47
staff whose function is 110
staff whose function it 115
staff working outside the 104
staff working together as 172
staff working together in 131
staff working together on 127
staff working together to 214
staff works together as 46
staff works together to 104
staff would attempt to 167
staff would consist of 415
staff would discuss the 44
staff would examine the 55
staff would improve the 55
staff would include the 55
staff would increase the 59
staff would prepare the 43
staff would provide the 113
staff would receive the 57
staff would respond to 79
staff would support the 61
staff would welcome the 54
stage agent demanding the 43
stage coach happening to 86
stage could consist of 47
stage human embryos in 43
stage large amounts of 85
stage large numbers of 142
stage larvae develop in 132
stage larvae migrate to 114
stage lasts depends on 42
stage lines between the 48
stage might consist of 99
stage might include the 53
stage might involve the 59
stage months previous to 49
stage often results in 170
stage plays written by 132
stage quite similar to 57
stage renal failure as 112
stage renal failure at 122
stage renal failure by 304
stage renal failure in 2551
stage renal failure is 1417
stage renal failure on 221
stage renal failure or 217
stage route between the 42
stage shall contain in 55
stage takes account of 48
stage where everything is 134
stage where members of 47
stage where scenery is 57
stage which appeared in 48
stage which carried the 55
stage which carries the 110
stage which enables the 60
stage which existed in 47
stage which follows is 76
stage which follows it 77
stage which follows the 361
stage which permits of 44
stage which permits the 68
stage which reduces the 55
stage which results in 148
stage works include the 61
stage would consist in 70
stage would consist of 459
stage would destroy the 46
stage would include the 125
stage would increase the 79
stage would involve an 96
stage would involve the 345
stage would prevent the 48
stage would provide the 75
stage would require the 85
stage would witness the 43
staging point between the 81
staging posts between the 43
stain after fixation in 263
stair landing between the 56
stalk which carries the 53
stamp taxes imposed by 59
stamp taxes imposed on 54
stand about outside in 47
stand about outside the 53
stand above everything as 45
stand alone against an 349
stand alone against so 104
stand alone against the 9084
stand alone because he 53
stand alone because it 367
stand alone because of 166
stand alone because the 85
stand alone between the 107
stand alone outside of 45
stand alone outside the 146
stand apart because of 364
stand aside because of 43
stand below shrieking up 179
stand black against the 315
stand close against the 274
stand close together as 139
stand close together at 207
stand close together in 1512
stand close together on 241
stand close together or 56
stand close together so 100
stand close together to 89
stand erect against it 57
stand erect against the 228
stand erect because of 80
stand fully exposed to 83
stand fully revealed in 46
stand guard against the 1395
stand guard between the 74
stand guard outside my 91
stand guard outside the 1884
stand guard outside to 40
stand large amounts of 46
stand looking towards the 184
stand naked against the 63
stand nearly upright in 117
stand nobly against the 43
stand proof against the 134
stand quite outside of 46
stand quite outside the 434
stand quite upright in 77
stand ranged against the 115
stand rather outside the 47
stand right against the 110
stand right outside the 456
stand round blankly as 143
stand sharp against the 41
stand solid against the 108
stand stark against the 142
stand still against the 187
stand still because he 213
stand still because it 119
stand still because of 431
stand still because the 263
stand still because we 99
stand still between the 172
stand strong against the 535
stand taken against it 109
stand taken against the 605
stand talking together in 58
stand thumping against it 44
stand tough against the 44
stand under windows in 81
stand until doubled in 128
stand waiting outside the 46
stand watch against the 44
stand watch outside the 139
stand which carries the 216
stand while listening to 89
stand while preparing the 401
stare quite peculiar to 47
staring black letters on 57
staring rather blankly at 56
stark black against the 132
stark naked against the 53
stark white against the 527
stars bound together by 152
stars close together in 535
stars shining against the 56
stars shining between the 100
stars shining faintly in 42
stars shone between the 75
stars shone faintly in 141
stars still visible in 57
stars which adorned the 40
stars which appeared in 125
stars which appeared to 91
stars which compose it 330
stars which compose the 729
stars which glitter in 56
stars which glitter on 51
stars which produce the 59
stars which revolve in 48
stars which spangled the 57
stars which sparkle in 48
stars which studded the 145
stars which twinkle in 43
stars while listening to 52
stars whose diameter is 58
start action against the 61
start again because it 40
start again because of 109
start again because the 103
start again towards the 43
start every quarter of 42
start first against the 74
start getting control of 41
start keeping records of 80
start large numbers of 44
start looking closely at 165
start looking forward to 1735
start looking outside the 90
start looking towards the 49
start piecing together the 202
start putting together an 135
start putting together the 649
start really listening to 41
start running towards the 323
start seeds indoors in 407
start seeds indoors or 91
start sending letters to 68
start smoking because of 77
start telling stories of 52
start thinking outside of 49
start thinking outside the 437
start throwing punches at 52
start walking towards the 455
start working according to 123
start working against the 54
start working outside the 82
start working together as 227
start working together in 340
start working together on 359
start working together to 233
start working towards it 56
start working towards the 94
start writing letters to 528
state above loyalty to 125
state acted according to 44
state acted against the 51
state action against an 90
state action against the 895
state action alleged to 109
state action because it 553
state action because of 251
state action because the 818
state action claimed to 68
state action concept is 46
state action concept to 66
state action depends on 52
state action impairing the 203
state action imposed by 190
state action infringed on 177
state action present in 126
state action results in 40
state action similar to 54
state action subject to 554
state action violated the 61
state action violates the 102
state actor because it 68
state actor subject to 50
state after decades of 169
state after emission of 44
state after executing the 73
state after receiving the 57
state after removal of 182
state anything falsely in 56
state banking systems in 86
state banks against the 55
state banks entered the 85
state banks located in 150
state banks outside of 49
state banks refused to 101
state based largely on 53
state birds sighted on 90
state board members in 107
state board refused to 43
state bonds amounting to 60
state bound together by 86
state cases involving the 122
state cases upholding the 159
state civil service as 151
state civil service in 293
state civil service is 159
state civil service or 202
state civil service to 156
state claim against the 132
state claim permits the 195
state comes closest to 62
state comes forward to 52
state could abridge the 102
state could achieve the 51
state could acquire the 51
state could attempt to 109
state could command in 76
state could command the 69
state could control the 300
state could declare an 42
state could declare the 50
state could dispose of 73
state could enforce the 66
state could explain the 46
state could function as 114
state could improve the 68
state could increase the 137
state could justify the 62
state could nullify an 79
state could perhaps be 50
state could pretend to 41
state could prevent the 164
state could proceed to 56
state could produce the 59
state could promote the 47
state could protect the 165
state could provide an 86
state could provide the 252
state could replace the 43
state could require the 418
state could resolve the 44
state could respond to 69
state could satisfy the 42
state could somehow be 47
state could succeed in 70
state could support the 59
state could survive if 41
state could survive in 82
state could survive the 99
state could withdraw at 63
state court adheres to 62
state court adopted the 67
state court against an 296
state court against the 1842
state court applied the 110
state court arrives at 100
state court because he 52
state court because it 201
state court because of 578
state court because the 650
state court between the 45
state court chooses to 43
state court decided the 331
state court decides the 85
state court decides to 54
state court decision as 131
state court decision by 61
state court decision in 816
state court decision is 785
state court decision on 903
state court decision to 178
state court demands on 168
state court dismiss the 61
state court entered an 87
state court following the 105
state court granted an 42
state court granted the 199
state court involving the 78
state court located in 85
state court obtains no 41
state court opinions in 237
state court opinions on 95
state court ordered the 208
state court proceed to 45
state court refused to 620
state court refuses to 144
state court regarding the 54
state court rejects the 40
state court systems as 65
state court systems in 373
state court systems is 479
state court systems of 56
state court systems to 209
state court upholds the 45
state court violated the 149
state creep behavior of 143
state debts amounting to 43
state debts assumed by 197
state either because of 71
state error between the 256
state error depends on 54
state every faculty of 40
state farms according to 52
state feels obliged to 58
state first appeared in 146
state first emerged in 46
state fishing license is 239
state fishing license to 45
state funds according to 265
state funds amounting to 57
state funds because of 58
state funds devoted to 54
state gives priority to 79
state grant program to 140
state grant towards the 115
state helps enhance the 73
state helps explain the 59
state hence resulting to 133
state henry kissinger to 53
state holding company in 150
state holding company to 182
state judge ordered the 53
state judge refused to 64
state large numbers of 145
state legal systems as 46
state legal systems in 63
state lends support to 60
state level according to 138
state level because it 42
state level because of 399
state level because the 329
state level between the 268
state level depends on 45
state level following the 89
state level include the 133
state lines because of 41
state loses control of 47
state might attempt to 223
state might consist of 82
state might perhaps be 43
state might provide the 58
state might require the 100
state might respond to 45
state might triumph in 64
state moved against the 55
state moved quickly to 154
state moved rapidly to 50
state nearly bordering on 54
state nearly similar to 49
state never managed to 44
state often results in 178
state paper offices of 63
state party systems in 126
state petty offense be 42
state power according to 166
state power against the 528
state power because it 180
state power because of 186
state power because the 161
state power becomes the 119
state power between the 321
state power capable of 71
state power depends on 181
state power following the 52
state power wielded by 106
state quite similar to 87
state ruled according to 118
state rules governing the 319
state rules regarding the 142
state seems capable of 49
state shall abridge the 169
state shall appoint in 134
state shall appoint the 612
state shall attempt to 42
state shall certify the 87
state shall certify to 92
state shall collect the 144
state shall compose the 42
state shall conform to 46
state shall consist of 821
state shall contain the 70
state shall control the 47
state shall deliver the 63
state shall deliver to 83
state shall destine to 83
state shall endeavor to 239
state shall enforce the 50
state shall examine the 57
state shall furnish to 161
state shall neglect or 236
state shall neglect to 51
state shall observe the 47
state shall promote the 941
state shall protect the 251
state shall provide an 60
state shall provide in 87
state shall provide the 145
state shall receive the 67
state shall require it 96
state shall require the 61
state shall respect the 359
state space according to 103
state space defined by 467
state space depends on 47
state space equation of 64
state space spanned by 155
state still capable of 42
state still refused to 57
state still remains the 174
state still remains to 42
state still retains an 137
state still retains the 116
state suits brought by 87
state takes account of 75
state takes control of 125
state takes measures to 102
state taxes according to 132
state taxes against the 53
state taxes because of 123
state taxes imposed on 490
state taxes measured by 158
state testing program in 40
state treaty between the 309
state under charles ii 112
state under charles the 54
state under control of 150
state under emission of 76
state under penalty of 498
state until altered or 49
state until aroused by 46
state value according to 41
state voted against it 107
state voted against the 130
state welding process in 59
state where abortion is 48
state where everything is 882
state where freedom of 101
state where justice is 87
state where members of 52
state where religion is 96
state where service is 145
state where slavery is 497
state which accepts the 146
state which according to 415
state which adhered to 44
state which adheres to 113
state which adopted the 107
state which affects the 103
state which affords the 42
state which allowed the 79
state which amounts to 79
state which answers to 40
state which appealed to 51
state which appeared in 48
state which appeared to 515
state which applies the 77
state which applies to 81
state which aspects of 42
state which aspired to 93
state which aspires to 89
state which assumed the 48
state which assumes the 106
state which assures the 40
state which attains the 50
state which becomes the 84
state which belonged to 323
state which borders on 122
state which brought the 53
state which carries the 45
state which chooses to 121
state which claimed the 91
state which claimed to 179
state which concern the 57
state which confers the 57
state which defines the 171
state which demands the 46
state which depends on 370
state which desired to 85
state which desires the 122
state which desires to 256
state which emerged as 50
state which emerged in 317
state which enabled it 41
state which enabled the 61
state which enables it 131
state which enables the 138
state which enables us 82
state which enacted the 64
state which ensures the 51
state which entered the 51
state which excites the 124
state which existed at 121
state which existed in 288
state which expects to 48
state which follows it 66
state which follows the 943
state which forbids the 61
state which governs the 132
state which granted it 73
state which granted the 371
state which happens to 187
state which ignores the 43
state which impairs the 62
state which imposes the 127
state which insists on 76
state which intends to 93
state which obtains in 83
state which permits it 83
state which permits the 387
state which portions of 104
state which pursues the 66
state which reduces the 135
state which refused to 440
state which refuses to 655
state which regards the 40
state which relates the 63
state which relates to 71
state which remains the 126
state which renders it 346
state which renders the 142
state which require the 99
state which resorts to 148
state which results in 999
state which retains the 69
state which secures the 49
state which strives to 48
state which threatens the 58
state which threatens to 109
state which violated the 86
state which violates the 162
state while retaining the 101
state while subject to 233
state whose capital is 452
state whose conduct is 60
state whose content is 382
