sacking and destruction of 529
skill and commitment in 41
skill and commitment of 415
skill and commitment to 402
skill and competence as 293
skill and competence in 1036
skill and competence is 107
skill and competence of 1137
skill and competence on 57
skill and competence the 48
skill and competence to 370
skill and competency in 167
skill and competency of 133
skill and complexity of 142
skill and confidence as 430
skill and confidence by 82
skill and confidence he 63
skill and confidence in 1743
skill and confidence is 57
skill and confidence of 398
skill and confidence on 117
skill and confidence so 43
skill and confidence the 41
skill and confidence to 828
skill and conscience to 76
skill and cooperation in 43
skill and cooperation of 165
skill and copiousness of 123
skill and difficulty of 50
skill and discipline as 101
skill and discipline by 65
skill and discipline in 184
skill and discipline of 1014
skill and discipline the 46
skill and discipline to 276
skill and disposition to 78
skill and distinction of 47
skill and efficiency as 400
skill and efficiency at 43
skill and efficiency by 91
skill and efficiency he 44
skill and efficiency in 1233
skill and efficiency is 68
skill and efficiency of 1905
skill and efficiency on 89
skill and efficiency the 51
skill and efficiency to 148
skill and enterprise as 250
skill and enterprise by 40
skill and enterprise in 632
skill and enterprise of 2365
skill and enterprise on 105
skill and enterprise to 330
skill and excellence as 46
skill and excellence in 312
skill and excellence of 219
skill and excitement of 55
skill and experience as 3844
skill and experience at 368
skill and experience by 391
skill and experience he 340
skill and experience if 116
skill and experience in 9323
skill and experience is 2468
skill and experience it 91
skill and experience of 18581
skill and experience on 1163
skill and experience or 95
skill and experience so 56
skill and experience the 296
skill and experience to 6089
skill and experience we 90
skill and expertness in 248
skill and expertness of 74
skill and facilities of 62
skill and facilities to 55
skill and forbearance of 52
skill and forethought in 97
skill and forethought of 97
skill and forethought to 50
skill and generosity of 139
skill and gentleness in 63
skill and gentleness of 84
skill and illustrating the 66
skill and imagination as 260
skill and imagination he 48
skill and imagination in 799
skill and imagination of 1348
skill and imagination on 115
skill and imagination the 44
skill and imagination to 709
skill and implements of 107
skill and importance of 95
skill and inclination of 195
skill and inclination to 163
skill and information in 88
skill and information of 158
skill and information to 126
skill and insecurity of 40
skill and inspiration of 111
skill and inspiration to 47
skill and liberality of 59
skill and management in 78
skill and management is 50
skill and management of 528
skill and management to 133
skill and observation of 106
skill and penetration in 86
skill and penetration of 121
skill and politeness of 70
skill and popularity as 53
skill and popularity in 50
skill and popularity of 103
skill and preference of 91
skill and preparation of 93
skill and preparation to 56
skill and promptness in 89
skill and promptness of 67
skill and psychology to 111
skill and refinement by 40
skill and refinement in 222
skill and refinement of 255
skill and regularity of 67
skill and reliability as 120
skill and reliability in 90
skill and reliability of 198
skill and seriousness of 54
skill and shrewdness in 153
skill and shrewdness of 131
skill and simplicity of 50
skill and superiority in 64
skill and superiority of 101
skill and supervision of 73
skill and suppleness of 41
skill and techniques of 163
skill and techniques to 50
skill and technology in 85
skill and technology is 53
skill and technology of 125
skill and technology to 174
skill and tenderness in 64
skill and tenderness of 241
skill and usefulness in 40
skill and virtuosity in 101
skill and virtuosity of 116
skill are sufficient to 48
skill can contribute to 57
skill may contribute to 54
skill nor experience in 79
skill nor inclination to 45
skill that astonished the 74
skill that determines the 75
skill was considered as 78
skill was considered to 44
skill was inadequate to 56
skill was manifested by 46
skill was manifested in 114
skill was recognized by 95
skill was recognized in 41
skill was sufficient to 147
skins and implements to 136
skins and intestines of 59
skins and preparation of 52
skins and surrounded by 51
skirt and petticoats to 82
skirt and petticoats up 53
skull and compression of 44
skull and crossbones as 357
skull and crossbones at 282
skull and crossbones in 553
skull and crossbones is 202
skull and crossbones of 435
skull and crossbones on 6367
skull and crossbones or 281
skull and crossbones to 308
skull and surrounded by 87
skull cap surmounted by 91
skull for attachment of 87
skull was discovered at 106
skull was discovered by 240
skull was discovered in 513
skull was identified as 45
skull was surrounded by 69
slabs and surrounded by 98
slabs are considered as 148
slabs are reinforced in 42
slabs set vertically in 63
slave and instrument of 137
slave law punishable as 86
slave was astonished to 66
slave was considered an 47
slave was considered as 286
slave was considered in 81
slave was considered the 55
slave was considered to 169
slave was determined by 68
slave was equivalent to 61
slave was introduced by 48
slave was manumitted by 62
slave was preferable to 70
slave was punishable by 177
slave was recognized as 68
slave was sufficient to 49
slave who discovered the 62
sleep and constituting the 44
sleep and contribute to 159
sleep and difficulty in 110
sleep and remembered the 87
sleep and respiration in 61
sleep and sleepiness in 363
sleep are considered to 47
sleep are controlled by 423
sleep are determined by 124
sleep are influenced by 85
sleep can contribute to 299
sleep may contribute to 514
sleep was considered to 81
sleep was discovered in 40
sleep was impossible as 45
sleep was impossible in 200
sleep was impossible on 41
sleep was impossible to 174
sleep was overpowering it 56
sleep was punctuated by 209
sleep was restricted to 61
sleep was sufficient to 204
sleep was untroubled by 54
sleep with expectation of 69
slept and breakfasted at 77
slept was surrounded by 52
slice that represents the 42
slice was determined by 55
slide for examination by 56
sliding and deformation of 88
sliding wear resistance of 84
slips and hesitations of 182
slips and oversights as 88
slips and oversights of 42
sloop was advertised to 45
sloop was dispatched to 58
slope and approached the 186
slope and coefficient of 52
slope and disappeared in 106
slope and elasticity of 91
slope and inclination of 78
slope and intercepts of 245
slope and intersects the 44
slope and orientation of 163
slope and represents the 56
slope and resistance of 40
slope and surrounded by 76
slope and topography of 63
slope are determined by 80
slope being determined by 141
slope that intersects the 59
slope that overlooked the 181
slope that represents the 68
slope was calculated as 46
slope was calculated by 68
slope was calculated to 51
slope was determined by 125
slope was determined to 55
slope was sufficient to 58
sloths and armadillos of 75
slots are determined by 43
slots that correspond to 82
slowing and clumsiness of 58
slump was attributed to 49
slums that surrounded the 47
small air compressor is 80
small air conditioner in 55
small and apparently of 83
small and approaches the 98
small and comparable in 62
small and comparable to 340
small and competition is 55
small and considered to 57
small and contracted in 47
small and controlled by 97
small and convenient in 49
small and convenient to 145
small and correspond to 69
small and cultivation is 45
small and determined by 56
small and elliptical in 42
small and equivalent to 51
small and fragmented in 60
small and fragmented to 250
small and frightened as 40
small and frightened in 78
small and homogeneous as 147
small and homogeneous in 109
small and impossible to 175
small and inadequate as 90
small and inadequate in 152
small and inadequate the 56
small and inadequate to 358
small and incidental as 98
small and incidental to 49
small and inconstant in 45
small and indistinct in 164
small and indistinct to 85
small and influenced by 45
small and infrequent as 97
small and infrequent to 56
small and negligible in 227
small and outweighed by 63
small and peripheral to 47
small and rectangular in 113
small and regardless of 76
small and represents the 106
small and restricted by 41
small and restricted in 177
small and restricted to 912
small and ridiculous in 45
small and specialized in 86
small and specialized to 77
small and submissive to 48
small and superficial as 42
small and superficial in 41
small and surrounded by 1343
small and unpretending in 41
small and vulnerable as 223
small and vulnerable in 412
small and vulnerable on 57
small and vulnerable to 462
small area controlled by 54
small area designated as 59
small area immediately in 63
small area immediately to 52
small area surrounded by 316
small bay surrounded by 116
small beam divergence of 46
small boy approached the 42
small but sufficient to 329
small dot surrounded by 51
small fly accompanying it 56
small for application of 46
small for calculation of 56
small for conclusions to 83
small for recognition by 40
small his experience of 44
small hut surrounded by 76
small mean difference in 43
small sex difference in 157
small sum sufficient to 86
small this difference is 94
small way contribute to 274
small way contributing to 50
small way influenced by 106
smart and attractive as 90
smart and attractive in 60
smart and fashionable in 46
smart and interested in 78
smart and successful as 42
smart and successful in 66
smell and atmosphere of 116
smell and expectation of 55
smile and approached the 74
smile and approbation of 79
smile and inclination of 200
smile and introduced me 45
smile and understood it 58
smile his approbation of 82
smile she remembered so 281
smile that brightened the 95
smile that disappeared as 159
smile that emphasized the 40
smile was calculated to 47
smile was expressive of 44
smile was impossible to 40
smile was sufficient to 116
smile was triumphant as 86
smiling and interested in 47
smiling and surrounded by 74
smiling with appreciation of 64
smiths and carpenters in 95
smiths and carpenters of 215
smiths and carpenters to 92
smoke and excitement of 224
smoke and exhalations of 233
smoke and surrounded by 108
smoke can contribute to 58
smoke had disappeared to 49
smoke her cigarettes in 42
smoke may contribute to 185
smoke that surrounded the 53
smoke that surrounded us 50
smoke two cigarettes at 146
smoke two cigarettes in 84
smoke was considered to 46
smoke was discovered on 42
smoking all contribute to 148
smoking and consumption of 698
smoking and prevalence of 192
smoking and progression of 307
smoking are prohibited in 119
smoking are prohibited on 67
smoking can contribute to 268
smoking may contribute to 608
smoking may predispose to 77
smoking two cigarettes at 145
smoking two cigarettes in 40
smoking was considered to 147
smoking was identified as 165
smoking was introduced by 125
smoking was introduced to 80
smoking was prohibited by 85
smoking was prohibited in 240
smoking was prohibited on 257
smoking was restricted to 56
smooth and acceptable to 47
smooth and attractive as 49
smooth and consistent as 46
smooth and consistent in 45
smooth and continuous as 371
smooth and continuous at 40
smooth and continuous in 158
smooth and continuous on 42
smooth and continuous or 79
smooth and continuous so 96
smooth and continuous to 55
smooth and controlled as 146
smooth and effortless as 144
smooth and facilitate the 96
smooth and featureless as 245
smooth and homogeneous in 99
smooth and immaculate as 40
smooth and straighten the 222
smooth and successful as 75
smooth and surrounded by 63
smooth and treacherous as 54
smooth and uneventful as 59
smooth and untroubled as 70
smooth and unwrinkled as 168
smooth area surrounded by 41
snare and distraction to 169
snows and precipices of 70
soaps and detergents as 164
soaps and detergents in 274
soaps and detergents is 169
soaps and detergents on 106
soaps and detergents to 182
soaps are decomposed by 49
sober and industrious as 125
sober and industrious in 104
sober and industrious of 92
sober and industrious to 46
sober and restrained in 174
sober and trustworthy in 51
social and benevolent in 40
social and collective in 84
social and ecological as 108
social and educational as 610
social and educational in 154
social and historical as 519
social and historical in 646
social and ideological as 154
social and ideological in 63
social and individual at 66
social and individual in 113
social and individual is 42
social and recreational as 146
social and recreational in 89
social bad conscience of 67
soever his observance of 64
soever they attributed to 41
soils add information on 91
soils and assessment of 51
soils and landscapes in 68
soils and landscapes of 89
soils and topography in 55
soils and topography of 106
soils and topography on 49
soils are classified as 2924
soils are classified by 128
soils are classified in 186
soils are classified on 135
soils are comparable to 64
soils are considered as 267
soils are considered in 77
soils are considered the 182
soils are considered to 1009
soils are controlled by 83
soils are designated as 180
soils are designated by 60
soils are determined by 189
soils are essentially the 49
soils are identified as 118
soils are identified by 76
soils are indicative of 56
soils are influenced by 241
soils are maintained in 53
soils are moderately to 177
soils are preferable to 91
soils are recognized as 114
soils are recognized in 52
soils are responsive to 63
soils are restricted to 184
soils are summarized in 253
soils are vulnerable to 129
soils being cultivated in 49
soils may contribute to 46
soils was attributed to 89
soils was determined by 265
soils was determined in 48
solid and continuous in 115
solid and dependable as 375
solid and dependable in 55
solid and homogeneous in 78
solid and substantial as 541
solid and substantial in 299
solid and substantial of 41
solid and substantial to 258
solid and surrounded by 70
solid and trustworthy as 40
solid and unshakable as 54
solid are determined by 412
solid bar represents the 156
solid dot represents the 61
solid than professions of 62
solid that represents the 78
solid was determined by 141
solid was identified as 62
solve and understand the 43
solve our difficulty by 54
solve that difficulty by 41
solve this difficulty as 110
solve this difficulty by 2471
solve this difficulty if 48
solve this difficulty in 219
solve this difficulty is 206
solve this difficulty it 41
solve this difficulty of 68
solve this difficulty the 118
solve this difficulty to 44
solve this difficulty we 211
solving and application of 251
solving and commitment to 121
solving and exploration of 49
solving and management of 116
solving can contribute to 48
solving for substituting the 49
solving this difficulty by 41
solving this difficulty is 180
soothe her conscience by 43
soothe her melancholy at 54
soothe his complaints by 53
soothe his conscience by 179
soothe his conscience he 57
soothe his impatience by 91
soothing and delightful to 133
soothing his conscience by 75
sorry you disapprove of 76
sorry you disbelieve it 96
sorting and arrangement of 222
sorting and categorizing of 48
sorting and categorizing the 107
sorting and distributing of 82
sorting and distributing the 291
sorting and examination of 47
sorting and interpreting the 44
sorting and preparation of 195
sorting and segregation of 153
sorts and quantities of 227
sorts are propagated by 100
souls and characters of 46
souls and intellects of 53
souls are accustomed to 56
souls are attributed to 40
souls are considered to 70
souls are everywhere of 159
souls are extinguished by 47
souls are imprisoned in 161
souls are influenced by 64
souls are reflections of 53
souls are strengthened by 53
souls that constitute the 79
souls who constitute the 54
sound and acceptable to 279
sound and applicable in 54
sound and applicable to 496
sound and appropriate to 255
sound and arrangement of 188
sound and associations of 162
sound and atmosphere of 106
sound and attractive to 121
sound and connotation of 41
sound and consistent in 99
sound and contribute to 130
sound and determines the 43
sound and disappeared in 47
sound and excitement of 109
sound and legitimate in 64
sound and productive of 120
sound and profitable in 118
sound and recognized it 50
sound and represents the 44
sound and responsive to 132
sound and scientific in 41
sound and sufficient in 40
sound and sufficient to 140
sound and transmitting it 42
sound and trustworthy as 40
sound and trustworthy in 72
sound and unaffected as 51
sound and unaffected by 41
sound and unimpaired as 54
sound are calculated to 183
sound are considered to 108
sound are controlled by 88
sound are determined by 238
sound being determined by 173
sound her sentiments at 44
sound him personally by 51
sound not dissimilar to 113
sound she recognized as 86
sound that frightened me 49
sound that interrupts the 71
sound that originates in 113
sound that penetrated the 268
sound that penetrated to 42
sound that penetrates the 60
sound that represents the 228
sound too interested in 55
sound too simplistic to 40
sound was attributed to 50
sound was consequent on 40
sound was considered to 74
sound was delightful to 60
sound was determined by 109
sound was impossible to 52
sound was influenced by 52
sound was introduced in 168
sound was introduced to 161
sound was multiplied by 75
sound was punctuated by 119
sound was recognized as 40
sound was sufficient to 234
soups and sandwiches to 53
sowed and cultivated in 49
sowed and cultivated the 51
space age technology to 172
space all contribute to 75
space and activities in 47
space and activities of 45
space and application of 43
space and approached the 51
space and arrangement of 211
space and arrangement on 42
space and atmosphere in 79
space and atmosphere is 57
space and atmosphere of 96
space and atmosphere to 47
space and boundaries of 46
space and complexity of 74
space and composition of 44
space and compresses the 105
space and compression of 78
space and confidence to 43
space and constitute the 67
space and continuity in 137
space and continuity of 51
space and continuous in 115
space and contribute to 226
space and contributing to 54
space and controlled by 47
space and correspond to 67
space and destruction of 126
space and determined the 42
space and determines the 93
space and difficulty in 46
space and disappeared in 50
space and discovered the 44
space and efficiency of 45
space and eliminated the 44
space and eliminates the 144
space and elimination of 104
space and emphasized the 40
space and emphasizes the 54
space and enrichment on 43
space and eventually the 48
space and eventually to 72
space and experience in 44
space and experience of 91
space and experience the 40
space and facilitate the 64
space and facilities as 220
space and facilities at 196
space and facilities be 74
space and facilities in 475
space and facilities is 74
space and facilities of 141
space and facilities on 89
space and facilities to 605
space and importance in 50
space and importance to 106
space and inclination to 57
space and investment in 53
space and legitimacy to 48
space and management of 46
space and persistent in 91
space and prominence in 69
space and prominence to 232
space and recognition of 67
space and remoteness of 45
space and represents the 124
space and resistance to 85
space and simplicity of 86
space and simplifies the 41
space and successive in 84
space and surrounded by 286
space and transforming it 40
space and transforms it 103
space and ultimately to 47
space and understand the 51
space and utilization of 75
space and ventilation in 86
space and ventilation to 43
space and ventricles of 69
space are accessible to 59
space are classified as 83
space are considered as 256
space are considered in 106
space are considered to 202
space are controlled by 93
space are designated as 40
space are determined by 746
space are equivalent to 132
space are essentially the 54
space are identified as 83
space are identified by 73
space are indicative of 53
space are influenced by 113
space are integrated in 48
space are properties of 62
space are restricted to 57
space are sufficient to 95
space are summarized in 95
space are surrounded by 54
space are understood as 101
space being determined by 52
space being surrounded by 65
space can contribute to 157
space can frequently be 40
space for acceptance of 48
space for activities of 53
space for application of 62
space for articulating the 48
space for attachment of 47
space for circulation of 191
space for commentary on 43
space for description of 149
space for difference in 73
space for discussions of 121
space for entertaining or 48
space for examination of 59
space for exhibitions of 66
space for explanation of 119
space for exploration of 126
space for expressions of 116
space for individual or 76
space for information on 117
space for instruction in 43
space for pedestrians to 58
space for preparation of 74
space for publication of 53
space for recognition of 114
space for repentance is 70
space for representing the 112
space for researchers to 68
space for resistance to 217
space for signatures of 52
space for spectators to 46
space for ventilation as 113
space has encouraged the 41
space may contribute to 167
space may correspond to 110
space nor competence to 59
space nor inclination to 449
space not accessible to 45
space not controlled by 51
space par excellence of 63
space per individual in 45
space per individual is 75
space per inhabitant in 64
space that constitute the 83
space that contribute to 69
space that correspond to 454
space that determines the 199
space that emphasizes the 51
space that encourages the 57
space that represents the 814
space that stimulates the 46
space that surrounded it 110
space that surrounded the 239
space that transcends the 145
space then representing the 186
space was calculated as 46
space was calculated by 58
space was calculated to 49
space was considered as 182
space was considered by 49
space was considered in 45
space was considered to 185
space was controlled by 114
space was determined by 394
space was determined in 51
space was determined to 40
space was discovered in 44
space was equivalent to 75
space was identified as 123
space was inadequate to 76
space was influenced by 77
space was introduced by 140
space was introduced in 112
space was introduced to 45
space was maintained by 68
space was recognized as 120
space was reinforced by 48
space was restricted by 48
space was restricted to 182
space was sacrificed to 82
space was subdivided by 55
space was sufficient to 227
space was surrounded by 407
space was surrounded on 58
space was understood as 61
space with compression of 59
space with destruction of 51
space with velocities of 73
spacing and arrangement of 2043
spacing and disposition of 86
spacing and inclination of 42
spacing and indentation of 42
spacing and orientation in 112
spacing and orientation of 1528
spacing and proportions of 160
spacing and punctuation in 53
spacing and regularity of 92
spacing are determined by 251
spacing being determined by 253
spacing was calculated to 41
spacing was determined by 141
spacing was determined to 40
spans are determined by 81
spare for investment in 185
spare his countrymen the 41
sparing and indefinite in 72
spark was sufficient to 551
spark who maintained the 53
spasm and contraction of 423
spasm and difficulty in 115
spasm and tenderness in 262
spasm and tenderness of 211
spasm may contribute to 77
spawn new generations of 154
speaking are artificers of 65
speaking for generations of 65
speaking out forcefully in 40
speaking out forcefully on 76
speaking was extinguished by 86
speaking was introduced by 58
speaking with approbation of 80
speaking with bitterness is 102
speaking with confidence of 122
speaking with confidence on 47
speaking with difficulty in 49
speaking with disrespect of 187
speaking with simplicity of 41
speaks for generations of 40
speaks with abhorrence of 92
speaks with appreciation of 192
speaks with approbation of 412
speaks with bitterness of 254
speaks with confidence of 471
speaks with confidence on 41
speaks with disrespect of 84
speaks with earnestness of 50
speaks with indignation of 361
speaks with indulgence of 86
speaks with tenderness of 100
speed and abruptness of 57
speed and approached the 68
speed and attenuation in 106
speed and attenuation of 359
speed and brightness of 71
speed and capability of 375
speed and capability to 64
speed and capacities of 57
speed and cleanliness of 86
speed and cleverness of 51
speed and competence of 94
speed and complexity as 42
speed and complexity in 53
speed and complexity of 3932
speed and composition of 89
speed and compression of 64
speed and concealment to 57
speed and confidence as 81
speed and confidence in 93
speed and confidence of 299
speed and confidence to 53
speed and consumption of 81
speed and continuity of 701
speed and destination of 47
speed and difficulty of 128
speed and directness in 86
speed and directness of 701
speed and disappeared in 225
speed and durability of 120
speed and efficiency as 812
speed and efficiency at 237
speed and efficiency by 665
speed and efficiency he 48
speed and efficiency if 163
speed and efficiency in 6079
speed and efficiency is 552
speed and efficiency it 99
speed and efficiency of 25106
speed and efficiency on 407
speed and efficiency the 189
speed and efficiency to 637
speed and elasticity of 57
speed and elimination of 53
speed and excellence of 108
speed and excitement of 366
speed and facilitate the 218
speed and fierceness of 53
speed and horsepower of 219
speed and importance of 71
speed and inclination of 94
speed and integration of 52
speed and legibility in 118
speed and legibility of 185
speed and likelihood of 109
speed and liveliness of 46
speed and nimbleness of 64
speed and orientation of 321
speed and penetration of 97
speed and percentage of 266
speed and permanence of 77
speed and profundity of 62
speed and promptness in 44
speed and promptness of 60
speed and properties of 40
speed and redundancy on 56
speed and regardless of 108
speed and regularity in 106
speed and regularity of 1923
speed and reliability as 107
speed and reliability at 92
speed and reliability in 334
speed and reliability is 88
speed and reliability of 7052
speed and reliability on 44
speed and reliability to 78
speed and resistance of 108
speed and resistance to 193
speed and robustness of 308
speed and simplicity as 53
speed and simplicity in 395
speed and simplicity of 3346
speed and simplicity to 59
speed and strategies of 56
speed and suddenness of 224
speed and suppleness of 50
speed and technology of 41
speed and timeliness of 263
speed and trajectory of 387
speed and turbulence of 189
speed and uniformity in 49
speed and uniformity of 763
speed and usefulness of 58
speed and utilization of 47
speed and variability of 262
speed and viciousness of 49
speed and volatility of 88
speed are controlled by 173
speed are determined by 403
speed being controlled by 282
speed being determined by 154
speed being maintained at 41
speed that approaches the 49
speed that astonished the 123
speed that determines the 195
speed was attributed to 44
speed was calculated as 112
speed was calculated at 79
speed was calculated by 141
speed was calculated to 111
speed was comparable to 50
speed was considered to 88
speed was controlled by 466
speed was determined by 472
speed was determined to 84
speed was equivalent to 45
speed was maintained at 280
speed was maintained to 44
speed was restricted to 154
speed was sufficient to 162
spell and fascination of 93
spell out completely the 42
spell out explicitly the 579
spell out procedures to 90
spend her afternoons at 50
spend her afternoons in 84
spend his afternoons at 96
spend his afternoons in 211
spend his retirement in 194
spend long afternoons at 60
spend long afternoons in 109
spend our afternoons in 50
spent for consumption by 53
spent for consumption is 91
spent for consumption or 341
spent for instruction in 77
spent her afternoons at 124
spent her afternoons in 182
spent his afternoons at 393
spent his afternoons in 1067
spent his afternoons on 139
spent his retirement as 40
spent his retirement at 77
spent his retirement in 261
spent his sabbatical at 50
spent his sabbatical in 65
spent his schooldays at 52
spent his schooldays in 67
spent long afternoons at 82
spent long afternoons in 245
spent long afternoons on 107
spent our afternoons in 66
spent two afternoons at 66
spent two afternoons in 95
sperm has fertilized the 89
sperm has penetrated the 394
sperm head penetrates the 64
sperm per milliliter is 46
sperm per milliliter of 431
sperm that determines the 123
sperm that fertilized the 122
sperm that fertilizes an 58
sperm that fertilizes the 528
sperm that penetrates the 57
spice and excitement to 251
spies and emissaries in 206
spies and emissaries of 259
spies and emissaries to 47
spies and guerrillas in 72
spies and informants in 70
spies and informants to 64
spies and intriguers of 40
spies had discovered the 54
spies had penetrated the 76
spine and compression of 92
spine are trademarks of 310
spine with compression of 283
spins that contribute to 47
spire was sufficient to 58
spire was surmounted by 109
split and anatomized the 176
split and recombined in 116
split and splintered by 54
split that originates in 149
split was aggravated by 43
split was determined by 46
split was formalized in 56
split was inevitable in 43
spoil and destruction of 178
spoil and impoverish the 43
spoil our appreciation of 69
spoke and understood it 55
spoke and understood no 51
spoke and understood the 422
spoke for generations of 125
spoke her resentment in 105
spoke his appreciation of 42
spoke his sentiments as 42
spoke his sentiments in 40
spoke his sentiments on 57
spoke nor understood the 112
spoke out eloquently in 51
spoke out eloquently on 41
spoke out forcefully in 234
spoke out forcefully on 228
spoke out frequently in 82
spoke out frequently on 123
spoke out vigorously in 176
spoke out vigorously on 91
spoke she recognized the 40
spoke this prohibition in 65
spoke was understood at 42
spoke with abhorrence of 418
spoke with appreciation of 495
spoke with approbation of 235
spoke with bitterness of 881
spoke with confidence as 158
spoke with confidence in 58
spoke with confidence of 853
spoke with confidence on 62
spoke with confidence to 67
spoke with detestation of 133
spoke with difficulty as 52
spoke with difficulty in 100
spoke with disrespect of 123
spoke with earnestness of 161
spoke with emphasized the 65
spoke with excitement of 60
spoke with familiarity of 71
spoke with hutchinson at 41
spoke with indignation of 636
spoke with indignation the 64
spoke with inspiration of 41
spoke with resentment of 74
spoke with resignation of 130
spoke with tenderness of 149
sport and excitement of 73
sport can contribute to 102
sport par excellence of 144
sport that originated in 113
sport was introduced by 62
sport was introduced in 112
sport was introduced to 192
spots and indications of 80
spots and limitations of 44
spots and surrounded by 41
spots are attributed to 59
spots are considered to 84
spots are contiguous to 48
spots are depressions in 85
spots are determined by 115
spots are excavations in 49
spots are identified as 93
spots are identified by 82
spots are indicative of 85
spots are stimulated by 104
spots are surrounded by 472
spots are visualized by 93
spots each surrounded by 49
spots that correspond to 147
spots was determined by 55
sprat that supplanted us 50
spread and acceptance of 1854
spread and acquisition of 106
spread and application of 378
spread and circulation of 135
spread and complexity of 42
spread and continuity of 103
spread and cultivation of 187
spread and destruction of 117
spread and efficiency of 50
spread and elaboration of 76
spread and flourished in 430
spread and flourished to 475
spread and importance of 215
spread and influenced the 106
spread and integration of 141
spread and interchange of 97
spread and maintained by 215
spread and management of 116
spread and multiplied as 42
spread and multiplied in 194
spread and occurrence of 107
spread and penetration of 465
spread and permanence of 223
spread and permanency of 54
spread and perpetuate the 127
spread and perpetuity of 77
spread and popularity of 1121
spread and popularize the 246
spread and prevalence in 60
spread and prevalence of 576
spread and progression of 114
spread and propagated by 149
spread and propagation of 826
spread and prosperity of 93
spread and recurrence of 230
spread and refinement of 99
spread and resistance to 219
spread and strengthened by 41
spread and strengthened the 45
spread and sustenance of 92
spread and utilization of 232
spread are determined by 42
spread for sandwiches or 133
spread her attractions to 65
spread his activities to 52
spread his philosophy of 64
spread his propaganda in 47
spread its activities in 74
spread its activities to 277
spread its propaganda in 58
spread our mattresses on 90
spread out everywhere in 108
spread out everywhere to 43
spread out newspapers on 65
spread this information to 104
spread was attributed to 58
spread was determined by 104
spread was encouraged by 84
springs and principles by 141
springs and principles of 1296
springs and principles to 66
springs and reservoirs of 51
springs and surrounded by 104
springs are classified as 46
springs are compressed by 73
springs are compressed to 50
springs are considered to 71
springs are controlled by 58
springs are preferable to 40
springs are surrounded by 156
spurn with indignation the 99
spurs and buttresses of 59
squad was dispatched to 112
squad was instructed to 49
stack and decrements the 52
stack and increments the 63
staff all contribute to 76
staff and activities in 57
staff and activities of 172
staff and administer the 219
staff and ambassador to 49
staff and archivists at 41
staff and assistance to 64
staff and assistants as 208
staff and assistants of 46
staff and collections of 69
staff and commanders in 42
staff and commanders of 75
staff and commanders to 47
staff and committees of 71
staff and congregation of 67
staff and contribute to 106
staff and contributing to 48
staff and department of 64
staff and executives in 44
staff and executives of 73
staff and experience to 73
staff and facilities as 442
staff and facilities at 265
staff and facilities in 390
staff and facilities is 62
staff and facilities of 1003
staff and facilities on 64
staff and facilities or 57
staff and facilities to 1391
staff and management as 244
staff and management at 246
staff and management in 423
staff and management is 143
staff and management of 1235
staff and management on 253
staff and management to 642
staff and membership of 130
staff and preparation of 65
staff and procedures to 63
staff and recipients of 51
staff and researchers at 105
staff and researchers in 92
staff and researchers of 72
staff and researchers to 75
staff and specialists at 117
staff and specialists in 83
staff and supervised by 63
staff and supervision of 41
staff and supporters of 138
staff and surrounded by 69
staff and technicians in 75
staff and technicians of 67
staff and technicians to 48
staff and technology to 62
staff and ultimately the 56
staff and ultimately to 46
staff and volunteers as 436
staff and volunteers at 643
staff and volunteers do 58
staff and volunteers in 1987
staff and volunteers is 224
staff and volunteers of 937
staff and volunteers on 155
staff and volunteers or 44
staff and volunteers to 1323
staff are accustomed to 233
staff are appropriate to 54
staff are classified as 159
staff are considered as 89
staff are considered to 143
staff are designated as 54
staff are determined by 161
staff are determined to 91
staff are encouraged by 45
staff are encouraged to 2417
staff are influenced by 68
staff are instructed in 70
staff are instructed to 228
staff are interested in 721
staff are introduced to 101
staff are recognized as 121
staff are responsive to 56
staff are specialists in 162
staff are sufficient to 42
staff are supportive of 77
staff are vulnerable to 45
staff being encouraged to 45
staff can contribute to 309
staff can facilitate the 82
staff can understand the 78
staff for assistance in 517
staff for employment in 48
staff for facilitating my 52
staff for implementing the 112
staff for information on 155
staff for management of 52
staff for preparation of 94
staff for suggestions on 43
staff for supervision of 59
staff had considered the 48
staff had difficulty in 162
staff had experience in 73
staff had experience of 43
staff had identified the 53
staff had recognized the 47
staff has calculated the 41
staff has difficulty in 41
staff has experience in 86
staff has identified the 70
staff may contribute to 183
staff that represents the 57
staff that specialized in 129
staff that specializes in 94
staff was accustomed to 199
staff was considered the 47
staff was considered to 87
staff was controlled by 47
staff was determined by 46
staff was determined to 187
staff was dispatched to 59
staff was encouraged to 327
staff was identified as 74
staff was inadequate to 188
staff was influenced by 56
staff was instructed to 759
staff was interested in 299
staff was introduced in 49
staff was introduced to 72
staff was maintained at 60
staff was maintained in 50
staff was reinforced by 100
staff was restricted to 64
staff was strengthened by 304
staff was successful in 77
staff was sufficient to 79
staff was supervised by 44
staff was surmounted by 53
staff was sympathetic to 41
staff who administer the 136
staff who constitute the 41
staff who contribute to 272
staff who maintained the 46
staff who specialized in 84
staff who specializes in 319
staff who supervised the 105
staff who understand the 376
staff who understood the 89
staff with competence in 50
staff with experience in 1297
staff with experience of 316
staff with information on 181
staff with information to 66
stage air compressor is 299
stage and approached the 288
stage and auditorium as 182
stage and auditorium at 46
stage and auditorium by 78
stage and auditorium in 240
stage and auditorium is 363
stage and auditorium of 435
stage and auditorium to 139
stage and contribute to 59
