sable three escallops of 56
since been overtaken in 40
since been overthrown by 92
since been perfected by 160
since been perfected in 49
since been performed at 99
since been performed by 462
since been performed in 362
since been performed on 121
since been permitted to 732
since been persuaded by 58
since been persuaded to 113
since been perverted to 45
since been possessed by 124
since been practiced in 45
since been preferred by 43
since been presented as 45
since been presented by 207
since been presented in 142
since been presented to 561
since been preserved as 223
since been preserved by 124
since been preserved in 351
since been president of 317
since been prevented by 118
since been professor of 76
since been prominent in 291
since been protected by 107
since been published as 2694
since been published at 143
since been published by 2801
since been published in 5598
since been published on 320
since been published or 77
since been published to 101
since been purchased at 57
since been purchased by 914
since been qualified by 62
since been questioned by 357
since been questioned in 46
since been reaffirmed by 122
since been reaffirmed in 63
since been reassigned to 116
since been reclaimed by 222
since been recovered by 174
since been recovered in 98
since been rectified by 104
since been redefined as 102
since been redefined in 40
since been reflected in 385
since been regulated by 86
since been relegated to 1133
since been relocated in 44
since been relocated to 381
since been reluctant to 59
since been renounced by 67
since been reprinted as 111
since been reprinted at 61
since been reprinted by 339
since been reprinted in 1489
since been repudiated by 362
since been repudiated in 105
since been requested to 73
since been respected by 433
since been revisited by 42
since been sanctioned by 360
since been scattered by 49
since been scattered to 119
since been secretary of 57
since been sentenced to 253
since been separated by 119
since been shattered by 237
since been shortened to 250
since been subjected to 1419
since been submerged by 127
since been submerged in 93
since been submitted by 48
since been submitted to 430
since been succeeded by 628
since been suggested as 43
since been suggested by 196
since been suggested in 46
since been suggested to 152
since been supported at 55
since been supported by 1520
since been supported in 69
since been surpassed as 42
since been surpassed by 607
since been surpassed in 334
since been surpassed or 43
since been suspected of 42
since been suspended by 44
since been sustained by 311
since been swallowed by 183
since been swallowed in 45
since been swallowed up 972
since been tarnished by 40
since been traversed by 58
since been validated by 170
since been validated in 51
since been venerated as 55
since been witnessed by 41
since been witnessed in 137
since data collection is 74
since during pregnancy the 41
since early childhood as 91
since early childhood by 189
since early childhood he 165
since early childhood in 279
since early childhood is 63
since early childhood of 65
since early childhood on 43
since early childhood or 104
since early childhood the 114
since early childhood to 472
since felt compelled to 45
since food production is 65
since from childhood he 55
since have abandoned the 111
since have attempted to 149
since have confirmed the 70
since have continued to 200
since have convinced us 51
since have decorated the 103
since have despaired of 42
since have destroyed it 141
since have destroyed the 103
since have endeavored to 65
since have forgotten the 77
since have impressed me 40
since have succumbed to 88
since have swallowed up 60
since have witnessed the 46
since held possession of 54
since holy scripture is 52
since home ownership is 43
since kept possession of 91
since lain neglected on 96
since last september he 54
since last september in 64
since life insurance is 104
since living conditions in 44
since lord liverpool in 93
since lost themselves in 41
since made available to 44
since made miserable by 91
since many companies do 58
since many countries do 84
since many countries in 98
since many instances of 116
since many residents of 64
since many varieties of 72
since mice deficient in 52
since milk production is 54
since most americans do 55
since most companies do 86
since most countries do 52
since most countries in 86
since most countries of 62
since most instances of 126
since most residents of 66
since must recollect the 45
since nothing necessary to 56
since only fragments of 145
since other countries in 42
since other provisions of 58
since other varieties of 42
since pope alexander vi 109
since prior knowledge of 42
since road transport is 48
since some companies do 43
since some countries do 46
since some fragments of 60
since some instances of 66
since some knowledge of 266
since some proportion of 87
since some varieties of 51
since such alienation of 64
since such equipment is 124
since such fragments of 42
since such insurance is 45
since such knowledge is 614
since such phenomena as 57
since such protection is 54
since such quickness is 49
since taking advantage of 49
since taking possession of 179
since their absorption is 60
since their adherence to 41
since their amplitude is 60
since their annexation in 48
since their annexation to 102
since their appearance as 40
since their appearance at 72
since their appearance in 947
since their appearance is 274
since their appearance on 222
since their association in 46
since their assumption of 162
since their captivity in 58
since their character is 155
since their childhood in 212
since their childhood or 55
since their childhood to 44
since their completion in 87
since their conception in 53
since their conception of 251
since their conditions of 80
since their connection to 45
since their conversion in 45
since their conversion to 893
since their definition is 56
since their definition of 83
since their departure in 126
since their departure on 40
since their departure the 88
since their deposition in 63
since their derivation is 67
since their discharge of 68
since their discovery as 58
since their discovery at 56
since their discovery by 1831
since their discovery in 1557
since their discovery of 191
since their discovery the 64
since their discovery to 43
since their discussion of 50
since their dispersion by 62
since their emergence as 432
since their emergence in 414
since their emigration to 79
since their enactment in 197
since their encounter at 191
since their encounter in 336
since their encounter on 73
since their equipment is 42
since their existence as 111
since their existence in 88
since their existence is 671
since their expression is 94
since their foundation by 42
since their foundation in 450
since their foundation is 41
since their foundation to 58
since their frequency is 116
since their happiness or 55
since their honeymoon in 53
since their ignorance of 62
since their inability to 118
since their incidence is 63
since their influence in 50
since their influence is 304
since their influence on 302
since their intellect is 40
since their intensity is 55
since their interests in 117
since their interview at 119
since their interview in 71
since their interview on 44
since their knowledge is 163
since their knowledge of 533
since their magnitude is 111
since their mechanism of 73
since their motivation is 47
since their objective is 234
since their occupation by 132
since their occupation in 53
since their occupation of 682
since their opposition is 40
since their opposition to 87
since their perception is 40
since their perception of 131
since their population is 101
since their possession of 184
since their production in 48
since their production is 246
since their prognosis is 60
since their proportion of 70
since their proximity to 52
since their relevance to 43
since their residence at 97
since their residence in 220
since their resolution is 68
since their responses to 57
since their resultant is 62
since their separation at 139
since their separation in 286
since their separation is 66
since their separation the 52
since their stability is 51
since their standards of 52
since their structure is 377
since their subjection to 170
since their submission to 113
since their substance is 103
since their testimony is 69
since their wavelengths or 130
since their willingness to 91
since there certainly is 134
since there continued to 63
since there continues to 98
since there generally is 73
since these compounds do 97
since these conditions do 131
since these countries do 115
since these determine the 658
since these influence the 193
since these operations do 44
since these organisms do 88
since these processes do 48
since these represent an 62
since these represent the 669
since those described by 56
since those gentlemen do 40
since those published by 64
since three molecules of 40
since time immemorial an 53
since time immemorial as 1230
since time immemorial at 59
since time immemorial by 913
since time immemorial he 86
since time immemorial in 1325
since time immemorial is 277
since time immemorial it 176
since time immemorial no 96
since time immemorial of 156
since time immemorial on 183
since time immemorial or 96
since time immemorial the 944
since time immemorial to 937
since time immemorial we 66
since true fortitude of 123
since true knowledge is 41
since well convinced of 73
since what interests me 47
since what interests us 79
since your assumption of 81
since your departure in 40
since your departure of 44
since your departure to 41
since your exhibition at 42
since your knowledge of 66
since your objective is 60
since your residence in 86
since your spectator of 84
singers have continued to 44
singers making responses in 60
singers were permitted to 45
sinking down exhausted at 46
sinking fund commission as 82
sinking fund commission of 87
sinking fund necessary to 261
sinking fund provisions in 282
sinking fund provisions of 664
sinking fund provisions to 42
sinking fund requisite to 53
sinking into cowardice or 90
sinking into obscurity in 57
sinking into subjection to 64
sinus hair follicles of 55
sinus node continues to 93
sinus node discharge is 55
sipping their afternoon tea 44
sires have continued in 47
sites from throughout the 53
sites have attempted to 73
sites have continued to 85
sites lend themselves to 150
sites made available by 125
sites made available to 54
sites more difficult to 41
sites take advantage of 190
sites took advantage of 59
sites were abandoned as 91
sites were abandoned at 113
sites were abandoned by 135
sites were abandoned in 208
sites were abandoned or 57
sites were allocated to 79
sites were available at 245
sites were available in 226
sites were available on 69
sites were available to 122
sites were clustered in 44
sites were collected by 52
sites were collected in 82
sites were completed in 41
sites were conducted by 61
sites were confirmed by 47
sites were connected by 75
sites were connected to 184
sites were converted to 120
sites were dedicated to 83
sites were described as 220
sites were described by 77
sites were described in 115
sites were destroyed by 292
sites were destroyed in 101
sites were destroyed or 101
sites were developed by 85
sites were developed in 122
sites were developed to 72
sites were difficult to 179
sites were discussed in 71
sites were dominated by 386
sites were estimated by 47
sites were estimated to 104
sites were evaluated by 59
sites were evaluated in 106
sites were excavated as 42
sites were excavated at 94
sites were excavated by 315
sites were excavated in 498
sites were excavated on 112
sites were excavated to 51
sites were generated by 46
sites were indicated by 43
sites were inhabited by 165
sites were inhabited in 58
sites were installed in 69
sites were localized in 98
sites were localized to 56
sites were predicted to 45
sites were protected by 110
sites were published in 69
sites were purchased by 55
sites were purchased in 53
sites were saturated by 44
sites were separated by 210
sites were subjected to 303
sites were submitted to 60
sites were suggested by 55
sites were supported by 45
sites were uncovered in 40
sites will determine the 52
sites will generally be 41
sitting areas overlooking the 43
sitting down carefully on 41
sitting down patiently to 44
sitting down sometimes to 75
sitting down somewhere in 47
sitting room decorated in 312
sitting room dominated by 130
sitting room furnished in 298
sitting room overlooking the 1074
sitting room overlooks the 50
sitting there collapsed in 47
sitting there motionless in 47
sitting there throughout the 51
sitting vice president in 50
sitting vice president of 56
sitting vice president to 274
sixty were graduates of 40
sixty years afterward no 97
sixty years precedent to 58
sixty years previously by 70
sixty years previously to 51
sizes have continued to 55
sizes have exhibited an 131
sizes were available in 62
sizes were available to 47
sizes were different in 46
sizes were estimated by 172
sizes were estimated to 79
sizes were scattered on 59
sizes will generally be 46
skill been displayed in 42
skill from generation to 137
skill have predicted the 46
skill sets necessary to 235
skill were appointed to 138
skill were available to 43
skill were displayed by 43
skill were displayed in 83
skill were displayed on 53
skill were exercised in 66
skill were necessary in 47
skill were necessary to 185
skill were requisite to 52
skill will determine the 59
skins were collected by 78
skins were collected on 44
skins were delivered to 53
skins were estimated at 157
skins were presented to 51
skins were purchased by 44
skins were stretched on 99
skins were stretched to 48
skits were performed by 50
skull will reproduce the 69
slabs were subjected to 63
slabs were supported by 49
slabs were supported on 62
slash pine plantation in 67
slave from extremity of 65
slave girl possessed by 43
slave took advantage of 43
slave were permitted to 43
slave were preferred to 48
sleep apnea secondary to 223
sleep bearing reference to 54
sleep more peacefully at 45
sleep more peacefully in 109
sleep take possession of 125
sleep there overnight or 320
sleep those operations of 53
sleep took possession of 440
sleep were disturbed by 52
sleep when precisely the 40
slept upon motionless wing 319
slept well throughout the 173
slide show presented by 123
sliding door separates the 43
slope away unequally at 53
slope down gradually to 109
slope more gradually to 53
slope will determine the 61
slope will generally be 42
slope will represent the 48
sloping down gradually to 96
sloping hill overlooking the 176
sloping line indicates the 49
sloping more gradually on 41
sloping more gradually to 53
sloping roof supported by 231
sloping roof supported on 111
sloping site overlooking the 109
sloping term structure is 48
sloping term structure of 221
sloping very gradually to 95
slots made available by 51
slots were allocated to 70
slowing down production in 75
slowing down production or 53
slowing down production to 40
slows down absorption of 73
slows down gradually as 59
slows down production of 109
slyly took advantage of 44
small angle expressed in 63
small angle subtended by 148
small areas dominated by 49
small areas separated by 59
small areas surrounding the 94
small areas throughout the 242
small arms ammunition as 60
small arms ammunition at 99
small arms ammunition by 46
small arms ammunition in 285
small arms ammunition is 93
small arms ammunition of 53
small arms ammunition on 95
small arms ammunition to 234
small arms consisted of 62
small arms throughout the 77
small army commanded by 184
small army consisted of 40
small ball suspended by 44
small boat approaching the 69
small boat commanded by 54
small boat propelled by 196
small body commanded by 50
small body suspended in 40
small bone fragments in 88
small bone fragments or 52
small book published by 366
small book published in 1701
small cafe overlooking the 50
small cell carcinoma as 130
small cell carcinoma by 49
small cell carcinoma in 387
small cell carcinoma is 666
small cell carcinoma of 11887
small cell carcinoma or 157
small cell carcinoma to 76
small cell component of 48
small city dominated by 63
small city inhabited by 60
small city republics of 40
small clay figurines of 149
small clear specimens of 395
small coil connected in 45
small coil connected to 49
small dark apartment in 65
small deck overlooking the 75
small dome supported by 58
small dots represent the 209
small dust particles in 279
small dust particles of 61
small dust particles on 52
small dust particles or 111
small eyes glittered as 133
small farm community in 146
small farm community of 116
small farm operators in 77
small farm production in 49
small farm somewhere in 47
small fire flickered in 74
small fire smoldered in 52
small firm specializing in 308
small flat overlooking the 85
small food particles in 53
small food particles to 53
small food processor or 210
small fort overlooking the 88
small gold particles in 58
small hand tightened on 48
small hill overlooking the 1599
small hole punctured in 40
small hole somewhere in 61
small loan companies in 163
small loan companies is 47
small loan companies or 76
small loan companies to 116
small loop displayed the 46
small loss considering the 53
small loss sustained by 255
small lots throughout the 57
small meals throughout the 1331
small mining community in 152
small mining community of 180
small mining companies in 49
small mining operations in 58
small nets distended on 93
small note addressed to 71
small ones throughout the 53
small open economies as 44
small open economies in 204
small open economies is 99
small open economies of 184
small open economies the 72
small open economies to 112
small oval portraits of 41
small over distances of 69
small park dedicated to 56
small park overlooking the 148
small park preserved as 44
small park surrounding the 48
small part consisted of 64
small part continues to 53
small part dependent on 62
small part explained by 42
small part motivated by 48
small patio overlooking the 53
small pipe connected to 87
small pump connected to 48
small rise overlooking the 359
small rock fragments in 55
small roof supported by 51
small room connected to 73
small room decorated in 83
small room dedicated to 57
small room dominated by 146
small room furnished as 109
small room furnished in 97
small room overlooking the 552
small room separated by 51
small room somewhere in 97
small shop specializing in 111
small sign indicates the 46
small sips throughout the 46
small size confirmed the 58
small size precludes the 57
small slip committed by 41
small sums allocated to 45
small sums necessary to 125
small sums throughout the 40
small talk throughout the 67
small tape recorders to 47
small task considering the 140
small their influence is 62
small time constants of 59
small time increment at 117
small time increment is 42
small time intervals at 84
small time intervals in 88
small time intervals is 64
small time intervals of 155
small time intervals the 90
small time intervals to 57
small town character of 90
small town community in 46
small town community of 46
small town continued to 44
small town dependent on 271
small town dominated by 254
small town inhabited by 312
small town newspaper in 112
small town newspaper is 46
small town overlooking the 70
small town populated by 91
small town residents in 43
small town somewhere in 523
small town throughout the 98
small toys completed the 52
small tube connected to 114
small tube surrounding the 50
small unit operations in 48
small ways throughout the 111
small when considering the 122
small when estimated in 70
small when expressed as 125
small when expressed in 158
small work published by 188
small work published in 239
small young gentleman of 57
small zone surrounding the 53
smart young gentleman of 57
smell their companions in 80
smelt other varieties of 54
smile like moonlight on 56
smile took possession of 156
smile when conferred on 50
smiling face reflected in 70
smiling face throughout the 40
smiling very pleasantly at 62
smoke during pregnancy is 92
smoke during pregnancy or 99
smoke from combustion of 43
smoking among hispanics in 192
smoking among teenagers is 41
smoking during pregnancy as 232
smoking during pregnancy in 396
smoking during pregnancy is 2214
smoking during pregnancy on 1142
smoking during pregnancy or 151
smoking during pregnancy to 121
smooth flow throughout the 58
smooth from centuries of 103
smooth their transition to 102
snaky hair brandishing in 48
snows were dissolved in 53
snowy beard descended to 45
sober truth renounced the 49
social acts committed by 71
social acts performed by 55
social care available to 44
social care providers to 44
social cost generated by 53
social data collected by 48
social gulf separated the 82
social health insurance as 58
social health insurance in 199
social health insurance is 195
social health insurance to 66
social ideas expressed in 193
social ideas prevalent in 43
social ills generated by 53
social ills prevalent in 44
social life available in 46
social life available to 125
social life consisted in 66
social life consisted of 593
social life contained in 66
social life continued as 90
social life continued in 51
social life continued to 295
social life continues to 206
social life described by 47
social life described in 81
social life determine the 48
social life developed by 65
social life developed in 108
social life discussed in 40
social life dominated by 199
social life expressed in 48
social life generally as 41
social life generally is 95
social life generated by 70
social life necessary to 47
social life organized in 43
social life organized on 47
social life portrayed in 40
social life presented by 42
social life presented in 74
social life reflected in 140
social life reflected the 44
social life regulated by 100
social life surrounding it 58
social life surrounding the 85
social life throughout the 772
social living conditions of 141
social means available to 91
social peace throughout the 53
social plan maintains the 222
social rearing conditions on 81
social role performed by 146
social theory committed to 55
social theory continues to 81
social theory developed by 125
social theory developed in 90
social theory throughout the 66
social ties throughout the 57
social type generated by 63
social unit comprised of 49
social unit consisted of 55
social unit throughout the 63
social work attempted to 51
social work colleagues in 70
social work community in 80
social work community to 61
social work component in 44
social work component of 85
social work conducted by 71
social work consisted of 61
social work continued to 137
social work continues to 274
social work curricula in 63
social work developed as 147
social work developed in 120
social work educators as 120
social work educators at 47
social work educators in 287
social work educators is 73
social work educators to 383
social work evaluation of 48
social work evaluation or 112
social work expertise in 67
social work graduates in 71
social work graduates to 41
social work interview is 81
social work knowledge in 55
social work knowledge is 188
social work knowledge to 47
social work leadership in 93
social work performed by 109
social work personnel in 182
social work personnel to 100
social work practiced in 53
social work practices in 133
social work practices to 42
social work presented in 42
social work principle of 200
social work profession as 1298
social work profession at 56
social work profession by 125
social work profession in 1499
social work profession is 1833
social work profession of 86
social work profession on 90
social work profession or 188
social work profession to 986
social work professor at 151
social work resources in 45
social work responses to 153
social work throughout the 437
soils have developed in 903
soils have developed on 1187
soils lend themselves to 61
soils more retentive of 93
soils very deficient in 187
soils were collected in 120
soils were converted to 53
soils were deficient in 205
soils were deposited by 45
soils were described as 119
soils were described by 85
soils were described in 83
soils were developed in 42
soils were developed on 127
soils were difficult to 50
soils were discussed in 51
soils were dominated by 66
soils were incubated at 110
soils were incubated in 75
soils were subjected to 188
soils when subjected to 91
soils will determine the 112
solar cell structure is 64
solar days throughout the 217
solar disk encircled by 70
solar rays reflected by 54
solar wind conditions at 94
solar wind particles in 69
solar wind particles is 64
solar wind particles to 88
solid acid catalysts in 61
solid angle collected by 47
solid angle contained by 86
solid angle presented by 47
solid angle subtended at 3317
solid angle subtended by 23365
solid angle subtended is 66
solid angle surrounding the 115
solid bars represent the 287
solid body subjected to 99
solid body surprised at 48
solid body suspended in 45
solid dots represent the 335
solid food consisted of 46
solid gold statuette of 45
solid land traversed by 60
solid line describes the 245
solid line expresses the 45
solid line indicates an 119
solid line indicates the 5129
solid line represent the 362
solid line separates the 96
solid line surrounding the 42
solid rock foundation of 104
solid when subjected to 116
solos were performed by 50
solve their conflicts by 113
solve their conflicts in 68
solve these conflicts by 90
solve these conflicts in 41
solve these mysteries of 62
solve were incapable of 61
sonic boom generated by 67
soothe their irritation by 90
sorting test sensitive to 305
souls find themselves in 108
souls from generation to 48
souls from purgatory by 139
souls from purgatory in 65
souls from purgatory to 70
souls give themselves to 51
souls have attempted to 61
souls have professed to 43
souls into subjection to 45
souls once consigned to 57
souls take possession of 77
souls were attracted to 44
souls were committed to 57
souls were compelled to 43
souls were conceived as 55
souls were condemned to 159
souls were converted at 99
souls were converted by 84
souls were converted in 175
souls were converted on 59
souls were converted to 570
souls were passengers in 142
souls were permitted to 54
souls were possessed by 44
sound best described as 41
sound card installed in 255
sound card installed on 114
sound film production in 89
sound from somewhere in 485
sound heard throughout the 240
sound like blasphemy to 279
sound like criticism of 103
sound like fingernails on 200
sound like fragments of 44
sound like gibberish to 435
sound like imitations of 51
sound like instances of 40
sound lord clarendon as 95
sound more important by 87
sound more interesting to 46
sound more plausible by 42
sound more plausible if 100
sound more plausible to 42
sound more reasonable to 44
sound most interesting to 206
sound reading knowledge of 44
sound tooth structure is 231
sound tooth structure or 55
sound tooth structure to 85
sound very confident of 40
sound very different if 54
sound very different in 317
sound very different to 610
sound very difficult to 132
sound very important to 51
sound very interesting to 177
sound very plausible to 147
sound very reasonable to 98
sound wave frequency is 85
sound wave generated by 205
sound wave generated in 51
sound wave propagating in 264
sound when conducted on 90
sound when subjected to 42
sound will determine the 55
sound will generally be 61
sound will penetrate the 43
space been unfaithful to 50
space have compelled me 179
space have compelled the 106
space have compelled us 65
space have precluded the 51
space have prevented me 218
space have prevented the 154
space have prevented us 97
space heating equipment is 117
space here available it 77
space here available to 199
space left available by 55
space left uncovered by 88
space lend themselves to 40
space made available by 934
space made available in 204
space made available to 517
space many gentlemen of 63
space more conducive to 45
space took possession of 54
space were available in 51
space were available to 110
space were contained the 40
space were discussed in 59
space will certainly be 68
space will determine the 226
space will generally be 94
space will influence the 87
space will interpret the 55
space will naturally be 40
space will represent the 53
spacing data published by 135
spacing will determine the 112
spade work necessary to 120
spans three centuries of 107
spare most liberally to 75
spare their daughters the 43
spare time available in 44
spare time available to 253
spare time continued to 81
spare time necessary to 41
spare time throughout the 79
spare your retainers the 42
spasm from irritation of 95
speaking among themselves in 210
speaking among themselves of 64
speaking among themselves or 139
speaking among themselves the 55
speaking from knowledge of 76
speaking from somewhere in 52
speaking here especially of 65
speaking here primarily of 296
speaking more especially of 231
speaking more especially to 44
speaking more generally of 311
speaking most consonant to 104
speaking race throughout the 300
speaking tour sponsored by 163
speaking tour throughout the 528
speaking very favorably of 70
speaking very graciously to 42
speaking very prudently to 53
speaks more cautiously of 66
speaks more especially of 40
speaks more favorably of 104
speaks more generally of 421
speaks more generally to 63
speaks more precisely of 87
speaks more rationally of 42
speaks most favorably of 83
speaks most pointedly to 44
speaks only generally of 72
speaks very decidedly of 47
speaks very decidedly on 44
speaks very familiarly to 40
speaks very favorably of 602
speaks very hopefully of 50
speaks very slightingly of 329
speed when approaching the 83
speed when connected to 125
speed will certainly be 40
speed will determine the 129
speed will generally be 80
speed your footsteps in 44
spend many sixpences on 57
spend more liberally on 54
spend more resources in 76
spend more resources on 596
spend more resources to 139
spend next christmas at 44
spend next christmas in 67
spend some proportion of 82
spend some resources on 45
spend their allowance on 92
spend their childhood as 92
spend their childhood in 358
spend their christmas at 72
spend their christmas in 149
spend their existence in 166
spend their honeymoon at 488
spend their honeymoon in 1199
spend their honeymoon on 208
spend their lifetimes in 126
spend their paychecks on 52
spend their resources in 189
spend their resources on 539
spend their resources to 98
spend their saturdays at 61
spend their substance in 258
spend their substance on 128
spend their substance to 52
spend these resources on 66
spend those resources on 51
spend time calculating the 46
spend time considering the 243
spend time determining the 46
spend time discovering the 41
spend time identifying the 100
spend time regularly in 92
spend time reinventing the 44
spend time speculating on 83
spend time throughout the 48
spend vast resources on 58
spend your allowance on 143
spend your childhood in 70
spend your honeymoon at 48
spend your honeymoon in 114
spend your honeymoon on 47
spend your resources on 43
spend your substance in 85
spent last christmas in 64
spent many centuries in 72
spent more resources on 56
spent most pleasantly in 76
spent much eloquence in 67
spent their childhood as 113
spent their childhood at 100
spent their childhood in 3465
spent their childhood on 174
spent their childhood or 73
spent their christmas at 72
spent their christmas in 127
spent their existence in 74
spent their honeymoon at 2783
spent their honeymoon in 2686
spent their honeymoon on 507
spent their lifetimes in 160
spent their patrimony in 89
spent their resources in 44
spent their resources on 84
spent their substance in 384
spent their substance on 72
spent three centuries in 59
spent three semesters at 84
spent three semesters in 94
spent time considering the 158
spent vast resources on 105
spent very pleasantly at 183
spent very pleasantly in 249
spent years cultivating the 64
spent years discovering it 119
spent years documenting the 47
spent your childhood in 182
sperm from fertilizing an 163
sperm from fertilizing the 196
sperm from penetrating it 42
sperm from penetrating the 122
sperm must penetrate the 266
sperm were incubated in 103
sperm will fertilize an 79
sperm will fertilize the 456
sperm will penetrate the 187
spies were appointed to 57
split among themselves as 115
split among themselves on 211
split into diversity of 57
split into fragments by 451
split into fragments in 135
split into fragments of 224
split into fragments on 57
split into fragments the 78
split into molecules of 46
split into partisans of 42
split into quadrants in 47
split into subgroups of 165
split into subgroups to 43
split their scoundrel of 122
split when subjected to 63
spoil their enjoyment of 175
spoil your enjoyment of 327
spoke among themselves as 157
spoke among themselves in 545
spoke among themselves of 338
spoke from knowledge of 63
spoke from somewhere in 93
spoke into existence the 167
spoke less hopefully of 75
spoke more cautiously of 45
spoke more favorably of 134
spoke more generally of 199
spoke more precisely the 111
spoke most favorably of 129
spoke most graciously to 76
spoke most hopefully of 71
spoke much admiration at 47
spoke only generally of 43
spoke very decidedly of 60
spoke very familiarly to 42
spoke very favorably of 435
spoke very generally of 50
spoke very graciously to 209
spoke very hopefully of 84
spoke very pleasantly of 94
spoke very pleasantly to 75
spoke very slightingly of 394
spoke were addressed to 91
spoke were unanimous in 59
spots like scatterings of 68
spots made memorable by 279
spots were compelled to 92
spots were described by 49
spots were developed by 89
spots were separated by 48
spots were subjected to 42
sprang from ignorance of 76
sprang from ignorance or 44
sprang from knowledge of 54
sprang from obscurity to 63
sprang from opposition to 46
sprang from possession of 41
sprang from precisely the 83
sprang from somewhere in 58
sprang into existence an 58
sprang into existence as 1926
sprang into existence at 925
sprang into existence by 209
sprang into existence in 2872
sprang into existence on 577
sprang into existence or 54
sprang into existence so 41
sprang into existence the 398
sprang into existence to 546
spread fast throughout the 333
spread from alexandria to 95
spread from byzantium to 97
spread from california to 452
spread from carcinoma of 388
spread from community to 546
spread from continent to 287
spread from economics to 88
spread from elsewhere in 58
spread from generation to 380
spread from jerusalem to 806
spread from palestine to 306
spread from plantation to 266
spread news throughout the 43
spread only gradually to 91
spread over centuries in 43
spread over centuries of 67
spread over centuries or 40
spread over distances of 208
spread over throughout the 164
spread over virtually the 142
spread peace throughout the 328
spread ruin throughout the 302
spread some knowledge of 194
spread some marmalade on 59
spread their conquests to 89
spread their doctrines by 125
spread their doctrines in 269
spread their doctrines of 47
spread their doctrines to 60
spread their fragrance in 76
spread their fragrance on 53
spread their influence as 178
spread their influence by 134
spread their influence in 635
spread their influence no 40
spread their influence on 66
spread their influence so 126
spread their influence to 603
spread their interests to 40
spread their knowledge in 59
spread their knowledge of 162
spread their knowledge to 132
spread their operations to 98
spread their revolution to 74
spread their tentacles in 152
spread their tentacles to 178
spread wealth throughout the 44
spread wide throughout the 66
spread word throughout the 116
spread work throughout the 44
springing from community of 111
springing from ignorance of 156
springing from knowledge of 43
springing from obedience to 91
springing from ownership is 48
springing from traditions so 40
springing into existence as 253
springing into existence at 197
springing into existence by 77
springing into existence in 474
springing into existence of 478
springing into existence on 127
springing into existence to 118
springing like mushrooms in 48
springs from awareness of 44
springs from centuries of 45
springs from community of 67
springs from ignorance of 668
springs from ignorance or 43
springs from inability to 103
springs from knowledge of 558
springs from obedience to 65
springs from opposition to 42
springs from precisely the 71
springs from reflection on 71
springs from vegetation or 370
springs into existence as 312
springs into existence at 332
springs into existence in 238
springs into existence the 208
springs into existence to 40
springs were connected to 42
springs were necessary to 57
sprung from discovering the 41
sprung from ignorance of 111
sprung from knowledge of 49
sprung from obscurity of 53
sprung from obscurity to 46
sprung into existence as 883
sprung into existence at 919
sprung into existence by 507
sprung into existence in 3576
sprung into existence of 159
sprung into existence on 332
sprung into existence or 55
sprung into existence so 102
sprung into existence the 147
sprung into existence to 265
squad cars converged on 52
squad cars screeched to 53
stack data structure in 135
stack data structure is 150
staff also attempted to 74
staff also continued to 56
staff also discussed the 43
staff best qualified to 48
staff felt compelled to 77
staff find themselves in 194
staff from elsewhere in 65
staff from throughout the 148
staff have attempted to 166
staff have comforted me 60
staff have completed the 73
staff have continued to 243
staff have developed an 79
staff have developed the 71
staff have expertise in 57
staff have expressed the 42
staff have knowledge of 137
staff have responded to 71
staff have succeeded in 81
staff made available to 116
staff made redundant by 40
staff meet regularly to 85
staff more sensitive to 53
staff must determine the 104
staff must recognize the 118
staff take advantage of 180
staff taking advantage of 107
staff time allocated to 332
staff time available to 381
staff time committed to 48
staff time dedicated to 71
staff time necessary to 181
staff took advantage of 319
staff took possession of 96
staff upon completion of 44
staff vice president of 279
staff view themselves as 128
staff were allocated to 155
staff were appointed as 58
staff were appointed by 138
staff were appointed in 133
staff were appointed on 40
staff were appointed to 399
staff were assembled in 80
staff were assembled to 41
staff were attracted to 41
staff were authorized to 78
staff were available at 42
staff were available in 48
staff were available to 518
staff were committed to 341
staff were compelled to 204
staff were concerned to 64
staff were conducted in 61
staff were conducted to 40
staff were convinced of 72
staff were convinced the 41
staff were dedicated to 68
staff were delighted to 100
staff were described as 215
staff were difficult to 81
staff were dismissed in 41
staff were disturbed by 40
staff were employees of 71
staff were empowered to 73
staff were evacuated to 107
staff were forbidden to 160
staff were graduates of 113
staff were important in 51
staff were impressed by 135
staff were incapable of 50
staff were installed in 81
staff were motivated to 47
staff were organized in 46
staff were perceived as 195
staff were perceived to 51
staff were permitted to 304
staff were presented to 54
staff were published in 56
staff were qualified to 40
staff were quartered in 135
staff were reassigned to 73
staff were recruited by 76
staff were recruited in 128
staff were recruited on 54
staff were recruited to 221
staff were relocated to 71
staff were reluctant to 636
staff were requested to 181
staff were resistant to 54
staff were scheduled to 69
staff were sensitive to 110
staff were stretched to 40
staff were subjected to 209
staff were supported by 76
staff were surprised at 83
staff were surprised by 92
staff were surprised to 134
staff were suspected of 40
staff were suspicious of 61
staff were terrified of 46
staff were unanimous in 87
staff will appreciate the 55
staff will certainly be 41
staff will determine the 150
staff will generally be 129
staff will recognize the 46
staff will recommend to 79
staff will supervise the 42
staff will undertake the 65
staff work necessary to 110
staff work throughout the 59
stage from baltimore to 44
stage from childhood to 325
stage from conception to 96
stage from production to 76
stage just described is 81
stage most sensitive to 107
stage play performed in 67
stage very difficult to 99
stage were subjected to 73
stage were submitted to 40
stage will determine the 218
stage will generally be 101
