sabotage and bombing of 53
soldiers are killing the 63
soldiers are known as 81
soldiers are known to 290
soldiers are liable to 147
soldiers are lined up 114
soldiers are loyal to 55
soldiers are never so 54
soldiers are often the 86
soldiers are pausing to 115
soldiers are prone to 77
soldiers are proud of 55
soldiers are quick to 59
soldiers are serving in 42
soldiers are shown as 129
soldiers are shown in 148
soldiers are shown to 95
soldiers are sitting on 54
soldiers are still at 48
soldiers are still in 405
soldiers are still on 58
soldiers are taken to 49
soldiers are tired of 54
soldiers are under no 97
soldiers are under the 179
soldiers are urged to 47
soldiers are waiting to 94
soldiers are willing to 358
soldiers are worthy of 83
soldiers being drawn to 86
soldiers being drawn up 94
soldiers being moved to 40
soldiers being slain in 89
soldiers being taken to 47
soldiers can easily be 44
soldiers can never be 181
soldiers can still be 87
soldiers dug holes in 44
soldiers for failing to 71
soldiers for which he 57
soldiers going about the 53
soldiers got tired of 64
soldiers had acted in 84
soldiers had anything to 44
soldiers had beaten up 40
soldiers had begun the 43
soldiers had begun to 1128
soldiers had blown up 117
soldiers had borne the 41
soldiers had built the 45
soldiers had ceased to 288
soldiers had dared to 49
soldiers had drawn up 65
soldiers had earned the 42
soldiers had fired at 140
soldiers had fired in 149
soldiers had fired on 936
soldiers had fired the 88
soldiers had first to 47
soldiers had found in 66
soldiers had found it 73
soldiers had found the 199
soldiers had given me 65
soldiers had given the 160
soldiers had given to 59
soldiers had given up 243
soldiers had grown to 47
soldiers had grown up 247
soldiers had hoped to 56
soldiers had lined up 92
soldiers had lived in 66
soldiers had lived so 58
soldiers had money to 60
soldiers had moved in 162
soldiers had moved on 168
soldiers had moved to 51
soldiers had often to 83
soldiers had reason or 63
soldiers had reason to 164
soldiers had risen to 103
soldiers had saved the 44
soldiers had shown the 57
soldiers had spent the 139
soldiers had sprung to 46
soldiers had still to 67
soldiers had stood up 41
soldiers had sworn to 80
soldiers had taken an 107
soldiers had taken in 83
soldiers had taken it 115
soldiers had taken the 771
soldiers had taken to 164
soldiers had taken up 399
soldiers had thrown up 75
soldiers had tried to 515
soldiers lay about the 57
soldiers lay under the 59
soldiers led jesus to 43
soldiers long after the 70
soldiers may fight as 72
soldiers may still be 62
soldiers nor climb the 148
soldiers not quite so 133
soldiers now began to 383
soldiers now serving in 85
soldiers ran about in 55
soldiers ran after the 57
soldiers saw action in 43
soldiers set about the 44
soldiers than could be 134
soldiers that belong to 66
soldiers that could be 629
soldiers that ended the 96
soldiers that guard the 89
soldiers that lined the 75
soldiers that might be 233
soldiers that spend it 44
soldiers that stood at 101
soldiers that tried to 77
soldiers that would be 216
soldiers then began to 217
soldiers then serving in 88
soldiers then tried to 67
soldiers they began to 44
soldiers they could be 43
soldiers they might be 56
soldiers they scale the 50
soldiers they would be 272
soldiers was about the 49
soldiers was about to 264
soldiers was added to 76
soldiers was based on 77
soldiers was blown up 66
soldiers was bound to 94
soldiers was drawn up 1391
soldiers was found in 48
soldiers was found to 64
soldiers was given to 107
soldiers was known as 57
soldiers was known to 46
soldiers was lined up 52
soldiers was putting it 102
soldiers was taken by 50
soldiers was under the 53
soldiers was waiting to 56
soldiers wear wreaths of 40
soldiers who acted as 891
soldiers who after the 74
soldiers who aided in 67
soldiers who appear in 102
soldiers who appear to 117
soldiers who asked to 45
soldiers who began the 85
soldiers who began to 206
soldiers who belong to 241
soldiers who broke the 127
soldiers who broke up 40
soldiers who built the 145
soldiers who burst in 107
soldiers who cared to 62
soldiers who carry the 108
soldiers who chose to 368
soldiers who could be 1369
soldiers who could do 87
soldiers who could no 100
soldiers who dared to 150
soldiers who drove the 178
soldiers who engage in 92
soldiers who enter the 81
soldiers who faced the 196
soldiers who fight in 262
soldiers who fight it 53
soldiers who fight on 605
soldiers who fight the 133
soldiers who fight to 43
soldiers who fired at 123
soldiers who fired on 537
soldiers who fired the 188
soldiers who found it 107
soldiers who found the 139
soldiers who guard it 85
soldiers who guard me 40
soldiers who guard the 683
soldiers who hated the 40
soldiers who hoped to 98
soldiers who liked to 71
soldiers who lined the 510
soldiers who lived at 61
soldiers who lived by 76
soldiers who lived in 548
soldiers who lived on 181
soldiers who march in 93
soldiers who might be 1172
soldiers who moved to 46
soldiers who ought to 120
soldiers who saved the 108
soldiers who serve as 118
soldiers who serve in 238
soldiers who serve the 129
soldiers who shall be 161
soldiers who sleep in 40
soldiers who slept in 80
soldiers who slept on 73
soldiers who spent the 54
soldiers who spoke the 42
soldiers who spoke to 83
soldiers who stand in 43
soldiers who stole the 44
soldiers who stood at 289
soldiers who stood by 546
soldiers who stood in 321
soldiers who stood on 275
soldiers who stood to 55
soldiers who stood up 43
soldiers who tried to 1581
soldiers who under the 58
soldiers who would be 1410
soldiers who would do 99
soldiers who would go 129
soldiers who wrote to 49
soldiers with cries of 134
soldiers with gifts of 88
soldiers with hopes of 67
soldiers with money in 42
soldiers with money to 89
soldiers with tales of 55
soldiers with which he 235
soldiers with which the 146
soldiers with which to 443
soldiers with which we 66
soldiers with words of 62
soldiery and people of 70
soldiery and people to 43
soldiery let loose on 89
soldiery that could be 44
solemnly and began to 61
solemnly and sadly in 80
solemnly read aloud by 65
solemnly read aloud in 40
solemnly set apart as 153
solemnly set apart by 441
solemnly set apart to 1041
solemnly vow never to 91
solenoid are shown in 60
soliciting and pleading in 63
soliciting his claim to 74
soliciting his mamma to 85
soliciting his views on 104
solidify his claim to 111
solidify his image as 64
solidify his place in 76
solidify his power by 57
solidify his power in 85
solidify his sense of 83
solidify its claim to 53
solidify its place in 61
solidify our sense of 61
solidity and beauty of 305
solidity and beauty to 49
solidity and breadth of 183
solidity and force of 193
solidity and method of 129
solidity and power of 370
solidity and power to 67
solidity and sense of 76
solidity and shape of 51
solidity and taste of 140
solidity and unity of 160
solidity and unity to 61
solidity and value of 125
solidity and value on 51
solidity and value to 58
solidity and vigor of 46
solidity and warmth of 63
solidity for which the 71
solidity that makes the 53
solidity with which he 62
solidity with which it 266
solidity with which the 389
solitary and alone as 167
solitary and alone he 61
solitary and alone in 1017
solitary and alone on 247
solitary and alone to 86
solitary and borne on 61
solitary and occur in 66
solitary inn which the 61
solitary jet would at 63
solitary man chose to 40
solitary man sitting in 57
solitary man sitting on 57
solitary old woman in 70
solitude and beauty of 456
solitude and began to 62
solitude and calling it 137
solitude and calls it 81
solitude and enjoy the 43
solitude and found it 90
solitude and gloom of 329
solitude and quiet in 172
solitude and quiet of 465
solitude and quiet to 141
solitude and sense of 114
solitude and tried to 49
solitude and under the 59
solitude are found in 53
solitude can equal the 125
solitude can never be 96
solitude for study or 50
solitude for which he 465
solitude for which the 51
solitude had begun to 147
solitude has given me 42
solitude her voice to 73
solitude hung about the 56
solitude that belong to 189
solitude that meets the 67
solitude that night is 58
solitude that seems to 417
solitude that would be 147
solitude they serve to 41
solitude was about to 177
solitude with which he 73
solitude with which it 41
solitude with which the 69
solitude you fancy me 147
solutions and about the 61
solutions and added to 60
solutions and agree on 62
solutions and allow the 95
solutions and allow to 116
solutions and asked to 51
solutions and avoid the 49
solutions and began to 51
solutions and begin to 41
solutions and click on 2177
solutions and could be 85
solutions and dried in 48
solutions and films of 59
solutions and focus on 78
solutions and forms of 60
solutions and found the 71
solutions and found to 73
solutions and given as 303
solutions and hence is 41
solutions and hence the 120
solutions and hence to 54
solutions and keeping the 43
solutions and makes the 55
solutions and melts in 53
solutions and melts is 75
solutions and melts of 216
solutions and modes of 89
solutions and plans of 64
solutions and repeat the 43
solutions and since the 55
solutions and tends to 44
solutions and tools to 63
solutions and tried to 73
solutions and tries to 70
solutions and under the 47
solutions and water in 41
solutions and where the 77
solutions and which is 45
solutions and would be 58
solutions are about the 64
solutions are added as 81
solutions are added at 46
solutions are added in 149
solutions are added to 1258
solutions are aimed at 187
solutions are based in 44
solutions are based on 7220
solutions are bound to 339
solutions are built on 84
solutions are built up 121
solutions are close to 299
solutions are drawn up 74
solutions are easier to 423
solutions are either to 191
solutions are equal in 72
solutions are equal to 150
solutions are found as 164
solutions are found at 111
solutions are found by 797
solutions are found in 1137
solutions are found on 216
solutions are found or 51
solutions are found to 1612
solutions are given as 528
solutions are given at 257
solutions are given by 2324
solutions are given in 8829
solutions are given of 52
solutions are given on 291
solutions are given to 520
solutions are heated at 55
solutions are heated in 54
solutions are heated to 345
solutions are known as 1506
solutions are known at 43
solutions are known in 176
solutions are known or 44
solutions are known to 833
solutions are liable to 218
solutions are mixed as 149
solutions are mixed at 162
solutions are mixed by 206
solutions are mixed in 1073
solutions are mixed is 87
solutions are mixed the 61
solutions are mixed to 185
solutions are nearly the 61
solutions are often in 46
solutions are often of 71
solutions are often the 372
solutions are prone to 155
solutions are shown as 447
solutions are shown at 79
solutions are shown by 138
solutions are shown in 4564
solutions are shown on 345
solutions are shown to 214
solutions are still in 164
solutions are still the 59
solutions are still to 85
solutions are taken as 210
solutions are taken to 87
solutions are taken up 91
solutions are toxic to 71
solutions are valid in 60
solutions are vital to 53
solutions are where the 117
solutions are within the 192
solutions are worthy of 81
solutions being found to 99
solutions but rather as 157
solutions but rather the 54
solutions but rather to 178
solutions can again be 66
solutions can alter the 41
solutions can cause the 54
solutions can easily be 593
solutions can either be 78
solutions can exist in 80
solutions can never be 188
solutions can occur in 183
solutions can often be 741
solutions can serve as 272
solutions can still be 290
solutions for breaking the 42
solutions for cases in 60
solutions for cases of 83
solutions for changing the 55
solutions for cleaning up 43
solutions for either of 53
solutions for either the 72
solutions for finding the 67
solutions for getting the 47
solutions for keeping the 57
solutions for meeting the 194
solutions for parts of 49
solutions for people in 50
solutions for setting up 41
solutions for small to 59
solutions for solving the 380
solutions for which he 63
solutions for which it 86
solutions for which no 92
solutions for which the 1520
solutions for which we 124
solutions lie within the 180
solutions may alter the 53
solutions may appear to 117
solutions may cause the 101
solutions may easily be 103
solutions may either be 41
solutions may exist in 109
solutions may never be 73
solutions may occur in 60
solutions may often be 182
solutions may prove to 103
solutions may serve as 209
solutions may still be 158
solutions not based on 45
solutions one after the 49
solutions than could be 85
solutions than would be 142
solutions that allow the 228
solutions that allow us 73
solutions that appeal to 109
solutions that appear in 85
solutions that appear to 355
solutions that apply to 192
solutions that arise in 65
solutions that avoid the 110
solutions that belong to 90
solutions that build on 188
solutions that cause the 53
solutions that change the 56
solutions that claim to 40
solutions that could be 1915
solutions that cover the 51
solutions that exist in 109
solutions that focus on 721
solutions that match the 149
solutions that might be 1439
solutions that occur in 72
solutions that occur to 93
solutions that offer the 87
solutions that serve as 173
solutions that serve the 159
solutions that serve to 56
solutions that solve the 115
solutions that would be 1478
solutions that yield the 69
solutions they found to 86
solutions they offer to 180
solutions was added to 138
solutions was based on 121
solutions was fixed at 42
solutions was found by 72
solutions was found in 119
solutions was found to 786
solutions was given by 90
solutions was shown by 49
solutions was shown to 129
solutions with change in 50
solutions with water as 48
solutions with which he 115
solutions with which it 205
solutions with which the 345
solutions with which to 234
solutions with which we 408
solvents are added to 285
solvents are based on 59
solvents are found in 165
solvents are found to 66
solvents are given by 50
solvents are given in 1007
solvents are known as 120
solvents are known to 225
solvents are shown in 608
solvents are toxic to 105
solvents can often be 73
solvents for sudan iv 71
solvents for which the 156
solvents that could be 104
solvents that might be 88
solvents that would be 46
solvents was found to 130
solvents with which it 129
solvents with which the 47
sombrero and waved it 66
somebody all about it 83
somebody and would be 41
somebody can strip it 70
somebody got tired of 53
somebody had asked me 403
somebody had asked the 42
somebody had begun to 80
somebody had blown up 41
somebody had dared to 54
somebody had found it 60
somebody had found the 101
somebody had given it 111
somebody had given me 607
somebody had given the 146
somebody had given to 77
somebody had given us 85
somebody had ought to 56
somebody had spoke to 48
somebody had stood on 43
somebody had taken an 67
somebody had taken it 228
somebody had taken my 86
somebody had taken the 607
somebody had thrust me 92
somebody had tried to 1363
somebody has asked me 40
somebody has found it 45
somebody has given it 45
somebody has given me 90
somebody has lived in 50
somebody has taken it 92
somebody has taken the 198
somebody has tried to 346
somebody has upset the 244
somebody new comes in 51
somebody one knows in 69
somebody real close to 58
somebody that could be 63
somebody that could do 52
somebody that dotes on 65
somebody that knows the 140
somebody that lives in 42
somebody that looks as 111
somebody that loved me 51
somebody that might be 88
somebody that needs it 74
somebody that ought to 47
somebody that shall be 208
somebody that wants to 273
somebody that would be 174
somebody that would do 46
somebody was about to 594
somebody was after me 92
somebody was aware of 42
somebody was bound to 808
somebody was calling me 79
somebody was calling to 63
somebody was drawing the 80
somebody was found to 71
somebody was hailing the 45
somebody was helping me 43
somebody was holding it 53
somebody was holding me 66
somebody was kicking me 43
somebody was known by 43
somebody was liable to 85
somebody was looking at 335
somebody was playing an 46
somebody was playing on 50
somebody was playing the 223
somebody was pulling at 50
somebody was pulling me 40
somebody was pulling my 56
somebody was pulling the 57
somebody was pushing me 46
somebody was rapping at 89
somebody was running on 80
somebody was shaking me 96
somebody was sitting in 362
somebody was sitting on 384
somebody was speaking of 83
somebody was speaking to 95
somebody was staring at 134
somebody was still my 60
somebody was talking to 219
somebody was telling me 344
somebody was telling the 54
somebody was telling us 67
somebody was thinking of 105
somebody was tugging at 40
somebody was waiting in 102
somebody was waiting to 148
somebody was walking at 63
somebody was walking in 193
somebody was walking on 159
somebody was willing to 388
somebody was working on 135
somebody was yelling at 42
somebody who asked me 44
somebody who comes in 309
somebody who comes to 206
somebody who could be 884
somebody who could do 587
somebody who could go 84
somebody who could sing 54
somebody who fails to 55
somebody who feels the 46
somebody who finds it 42
somebody who found it 91
somebody who hates me 103
somebody who keeps the 68
somebody who knows he 60
somebody who knows it 110
somebody who knows me 208
somebody who knows my 62
somebody who knows the 1604
somebody who knows us 49
somebody who liked to 145
somebody who likes me 49
somebody who likes the 87
somebody who likes to 413
somebody who lived at 44
somebody who lived in 1099
somebody who lived on 154
somebody who lives in 557
somebody who lives on 73
somebody who looks at 118
somebody who loved me 152
somebody who loves me 165
somebody who loves the 56
somebody who loves to 80
somebody who makes me 43
somebody who makes the 60
somebody who might be 1300
somebody who might do 72
somebody who needs it 286
somebody who needs me 40
somebody who needs the 50
somebody who needs to 273
somebody who ought to 302
somebody who plays the 45
somebody who really is 90
somebody who seems to 302
somebody who shall be 136
somebody who speaks the 63
somebody who stood in 49
somebody who takes the 104
somebody who talks to 49
somebody who thinks he 395
somebody who thinks it 65
somebody who thinks of 210
somebody who thinks the 64
somebody who tried to 241
somebody who tries to 251
somebody who wants it 125
somebody who wants me 52
somebody who wants the 97
somebody who wants to 3587
somebody who works at 145
somebody who works in 350
somebody who works on 84
somebody who would be 1768
somebody who would do 382
somebody who would go 164
somebody with money to 91
somebody with power to 42
somebody you could be 42
somebody you could go 47
somebody you ought to 108
somebody you trust to 52
sometime ago about the 55
sometime and watch the 51
sometime she would be 69
sometime they would be 50
sometime this morning to 48
somewhat and allow the 48
somewhat and began to 493
somewhat and begin to 104
somewhat and looking on 47
somewhat and makes it 93
somewhat and still be 107
somewhat and tends to 51
somewhat and tried to 180
somewhat coy about the 40
somewhat dim white or 44
somewhat far apart in 45
somewhat for others to 50
somewhat for which to 40
somewhat his junior in 56
somewhat his sense of 43
somewhat long period of 168
somewhat low level of 188
somewhat low state of 62
somewhat low value of 53
somewhat new field of 66
somewhat new method of 42
somewhat new point of 153
somewhat odd title of 51
somewhat off guard by 110
somewhat our notion of 55
somewhat red about the 45
somewhat that might be 161
somewhat that shall be 54
somewhat that would be 45
somewhat too broad in 47
somewhat too broad to 40
somewhat too close to 167
somewhat too cunning to 265
somewhat too easily to 52
somewhat too glowing to 84
somewhat too harsh in 87
somewhat too hasty in 202
somewhat too large an 86
somewhat too large as 46
somewhat too large in 165
somewhat too large to 241
somewhat too prone to 249
somewhat too quick of 46
somewhat too rigid in 48
somewhat too short in 56
somewhat too short to 63
somewhat too small in 68
somewhat too small to 224
somewhat too stiff in 41
somewhat too strong to 61
somewhat too vague to 53
somewhat too willing to 46
somewhat with change of 64
somewhat with tongue in 87
somewhat with which to 59
songbirds and birds of 57
sonority and beauty of 44
sopranos and altos in 190
sopranos and altos of 91
sopranos and altos sing 151
sorcerer who lived in 74
sorcerer who tamed the 58
sorcerer who tried to 48
sorcerer who wants to 61
soreness all round the 49
soreness and burning in 406
soreness and burning of 392
soreness and itching of 219
soreness and pains in 45
soreness and sense of 85
sorority for women in 60
sorrowed for larry at 48
southward and began to 161
southward and cross the 104
southward and forms the 89
southward and joins the 204
southward they found the 45
southwest and began to 136
southwest and cross the 41
southwest and forms the 43
southwest and joins the 71
southwest and parts of 150
spaniels are mingled in 185
sparkled and shone as 181
sparkled and shone in 665
sparkled with drops of 76
sparkled with humor as 134
sparkled with irony as 48
sparkled with lamps or 51
sparkled with pride as 82
sparkles and gleams of 47
sparkles with annie it 58
sparrows and crows in 42
sparrows are found in 71
sparrows had begun to 79
sparsely all about it 91
specially all kinds of 54
specially and moved to 273
specially bad piece of 121
specially cut piece of 60
specially long period is 41
specially low rates of 93
specially low rates on 45
specially low rates to 74
specially set apart as 411
specially set apart by 354
specially set apart in 106
specially set apart to 610
specially set aside as 239
specially set aside by 132
specially set aside in 96
specially set aside to 155
specially that which is 71
specially who ought to 51
specialty and level of 86
specialty and place of 51
specialty area within the 427
specialty for which he 266
specialty for which it 60
specialty for which the 215
specialty that could be 65
specialty that might be 48
specialty was playing the 43
specialty with which he 42
specialty with which the 57
specific act which he 70
specific act which is 127
specific act which the 80
specific age group as 93
specific age group in 230
specific age group is 96
specific age group of 241
specific age group or 254
specific age group to 76
specific aim which is 42
specific and aimed at 139
specific and appear to 105
specific and apply to 110
specific and based on 1385
specific and close to 50
specific and could be 615
specific and easier to 154
specific and exact in 90
specific and fails to 46
specific and focus on 664
specific and found in 40
specific and geared to 99
specific and hence the 62
specific and known to 51
specific and local in 95
specific and local to 69
specific and might be 127
specific and needs to 118
specific and occur in 155
specific and point to 56
specific and refer to 287
specific and seems to 80
specific and serve to 48
specific and state the 46
specific and tends to 82
specific and vivid as 45
specific and where the 54
specific and which is 73
specific and within the 72
specific and would be 121
specific area based on 57
specific area could be 131
specific area known as 50
specific area might be 42
specific area under the 63
specific area where an 42
specific area where he 42
specific area where it 109
specific area where the 559
specific area which is 124
specific area within an 43
specific area within the 773
specific area would be 95
specific bad sense in 43
specific death rates as 282
specific death rates at 204
specific death rates by 360
specific death rates in 991
specific death rates is 175
specific death rates of 1023
specific death rates to 216
specific dna binding by 704
specific dna binding in 99
specific dna binding is 57
specific dna binding of 434
specific dna binding to 71
specific dna probe is 57
specific dna probe to 134
specific dna sites in 44
specific ego state in 45
specific end point to 43
specific end which is 46
specific end which the 115
specific fee within the 124
specific fix short of 42
specific for binding to 187
specific for cases of 107
specific for cells in 41
specific for cells of 656
specific for class ii 282
specific for either of 127
specific for either the 872
specific heat above the 163
specific heat based on 57
specific heat below tc 53
specific heat below the 88
specific heat close to 48
specific heat could be 201
specific heat curve at 62
specific heat curve in 67
specific heat curve is 158
specific heat curve of 201
specific heat equal to 209
specific heat given by 160
specific heat given in 109
specific heat gives the 70
specific heat jumps at 60
specific heat might be 42
specific heat ratios of 151
specific heat rises to 102
specific heat seems to 66
specific heat shown in 54
specific heat tends to 163
specific heat times the 155
specific heat under the 126
specific heat value is 62
specific heat value of 216
specific heat varying as 100
specific heat which is 492
specific heat while the 40
specific heat within the 49
specific heat would be 387
specific idea about the 238
specific idea which is 44
specific idea which the 61
specific job offer in 54
specific job offer is 139
specific job tasks or 46
specific job title or 93
specific job which is 54
specific job within an 47
specific job within the 162
specific job would be 62
specific key words in 42
specific key words or 73
specific new forms of 85
specific new types of 42
specific one about the 50
specific one which is 63
specific path taken by 62
specific rna binding by 97
specific rna could be 46
specific sex ratios in 167
specific sum shall be 78
specific sum which is 96
specific tax rates on 67
specific tax shall be 85
specific than either of 98
specific than either the 118
specific than others in 87
specific than paint on 97
specific than would be 137
specific that could be 224
specific that either the 47
specific that might be 86
specific things about the 456
specific things which he 57
specific things which the 218
specific things which we 57
specific things would be 59
specific use value of 80
specific use which is 43
specific use within the 96
specific way about the 51
specific way which is 97
specific way within the 92
specific wear rates of 107
specific web pages or 50
specific web sites by 43
specific web sites in 48
specific web sites or 149
specific web sites to 153
specific with which to 161
specifying and closing up 51
specifying and testing the 97
specifying any share or 97
specifying his place of 61
specifying how often the 49
specifying its place in 87
specifying that after the 82
specifying that which is 183
specifying two types of 64
specifying who shall be 42
specifying who would be 43
specimen and allow the 60
specimen and enter the 50
specimen and found it 78
specimen and hence the 59
specimen and method of 97
specimen and place in 116
specimen and place it 175
specimen and place the 44
specimen and proof of 154
specimen and shows the 54
specimen and under the 260
specimen are found to 66
specimen are given by 84
specimen are given in 460
specimen are shown in 3049
specimen being found in 53
specimen being taken in 50
specimen can easily be 459
specimen can either be 63
specimen can never be 41
specimen can often be 124
specimen can still be 88
specimen for biopsy is 81
specimen for study of 109
specimen for testing is 45
specimen for which he 53
specimen for which the 259
specimen may appear to 69
specimen may belong to 178
specimen may often be 44
specimen may serve as 117
specimen may serve to 191
specimen may still be 118
specimen than either of 42
specimen than usual of 57
specimen that could be 273
specimen that might be 155
specimen that seems to 45
specimen that shows the 101
specimen that would be 74
specimen was about the 46
specimen was added to 108
specimen was close to 52
specimen was equal to 59
specimen was fixed at 48
specimen was fixed by 54
specimen was fixed in 775
specimen was fixed on 45
specimen was fixed to 95
specimen was found as 102
specimen was found at 2973
specimen was found by 920
specimen was found in 9292
specimen was found is 59
specimen was found of 52
specimen was found on 1820
specimen was found to 1982
specimen was given by 139
specimen was given in 85
specimen was given me 57
specimen was given the 47
specimen was given to 267
specimen was heated at 327
specimen was heated by 142
specimen was heated in 350
specimen was heated to 447
specimen was heated up 257
specimen was known to 99
specimen was sealed in 89
specimen was shown at 84
specimen was shown in 87
specimen was shown to 166
specimen was still in 50
specimen was taken as 179
specimen was taken at 3604
specimen was taken by 872
specimen was taken in 3947
specimen was taken is 65
specimen was taken on 787
specimen was taken to 172
specimen with which he 69
specimen with which it 137
specimen with which the 187
specimen with which to 291
specimen with which we 91
specimen yet found in 105
speckled with black on 217
speckled with black or 226
speckled with brown on 99
speckled with brown or 377
speckled with drops of 169
speckled with grime as 98
speckled with spots of 433
speckled with tufts of 40
speckled with white in 45
speckled with white on 145
speckled with white or 279
specters that haunt the 88
spectrum and could be 80
spectrum and decay of 56
spectrum and found it 83
spectrum and gives the 56
spectrum and hence is 60
spectrum and hence the 220
spectrum and level of 73
spectrum and makes it 43
spectrum and makes the 44
spectrum and scale of 87
spectrum and shows the 53
spectrum and since the 45
spectrum and where the 43
spectrum and which is 76
spectrum and within the 47
spectrum and would be 91
spectrum are based on 65
spectrum are cases in 67
spectrum are close to 44
spectrum are found in 96
spectrum are found to 182
spectrum are given by 338
spectrum are given in 669
spectrum are known as 443
spectrum are known to 53
spectrum are shown as 99
spectrum are shown at 52
spectrum are shown by 51
spectrum are shown in 1947
spectrum are shown on 47
spectrum can easily be 272
spectrum can either be 81
spectrum can never be 69
spectrum can often be 141
spectrum can reveal the 45
spectrum can serve as 186
spectrum can still be 110
spectrum for which it 64
spectrum for which the 814
spectrum may appear as 103
spectrum may prove to 43
spectrum may still be 50
spectrum one finds the 122
spectrum than would be 88
spectrum that could be 333
spectrum that makes up 57
spectrum that might be 157
spectrum that seems to 51
spectrum that shows the 103
spectrum that spans the 48
spectrum that would be 491
spectrum was based on 103
spectrum was close to 42
spectrum was found by 105
spectrum was found in 271
spectrum was found to 1272
spectrum was given by 124
spectrum was shown in 119
spectrum was shown to 147
spectrum was taken as 218
spectrum was taken at 1185
spectrum was taken by 112
spectrum was taken in 615
spectrum was taken of 153
spectrum was taken on 172
spectrum was taken to 69
spectrum was thrown on 77
spectrum with bands at 93
spectrum with lines at 42
spectrum with lines of 60
spectrum with which the 85
spectrum with which to 51
spectrum with which we 143
speeches and acted as 93
speeches and action of 60
speeches and began to 41
speeches and books by 44
speeches and books he 41
speeches and books is 41
speeches and books of 124
speeches and books on 50
speeches and carry on 76
speeches and deeds of 169
speeches and engage in 65
speeches and engaging in 48
speeches and gifts of 45
speeches and lists of 58
speeches and music by 42
speeches and music in 44
speeches and parts of 99
speeches and putting on 103
speeches and sayings of 155
speeches and speaking to 46
speeches and summing up 147
speeches and talking to 93
speeches and talks of 44
speeches and texts of 50
speeches and threats of 62
speeches and tried to 137
speeches and urged the 44
speeches and votes in 286
speeches and votes of 507
speeches and votes on 84
speeches and votes to 59
speeches and watch the 43
speeches and words of 150
speeches and works of 134
speeches and writing in 50
speeches and writing of 192
speeches and writing on 47
speeches and wrote an 43
speeches and wrote no 45
speeches are about the 52
speeches are about to 60
speeches are aimed at 47
speeches are based on 125
speeches are cited in 48
speeches are equal to 57
speeches are found in 241
speeches are given as 112
speeches are given at 116
speeches are given by 308
speeches are given in 798
speeches are given on 57
speeches are given to 211
speeches are known to 62
speeches are often the 51
speeches are worthy of 75
speeches being given in 56
speeches can never be 46
speeches did smell of 57
speeches for others in 50
speeches for others to 419
speeches for which he 566
speeches for which the 143
speeches had begun to 54
speeches nor whips by 65
speeches one after the 102
speeches that appear in 124
speeches that could be 317
speeches that might be 173
speeches that occur in 69
speeches that would be 302
speeches they would be 43
speeches was given at 40
speeches was given by 88
speeches was given in 46
speeches with which he 722
speeches with which it 95
speeches with which the 410
speeches with which to 72
speeches with which we 96
speedily and easily as 99
speedily and easily by 52
speedily and easily to 51
speedily and fully as 346
speedily and within the 86
speedily bring about the 176
speedily cut short by 180
speedily had cause to 47
speedily set about the 91
speedily set aside by 62
speedily than could be 44
speedily than would be 58
spheroid are found to 42
sphinxes that guard the 62
spicules are found in 233
spicules are shown in 45
spindles and looms as 51
spindles and looms at 79
spindles and looms by 47
spindles and looms in 703
spindles and looms is 50
spindles and looms of 453
spindles and looms to 153
spindles are found in 194
spindles are shown in 68
spindles that clothe the 51
spindles that could be 57
spindles with which the 49
spinster who liked to 43
spinster who lived in 195
spinster who lives in 96
spirited air given to 147
spirited and frank in 147
spirited and given to 95
spirited and lacking in 48
spirited and quick to 266
spirited and willing to 139
spirited boy might be 143
spirited men stood up 40
spiteful man falls so 83
spiteful things about me 57
spiteful things about the 57
splashed and waded in 57
splashed her hands in 47
splashed his hands in 60
splashed hot water on 111
splashed ice water on 41
splashed icy water on 222
splashed red paint on 43
splashed with blood as 89
splashed with blood in 41
splashed with blood of 42
splashed with blood or 65
splashed with drops of 79
splashed with lines of 59
splashed with spots of 53
splashed with water by 88
splashed with water or 47
splashed with water to 82
splashed with white or 50
splashes and daubs of 63
splashes and drips of 45
splashes and pools of 59
splashes and spots of 52
splendid and noble as 117
splendid and showy as 63
splendid and worthy of 163
splendid car drawn by 89
splendid new house in 63
splendid new house of 48
splendid old trees in 51
splendid than anything he 53
splendid than anything of 43
splendid than anything we 53
splendid than others of 50
splendid that could be 55
splendid that would be 97
splendid they might be 79
splendid things about the 81
splendid things which the 44
splendor and beauty as 41
splendor and beauty in 87
splendor and beauty of 2512
splendor and beauty to 101
splendor and charm of 107
splendor and color of 85
splendor and decay of 51
splendor and force of 43
splendor and glory in 107
splendor and glory of 2999
splendor and glory to 151
splendor and grace of 241
splendor and light of 56
splendor and might of 87
splendor and music of 53
splendor and power of 998
splendor and power to 40
splendor and pride of 156
splendor and scope of 47
splendor and sense of 43
splendor and speed of 121
splendor and state of 76
splendor and value of 56
splendor and vigor of 46
splendor and warmth of 58
splendor for which he 64
splendor for which the 131
splendor hung aloft the 252
splendor nor power in 47
splendor that could be 88
splendor that shone so 154
splendor with which he 411
splendor with which it 226
splendor with which the 565
splittings are given by 43
splittings are given in 63
splittings are shown in 78
splutter and flare of 164
splutter with which he 70
spoilage and waste of 124
spoilage may occur in 58
sponsoring all kinds of 52
sponsoring and funding the 84
sponsors all kinds of 123
sponsors all sorts of 45
sponsors and edits the 47
sponsors and others in 41
sponsors and users of 155
sponsors are asked to 79
sponsors are aware of 67
