eagerly and even violently 42
extent that many believed 52
extent that many children 66
extent that many citizens 41
extent that many families 48
extent that many scholars 46
extent that many students 77
extent that many thousands 57
extent that nothing remained 43
extent that other property 145
extent that other variables 49
extent that prior decisions 148
extent that some analysts 46
extent that some children 70
extent that some elements 41
extent that some families 45
extent that some patients 92
extent that some scholars 194
extent that some students 112
extent that such accounts 101
extent that such activity 460
extent that such agencies 85
extent that such analysis 49
extent that such attempts 51
extent that such authority 87
extent that such behaviors 48
extent that such benefits 404
extent that such business 672
extent that such concepts 54
extent that such concerns 78
extent that such condition 182
extent that such conflict 42
extent that such contents 112
extent that such controls 192
extent that such coverage 66
extent that such cultural 43
extent that such currency 65
extent that such customer 81
extent that such decisions 201
extent that such deduction 168
extent that such deposits 46
extent that such dividend 72
extent that such education 56
extent that such elective 47
extent that such elements 105
extent that such employee 568
extent that such entities 73
extent that such evidence 189
extent that such exemption 508
extent that such exercise 50
extent that such expenses 1076
extent that such functions 74
extent that such inclusion 123
extent that such increases 137
extent that such interest 959
extent that such invention 105
extent that such issuance 113
extent that such judgment 184
extent that such liability 323
extent that such materials 59
extent that such patterns 74
extent that such payments 700
extent that such policies 346
extent that such practice 51
extent that such premiums 42
extent that such problems 137
extent that such proceeding 71
extent that such proceeds 191
extent that such products 41
extent that such programs 262
extent that such projects 103
extent that such property 429
extent that such provision 245
extent that such questions 129
extent that such receipts 102
extent that such reduction 327
extent that such relations 79
extent that such requests 61
extent that such revenues 95
extent that such sanctions 54
extent that such security 59
extent that such services 361
extent that such statutes 66
extent that such transfer 628
extent that such treatment 102
extent that such variables 65
extent that such variations 48
extent that their activity 64
extent that their attention 42
extent that their authority 52
extent that their autonomy 60
extent that their behaviors 47
extent that their benefits 43
extent that their business 53
extent that their capacity 82
extent that their children 140
extent that their combined 133
extent that their condition 44
extent that their contents 49
extent that their cultural 42
extent that their decisions 150
extent that their economic 135
extent that their exercise 51
extent that their families 61
extent that their financial 66
extent that their functions 55
extent that their identity 70
extent that their interest 74
extent that their internal 46
extent that their judgment 55
extent that their operation 40
extent that their original 258
extent that their personal 131
extent that their physical 91
extent that their policies 51
extent that their positions 69
extent that their practice 44
extent that their presence 251
extent that their problems 50
extent that their products 137
extent that their property 56
extent that their relations 57
extent that their relative 67
extent that their religious 73
extent that their services 153
extent that their survival 59
extent that their thickness 69
extent that their validity 47
extent that there actually 51
extent that there remained 66
extent that these accounts 61
extent that these agencies 105
extent that these articles 65
extent that these attempts 87
extent that these barriers 62
extent that these behaviors 141
extent that these benefits 143
extent that these children 109
extent that these concepts 198
extent that these concerns 118
extent that these contexts 46
extent that these controls 56
extent that these decisions 253
extent that these economic 46
extent that these elements 317
extent that these entities 56
extent that these examples 44
extent that these exchanges 54
extent that these expenses 175
extent that these external 56
extent that these families 51
extent that these functions 196
extent that these increases 54
extent that these managers 50
extent that these materials 103
extent that these negative 52
extent that these networks 57
extent that these officials 53
extent that these outcomes 72
extent that these patients 49
extent that these patterns 199
extent that these payments 123
extent that these policies 400
extent that these positions 70
extent that these problems 472
extent that these products 91
extent that these programs 335
extent that these projects 100
extent that these purposes 42
extent that these questions 221
extent that these relations 162
extent that these reserves 42
extent that these sciences 42
extent that these services 307
extent that these statutes 55
extent that these students 95
extent that these subjects 92
extent that these variables 368
extent that these variations 98
extent that those benefits 61
extent that those decisions 57
extent that those expenses 109
extent that those involved 86
extent that those original 50
extent that those payments 75
extent that those services 122
extent that wage increases 165
extent that will surprise 70
extent that young children 102
extent they have accepted 49
extent they have achieved 109
extent they have acquired 73
extent they have actually 93
extent they have affected 50
extent they have increased 43
extent they have remained 68
extent they have replaced 56
extent they have retained 58
extent they have survived 47
extent they were achieved 42
extent they were actually 138
extent they were affected 66
extent they were employed 72
extent they were included 44
extent they were intended 54
extent they were involved 144
extent they were modified 50
extent they were prepared 173
extent they were probably 46
extent they will continue 42
extent this will continue 83
extent with other elements 61
extent with those obtained 46
extras for their children 91
