tack and save several of 42
these are just beginning to 125
these are less subject to 82
these are made according to 94
these are made subject to 41
these are mere matters of 215
these are mere samples of 42
these are more evident in 75
these are more familiar to 53
these are more limited in 76
these are more related to 76
these are more similar to 58
these are more subject to 67
these are more typical of 81
these are most evident in 82
these are most familiar to 70
these are much inferior to 92
these are much reduced in 52
these are much smaller in 71
these are much superior to 50
these are only aspects of 122
these are only beginning to 98
these are only capable of 58
these are only figures of 49
these are only matters of 141
these are only present in 263
these are only samples of 256
these are only symbols of 62
these are only variants of 43
these are rich sources of 78
these are side effects of 73
these are some aspects of 71
these are some brethren of 83
these are some friends of 62
these are such factors as 85
these are such matters as 83
these are three aspects of 79
these are three classes of 47
these are tied together by 91
these are tied together in 109
these are used according to 87
these are used depends on 42
these are vain trifles to 54
these are very helpful in 126
these are very inferior to 42
these are very limited in 213
these are very popular in 62
these are very similar in 208
these are very similar to 1194
these are very soluble in 40
these are very variable in 81
these are well adapted to 133
these are well covered in 105
these bear some relation to 42
these being held together by 97
these being less admired in 52
these can vary according to 79
these can vary depending on 71
these dear good friends of 106
these few will suffice to 162
these had been adopted by 80
these had been allowed to 289
these had been applied to 56
these had been brought by 64
these had been brought in 262
these had been brought to 333
these had been brought up 87
these had been carried to 63
these had been covered by 77
these had been damaged by 57
these had been defined by 176
these had been elected by 40
these had been erected by 50
these had been exposed to 103
these had been founded by 105
these had been founded in 69
these had been granted by 52
these had been granted in 60
these had been granted to 110
these had been limited to 71
these had been married to 48
these had been members of 291
these had been obliged to 84
these had been ordered to 57
these had been planted by 103
these had been planted in 55
these had been present at 100
these had been present in 69
these had been printed in 90
these had been reduced by 104
these had been reduced in 51
these had been reduced to 830
these had been removed by 152
these had been removed in 50
these had been removed to 78
these had been revealed to 74
these had been settled by 59
these had been settled in 44
these had been subdued by 44
these had been subject to 84
these had been touched by 50
these had been trained in 120
these had been violated by 60
these had been written at 52
these had been written by 130
these had been written in 125
these had seen service in 40
these had their beginning in 42
these had their origins in 183
these has been adopted by 57
these has been alluded to 48
these has been applied to 49
these has been limited to 40
these has been reduced to 45
these has been studied in 102
these has been written by 42
these may have appeared to 61
these may have belonged to 249
these may have existed in 56
these may help explain the 41
these may vary according to 295
these may vary depending on 128
these men been allowed to 48
these men have arrived at 42
these men have brought the 81
these men have brought to 42
these men have defeated the 203
these men have managed to 59
these men have refused to 56
these men have spurned the 47
these men were accused of 116
these men were allowed to 455
these men were beginning to 88
these men were brought in 126
these men were brought to 259
these men were brought up 54
these men were capable of 412
these men were careful to 42
these men were content to 89
these men were devoted to 131
these men were disposing of 50
these men were dressed in 170
these men were elected by 72
these men were elected to 76
these men were enabled to 87
these men were enemies of 71
these men were experts in 41
these men were exposed to 152
these men were faithful to 61
these men were friends of 241
these men were hostile to 47
these men were induced to 65
these men were invited to 75
these men were married to 78
these men were masters of 158
these men were members of 1426
these men were natives of 200
these men were obliged to 372
these men were opposed to 171
these men were ordered to 168
these men were preparing to 49
these men were present at 79
these men were present in 43
these men were reduced to 62
these men were related to 97
these men were similar to 58
these men were sincere in 66
these men were subject to 132
these men were superior to 50
these men were trained by 40
these men were trained in 178
these men were trained to 102
these men were typical of 51
these men were unknown to 55
these men were unwilling to 135
these men were victims of 83
these men were wounded in 48
these not only guarded the 47
these not only increase the 50
these one must consult the 95
these our good friends to 56
these that dare affront the 47
these they were allowed to 59
these they were enabled to 98
these they were obliged to 258
these they were ordered to 48
these they will exhibit the 71
these things came together in 89
these things came together to 54
these things come together in 128
these things come together to 78
these things from happening in 50
these things from happening to 44
these things have appeared to 41
these things have withered to 61
these things into account in 152
these things into account we 63
these things keep happening to 120
these things must consist of 44
these things only because he 82
these things only because of 65
these things only because we 48
these things only insofar as 57
these things were against me 59
these things were against the 123
these things were agitating the 48
these things were allowed to 139
these things were beginning to 80
these things were brought in 41
these things were brought to 850
these things were carried on 294
these things were carried so 145
these things were carried to 70
these things were familiar to 81
these things were foreign to 72
these things were happening at 354
these things were happening in 925
these things were happening on 128
these things were happening the 157
these things were happening to 521
these things were managed by 41
these things were managed in 64
these things were matters of 228
these things were occurring at 120
these things were occurring in 218
these things were occurring to 40
these things were ordered by 47
these things were outside the 51
these things were present in 86
these things were present to 53
these things were printed in 60
these things were related to 169
these things were revealed to 214
these things were sources of 63
these things were stamped on 41
these things were subject to 69
these things were symbols of 51
these things were unknown in 40
these things were unknown to 248
these things were written by 119
these things were written in 165
these things were written of 746
these things were wrought by 57
these things will express the 61
these things will require to 63
these things work against the 49
these things work together to 154
these too were subject to 51
these two came together in 40
these two case studies is 87
these two case studies of 56
these two come together in 76
these two days according to 147
these two good friends of 104
these two great artists in 45
these two great aspects of 59
these two great cartels of 85
these two great centers of 85
these two great classes in 40
these two great classes of 824
these two great factions of 52
these two great factors in 80
these two great factors of 137
these two great figures in 58
these two great figures of 82
these two great masters in 55
these two great masters is 54
these two great masters of 476
these two great members of 47
these two great objects of 69
these two great parties in 75
these two great pillars of 96
these two great pioneers in 43
these two great portions of 84
these two great princes of 102
these two great schools of 74
these two great sections of 432
these two great sources of 356
these two great spheres of 70
these two great systems of 289
these two great teachers of 86
these two great thinkers of 62
these two great writers as 86
these two ideas together in 107
these two last classes of 81
these two last members of 58
these two last species of 62
these two leading figures in 43
these two leading members of 61
these two main aspects of 144
these two main classes of 244
these two main features of 54
these two main schools of 84
these two main sections of 67
these two main sources of 241
these two main strands of 42
these two were allowed to 71
these two were carried to 58
these two were members of 84
these two will suffice to 130
these two young friends of 44
these was very similar to 41
these who come forward to 79
these with other members of 95
these with other species of 72
thick and fast against the 42
thick and fast between the 156
thick and heavy volumes of 83
thick that many appeared to 44
thick with their company as 187
thine own life depends on 41
think and feel according to 184
think and feel exactly as 203
think and live according to 117
think and speak according to 180
think and speak falsely of 51
think and speak lightly of 89
think and will according to 46
think and work together as 87
think and work together in 101
think and work together to 69
think are most helpful to 40
think are true science or 92
think are your chances of 106
think but very lightly of 54
think can most improve my 55
think death will destroy us 108
think for your service to 54
think god will forgive me 293
think god will forgive us 55
think him well adapted to 40
think how many millions of 130
think how much depends on 176
think how vain against the 55
think our main problem is 40
think she ever forgave me 159
think she ever realized it 49
think she must descend to 114
think she sees herself as 121
think she will believe me 51
think she will consent to 58
think she will forgive me 132
think she will torment me 46
think that birth control is 61
think that great britain is 87
think that great numbers of 40
think that have occasion to 50
think that ideas consist in 101
think that ideas consist of 51
think that idol worship is 153
think that just because an 92
think that just because he 855
think that just because it 360
think that just because my 60
think that just because of 133
think that just because the 942
think that just because we 1504
think that living together is 42
think that many aspects of 59
think that many members of 113
think that most members of 76
think that much depends on 42
think that much remains to 109
think that only happens in 47
think that other members of 113
think that some account of 83
think that some aspects of 138
think that some members of 134
think that some species of 41
think that such animals as 105
think that such behavior is 154
think that such conduct is 48
think that such editors as 46
think that such language is 41
think that such measures as 103
think that such stories as 99
think that their ability to 78
think that their behavior is 93
think that their chances of 120
think that their country is 176
think that their culture is 69
think that their efforts to 45
think that their failure to 65
think that their function is 68
think that their language is 65
think that their parents do 61
think that their position is 114
think that their problem is 69
think that their product is 43
think that their purpose is 62
think that their religion is 140
think that their society is 40
think that these aspects of 58
think that these species of 42
think that those members of 48
think that three millions of 56
think that what follows is 83
think that what happens in 285
think that what happens is 292
think that what happens to 250
think that what matters is 128
think that what started it 41
think that your ability to 54
think that your chances of 78
think that your company is 59
think that your country is 77
think that your decision is 116
think that your decision to 76
think that your husband is 161
think that your journey to 72
think that your majesty is 41
think that your partner is 98
think that your position is 59
think that your problem is 95
think that your product is 47
think that your purpose is 68
think that your religion is 54
think them well content by 94
think they come together in 47
think they have against it 106
think they have arrived at 228
think they have control of 44
think they have decided to 55
think they have defeated me 160
think they have escaped the 61
think they have everything in 49
think they have everything on 82
think they have everything to 47
think they have grasped it 46
think they have grasped the 43
think they have located the 43
think they have managed to 64
think they know everything in 43
think they were allowed to 88
think they were ashamed of 98
think they were beginning to 107
think they were brought up 49
think they were capable of 276
think they were correct in 60
think they were expecting us 75
think they were friends of 52
think they were listening to 99
think they were members of 78
think they were obliged to 78
think they were preparing to 55
think they were referring to 133
think they were related to 75
think they were sincere at 49
think they were superior to 75
think they were victims of 40
think they were written by 193
think they were written in 41
think they will approve of 40
think they will attempt it 45
think they will attempt to 133
think they will believe me 56
think they will finally be 49
think they will respond to 66
think they will succeed in 158
think they will trouble us 46
think they will venture to 98
think they will welcome me 52
think this also applies to 67
think this great variety is 89
think this last romance of 70
think this will destroy me 68
think this will suffice to 48
think too much inclining to 49
think with great pleasure of 289
think with great pleasure on 65
think with much pleasure of 58
think you have arrived at 109
think you have behaved in 43
think you have brought me 64
think you have covered the 66
think you have everything in 40
think you have everything to 49
think you have grasped the 68
think you have located the 46
think you have managed the 43
think you have managed to 141
think you have realized the 44
think you have touched on 54
think you have touched the 78
think you know everything in 41
think you live outside the 86
think you need trouble to 66
think you take pleasure in 42
think you were allowed to 94
think you were ashamed of 112
think you were beginning to 51
think you were betraying me 56
think you were brought up 76
think you were capable of 513
think you were expecting me 45
think you were foolish to 56
think you were listening to 243
think you were married to 52
think you were present at 73
think you were referring to 78
think you were somehow in 43
think you will account so 97
think you will approve of 548
think you will approve the 79
think you will believe it 48
think you will believe me 391
think you will decline my 62
think you will forgive me 363
think you will succeed in 583
third and fifth columns of 270
third and fifth decades of 252
third and fifth degrees of 79
third and fifth graders in 60
third and fifth sections of 94
third and fifth volumes of 67
third and last article in 45
third and last article of 164
third and last attempt at 109
third and last attempt in 96
third and last attempt of 68
third and last attempt to 302
third and last capital of 40
third and last chapter in 52
third and last chapter of 279
third and last division is 130
third and last division of 836
third and last element of 210
third and last example is 127
third and last example of 212
third and last example we 44
third and last journey to 102
third and last question is 165
third and last segment of 135
third and last species of 124
third and last subject of 43
third and most complex of 54
third and most radical of 41
third and sixth columns of 149
third and sixth decades of 145
third and sixth degrees of 144
third and sixth graders in 143
third had been printed in 50
third year next following the 59
those and other aspects of 54
those are most subject to 281
those few were beggars at 44
those for other classes of 90
those for other members of 106
those for whom everything is 93
those for whom freedom is 63
those for whom history is 107
those for whom language is 103
those for whom marriage is 92
those for whom poverty is 48
those for whom religion is 612
those for whom science is 54
those for whom surgery is 74
those for whom violence is 45
those men have brought the 45
those men were capable of 43
those men were enemies to 295
those men were members of 67
those that best reflect the 52
those that best satisfy the 44
those that best support the 49
those that came closest to 57
those that come between the 44
those that come closest to 271
those that come soonest to 46
those that dare promise to 57
those that dare question it 180
those that fall between the 129
those that fall outside it 51
those that fall outside of 117
those that fall outside the 347
those that give priority to 90
those that give promise of 85
those that have adapted to 121
those that have adhered to 81
those that have adopted the 398
those that have appeared in 788
those that have appeared on 79
those that have appeared to 124
those that have arrived at 70
those that have belonged to 42
those that have brought it 51
those that have brought the 41
those that have brought us 60
those that have crossed the 127
those that have decided to 65
those that have emerged as 121
those that have emerged in 275
those that have enjoyed the 57
those that have entered the 186
those that have escaped the 200
those that have estates in 163
those that have evolved in 433
those that have evolved to 47
those that have existed in 325
those that have figured in 51
those that have focused on 178
those that have injured us 162
those that have invaded the 60
those that have managed to 351
those that have occasion to 50
those that have plagued the 59
those that have pleasure in 43
those that have refused to 85
those that have relation to 86
those that have settled in 116
those that have studied the 123
those that have visited the 56
those that have written in 59
those that have written of 141
those that have written on 89
those that hold between the 60
those that live according to 109
those that most concern us 44
those that most deserve it 53
those that move towards the 49
those that once adorned the 49
those that once belonged to 93
those that once existed in 49
those that plot against the 53
those that show promise of 43
those that speak against the 196
those that take account of 174
those that take delight in 51
those that take pleasure in 95
those that vary according to 80
those that want friends to 308
those that were accused of 68
those that were adapted to 56
those that were adopted by 103
those that were adopted in 89
those that were against it 112
those that were against the 191
those that were allowed to 263
those that were applied in 64
those that were applied to 110
those that were assumed to 43
those that were beginning to 152
those that were brought in 179
those that were brought to 269
those that were brought up 108
those that were capable of 408
those that were carried by 45
those that were carried on 130
those that were carried to 85
those that were certain to 77
those that were claimed by 45
those that were classed as 135
those that were closest in 42
those that were closest to 157
those that were covered by 92
those that were covered in 56
those that were current in 239
those that were defined as 44
those that were devoted to 106
those that were enemies to 74
those that were erected by 40
those that were exacted of 51
those that were exposed to 217
those that were familiar to 94
those that were founded by 112
those that were founded in 84
those that were founded on 44
those that were friends to 104
those that were gathered by 43
those that were granted to 106
those that were hostile to 87
those that were illegal at 66
those that were imposed by 135
those that were imposed on 54
those that were limited to 48
those that were located in 100
those that were members of 193
those that were natural of 85
those that were obliged to 57
those that were occurring in 61
those that were offered by 73
those that were offered in 50
those that were offered to 103
those that were opposed to 362
those that were ordered to 43
those that were outside the 79
those that were painted in 40
those that were peculiar to 184
those that were planted in 62
those that were popular in 100
those that were preparing to 45
those that were present at 429
those that were present in 415
those that were present on 52
those that were present to 142
those that were printed at 69
those that were printed in 103
those that were related to 405
those that were settled on 67
those that were shortly to 47
those that were similar to 62
those that were skilled in 61
those that were steeped in 60
those that were studious of 98
those that were subject to 304
those that were typical of 70
those that were unwilling to 116
those that were visible to 74
those that were wounded we 70
those that were written by 218
those that were written in 318
those that were written to 81
those that were wrought by 42
those that will believe the 46
those that will benefit the 83
those that will enhance the 80
those that will espouse us 117
those that will improve the 53
those that will increase the 58
those that will prevail in 42
those that will produce the 189
those that will provide the 247
those that will receive the 45
those that will require the 60
those that will respond to 57
those that will satisfy the 41
those that will succeed it 91
those that will support the 57
those that work against it 63
those that work against the 41
those they have elected to 68
those they have granted to 169
those they were obliged to 53
those they were ordered to 41
those things most precious to 55
those things were happening to 78
those things were matters of 56
those thou hast brought to 48
those two great classes of 104
those two great enemies of 81
those two great factors in 44
those two great figures in 43
those two great masters of 92
those two great pillars of 43
those two great pioneers of 46
those two great portions of 139
those two great sections of 74
those two great sources of 304
those two great virtues of 42
those two knew exactly the 47
those two main pillars of 56
those who also believe in 81
those who base everything on 48
those who best deserve it 72
those who best respond to 40
those who best succeed in 58
those who bore witness to 318
those who came because of 81
those who came between the 116
those who came brought no 40
those who came closest to 293
those who came expecting to 54
those who came forward as 276
those who came forward at 69
those who came forward in 204
those who came forward on 80
those who came forward to 939
those who came together in 101
those who came together to 197
those who cast ballots in 110
those who come against us 112
those who come because of 55
those who come closest to 360
those who come forward as 403
those who come forward in 105
those who come forward to 539
those who come together in 259
those who come together to 321
those who dare venture to 126
those who deny freedom to 121
those who died because of 260
those who died believing in 73
those who died between the 189
those who died bravely in 51
those who died defending the 169
those who died outside the 121
those who died stifled by 278
those who fall between the 232
those who fall outside it 53
those who fall outside of 232
those who fall outside the 798
those who fall victims to 419
those who feel ashamed of 43
those who feel capable of 45
those who feel obliged to 256
those who feel pleasure in 76
those who feel strongly on 65
those who feel strongly the 90
those who feel superior to 62
those who feel tempted to 81
those who feel trapped by 52
those who feel trapped in 93
those who fell between the 98
those who fell defending the 93
those who fell outside of 48
those who fell outside the 309
those who fell victims of 63
those who fell victims to 771
those who felt closest to 40
those who felt obliged to 207
those who felt strongly on 106
those who felt trapped in 47
those who find comfort in 289
those who find delight in 265
those who find pleasure in 1006
those who fled towards the 72
those who from motives of 102
those who gain control of 105
those who gave occasion to 43
those who gave primacy to 69
those who gave priority to 286
those who gave promise of 125
those who gave shelter to 106
those who gave support to 67
those who give occasion to 85
those who give primacy to 160
those who give priority to 386
those who give promise of 217
those who give support to 53
those who have ability to 289
those who have abjured the 68
those who have acceded to 64
those who have accused me 191
those who have accused the 104
those who have accused us 43
those who have adapted to 181
those who have adhered to 545
those who have admired it 56
those who have admired the 123
those who have adopted an 125
those who have adopted it 1110
those who have adopted or 50
those who have adopted the 2554
those who have adorned the 142
those who have advised it 113
those who have advised me 131
those who have advised the 79
those who have allowed it 53
those who have allowed me 601
those who have allowed the 230
those who have allowed us 165
those who have alluded to 61
those who have altered my 69
those who have altered the 54
those who have amassed it 67
those who have amassed the 50
those who have ambition to 95
those who have annexed to 44
those who have appealed to 396
those who have appeared as 153
those who have appeared at 61
those who have appeared in 409
those who have appeared on 112
those who have appeared the 92
those who have appeared to 212
those who have applied it 164
those who have applied the 326
those who have applied to 390
those who have arranged the 112
those who have arrived as 91
those who have arrived at 1970
those who have arrived by 45
those who have arrived in 379
those who have arrived on 49
those who have arrived to 160
those who have aspired to 406
those who have assumed it 113
those who have assumed the 1376
those who have assumed to 235
those who have attacks of 44
those who have avoided the 107
those who have belonged to 482
those who have boasted of 45
those who have bothered to 189
those who have brought in 113
those who have brought it 660
those who have brought me 173
those who have brought on 73
those who have brought the 815
those who have brought to 233
those who have brought up 147
those who have brought us 433
those who have capital to 386
those who have carried it 238
those who have carried on 1158
those who have carried the 634
those who have carried to 78
those who have chanced to 141
those who have charged the 56
those who have charged us 41
those who have charted the 56
those who have claimed it 71
those who have claimed the 158
those who have claimed to 823
those who have climbed it 88
those who have climbed the 524
those who have climbed to 246
those who have climbed up 135
those who have command of 296
those who have concern in 58
those who have control of 990
those who have counted on 78
those who have counted the 52
those who have courage to 276
those who have covered the 103
those who have crossed an 44
those who have crossed it 81
those who have crossed my 79
those who have crossed the 1357
those who have crossed to 51
those who have custody of 274
those who have dabbled in 82
those who have debated the 94
those who have decided in 53
those who have decided on 138
those who have decided the 73
those who have decided to 2175
those who have decried the 60
those who have deduced in 58
those who have defined it 50
those who have defined the 149
those who have degrees in 88
those who have demands on 45
those who have derided the 44
those who have derived the 62
those who have designs on 54
those who have desired the 134
those who have desired to 461
those who have desires to 64
those who have devised it 91
those who have devised the 135
those who have devoted so 92
those who have devoted the 196
those who have devoted to 88
those who have diabetes or 87
those who have diseases of 48
those who have divided the 47
those who have donated to 60
those who have doubted of 50
those who have doubted the 233
those who have drafted the 65
those who have dragged on 49
those who have dropped the 64
those who have drowned in 50
those who have elected the 62
those who have elected to 607
those who have elected us 50
those who have emerged as 113
those who have enabled me 164
those who have enabled us 58
those who have endured it 237
those who have endured so 52
those who have endured the 823
those who have enjoyed an 82
those who have enjoyed it 473
those who have enjoyed the 2306
those who have entered by 75
those who have entered in 237
those who have entered it 418
those who have entered on 404
those who have entered or 68
those who have entered the 3781
those who have erected it 46
those who have escaped it 66
those who have escaped the 1056
those who have escaped to 119
those who have essayed it 41
those who have essayed the 143
those who have essayed to 198
those who have estates in 47
those who have estates to 59
those who have everything in 75
those who have everything to 408
those who have evolved the 43
those who have evolved to 52
those who have exactly the 52
those who have exerted the 70
those who have exposed the 48
those who have fancied an 43
those who have fathomed the 91
those who have favored me 46
those who have favored the 155
those who have figured as 56
those who have figured in 304
those who have flocked to 54
those who have focused on 493
those who have founded the 95
those who have friends at 101
those who have friends in 217
those who have friends or 201
those who have gathered at 71
those who have gathered in 97
those who have gathered it 48
those who have gathered the 83
those who have gathered to 192
those who have granted me 72
those who have granted the 2583
those who have grasped at 51
those who have grasped the 808
those who have handled it 120
those who have handled the 343
those who have hitherto so 58
those who have honored me 276
those who have honored the 55
those who have honored us 47
those who have ignored or 92
those who have ignored the 157
those who have imbibed it 43
those who have imbibed the 414
those who have impeded the 44
those who have imposed the 94
those who have incomes of 93
those who have infringed the 117
those who have inhaled the 54
those who have injured me 675
those who have injured or 182
those who have injured the 127
those who have injured us 1565
those who have invaded the 76
those who have invited me 124
those who have invited us 51
those who have invoked the 88
those who have justice on 45
those who have kindled it 60
those who have labored at 47
those who have labored in 599
those who have labored on 47
those who have labored so 133
those who have labored to 512
those who have laughed at 159
those who have leisure at 56
those who have leisure or 74
those who have leisure to 834
those who have lighted the 125
those who have limited or 109
those who have majored in 224
those who have managed the 168
those who have managed to 2594
those who have married in 76
those who have mastery of 70
those who have matured in 59
those who have measured it 40
those who have measured the 76
those who have merited it 231
those who have merited the 66
those who have misused it 72
those who have misused the 99
those who have noticed it 91
those who have noticed the 236
those who have nowhere to 187
those who have obliged me 46
those who have obliged us 81
those who have occasion to 2703
those who have offered an 45
those who have offered it 75
those who have offered me 111
those who have offered the 410
those who have offered to 186
those who have offered us 62
those who have omitted to 78
those who have opposed it 540
those who have opposed me 215
those who have opposed or 56
those who have opposed the 1087
those who have opposed us 237
those who have ordered the 69
those who have parents or 44
those who have perused it 42
those who have perused the 676
those who have pierced the 57
those who have planned it 51
those who have planned the 135
those who have planned to 66
those who have planted the 62
those who have pleasure in 126
those who have pledged to 73
those who have plumbed the 57
those who have pointed the 48
those who have pointed to 218
those who have praised it 127
those who have praised my 45
those who have praised the 101
those who have preached the 356
those who have pressed the 77
those who have pursued it 190
those who have pursued the 489
those who have rallied to 85
those who have realized it 121
those who have realized the 1056
those who have reduced it 76
those who have reduced the 165
those who have refined the 54
those who have refused or 93
those who have refused the 211
those who have refused to 3061
those who have reigned in 76
those who have related it 43
those who have related the 84
those who have relation to 63
those who have religion do 44
those who have removed the 70
those who have removed to 58
those who have repeated it 48
those who have repeated the 136
those who have replied to 93
those who have resided at 60
those who have resided in 2494
those who have retired on 75
those who have retired or 363
those who have retired to 229
those who have reviled me 50
those who have revived the 86
those who have sampled the 48
those who have scoffed at 64
those who have scorned the 49
those who have searched the 126
those who have secured it 48
those who have secured the 255
those who have secured to 47
those who have settled in 943
those who have settled on 164
those who have settled the 67
those who have shifted to 57
those who have sneered at 76
those who have sounded the 128
those who have spurned the 90
those who have stained the 125
those who have started in 192
those who have started on 97
those who have started the 129
those who have started to 216
those who have steered the 162
those who have stirred up 124
those who have stooped to 64
those who have stopped at 105
those who have stopped to 65
those who have strayed to 54
those who have striven in 94
those who have striven to 1084
those who have studied at 354
those who have studied in 1849
those who have studied it 2360
those who have studied or 164
those who have studied the 20404
those who have studied to 50
those who have studied up 51
those who have subdued the 70
those who have swelled the 40
those who have tackled the 94
those who have tempted us 44
those who have theorized on 45
those who have thoughts of 49
those who have thwarted or 40
those who have touched it 125
those who have touched my 151
those who have touched on 67
those who have touched the 272
those who have trained in 145
those who have trodden in 43
those who have trodden it 88
those who have trodden or 52
those who have trodden the 507
those who have trouble in 98
those who have trusted in 873
those who have trusted me 233
those who have trusted the 81
those who have trusted to 239
those who have trusted us 232
those who have usurped it 52
those who have usurped the 395
those who have uttered it 45
those who have violated it 161
those who have violated or 45
those who have violated the 1764
those who have visited it 674
those who have visited or 117
those who have visited the 3320
those who have visited us 126
those who have watched by 49
those who have watched it 190
those who have watched my 54
those who have watched the 2481
those who have weathered the 122
those who have weighed the 110
those who have whetted the 73
those who have wielded it 53
those who have wielded the 128
those who have withheld it 42
those who have wounded me 92
those who have wounded us 182
those who have written as 52
those who have written at 141
those who have written in 1327
those who have written it 114
those who have written me 140
those who have written of 1708
those who have written on 8071
those who have written or 429
those who have written so 142
those who have written the 1227
those who have written to 727
those who have written us 74
those who have wrought in 42
those who have wrought the 56
those who have yielded in 57
those who have yielded so 58
those who have yielded to 651
those who have yielded up 54
those who held offices in 183
those who held offices of 164
those who hold offices in 126
those who hold offices of 87
those who hold religion in 59
those who hold religion to 104
those who hold strongly to 117
those who join together in 73
those who join together to 90
those who know brahman go 41
those who lack courage the 61
those who learn history by 95
those who least deserve it 260
those who least deserve to 61
those who leave because of 77
those who leave everything to 56
those who left because of 175
those who left ireland in 54
those who lent support to 52
those who lift infants to 187
those who like stories of 50
those who live according to 5086
those who live between the 418
those who live chiefly on 77
those who live closest to 402
those who live largely on 73
those who live outside it 152
those who live outside of 589
those who live outside the 1946
those who live quietly in 57
those who live together as 86
those who live together in 524
those who live towards the 97
those who look askance at 301
those who look closely at 65
those who look forward to 2419
those who look towards the 82
those who lose control of 54
those who love according to 42
those who love mankind is 105
those who made charity the 81
those who made demands on 43
those who made efforts to 78
those who made offerings to 75
those who make demands on 163
those who make efforts to 150
those who make offerings to 128
those who make pleasure the 53
those who meet together in 110
those who meet together to 41
those who most admired the 83
those who most believe in 57
those who most delight in 69
those who most deplore the 73
those who most deserve it 243
those who most deserve to 70
those who most desired the 94
those who most desired to 149
those who most display the 41
those who most opposed the 130
those who most pretend to 55
those who most profess to 42
those who most rejoice in 56
those who most require it 100
those who must approve it 51
those who must approve the 101
those who must attempt to 58
those who must enforce the 78
those who must execute it 77
those who must execute the 93
those who must operate the 48
those who must perform the 164
those who must produce the 69
those who must provide the 89
those who must receive it 96
those who must respond to 151
those who must support it 82
those who must support the 53
those who need support in 48
those who once belonged to 193
those who once enjoyed the 48
those who once entered the 56
those who only believe in 116
those who only carried it 42
those who only delight in 49
those who only possess the 42
those who only pretend to 201
those who owed everything to 95
those who paid tribute to 343
those who pass current at 62
those who plan careers in 69
those who play according to 47
those who plot against me 56
those who plot against the 149
those who plot against us 92
those who rage against the 66
those who rail against the 166
those who rank highest in 154
those who react against the 80
those who rely chiefly on 58
those who rise against it 54
those who rise against me 89
those who rise against the 73
those who rise against us 85
those who rise superior to 73
those who rose against the 163
those who seek answers to 104
those who seek careers in 125
those who seek comfort in 80
those who seek election to 73
those who seek justice in 95
those who seek minutiae of 47
those who seek occasion to 46
those who seek pleasure in 101
those who seek pleasure or 41
those who seek shelter in 94
those who seek success in 57
those who seem capable of 83
those who seem unwilling to 48
those who sent letters of 91
those who show promise in 90
those who show promise of 230
those who speak according to 55
those who speak against it 94
those who speak against the 371
those who speak against us 103
those who speak lightly of 242
those who speak spanish as 95
those who speak spanish at 48
those who stay outside the 41
those who step forward to 104
those who step outside of 41
those who step outside the 150
those who swim against the 113
those who take account of 136
those who take comfort in 121
those who take control of 71
those who take counsel at 66
those who take courses in 89
those who take delight in 1323
those who take occasion to 52
those who take offense at 143
those who take pleasure in 2574
those who take pleasure to 71
those who take shelter in 191
those who take umbrage at 62
those who talk against the 68
those who talk lightly of 55
those who teach courses in 114
those who teach history in 46
those who tell stories of 110
those who tend towards the 50
those who think everything is 56
those who think exactly as 72
those who think lightly of 253
those who think religion is 66
those who think slavery is 50
those who think swiftly on 74
those who told stories of 57
those who took control of 68
those who took courses in 72
those who took degrees at 48
those who took delight in 256
those who took offense at 102
those who took passage on 47
those who took pleasure in 446
those who took service in 44
those who took shelter in 113
those who took umbrage at 52
those who turn against the 53
those who turn towards the 84
those who used religion as 54
those who used religion to 45
those who used violence to 51
those who view history as 189
those who view language as 42
those who view religion as 133
those who vote against it 132
those who vote against the 212
those who walk according to 663
those who want everything to 44
those who want religion to 56
those who warn against the 78
those who went against the 212
those who went forward to 85
those who went outside the 68
those who were accused as 129
those who were accused by 179
those who were accused in 76
those who were accused of 2764
those who were accused to 84
those who were adopted by 55
those who were advancing the 72
those who were advancing to 162
those who were adverse to 523
those who were advised to 67
those who were against it 1314
those who were against me 143
those who were against the 2763
those who were against us 147
those who were alarmed at 348
those who were alarmed by 293
those who were alleged to 456
those who were allowed in 126
those who were allowed the 73
those who were allowed to 2769
those who were allured by 41
those who were annoyed at 44
those who were annoyed by 129
those who were aroused by 61
those who were arrayed in 130
those who were arrived at 58
those who were ashamed of 240
those who were ashamed to 216
those who were assailing the 68
those who were assisting at 57
those who were assisting in 69
those who were assisting me 88
those who were assisting the 60
those who were assumed to 283
those who were assured of 76
those who were attacking the 408
those who were attending on 57
those who were attending the 408
those who were attending to 145
those who were attuned to 98
those who were awarded the 153
those who were baffled by 40
those who were beginning the 45
those who were beginning to 2088
those who were beheaded or 53
those who were beloved of 68
those who were besieging the 99
those who were between the 173
those who were bigoted to 83
those who were blessed by 104
those who were blinded by 284
those who were bothered by 52
those who were branded as 441
those who were brought as 50
those who were brought by 94
those who were brought in 1474
those who were brought to 1437
those who were brought up 2082
those who were capable of 6643
those who were capable to 47
those who were captive in 46
those who were careful of 83
those who were careful to 95
those who were carried in 149
those who were carried to 124
those who were central to 74
those who were certain of 92
those who were certain to 309
those who were chained to 69
those who were charged to 189
those who were charmed by 121
those who were chiefly to 61
those who were claimed to 42
those who were classed as 438
those who were clients of 53
those who were closely in 70
those who were closest in 65
those who were closest to 3671
those who were congenial to 49
those who were content to 1687
those who were counted as 297
those who were counted in 52
those who were covered by 207
those who were cowards by 42
