tax rate marginal tax rate 102
two main questions that need 52
two more children had been 127
two most beautiful and most 49
two most frequent and most 40
two most powerful and most 450
two other children had been 130
two other children had died 104
two other children who died 192
two other children who were 246
two other comrades who were 52
two other families who were 42
two other officers and three 42
two other officers had been 83
two other officers who were 196
two other patients who were 73
two other scholars who have 43
two other servants who were 46
two other soldiers who were 83
two other students who have 59
two other students who were 193
two poems resemble each other 42
two poets happened not only 45
two poor children had been 49
two rows opposite each other 200
two seats opposite each other 47
two suns reflecting each other 53
two were crippled for life 59
two will perceive that there 101
two young champions sat down 61
two young children and their 92
two young children had been 112
two young children who have 60
two young children who were 262
two young children with their 65
two young officers had been 40
two young officers who were 181
two young strangers was more 174
two young students who were 60
