sailing along unseen in the 65
story also points to the 138
story also refers to the 44
story from creation to the 109
story made little or no 56
story more likely to be 47
story tell itself in the 52
story twin towers of the 213
story well enough to be 52
story will depend on the 108
story will unfold in the 44
stray dogs picked up by 44
stream here flowed at the 52
stream losing itself in the 46
stream will depend on the 103
strings were pulled by the 189
strip will depend on the 46
strong acid reaction of the 46
strong beer brewed in the 66
strong fort belonging to the 75
strong hand itself of the 40
strong ideas formed in my 285
strong make slaves of the 114
strong radio source in the 47
strong risk factor in the 47
strong role played by the 338
strong tory spirit of the 42
strong town belonging to the 69
strong town doomed to be 50
strong will endure to the 40
strung into something of an 85
strut well enough in the 49
stuck into joints of the 96
stuck much closer to the 59
stuck their knives in the 40
stuck their lances in the 44
study adds little to the 49
study adds weight to the 64
study also allows us to 232
study also looked at the 1053
study also points to the 381
study also points up the 69
study also refers to the 84
study drew heavily on the 43
study have proved to be 175
study have proven to be 61
study must always be the 66
study only looked at the 46
study some aspect of the 395
study some points in the 109
study such issues as the 227
study such topics as the 167
study their actions in the 44
study their effect on the 548
study their impact on the 213
study their record in the 137
study there appears to be 225
study there seemed to be 205
study these changes in the 59
study these issues in the 119
study were caused by the 50
study were chosen on the 194
study were chosen to be 52
study were deemed to be 56
study were judged to be 120
study were likely to be 86
study were placed in the 92
study were thought to be 111
study what appears to be 56
study will assist in the 67
study will center on the 70
study will depend on the 1270
study will enable us to 1607
study will permit us to 127
study will result in an 49
study will result in the 153
stuff fell square on the 40
stuff made sacred by the 51
style also appears in the 161
style also refers to the 41
style best suited to the 463
style left something to be 101
style lent itself to the 59
style made famous by the 147
style more suited to the 539
style most likely to be 79
style most suited to the 60
style much closer to the 96
style name appears in the 128
style owed something to the 48
style owes something to the 60
style well enough to be 99
style well suited to the 770
style will depend on the 220
sugar beet acreage in the 53
sugar beet fields in the 95
sugar beet fields of the 108
sugar beet plants in the 50
sugar cane fields in the 151
sugar cane fields of the 141
sugar cane fields on the 41
sugar cane fields to the 50
sugar were placed on the 53
sugar will depend on the 49
sugar will remain in the 41
suite were lodged in the 248
suiting their actions to the 73
suits were barred by the 69
swans came swimming up to 45
swans most eagerly eat the 46
swans were swimming in the 56
swans were swimming on the 45
swarm over yonder in the 67
swaying their bodies to the 148
sweep over europe in the 46
sweet face framed in the 53
sweet face looked up to 48
sweet face turned up in 40
sweet girl should be at 81
swept down almost to the 85
swept from office by the 130
swept from office in the 130
swept into europe in the 56
swept into office at the 47
swept into office by an 109
swept into office by the 272
swept into office in the 379
swept into office on the 353
swept over africa in the 46
swept over england at the 59
swept over england in the 276
swept over europe as the 41
swept over europe at the 168
swept over europe in the 1197
swept over france in the 93
swift there passed me by 159
sword must perish by it 40
sword must perish by the 251
sword took refuge in the 41
sword will perish by it 72
sword will perish by the 2370
swore there should be no 104
sworn into office as the 316
sworn into office at the 224
sworn into office by the 1029
sworn into office in the 283
sworn into office on the 666
