sadly from the vale into 152
still need to have their 128
still need to have your 103
still need to keep their 49
still need to keep your 159
still need to know more 1211
still need to know much 442
still need to know some 54
still need to know their 52
still need to know what 1387
still need to know when 103
still need to know your 85
still need to learn from 167
still need to learn more 498
still need to learn much 164
still need to learn some 44
still need to learn what 48
still need to lose more 58
still need to make some 255
still need to make sure 665
still need to make their 53
still need to make your 61
still need to plan your 42
still need to save your 61
still need to take care 574
still need to take into 200
still need to take some 67
still need to take time 60
still need to take your 51
still need to work hard 196
still next to nothing more 55
still only in their early 96
still only in their late 44
still over an hour away 70
still part of your life 201
still play the leading role 75
still play the same role 73
still pops up from time 57
still rare in those days 100
still reading the same book 42
still ready to make peace 82
still rule us from their 467
still said to have been 139
still said to hold their 102
still seem to come from 69
still seem to have been 883
still seem to have gone 46
still seem to have more 56
still seem to have much 43
still seem to have some 316
still seem to have their 49
still seem to hold good 50
still seem to hold true 83
still such an evil hanging 201
still take my breath away 99
still tend to come from 100
still tend to fall into 44
still tend to have more 63
still tend to look down 44
still tend to look upon 80
still there as what these 49
still there in some form 46
still there is great room 50
still there is much more 57
still there is much room 73
still there is much truth 46
still there is nothing like 73
still there is some truth 45
still there the last time 78
still there the next time 50
still there to show what 43
still think he must have 53
still think it great good 62
still think it must have 52
still think it their duty 101
still think the reading will 50
still think to have been 120
still three or four days 167
still three or four feet 101
still three or four years 102
still till the foot came 47
still till the last echo 76
still time to draw back 212
still time to make good 119
still time to make some 132
still time to turn back 431
still took an hour from 105
still took my breath away 120
still trying to break away 43
still trying to break down 90
still trying to break free 95
still trying to break into 139
still trying to calm down 69
still trying to come back 62
still trying to find some 498
still trying to find their 511
still trying to find time 55
still trying to find ways 332
still trying to find what 59
still trying to find your 68
still trying to gain time 42
still trying to hide from 72
still trying to hold back 222
still trying to hold down 41
still trying to hold onto 157
still trying to hold their 46
still trying to keep from 95
still trying to keep some 50
still trying to keep their 164
still trying to learn from 49
still trying to learn more 211
still trying to learn what 77
still trying to live down 932
still trying to look like 102
still trying to make ends 59
still trying to make good 51
still trying to make peace 99
still trying to make some 210
still trying to make sure 94
still trying to make their 165
still trying to nail down 67
still trying to pull away 56
still trying to sell their 50
still trying to take care 149
still trying to take over 124
still trying to think what 157
still turn up from time 125
still upon the roof when 79
still upon the same foot 43
still used in many areas 204
still used in many other 77
still used in some areas 470
still used in some form 59
still used in some other 75
still used to treat some 47
still want to come along 138
still want to come back 203
still want to come here 64
still want to come home 82
still want to come into 44
still want to come over 129
still want to have some 106
still want to have their 76
still want to have your 100
still want to hold onto 44
still want to keep their 107
still want to keep your 155
still want to know more 726
still want to know what 2351
still want to know when 66
still want to know your 60
still want to learn more 211
still want to live here 92
still want to live like 48
still want to live there 99
still want to look good 59
still want to look into 48
still want to make love 527
still want to make some 96
still want to make sure 360
still want to make their 51
still want to make your 66
still want to sell their 40
still want to sell your 49
still want to stay here 113
still want to take care 98
still want to take some 44
still want to take their 41
still want to take your 57
still want to work here 62
still wearing the same blue 95
still wearing the same jeans 41
still wearing the same pair 54
still wearing the same suit 127
still when the time came 56
still when we take into 41
still wiping the tears from 81
still wish to have their 43
still wish to know more 88
still wish to know what 104
still wore the same size 115
still young in those days 83
stock during the five years 56
stock during the last half 246
stock during the last three 93
stock fell at once from 50
stock over the last five 123
stock over the next three 84
stock over the past five 51
stock seem to have been 75
stock will be worth more 266
stole back to their canoe 79
stole into the living room 49
stole into the next room 108
stone arch we came into 42
stone from the city wall 213
stone from the living rock 72
stone into the well from 51
stone must be free from 48
stone over the door means 131
stone ranging in size from 187
stone said to have been 452
stone seats or tall moss 50
stone seem to have been 161
stone three or four feet 64
stone upon the wall when 60
stone wall on your left 193
stone will be left here 316
stone will be left upon 485
stood along the back wall 202
stood along the north side 46
stood along the south side 62
stood along the west side 44
stood among the very best 77
stood back to make room 83
stood back to make sure 50
stood face to face from 950
stood face to face like 98
stood face to face once 125
stood face to face over 194
stood face to face there 120
stood face to face upon 94
stood fast to their salt 87
stood firm in their faith 210
stood firm to their post 42
stood firm to their theory 100
stood foot to foot when 58
stood forth in full view 84
stood four or five deep 82
stood four or five feet 216
stood four or five foot 78
stood from the living days 55
stood hand in hand like 145
stood high on their list 44
stood india in good stead 96
stood like an iron wall 99
stood like the hare when 42
stood most to gain from 180
stood much to gain from 54
stood only to gain from 68
stood only to lose from 44
stood open on their left 48
stood ready at their guns 48
stood ready to come into 40
stood ready to fall upon 94
stood ready to fire upon 71
stood ready to give their 139
stood ready to lend their 57
stood ready to make good 72
stood ready to meet fair 43
stood ready to open fire 53
stood ready to risk their 84
stood ready to rush upon 120
stood ready to sell their 87
stood ready to send down 62
stood ready to spring upon 44
stood ready to step into 78
stood ready to take over 577
stood ready to take part 54
stood ready to take their 208
stood ready to turn over 96
stood ready to wait upon 56
stood side by side along 125
stood side by side among 57
stood side by side during 105
stood side by side facing 224
stood side by side gazing 136
stood side by side just 54
stood side by side leaning 84
stood side by side like 288
stood side by side next 53
stood side by side upon 262
stood side by side when 74
stood there in full view 188
stood there to make sure 49
stood there to sell their 56
stood three or four days 42
stood three or four deep 123
stood three or four feet 233
stood upon the flat leads 76
stood upon the high bank 54
stood upon the left bank 40
stood upon the north side 87
stood upon the other side 515
stood upon the same hill 49
stood upon the same site 184
stood upon the same spot 193
stood upon the south side 53
stood upon the very edge 189
stood upon the very spot 249
stood upon the west side 79
stood upon the wrong side 49
stood upon thy brow like 46
stood wall to wall like 79
stood well to their guns 162
stood well to their work 78
stood when he wept over 42
stood when the peace took 85
stood when we came into 64
stood wiping the sweat from 67
stoop down to look into 116
stoop down to pump your 91
store away in your mind 91
store down the road from 168
store food in open cans 41
store from the back room 63
storm into the living room 45
storm seem to have made 42
storm will be over soon 72
story fits in very well 68
story from the days when 107
story from the early days 482
story from the early years 52
story from the other side 826
story from the same book 50
story from the time when 208
story good to have from 70
story made the book sell 41
story must be told from 160
story must be told over 47
story said to have been 113
story seem to have been 179
story told me many years 45
story told me some years 48
story went on from there 42
story when he came back 44
story will be best told 131
story will be even more 49
story will be much more 123
story will be told from 127
story will be told here 63
story will be told more 130
story will be told when 71
stout cane in your hand 109
stout gate of iron bars 62
stout heart is beating time 65
stout lady in pink silk 126
stout sons in open view 70
stout youth of five feet 114
stove just to make sure 48
stove kept the room warm 43
stove made of cast iron 52
stove trying to keep warm 127
straw hats on their heads 481
stray bits of food from 243
stray from the main body 184
stray from the main road 61
stray from the true faith 61
stray lock of dark hair 211
stray lock of gray hair 52
stray lock of hair away 157
stray lock of hair back 530
stray lock of hair from 695
stray lock of hair into 88
stray lock of hair over 49
stray wisp of hair back 101
stray wisp of hair from 220
stray wisp of hair into 55
streak from the moon upon 51
stream bearing the same name 120
stream four or five feet 47
stream from the other side 94
stream into the city from 52
stream three or four feet 116
strings have the same length 186
strings seem to have been 91
strings tied to their legs 94
strip along the left bank 92
strip along the left side 53
strip along the north bank 42
strip along the north side 78
strip along the south side 76
strip along the west bank 90
strip along the west side 87
strip half an inch wide 61
strong acid or base will 41
strong bond of union among 192
strong call of duty upon 65
strong cloth or tape also 40
strong curb on those angry 109
strong during the early part 61
strong during the early years 122
strong gale of wind came 59
strong gale of wind from 142
strong gust of wind blew 735
strong gust of wind came 216
strong gust of wind from 86
strong gust of wind made 61
strong gust of wind sent 62
strong gust of wind tore 78
strong hand he will send 50
strong hand in making their 50
strong heart to know when 285
strong like the other rock 51
strong love of fair play 55
strong mark of having been 53
strong need to have their 59
strong need to know what 84
strong only in their faith 52
strong post is told very 76
strong post of some half 43
strong root of your faith 41
strong ties to their home 346
strong ties to their land 48
strong town to have made 44
strong type of those made 40
strong when the other have 103
strong wind at your back 94
strong wind or heavy rain 65
strong wish to know more 57
strung along it like beads 149
strung along the left bank 46
strung along the main road 184
strung along the road from 168
strung along the west bank 82
stuck half an inch into 41
stuck into the back part 63
study along the same line 67
study came in part from 43
study drew on data from 45
study during the early years 83
study during the four years 125
study during the last four 110
study during the last half 48
study during the last three 97
study during the past three 109
study find the best means 56
study from the living room 44
study from the other side 50
study into the living room 65
study must be made from 69
study over the past three 49
study seem to have been 405
study some of your best 41
study were in their early 43
study were the only ones 43
study what we have done 43
study will be high from 42
study will be made more 43
study will be much more 153
stuff from the other side 40
stuff into an inch pipe 156
style during the early years 159
style during the last three 119
style said to have been 70
style seem to have been 564
style will be much more 51
sugar during the last three 58
sugar from the beet root 133
sugar from the free list 62
sugar into the mixing bowl 62
sugar over the next five 50
suite down the hall from 68
suite were to take their 72
suits seem to have been 50
sunny days in early spring 71
sunny days of early spring 81
sunny life to those grim 63
sunny side of pall mall 53
sunny side of some high 173
surge throw the canoe upon 116
swarm from the same hive 69
swarm over the land like 115
swearing only by laying down 104
swearing till my very roof 85
sweep away the dust from 111
sweep away the snow from 236
sweep back the rising tide 95
sweep down the north side 178
sweep from us like dust 55
sweep heard to pass over 45
sweep over the land like 118
sweet also to look upon 85
sweet balm of love upon 46
sweet cream or sour cream 43
sweet face of lucy gray 242
sweet like no other rose 94
sweet lips of hers were 59
sweet look it wore when 54
sweet maid is laid upon 87
sweet young thing down there 92
swell from the open ocean 89
swept along by these four 121
swept along the road from 50
swept away at least three 40
swept away by time among 118
swept away in their turn 62
swept away the last hope 87
swept away the snow from 84
swept away the very name 45
swept away to make room 2070
swept away to their deaths 89
swept back the hair from 81
swept down the hill like 40
swept down the other side 51
swept from the room like 56
swept into the city from 49
swept into the dining room 276
swept into the great room 56
swept into the living room 196
swept into the room from 72
swept into the room like 277
swept into the room wearing 69
swept into the very heart 43
swept over by their line 42
swept over me once more 49
swept over the city from 45
swept over the city like 70
swept over the holy land 52
swept over the land during 63
swept over the land from 98
swept over the land like 453
swept over the land when 50
swept over the next site 75
swept over the young girl 41
swine from the wild boar 43
swoop down at once upon 43
swoop down on their prey 207
sword girt on their side 58
sword into the left side 45
sword into the rich land 56
sword into the very heart 180
sword said to have been 173
sword till the high mass 56
sword will the lord plead 499
swore like an angel from 244
