sabbath rang slowly in the 335
someone was shooting at the 53
someone was shooting at us 102
someone was sleeping in the 62
someone was standing at the 256
someone was standing by the 112
someone was standing in the 539
someone was standing on my 45
someone was standing on the 230
someone was thought to be 62
someone who appears in the 50
someone who appears to be 1771
someone who belongs in the 41
someone who belongs to an 60
someone who belongs to me 55
someone who belongs to the 621
someone who claims to be 1596
someone who engages in an 42
someone who engages in the 108
someone who fought in the 71
someone who looked as if 354
someone who looked at me 49
someone who looked at the 67
someone who looked to be 75
someone who looked up to 64
someone who needed to be 585
someone who proved to be 62
someone who proves to be 87
someone who relies on the 80
someone who seemed to be 1128
someone who seemed to me 49
someone who served in the 153
someone who serves as an 98
someone who shares in the 55
someone who should be at 45
someone who should be in 152
someone who should be on 47
someone who stands at the 86
someone who stands in the 223
someone who stands on the 68
someone who stands up to 58
someone who stayed in the 46
someone who wanted it to 61
someone who wanted me to 185
someone who wanted to be 1358
someone who wanted to do 340
someone who wanted to go 232
someone who wanted us to 51
someone who wished to be 125
someone who wishes to be 328
someone who wishes to do 96
someone who worked at the 460
someone who worked in an 87
someone who worked in the 796
someone who worked on the 274
someone with access to the 916
someone with little or no 825
someone you looked up to 73
someone you thought of as 93
someone you wanted to be 85
something and another thing to 53
something and handed it to 195
something and looked at it 43
something and looked at me 43
something and seemed to be 47
something and showed it to 62
something and wanted me to 47
something and wanted to be 41
something and wanted to go 44
something bad happen to me 47
something bad happen to the 46
something big enough to be 108
something can happen in the 66
something can happen to the 48
something did happen in the 85
something did happen to me 241
something did happen to the 114
something does happen in the 47
something does happen to me 207
something does happen to the 123
something due already to the 87
something far better in the 40
something far better to do 49
something far closer to the 117
something far greater in the 111
something for myself at the 43
something for myself in the 66
something for myself or my 63
something for supper to be 57
something god wanted me to 91
something had broken in the 66
something had caused me to 51
something had changed in me 174
something had changed in my 95
something had changed in the 896
something had fallen in the 71
something had fallen on the 63
something had fallen to the 72
something had lodged in the 81
something had turned up to 43
something has changed in me 113
something has changed in my 50
something has changed in the 880
something has changed on the 40
something has spoken in the 115
something has turned up to 55
something has worked in the 76
something may accrue to us 55
something may depend on the 59
something may happen in the 171
something may happen to me 307
something may happen to my 45
something may happen to the 289
something may happen to us 62
something may remain to be 65
something new appears in the 88
something new appears on the 66
something new likely to be 48
something new needed to be 44
something new seemed to be 58
something not belonging to the 263
something not dreamed of in 54
something not likely to be 239
something not merely to be 106
something not unlike it in 83
something odd enough to be 48
something she learned to do 40
something she needed to be 69
something she needed to do 672
something she seemed to be 77
something she seemed to do 57
something she thought of as 123
something she wanted me to 278
something she wanted to be 167
something she wanted to do 1985
something she wanted us to 40
something she wished to do 60
something that abides in the 54
something that admits of no 110
something that allows me to 132
something that allows us to 436
something that appeals to me 228
something that appeals to the 782
something that appeals to us 110
something that appears in the 249
something that appears on the 86
something that appears to be 2845
something that appears to me 91
something that appears to the 145
something that appears to us 112
something that arises in the 124
something that begins in the 83
something that begins to be 65
something that belongs in the 264
something that belongs to an 172
something that belongs to it 239
something that belongs to me 1521
something that belongs to my 142
something that belongs to no 92
something that belongs to or 54
something that belongs to the 3688
something that belongs to us 686
something that braced me up 44
something that caused it to 56
something that caused me to 352
something that caused us to 52
something that causes it to 104
something that causes me to 73
something that causes us to 217
something that claims to be 220
something that counts in the 58
something that exists as an 112
something that exists at the 103
something that exists in an 107
something that exists in the 1995
something that exists on the 94
something that exists or is 70
something that exists to be 53
something that floats in the 47
something that forced me to 62
something that forces me to 84
something that forces us to 95
something that gleamed in the 91
something that helped me to 48
something that impinges on the 41
something that looked as if 463
something that looked to be 117
something that looked to me 149
something that lurked in the 60
something that needed to be 4703
something that neither of the 112
something that neither of us 509
something that nobody in the 120
something that occurs at the 175
something that occurs in an 61
something that occurs in the 716
something that occurs on the 66
something that occurs to me 78
something that passed at the 43
something that points to the 162
something that proved to be 387
something that proves to be 134
something that refers to the 126
something that seemed as if 44
something that seemed to be 2281
something that seemed to go 109
something that seemed to me 602
something that seemed to the 139
something that serves as an 92
something that serves as the 69
something that should be an 119
something that should be as 154
something that should be at 72
something that should be in 260
something that should be of 296
something that should be on 275
something that should be so 224
something that should be the 262
something that should go to 53
something that smacks of the 74
something that someone in the 53
something that sounds as if 99
something that stands at the 44
something that stands in the 458
something that sticks in my 102
something that sticks in the 76
something that sticks to the 53
something that struck at the 49
something that struck me as 1064
something that struck me to 57
something that verges on the 48
something that wanted to be 119
something that wishes to be 47
something that worked in the 59
something they choose to do 80
something they failed to do 93
something they learned in the 40
something they needed to do 143
something they thought to be 51
something they wanted me to 292
something they wanted to be 66
something they wanted to do 801
something too absurd to be 88
something too obvious to be 42
something too sacred to be 409
something too serious to be 122
something too subtle to be 107
something was always in the 41
something was broken in the 44
something was caught in the 61
something was changed in the 47
something was floating in the 40
something was gained by the 99
something was hidden in the 75
something was learned of the 48
something was likely to be 113
something was likely to go 57
something was needed in the 52
something was needed to be 40
something was rotten at the 44
something was rotten in the 698
something was standing in it 73
something was standing in the 42
something was stirring in the 211
something was thought to be 69
something was weighing on the 44
something with little or no 115
something with regard to it 253
something with regard to my 47
something with regard to the 1308
something you choose to do 281
something you decide to do 206
something you failed to do 65
something you forgot to do 123
something you intend to do 75
something you learned in the 85
something you learned to do 98
something you needed to do 138
something you picked up at 44
something you picked up in 84
something you picked up on 106
something you prefer to do 40
something you should do at 64
something you should do if 48
something you should do in 75
something you should do it 47
something you should do on 129
something you should do to 51
something you wanted me to 223
something you wanted to be 91
something you wanted to do 1038
something you wished me to 46
sooner than another of the 44
sooner than return to the 105
sooner than submit to it 75
sooner than submit to the 411
sooner was osiris in it 50
sooner you realize it the 131
soothed and amused by the 63
soothed and calmed by the 69
soothed and lulled by the 43
soothed and pleased by the 49
sorrow and anguish of the 114
sorrow and burden of the 46
sorrow and dismay at the 68
sorrow and horror at the 90
sorrow and misery in the 128
sorrow and misery of the 173
sorrow and misery to the 68
sorrow and mourning in the 81
sorrow and mourning of the 64
sorrow and mourning to the 53
sorrow and regret at the 393
sorrow and regret in the 61
sorrow and regret of the 132
sorrow and regret on the 68
sorrow and regret to the 79
sorrow and wishes to be 112
sorrow lay hidden in the 84
sorrow that seethed in my 47
sorrow that swells in my 93
sorrow was caused by the 86
sorrow was filled to the 44
sorrow was hidden in the 96
sorted and placed in the 238
sorted and placed on the 45
sorted and stored in the 252
soughing and rustling of the 56
sought and gained by the 81
sought and gained in the 43
sought and valued by the 171
sought are likely to be 83
sought for allies in the 46
sought for always in the 70
sought for copies of the 77
sought for mainly in the 77
sought for merely in the 74
sought for models in the 113
sought for partly in the 92
sought for refuge in the 407
sought for refuge on the 49
sought for relief in the 63
sought for safety in the 147
sought for solely in the 77
sought for strength in the 61
sought for traces of the 136
sought has little or no 177
sought her advice in the 50
sought her advice on the 89
sought her opinion on the 44
sought his advice as to 495
sought his advice in the 242
sought his advice on the 670
sought his models in the 65
sought his opinion as to 66
sought his opinion of the 51
sought his opinion on the 228
sought his reaction to the 54
sought his remedy in the 55
sought its origin in the 108
sought new abodes on the 43
sought new allies in the 54
sought new routes to the 150
sought not merely in the 155
sought not simply in the 64
sought our advice as to 43
sought out johnny to be 44
sought was already in the 43
sought with regard to the 320
sounding and dredging in the 124
sounds and actions of the 58
sounds and colors of the 147
sounds and events in the 50
sounds and feelings in the 50
sounds and feelings of the 85
sounds and images in the 109
sounds and images of the 947
sounds and images on the 55
sounds and inlets of the 85
sounds and lights of the 153
sounds and listen to the 62
sounds and motions of the 154
sounds and noises in the 189
sounds and noises of the 117
sounds and powers of the 75
sounds and rhythms in the 69
sounds and rhythms of the 725
sounds and rivers of the 102
sounds and scenes of the 61
sounds and scents of the 612
sounds and shapes of the 132
sounds and sights in the 167
sounds and sights of the 3190
sounds and sights to be 45
sounds and smells in the 363
sounds and smells of an 132
sounds and smells of it 83
sounds and smells of my 64
sounds and smells of the 8201
sounds and styles of the 82
sounds and tastes of the 49
sounds and voices in the 97
sounds and voices of the 191
sounds are abroad in the 40
sounds are absent in the 46
sounds are absent on the 110
sounds are caused by the 851
sounds are created by the 169
sounds are formed by the 147
sounds are formed in the 119
sounds are hovering on my 55
sounds are likely to be 805
sounds are picked up by 403
sounds are placed in the 44
sounds are raised in the 131
sounds are spoken of as 42
sounds are stored in the 173
sounds are thought to be 100
sounds being picked up by 40
sounds had struck my ear 53
sounds that arrive at the 58
sounds that happen to be 171
sounds that reached the ear 70
sounds that seemed to be 275
sounds that strike the ear 163
sounds too obvious to be 83
sounds too simple to be 251
sounds with little or no 156
sounds yet kindly in my 59
source and allows us to 94
source and amount of the 561
source and applying it to 48
source and causes of the 49
source and center in the 41
source and center of the 415
source and course of the 336
source and creator of the 85
source and degree of the 70
source and effect of the 53
source and extent of the 566
source and ground in the 112
source and ground of the 413
source and intent of the 50
source and limits of the 51
source and manner of the 55
source and measure of the 165
source and motive of the 67
source and nature of an 60
source and nature of the 4802
source and object of the 373
source and origin in the 324
source and origin of an 57
source and origin of it 137
source and origin of the 2872
source and parent of the 51
source and placed in the 60
source and purity of the 162
source and result in an 54
source and return to the 109
source and secret of the 130
source and status of the 93
source and stored in the 78
source and strength in the 43
source and strength of the 266
source and summit of the 651
source and supply of the 80
source and symbol of the 183
source and target of the 317
source and volume of the 62
source and whether it is 54
source are likely to be 188
source are listed in the 46
source for events in the 64
source has little or no 56
source has proved to be 112
source has proven to be 82
source may result in the 40
source that allows us to 71
source that appears in the 55
source that appears to be 70
source that points to the 63
source that refers to the 55
source was extant at the 83
source was likely to be 93
source was placed at the 197
source was placed in the 233
source was placed on the 107
source was posted on the 43
source was thought to be 184
source was traced to the 85
source with access to the 91
source with little or no 83
source with regard to the 219
spaced with regard to the 119
spaces and cracks in the 48
spaces and masses of the 55
spaces and places in the 133
spaces and places of the 202
spaces and return it to 75
spaces are created by the 81
spaces are created in the 83
spaces are filled by the 148
spaces are filled in by 76
spaces are filled up by 96
spaces are formed by the 208
spaces are formed in the 149
spaces are likely to be 194
spaces are needed in the 46
spaces are thought to be 43
spaces being filled in by 53
spaces being filled up by 58
spaces not filled by the 40
spaces that needed to be 105
spaces they extend to the 66
spaces they occupy in the 147
spaces with little or no 156
spared long enough to be 92
sparse with regard to the 40
spasms and cramps in the 81
speaker and member of the 120
speaker and writer in the 143
speaker and writer of the 219
speaker and writer on the 180
speaker can expect to be 40
speaker had looked up at 45
speaker has access to the 58
speaker has little or no 61
speaker has passed on to 47
speaker then turned to the 70
speaker was chosen by the 56
speaker who appears to be 79
speaker who refers to the 43
speaker who seemed to be 49
speaker who wishes to be 78
speaker with little or no 40
speaker with regard to the 225
special act passed by the 205
special act relating to the 206
special and minute as to 72
special and unique in the 117
special and unique to the 80
special law passed by the 283
special law passed in the 42
special law relating to the 158
special tax levied by the 144
special tax levied on the 164
special use permit in an 115
special use permit to the 64
special with regard to the 90
specie and bullion in the 46
speech and accent of the 72
speech and access to the 62
speech and actions in the 56
speech and actions of the 586
speech and choked it as 145
speech and commit it to 43
speech and debate in the 353
speech and habits of the 117
speech and listen to it 48
speech and listen to the 45
speech and looked at the 43
speech and manner of the 233
speech and thought as the 52
speech and thought in the 230
speech and thought of the 328
speech and thought on the 61
speech and thought to be 57
speech and thought to the 101
speech and wisdom of the 43
speech and writings of the 124
speech are likely to be 252
speech are thought to be 57
speech had something to do 52
speech has little or no 81
speech has little to do 86
speech has proved to be 54
speech has proven to be 44
speech has something in it 171
speech has something of the 41
speech may depend on the 42
speech that appeals to the 44
speech that appears in the 40
speech that appears to be 57
speech that belongs to the 92
speech that itself is the 43
speech that occurs in the 55
speech that refers to the 49
speech that seemed to be 123
speech was broken by the 46
speech was caused by the 50
speech was denied to me 116
speech was hailed by the 69
speech was jarred on by 47
speech was judged to be 117
speech was likely to be 119
speech was marked by an 49
speech was marked by the 98
speech was marred by the 186
speech was picked up by 67
speech was quoted in the 104
speech was spoken at the 47
speech was spoken on the 94
speech was thought to be 185
speech with lesions of the 54
speech with little or no 140
speech with regard to the 440
speeds are likely to be 161
speeds that depend on the 78
speeds with little or no 46
spelling that appears in the 55
spelling was thought to be 40
spells and charms of the 180
spells and charms to the 58
spells are likely to be 53
spending and changes in the 77
spending and income in the 170
spending and output in the 63
spending are likely to be 239
spending her evenings at the 54
spending her evenings in the 55
spending her evenings on the 44
spending her nights in the 63
spending her summer in the 42
spending his evenings at the 318
spending his evenings in the 346
spending his income in the 42
spending his mornings at the 57
spending his mornings in the 96
spending his nights at the 125
spending his nights in the 313
spending his nights on the 102
spending his strength in the 56
spending his summer in the 56
spending long periods in the 463
spending long periods on the 49
spending our nights in the 50
spending too little on the 111
spending two nights at the 151
spending two nights in an 65
spending two nights in the 431
spending two nights on the 357
spends his evenings at the 226
spends his evenings in the 164
spends his income in the 65
spends his mornings at the 52
spends his nights at the 58
spends his nights in the 182
spends his portion of the 41
spends long periods in the 59
spends two nights in the 56
sperms are formed in the 64
sperms are stored in the 94
sphere and duties of the 60
sphere and placed in the 77
sphere and powers of the 41
sphere are likely to be 67
sphere was placed in the 67
sphere was thought to be 45
sphere with center at the 352
sphere with regard to the 95
spices and fruits of the 91
spices and jewels of the 63
spices and riches of the 85
spikes are caused by the 66
spines and crests of the 67
spines and laminae of the 91
spines are placed on the 54
spines are thought to be 44
spinning and blinking in the 184
spinning and looked at the 95
spinning his wheels in the 55
spinning its wheels in the 114
spinning our wheels in the 54
spires and gables of the 179
spires and houses of the 46
spires and towers in the 42
spires and towers of the 857
spires and towers on the 61
spirit and actions of the 95
spirit and allows it to 50
spirit and almost in the 167
spirit and belief in the 67
spirit and belief of the 319
spirit and choked it to 41
spirit and church on the 47
spirit and course of the 46
spirit and custom of the 116
spirit and design of the 941
spirit and desire of the 63
spirit and desire to be 65
spirit and detail of the 101
spirit and diction of the 66
spirit and duties of the 43
spirit and effect by the 69
spirit and effect of the 188
spirit and emotion of the 65
spirit and energy by the 61
spirit and energy in the 145
spirit and energy of the 1815
spirit and energy on the 91
spirit and energy to the 153
spirit and events of the 143
spirit and fashion of the 117
spirit and feelings of the 340
spirit and fervor of the 75
spirit and flavor of the 304
spirit and gaiety of the 178
spirit and genius of the 2463
spirit and genius to the 75
spirit and guided by the 88
spirit and habits of the 440
spirit and hatred of the 54
spirit and import of the 144
spirit and intent of it 45
spirit and intent of the 6702
spirit and letter in the 42
spirit and letter of my 92
spirit and letter of the 13623
spirit and letter to the 108
spirit and manner of the 1014
spirit and master of the 44
spirit and matter as the 91
spirit and matter at the 41
spirit and matter in the 439
spirit and matter is the 123
spirit and matter of the 107
spirit and matter on the 47
spirit and matter to be 57
spirit and maxims of the 181
spirit and melody of the 54
spirit and memory of the 66
spirit and methods of the 1303
spirit and methods to the 50
spirit and mission of the 106
spirit and morale of the 866
spirit and morals of the 95
spirit and motive of the 190
spirit and nature in the 124
spirit and nature of the 642
spirit and object of the 700
spirit and passion of the 179
spirit and placed in the 47
spirit and policy of the 1234
spirit and powers of the 44
spirit and purity of an 49
spirit and purity of the 63
spirit and reality of the 152
spirit and return to the 46
spirit and seemed to be 44
spirit and sinews of the 53
spirit and something of the 136
spirit and strength in the 50
spirit and strength of the 974
spirit and strength to the 110
spirit and system of the 137
spirit and talent of the 104
spirit and tastes of the 40
spirit and teachings of the 409
spirit and temper in so 84
spirit and temper in the 119
spirit and temper of an 55
spirit and temper of the 3974
spirit and thought of the 381
spirit and training of the 125
spirit and unction of the 47
spirit and uproar of the 53
spirit and usages of the 88
spirit and values of the 321
spirit and virtue of the 161
spirit and wisdom of the 263
spirit and wishes of the 58
spirit are likely to be 94
spirit are united in the 41
spirit had arisen in the 85
spirit had charge of it 63
spirit had passed to the 54
spirit had something to do 71
spirit has proved to be 47
spirit hath powers of the 40
spirit may ascend to the 121
spirit now abroad in the 161
spirit now reigns in the 40
spirit than belongs to the 64
spirit than exists in the 57
spirit that allows us to 124
spirit that appears at the 117
spirit that appears in the 52
spirit that belongs to the 146
spirit that breathed in the 90
spirit that breathes in it 57
spirit that breathes in the 209
spirit that burned in the 68
spirit that causes us to 46
spirit that dances on an 76
spirit that dwells in it 70
spirit that dwells in the 501
spirit that dwells in us 82
spirit that exists in the 117
spirit that glowed in the 59
spirit that needed to be 50
spirit that opened up the 42
spirit that reigns in the 119
spirit that seemed to be 189
spirit that stands by the 63
spirit that trails in the 219
spirit too violent to be 42
spirit was abroad in the 695
spirit was active in the 59
spirit was already in the 94
spirit was already on the 50
spirit was always on the 49
spirit was broken at the 66
spirit was broken by the 380
spirit was buoyed by the 50
spirit was caught by the 51
spirit was caught in the 41
spirit was caught up to 50
spirit was chafed by the 106
spirit was created in the 41
spirit was marked by the 41
spirit was passed on to 47
spirit was reborn in the 52
spirit was roused by the 174
spirit was roused to an 110
spirit was shared by the 73
spirit was soothed by the 61
spirit was stirring in the 104
spirit was summed up in 60
spirit was thought of as 131
spirit was thought to be 248
spirit who dwells in the 250
spirit with regard to the 312
spirit with spirit in the 47
spitting and gurgling at us 90
splash and gurgle of the 145
splash and murmur of the 115
splash and paddle in the 44
splash and ripple of the 59
splash and tinkle of the 49
spleen and gonads in the 59
spleen and kidney of the 130
spleen was thought to be 110
splits and changes in the 87
splits and cracks in the 161
spoiling for something to do 48
spoils and bodies of the 221
spoils was seized the king 75
spoken and taught in the 71
spoken and thought of as 296
spoken out boldly in the 56
spoken this knight to be 102
spoken too freely of the 94
spoken with regard to the 466
spokes and shafts of the 89
sponges are placed in the 113
spooks and bogies of the 41
spoons are placed at the 48
spoons are placed on the 53
spores and pollen in the 113
spores and pollen of the 143
spores are common in the 79
spores are formed at the 130
spores are formed by the 224
spores are formed in the 500
spores are formed on the 189
spores are ingested by the 42
spores are killed by the 51
spores are likely to be 185
spores are placed in the 77
spores can remain in the 47
spores may remain in the 83
spores set floating in the 56
sports and broils of the 210
sports and dances of the 68
sports and keeper of the 50
sports and played on the 50
sports are likely to be 103
sports are played in the 67
sports car parked at the 113
sports car parked in the 159
sports car parked on the 57
sports car pulled up in 58
sports car pulled up to 67
spouse and family in the 53
spouse and family of the 83
spouse and sister of the 113
spouse are likely to be 66
spouse has little or no 158
spouse who appears as an 47
spouse with little or no 132
spouse with regard to the 51
spreading and number of the 48
spreading his elbows on the 55
spreading out before us the 45
spreading them abroad on the 45
spreads are likely to be 53
spreads his ensign in the 46
spreads his saliva on the 67
spreads his sheets to the 102
spreads out before us as 114
spreads out before us in 156
spreads out before us the 69
spreads them abroad as it 41
spruce and balsam in the 172
spurring and plucking up of 58
spurring one another on to 45
squads are drilling in the 55
square and firmly on the 44
square and handed it to 138
square and listen to the 103
square and looked at the 73
square and looked up at 86
square and placed in the 45
square and placed it on 117
square and square as to 206
square our actions by the 49
square that appears at the 45
square that appears in the 211
square that looked to me 131
square that seemed to be 41
square that served as the 68
square was broken by the 41
square was chosen as the 84
square was formed by the 324
square was formed in the 43
square was formed on the 56
square was placed on the 141
square with towers at the 88
squaring his actions by it 152
squaring our actions by the 131
squeaking and groaning of the 102
squeaks and groans of the 73
squealing and growling in the 92
squealing and grunting of the 100
squire and farmer in the 86
squire and listen to the 46
squire and parson in the 111
stabbing and smashing in the 47
stabbing one another in the 102
stable and active in the 64
stable and appears to be 50
stable and enduring as the 45
stable and likely to be 62
stable and remain in the 56
stable and secure as the 60
stable and secure in the 81
stable and walked to the 54
stable for periods of up 95
stable for periods up to 115
stable for values of the 51
stable his horses in the 70
stable long enough to be 94
stable than silica in the 61
stable with little or no 131
stable with regard to the 299
stabling his horses in the 53
stacks and gables of the 41
stacks and stacks of as 48
stacks and stacks of it 88
stacks and stacks of the 64
staffing and training of the 43
staffs and boards of the 40
staffs are likely to be 83
stages and changes in the 75
stages and events in the 92
stages and events of the 64
stages and levels in the 117
stages and levels of the 222
stages and passed by the 95
stages and periods in the 60
stages and periods of the 74
stages and phases in the 93
stages and phases of the 459
stages and states of the 77
stages are likely to be 485
stages are linked to the 57
stages are listed in the 55
stages are marked by the 378
stages are marked in the 51
stages are passed in the 266
stages are reached in the 68
stages are stages in the 48
stages are stages of the 59
stages are thought to be 133
stages can always be re 64
stages with little or no 151
stages with regard to the 175
stains and wounds of the 87
stains are caused by the 113
stains are likely to be 46
stairs and across to the 80
stairs and around to the 161
stairs and called to the 52
stairs and called up to 235
stairs and floors of the 46
stairs and kneeling by the 45
stairs and landed on the 60
stairs and listen to the 90
stairs and looked at me 67
stairs and looked at the 260
stairs and looked in the 58
stairs and looked up at 233
stairs and looked up to 106
stairs and paused at the 161
stairs and paused by the 44
stairs and paused in the 92
stairs and paused on the 70
stairs and picked up the 197
stairs and rapped on the 107
stairs and return to the 57
stairs and rushed to the 55
stairs and stands on the 82
stairs and stared at the 62
stairs and tapped at the 51
stairs and tapped on the 65
stairs and through to the 54
stairs and turned on the 147
stairs and turned to the 120
stairs and waited at the 48
stairs and waited in the 68
stairs and walked to the 231
stairs and walked up to 58
stairs for access to the 53
stairs she turned to the 43
stairs that ascend to the 75
stairs was called in to 51
stairs who chance to be 85
staked his career on the 196
staked his future on the 212
staked its future on the 199
staked out claims in the 158
staked out claims on the 113
staked out claims to the 89
stakes and filled in the 79
stakes are driven at the 44
stakes are driven in at 42
stakes are driven in the 152
stakes are higher in the 99
stakes are likely to be 123
stakes are placed at the 50
stakes are placed in the 114
stakes are placed on the 75
stakes set firmly in the 74
stalking one another in the 69
stalks and blades of the 69
stalks are placed in the 49
stamping and clapping to the 131
stamping and neighing in the 207
stamping and neighing of the 100
stamping and snorting in the 58
stamping and snorting of the 154
stamping with passion on the 73
stamps are issued by the 120
stamps are likely to be 44
stamps are placed on the 94
stance that allows us to 56
stance with regard to the 2279
standing and credit in the 201
standing and credit of the 328
standing and kneeling at the 47
standing and knocking at the 408
standing and looked at the 50
standing and pointing at the 111
standing and pointing to the 161
standing and repute in the 121
standing and repute of the 64
standing and rights of the 41
standing and seemed to be 47
standing and status in the 148
standing and status of the 216
standing and weight in the 42
standing are likely to be 119
standing dead center in the 60
standing for office in the 49
standing for something in the 56
standing her ground in the 61
standing his ground in the 147
standing his ground on the 54
standing its ground in the 47
standing near enough to the 74
standing out boldly in the 237
standing out boldly on the 144
standing out clearly in the 290
standing out clearly on the 103
standing saw timber in the 94
standing with regard to the 601
stands and knocks at the 227
stands and points to the 42
stands and stares at it 40
stands and stares at me 182
stands and stares at the 360
stands are likely to be 195
stands far closer to the 158
stands far higher in the 44
stands for changes in the 103
stands for something in the 1081
stands for something to be 134
stands for something to the 223
stands for through the so 53
stands him instead of the 46
stands his ground in the 94
stands his record in the 56
stands his statue in the 52
stands its ground in the 44
stands near enough to the 149
stands not merely as the 88
stands out before us as 344
stands out before us in 371
stands out boldly as the 94
stands out boldly in the 546
stands out boldly on the 143
stands out clearly as an 299
stands out clearly as the 1094
stands out clearly if we 82
stands out clearly in my 1718
stands out clearly in the 3947
stands out clearly is the 251
stands out clearly on the 613
stands out clearly to the 100
stands out unique in the 59
stands this matter in the 57
stands was bought by the 41
stands was deeded to the 48
stands with little or no 192
stands with regard to it 41
stands with regard to the 2456
starch and gluten in the 57
starch and gluten of the 146
starch and stored in the 236
starch and sugars in the 98
starch are stored in the 43
starch was formed in the 55
stared and stared as if 100
stared and stared at it 353
stared and stared at me 162
stared and stared at my 56
stared and stared at the 1359
stared him square in the 75
stared long enough at the 124
stared one another in the 79
stared out across the sea 360
stared out toward the sea 58
stared with dismay at the 158
stared with hatred at the 84
stared with horror at the 406
stared with wonder at the 363
stares and stares at the 178
stares you square in the 99
starting and carrying on the 105
starting and stopping at the 671
starting and stopping in the 190
starting and stopping of an 202
starting and stopping of the 6062
starting and stopping on the 148
starting for boston in the 183
starting his career as an 159
starting his career at the 123
starting his career in the 223
starting his career on the 42
starting law school in the 72
starting with little or no 280
starts his career as an 48
starts his career in the 43
starts with changes in the 152
starts with horror at the 80
starts with little or no 111
starve and freeze in an 42
starve and freeze in the 119
starving and freezing in the 135
starving and sullen in the 46
starving for something to eat 62
stated and agreed to by 103
stated and agreed to in 47
stated and argued in the 72
stated and placed in the 44
stated and proved by the 60
stated and proved in the 173
stated and proved to be 67
stated and signed by the 207
stated her belief in the 65
stated her desire to be 40
stated her opinion of the 41
stated his belief in an 43
stated his belief in the 2055
stated his claims to the 115
stated his desire to be 227
stated his feelings on the 50
stated his object to be 213
stated his opinion as to 348
stated his opinion in the 301
stated his opinion of the 389
stated his opinion on the 223
stated his opinion to be 269
stated his opinion to the 157
stated his policy to be 48
stated his reasons in the 42
stated his reasons to the 54
stated his version of the 108
stated its belief in the 193
stated its object to be 185
stated its opinion on the 63
stated that access to the 74
stated that cancer of the 78
stated that changes in the 342
stated that christ is the 56
stated that copies of the 126
stated that earlier in the 84
stated that except in the 58
stated that instead of the 99
stated that lesions of the 61
stated that little or no 101
stated that neither in the 42
stated that neither of the 197
stated that section of the 61
stated that turner is the 57
stated that whereas in the 57
stated this aspect of the 47
stated this clearly in the 67
stated this opinion to the 42
stated with little or no 77
stated with regard to it 50
stated with regard to my 41
stated with regard to the 8080
states and actions in the 62
states and actions of the 216
states and appears to be 82
states and changes in the 203
states and changes of the 158
states and cities in the 1321
states and cities of the 904
states and cities on the 77
states and cities to the 130
states and events in the 299
states and events of the 146
states and events on the 44
states and feelings of the 50
states and forces on the 122
states and kingdoms as if 41
states and kingdoms in the 151
states and kingdoms of the 875
states and kingdoms on the 45
states and lowest in the 165
states and nations in the 278
states and nations is the 41
states and nations of the 282
states and organs of the 44
states and partly by the 100
states and peoples in the 372
states and peoples of the 941
states and peoples on the 156
states and peoples to the 43
states and powers of the 73
states and regions in the 360
states and regions of the 1038
states and stages of the 186
states and states in the 99
states and states of the 247
states and tribes in the 57
states and tribes of the 66
states and vested in the 40
states are active in the 56
states are already in the 52
states are called on to 58
states are caught in the 56
states are caught up in 64
states are caused by the 178
states are chosen to be 62
states are closer to the 157
states are common in the 63
states are created by the 117
states are created in the 119
states are deemed to be 96
states are driven by the 87
states are engaged in an 61
states are engaged in the 135
states are filled up to 215
states are formed by the 182
states are formed in the 168
states are formed on the 44
states are guided by the 77
states are likely to be 2300
states are likely to do 79
states are linked to the 142
states are listed in the 640
states are marked by the 80
states are placed in the 126
states are placed on the 47
states are ranked by the 46
states are ranked on the 44
states are rooted in the 58
states are served by the 92
states are shaped by the 68
states are silent as to 47
states are silent on the 155
states are spoken of as 129
states are states of the 294
states are stored in the 90
states are thought of as 161
states are thought to be 402
states are treated as if 53
states are treated in the 102
states are unable to do 79
states are viewed as the 43
states can result in the 42
states for access to the 67
states for relief of the 51
states had agreed to the 192
states had arisen in the 57
states had failed to do 41
states had joined in the 84
states had little or no 143
states had little to do 56
states had proved to be 71
states has proved to be 160
states has proven to be 73
states has tended to be 58
states his belief in the 1130
states his desire to be 84
states his object to be 208
states his opinion as to 282
states his opinion in the 118
states his opinion of the 395
states his opinion on the 291
states his opinion to be 138
states his version of the 105
states its object to be 85
states its opinion as to 119
states may adhere to the 42
states may differ in the 48
states may happen to be 45
states may result in the 77
states not belonging to the 415
states not engaged in the 103
states not listed in the 41
states set limits on the 199
states that access to the 97
states that adhere to the 196
states that belief in the 95
states that border on the 728
states that changes in the 1122
states that christ is the 290
states that copies of the 190
states that depend on the 132
states that differ in the 68
states that fought in the 49
states that happen to be 94
states that instead of the 70
states that joined in the 65
states that joined the eu 341
states that lesions of the 48
states that neither of the 51
states that relate to the 47
states that result in the 104
states that section of the 120
states that seemed to be 45
states that something is so 45
states that something is the 58
states that stayed in the 105
states this aspect of the 40
states this clearly in the 119
states was caused by the 51
states was likely to be 43
states was marked by the 42
states was thought to be 59
states was vested in the 52
states who adhere to the 81
states with access to the 176
states with energy in the 62
states with little or no 908
states with regard to the 5624
static with regard to the 40
station and another at the 45
station and another on the 69
station and driven to the 64
station and duties of the 58
station and filled up the 69
station and listen to the 98
station and looked at the 192
