sack of bull durham and 164
stop to think whether his 42
stop to think whether they 143
stop to think whether this 44
stop to think whether you 154
stop us from carrying out 83
string in three frames with 48
string of beads around her 367
string of beads around his 355
string of dogs behind him 44
string of length greater than 80
string of pack horses and 44
string of polo ponies and 102
string of race horses and 72
string the young fellow had 69
such an able manner that 54
such an eager desire for 109
such an high priest who 119
such an ideal before him 98
such an ideal before them 45
such an ideal medium for 65
such an iron nature that 213
such an item should not 47
such an open manner that 102
such an open secret that 129
such an ugly little boy 89
such an union amongst all 67
such as aged cheese and 60
such as aldo leopold and 120
such as along streams and 51
such as andy warhol and 237
such as anne sexton and 41
such as arms larger than 79
such as asking someone for 64
such as auto repair and 60
such as baking powder and 131
such as bank checks and 42
such as beef cattle and 65
such as bela bartok and 47
such as bell canada and 59
such as best suited his 81
such as bird watching and 59
such as birth weight and 155
such as blue velvet and 44
such as blue whales and 42
such as boat building and 73
such as body fluids and 57
such as body height and 74
such as body piercing and 45
such as body weight and 420
such as bond issues and 66
such as bond strength and 51
such as bone grafting and 48
such as bone marrow and 685
such as book stores and 41
such as card readers and 298
such as carl becker and 43
such as carl gustav jung 81
such as carl rogers and 307
such as cell biology and 40
such as cell phones and 1470
such as cheap credit and 41
such as city planning and 82
such as coal miners and 64
such as cole porter and 48
such as come before you 42
such as coping skills and 68
such as corn flakes and 61
such as corn silage and 49
such as corn stalks and 69
such as cream cheese and 112
such as crop yields and 48
such as data access and 59
such as data backup and 43
such as data gathering and 111
such as data gloves and 57
such as data handling and 52
such as debt relief and 113
such as diana palmer and 40
such as dick cheney and 52
such as dime novels and 45
such as disk drives and 1108
such as door frames and 65
such as drew pearson and 42
such as drop shadow and 45
such as drug courts and 58
such as drug dealers and 101
such as drug stores and 70
such as drug therapy and 139
such as dump trucks and 44
such as dust storms and 42
such as emma bovary and 46
such as ethel waters and 51
such as even london had 44
such as fact sheets and 55
such as fats domino and 54
such as fats waller and 74
such as feed grains and 52
such as file access and 50
such as file creation and 46
such as file handling and 51
such as file shares and 54
such as film badges and 46
such as fine clothes and 43
such as finger painting and 52
such as finger pointing and 55
such as fire alarms and 105
such as fire drills and 58
such as fire engines and 67
such as fire fighting and 157
such as fire safety and 60
such as fire trucks and 69
such as fixing prices and 47
such as flat affect and 108
such as flat plates and 62
such as flip charts and 66
such as flow charts and 187
such as food chains and 46
such as food gathering and 75
such as food grains and 70
such as food habits and 59
such as food intake and 128
such as food mixers and 42
such as food prices and 56
such as food safety and 282
such as food scraps and 88
such as food shopping and 53
such as food stamps and 2410
such as food stamps are 40
such as food stamps for 47
such as food stores and 89
such as food supply and 235
such as food taboos and 65
such as four weddings and 136
such as free energy and 63
such as free recall and 75
such as free speech and 826
such as fuel prices and 41
such as gary becker and 69
such as gary cooper and 68
such as gary snyder and 66
such as gate arrays and 47
such as gene splicing and 43
such as gene therapy and 176
such as gift wrapping and 64
such as girl scouts and 89
such as giving advice and 77
such as good friday and 87
such as good grades and 57
such as good versus bad 124
such as grip strength and 55
such as hair dryers and 279
such as hair sprays and 76
such as hand flapping and 89
such as hard drives and 484
such as hard rubber and 92
such as hate crimes and 53
such as hate speech and 51
such as have already had 76
such as have chosen for 49
such as have chosen them 135
such as have driven her 44
such as have openly and 56
such as have simple and 43
such as have wisdom and 43
such as health policy and 76
such as health status and 231
such as hearing voices and 47
such as hearing voices that 158
such as heart attack and 519
such as heart disease and 5301
such as heart disease are 72
such as heart disease that 102
such as heart muscle and 71
such as heart valves and 151
such as heavy drinking and 112
such as heavy metals and 1468
such as heavy metals are 106
such as heavy metals can 40
such as heavy metals may 70
such as heavy metals that 52
such as high income and 110
such as high prices and 68
such as high school and 361
such as high school gpa 143
such as high strength and 187
such as high thermal and 69
such as high treason and 55
such as high versus low 89
such as hill climbing and 60
such as home building and 58
such as home repair and 76
such as home shopping and 138
such as home visits and 128
such as ionic strength and 203
such as iron oxides and 144
such as iron smelting and 101
such as irving berlin and 80
such as ivan pavlov and 67
such as jack london and 172
such as jane addams and 889
such as jane austen and 313
such as jane jacobs and 83
such as john bright and 108
such as john bunyan and 53
such as john calvin and 150
such as john cotton and 64
such as john dryden and 67
such as john howard and 100
such as john lennon and 95
such as john milton and 154
such as john morley and 65
such as john ruskin and 321
such as john updike and 64
such as john watson and 65
such as john wesley and 132
such as john wilkes and 45
such as josh gibson and 40
such as just before you 44
such as karl pearson and 79
such as karl popper and 166
such as lady macbeth and 44
such as lake baikal and 43
such as lana turner and 42
such as land claims and 84
such as land grants and 112
such as land prices and 58
such as land reform and 1233
such as land rights and 187
such as land tenure and 339
such as land titles and 62
such as land trusts and 44
such as lawn mowers and 207
such as lawn tennis and 57
such as leafy greens and 53
such as lech walesa and 53
such as life events and 107
such as like notice and 51
such as line drawings and 90
such as line graphs and 73
such as live without god 42
such as losing weight and 96
such as loud noises and 133
such as loud sounds and 42
such as love claims and 181
such as lyme disease and 227
such as mach number and 53
such as main memory and 95
such as main street and 43
such as making better use 41
such as mass meetings and 47
such as mass murder and 48
such as maya angelou and 72
such as mick jagger and 118
such as milk powder and 82
such as milk shakes and 47
such as milk thistle and 49
such as mobs ashore are 101
such as mood changes and 57
such as most fruits and 88
such as most metals and 40
such as must expose him 68
such as must fetter him 52
such as name changes and 48
such as nest building and 144
such as newt gingrich and 88
such as none before him 124
such as north africa and 381
such as north dakota and 217
such as noun phrase and 90
such as ocean shipping and 46
such as only minute and 48
such as open houses and 78
such as open spaces and 43
such as other nations had 88
such as other nations with 84
such as ours should not 119
such as page headers and 56
such as page layout and 62
such as page number and 107
such as pain relief and 96
such as palm kernel oil 78
such as palm pilots and 87
such as past prices and 54
such as paul bunyan and 106
such as paul newman and 78
such as paul poiret and 58
such as paul revere and 69
such as paul strand and 53
such as paul valery and 47
such as pearl harbor and 91
such as peer groups and 145
such as peer review and 222
such as peer tutoring and 149
such as play groups and 51
such as play therapy and 73
such as poor lighting and 61
such as poor memory and 93
such as poor planning and 45
such as poor relief and 132
such as poor tutors and 74
such as poor tutors wear 74
such as post office and 110
such as prior record and 106
such as pulp fiction and 48
such as race horses and 49
such as rape crisis and 55
such as rating scales and 203
such as rest periods and 56
such as rice planting and 49
such as rising prices and 68
such as road building and 755
such as road repair and 78
such as road safety and 65
such as rock climbing and 210
such as rock hudson and 43
such as role modeling and 49
such as sand grains and 46
such as saul bellow and 110
such as sears roebuck and 360
such as self esteem and 49
such as shear strength and 161
such as shear stress and 114
such as ship building and 96
such as single mothers and 110
such as skin cancer and 131
such as skin grafts and 53
such as skin lesions and 59
such as skin rashes and 181
such as soap operas and 309
such as soft drinks and 779
such as soft tissue and 88
such as soil erosion and 752
such as some fruits and 45
such as some metals and 44
such as sore throats and 109
such as south africa and 2738
such as south africa are 82
such as south africa can 43
such as south africa had 90
such as south africa has 57
such as south africa that 133
such as south africa with 111
such as south dakota and 145
such as stab wounds and 41
such as steam engines and 240
such as sweat glands and 242
such as tape drives and 261
such as task forces and 245
such as taxi driver and 42
such as term limits and 115
such as term limits for 41
such as term papers and 132
such as test scores and 520
such as text fields and 146
such as their belief that 153
such as their demand for 43
such as their desire for 79
such as their family and 89
such as their fathers and 46
such as their fathers are 79
such as their fathers had 218
such as their gender and 48
such as their income and 41
such as their masses and 44
such as their mothers and 45
such as their reasons for 43
such as there always are 46
such as these assume that 59
such as these before them 101
such as these called for 50
such as these ensure that 59
such as these should lead 266
such as these should not 1079
such as these showed that 90
such as those around her 48
such as those called for 257
such as those chosen for 44
such as those created for 187
such as those created using 70
such as those created with 288
such as those encoding for 44
such as those existing for 79
such as those filled with 50
such as those formed for 61
such as those formed with 112
such as those issued for 85
such as those linked with 127
such as those listed and 53
such as those listed are 79
such as those listed for 146
such as those marked with 75
such as those needed for 1110
such as those starting with 55
such as those treated with 133
such as those worked out 132
such as time limits and 127
such as time limits for 85
such as time series and 103
such as time sheets and 42
such as time travel and 41
such as time warner and 227
such as tomb raider and 43
such as tooth brushing and 64
such as tour guides and 51
such as town meetings and 65
such as town planning and 134
such as tree planting and 240
such as tree stumps and 50
such as tree trunks and 181
such as unit trusts and 128
such as user groups and 44
such as user rights and 46
such as video streaming and 61
such as voting rights and 254
such as voting rights for 60
such as wage earners and 44
such as wage levels and 108
such as wall charts and 53
such as wall street and 82
such as walt disney and 115
such as wave height and 92
such as wearing gloves and 118
such as were already being 51
such as were before due 48
such as were before him 43
such as were before them 101
such as were called for 97
such as were common men 44
such as were fitted for 90
such as were marked out 52
such as were needed for 284
such as were neither for 95
such as were proper and 48
such as were proper for 99
such as were rarely had 75
such as were rudolf and 48
such as were secret with 193
such as were simple and 55
such as were slight and 49
such as were thought fit 115
such as were turned out 61
such as were useful and 119
such as were wanted for 44
such as were zealous for 53
such as west africa and 238
such as west indians and 58
such as when applying for 77
such as when searching for 72
such as when someone has 70
such as wild celery and 53
such as wild fruits and 74
such as wild plants and 41
such as will accord with 126
such as will answer for 49
such as will answer his 78
such as will enable her 52
such as will enable him 754
such as will enable one 73
such as will enable them 596
such as will enable you 135
such as will ensure that 538
such as will happen now 102
such as will permit him 42
such as will permit them 66
such as will render his 54
such as will render them 48
such as will render you 120
such as will rogers and 52
such as will secure for 65
such as will secure her 50
such as will shield them 120
such as wind energy and 55
such as wind erosion and 45
such as wood carvings and 42
such as wood shavings and 56
such as word choice and 88
such as work groups and 106
such as work habits and 77
such as your brother had 69
such as your family and 115
such as your pigeons and 45
such as your spouse and 55
such as youth groups and 120
such be here bought and 86
such in good measure has 73
such in great measure they 53
such in their degree are 117
such in their nature that 98
such is their nature and 52
such is their nature that 148
such is their number and 51
such is their passion for 92
such is their strength and 68
such it were better that 64
such of their riches this 44
such the most covert and 60
such to their limits and 78
such we have proved them 44
sued in those courts for 51
sued the home office for 47
suit in what manner you 79
suit me much better than 365
suit my case better than 40
suit of blue velvet and 101
suit of blue velvet with 46
suit of dark clothes and 48
suit of flax soiled and 50
sums as were needed for 50
sunk at pearl harbor and 51
sunk at their moorings and 48
sunk to their lowest ebb 191
sure as hell better get 59
sure as hell better not 196
sure as hell better than 56
sure as hell should not 348
sure as hell wanted her 51
sure he knew better than 42
sure it will afford you 121
sure my heart bleeds for 115
sure of nothing except that 388
sure of soon catching them 46
sure of their feelings for 46
sure of their ground and 185
sure of their ground that 120
sure of their rights and 90
sure of their strength and 76
sure of their vigils for 42
sure of your feelings for 71
sure of your ground and 121
sure of your reasons for 59
sure of your target and 73
sure of your urbane and 89
sure the hose clamps are 108
sure the other person does 46
sure the other person has 85
sure the other person was 51
sure the verb agrees with 310
sure the young ladies did 102
sure to call before you 113
sure to come across one 203
sure to come across them 72
sure to come around and 49
sure to come before long 216
sure to draw around him 59
sure to find matter for 153
sure to find someone who 282
sure to find something for 75
sure to find something new 55
sure to find something that 840
sure to find something they 47
sure to find something you 191
sure to gain something for 50
sure to give reasons for 185
sure to have always one 43
sure to have always with 41
sure to have enough for 56
sure to have someone with 40
sure to have something for 103
sure to join battle with 89
sure to learn something new 58
sure to look before you 61
sure to look behind you 46
sure to meet someone who 63
sure to shop around and 87
sure to shop around for 217
sure to speak clearly and 113
sure to speak slowly and 112
sure to talk calmly and 51
sure to turn around and 48
sure to what extent his 98
sure to what extent one 45
sure to what extent our 42
sure to what extent she 89
sure to what extent that 140
sure to what extent they 215
sure to what extent this 338
sure we have enough for 55
swam the wide rivers and 62
swear on holy relics that 53
swear the most solemn oath 67
swear to their belief that 180
swear to their opinion that 42
sweat of their bodies and 59
swim in those little seas 46
swim or wade without him 47
swim the hiving swarms out 52
swim the moat without you 42
swinging on those chains and 53
swung my legs around and 86
swung the boat around and 244
swung the canoe around and 42
swung the door behind him 46
swung the door closed and 181
swung the door inward and 46
swung the gate closed and 44
swung the jeep around and 41
swung the ship around and 68
