fan the flickering flame of 69
for the possible needs of 84
for the possible onset of 92
for the possible opening of 53
for the possible roles of 54
for the possible sight of 41
for the possible sound of 44
for the possible spread of 108
for the possible types of 79
for the possible value of 140
for the possible wants of 60
for the posterior belly of 156
for the posterior parts of 67
for the potential abuse of 55
for the potential buyer to 135
for the potential costs of 86
for the potential danger of 92
for the potential donor to 42
for the potential field in 43
for the potential given by 61
for the potential growth of 133
for the potential needs of 70
for the potential power of 223
for the potential risks of 42
for the potential shown in 72
for the potential spread of 69
for the potential users of 101
for the potential value of 438
for the potential within the 62
for the powerful appeal of 68
for the powerful force of 63
for the powerful sense of 55
for the practice seems to 70
for the practice tests in 53
for the practice which he 77
for the practice which is 47
for the precision casting of 45
for the pregnant mother to 67
for the pregnant woman as 234
for the pregnant woman by 40
for the pregnant woman in 126
for the pregnant woman is 288
for the pregnant woman or 95
for the pregnant woman to 815
for the premiere issue of 41
for the premiere showing of 42
for the premises known as 109
for the premises where the 59
for the presence either of 57
for the presence within it 49
for the presence within the 161
for the presents which he 123
for the pressure above the 44
for the pressure field in 96
for the pressure field is 78
for the pressure under the 45
for the pressure which is 91
for the pressure which it 48
for the pressure which the 54
for the pressure within the 161
for the pressure would be 58
for the prestige value of 148
for the prestige which it 83
for the prestige which the 59
for the prevailing level of 126
for the prevailing notion of 42
for the prevailing party in 94
for the prevailing party to 186
for the prevailing sense of 98
for the prevailing state of 242
for the prevailing types of 101
for the priestly class to 72
for the princely state of 43
for the princess royal of 56
for the prisoner asked the 81
for the prisoner began to 74
for the prisoner shall be 64
for the prisoner which the 45
for the prisoner within the 49
for the prisoner would be 51
for the probable cause of 133
for the probable error in 166
for the probable error is 54
for the probable error of 1503
for the probable event of 59
for the probable growth of 57
for the probable needs of 57
for the probable period of 48
for the probable value of 92
for the probable wants of 59
for the problems arising in 94
for the problems faced by 1092
for the problems faced in 98
for the problems found in 71
for the problems posed by 612
for the problems posed in 57
for the problems which he 83
for the problems which it 94
for the problems which the 245
for the problems which we 89
for the problems within the 74
for the processing power of 43
for the products minus the 57
for the products under the 44
for the products which he 101
for the products which it 223
for the products which the 183
for the products which we 47
for the products within the 52
for the products would be 60
for the profiles shown in 61
for the profound change in 99
for the profound sense of 100
for the profound study of 99
for the progress which he 71
for the progress which it 92
for the progress which the 195
for the progress which we 46
for the projects under the 43
for the projects which he 47
for the prolific growth of 81
for the prolonged action of 71
for the prolonged delay in 72
for the prolonged period of 316
for the prolonged study of 137
for the promised glory of 45
for the promised visit of 114
for the promised visit to 88
for the promoter region of 42
for the promotion which he 44
for the property after the 91
for the property based on 96
for the property could be 66
for the property crime of 56
for the property equal to 175
for the property given up 97
for the property known as 89
for the property might be 44
for the property minus the 41
for the property owned by 124
for the property owner is 53
for the property owner or 76
for the property owner to 491
for the property passing to 55
for the property shall be 256
for the property taken by 93
for the property taken or 395
for the property taken to 131
for the property under the 169
for the property where the 43
for the property which he 343
for the property which is 248
for the property which it 92
for the property which the 172
for the property within the 71
for the property would be 383
for the proposal which he 44
for the proposal within the 60
for the proposal would be 69
for the proposed action of 53
for the proposed action or 91
for the proposed action to 44
for the proposed change in 349
for the proposed change is 149
for the proposed change of 178
for the proposed change to 77
for the proposed issue of 45
for the proposed league of 78
for the proposed level of 40
for the proposed meeting of 95
for the proposed method is 161
for the proposed method of 195
for the proposed method to 44
for the proposed model is 114
for the proposed model of 133
for the proposed period of 58
for the proposed route of 47
for the proposed state of 630
for the proposed study is 48
for the proposed study of 59
for the proposed visit of 82
for the proposed visit to 90
for the prostate gland to 42
for the protecting power of 60
for the province under the 42
for the province where the 130
for the province which he 55
for the province would be 55
for the provision which he 50
for the provision which the 41
for the publishing house in 133
for the publishing house of 864
for the publishing house to 81
for the pulitzer prize by 41
for the pulitzer prize in 1051
for the punctilio wanting of 44
for the purchase either of 59
for the purchase money as 48
for the purchase money by 49
for the purchase money in 185
for the purchase money is 127
for the purchase money of 1356
for the purchase money on 152
for the purchase money or 284
for the purchase money the 69
for the purchase money to 146
for the purchase price as 197
for the purchase price at 58
for the purchase price by 75
for the purchase price if 71
for the purchase price in 224
for the purchase price is 177
for the purchase price of 6427
for the purchase price on 102
for the purchase price or 377
for the purchase price the 52
for the purchase price to 250
for the purchase thereof at 55
for the purchase thereof by 91
for the purchase thereof or 59
for the purchase would be 104
for the purchasing agent to 445
for the purchasing power of 1478
for the puritans liked the 43
for the purposes aimed at 52
for the purposes either of 1020
for the purposes hereof be 49
for the purposes named in 1019
for the purposes named is 41
for the purposes shown by 83
for the purposes shown in 84
for the purposes thereof as 144
for the purposes thereof or 88
for the purposes thereof the 71
for the purposes which he 337
for the purposes which it 514
for the purposes which the 473
for the purposes which we 233
for the purposes within the 41
for the putative father to 49
for the qualifying period of 62
for the quantity under the 58
for the quantity which he 272
for the quantity which is 144
for the quantity which it 44
for the quantity which we 64
for the questions about the 195
for the questions asked by 88
for the questions asked in 121
for the questions asked of 63
for the questions posed by 124
for the questions posed in 106
for the questions which he 77
for the questions which the 95
for the quickening power of 54
for the quickest route to 145
for the quotation about the 46
for the quotation marks in 53
for the quotation marks is 60
for the radiative decay of 88
for the railroad right of 84
for the railroad which the 81
for the railroad would be 47
for the railways would be 40
for the rapacious hands of 101
for the readiness which he 44
for the realistic novel of 59
for the realistic study of 41
for the rebellion which the 48
for the rebuilding after the 50
for the reception after the 143
for the reception given by 115
for the reception given me 62
for the reception given to 247
for the reception rooms of 48
for the reception which he 94
for the reception which the 178
for the receptor sites in 48
for the receptor sites of 42
for the receptor sites on 105
for the recovery phase of 82
for the recovery thereof as 396
for the recovery thereof be 81
for the recovery thereof by 191
for the recovery thereof in 250
for the recovery thereof the 53
for the recovery which the 55
for the recreation needs of 91
for the rectangle shown in 82
for the reflecting power of 262
for the refracting power of 157
for the refugees would be 44
for the registry shall be 57
for the relations shown in 42
for the relations within the 101
for the relative change in 490
for the relative change of 154
for the relative costs of 236
for the relative dates of 54
for the relative error in 229
for the relative error is 43
for the relative error of 150
for the relative growth of 266
for the relative index of 40
for the relative lengths of 94
for the relative level of 146
for the relative merit of 64
for the relative motion in 196
for the relative motion is 129
for the relative motion of 1394
for the relative order of 267
for the relative phase of 66
for the relative power of 314
for the relative price of 781
for the relative quiet of 122
for the relative ranking of 114
for the relative rates of 400
for the relative roles of 143
for the relative share of 264
for the relative shift of 47
for the relative sizes of 494
for the relative sparing of 67
for the relative speed of 154
for the relative value of 865
for the relative wages of 55
for the relative warmth of 74
for the relevant class of 164
for the relevant goods or 99
for the relevant group of 96
for the relevant kinds of 44
for the relevant parts of 260
for the relevant period at 55
for the relevant period in 71
for the relevant period is 84
for the relevant period of 210
for the relevant sense of 41
for the relevant types of 134
for the relevant value of 57
for the religious basis of 88
for the religious crime of 42
for the religious faiths of 164
for the religious feeling of 131
for the religious forms of 48
for the religious growth of 100
for the religious hopes of 57
for the religious ideals of 48
for the religious leader to 67
for the religious lives of 87
for the religious merit of 191
for the religious needs of 2189
for the religious order of 88
for the religious point of 113
for the religious rites of 192
for the religious roots of 43
for the religious rules of 79
for the religious sense is 45
for the religious sense of 42
for the religious state of 87
for the religious teaching of 465
for the religious unity of 173
for the religious value of 65
for the religious views of 278
for the religious wants of 689
for the religious world of 58
for the remotest guess at 58
for the remotest parts of 49
for the reported cases of 64
for the republic under the 70
for the republic would be 156
for the repudiating party to 44
for the requesting party to 183
for the required change in 103
for the required level of 446
for the required period in 90
for the required period is 59
for the required period of 1961
for the required period to 42
for the required speed of 45
for the required value of 341
for the residual value of 363
for the resolute action of 72
for the resource needs of 49
for the responding party to 180
for the response curve of 56
for the response given by 40
for the response shown in 49
for the response times of 50
for the response which he 43
for the response which is 59
for the retarded child in 67
for the retarded child is 68
for the retarded child to 116
for the retarded growth of 146
for the revenues which it 47
for the revenues which the 47
for the reversed order of 48
for the reverses which the 67
for the righteous cause of 200
for the rightful owner of 91
for the rightful owner to 118
for the rightful place of 129
for the rigorous study of 150
for the rigorous testing of 136
for the romantic beauty of 197
for the romantic image of 65
for the romantic lover of 58
for the romantic notion of 79
for the romantic poetry of 45
for the romantic story of 112
for the rotatory motion of 90
for the rotatory power of 78
for the royalist cause in 271
for the salvation which he 86
for the salvation which is 127
for the sanitary needs of 49
for the sanitary state of 57
for the saturday after the 57
for the saturday press of 40
for the scarcity value of 64
for the scheduling order to 160
for the scottish crown in 45
for the scottish people to 84
for the scottish throne in 41
for the security guard to 197
for the security needs of 238
for the security people to 61
for the security staff to 50
for the security value of 55
for the security which he 102
for the security which is 179
for the security which it 349
for the security which the 232
for the sedative action of 59
for the selected class of 44
for the selected field in 63
for the selected field or 49
for the selected group of 275
for the selected level of 62
for the selected method of 50
for the selected period of 60
for the selected value of 212
for the selected works of 68
for the semantic field of 74
for the semantic value of 93
for the semester would be 53
for the seminary which the 51
for the sensation story of 60
for the sensation which we 48
for the sensuous beauty of 115
for the sentence about the 55
for the sentence which he 55
for the sentence which is 74
for the sentence which the 66
for the sentence would be 45
for the sentencing court to 171
for the sentencing judge to 202
for the sentencing phase of 102
for the separate action of 92
for the separate cases of 52
for the separate debts of 412
for the separate items of 42
for the separate kinds of 45
for the separate lines of 63
for the separate listing of 70
for the separate needs of 53
for the separate parts of 488
for the separate state of 76
for the separate steps of 43
for the separate study of 185
for the separate teaching of 46
for the separate types of 100
for the separate units of 56
for the sequence shown in 95
for the servants dined at 55
for the services based on 43
for the services could be 44
for the services given by 74
for the services given to 44
for the services shall be 95
for the services under the 114
for the services which he 2554
for the services which it 504
for the services which the 700
for the services which we 94
for the services within the 83
for the services would be 106
for the shameful abuse of 42
for the shameful state of 55
for the sheltering walls of 43
for the shortest period in 89
for the shortest period of 2063
for the shortest route to 277
for the shortest space of 335
for the simplest cases of 162
for the simplest class of 46
for the simplest facts of 40
for the simplest forms of 331
for the simplest kinds of 129
for the simplest method of 50
for the simplest model of 179
for the simplest needs of 71
for the simplest reason in 46
for the simplest rules of 64
for the simplest types of 203
for the situation after the 173
for the situation faced by 71
for the situation given in 86
for the situation shown in 800
for the situation where an 196
for the situation where it 100
for the situation where no 235
for the situation where the 2787
for the situation where we 118
for the situation which he 453
for the situation which is 218
for the situation which it 66
for the situation which the 79
for the situation which we 68
for the situation within the 120
for the situation would be 193
for the slippery dealings of 44
for the slippery slope is 81
for the sluggish calls of 41
for the sluggish growth in 60
for the sluggish growth of 130
for the smallest breach of 68
for the smallest change in 124
for the smallest child to 44
for the smallest class of 164
for the smallest crumb of 82
for the smallest firms to 65
for the smallest grain of 48
for the smallest group of 103
for the smallest piece of 299
for the smallest rhyme or 51
for the smallest scrap of 101
for the smallest share in 55
for the smallest share of 151
for the smallest signs of 127
for the smallest sizes of 71
for the smallest space of 55
for the smallest space the 218
for the smallest speck of 57
for the smallest trace of 112
for the smallest units of 95
for the smallest value in 119
for the smallest value of 597
for the socialist cause in 62
for the socialist party as 109
for the socialist party in 637
for the socialist party of 432
for the socialist party to 531
for the socialist state to 99
for the socratic method of 58
for the soldiers after the 48
for the soldiers began to 57
for the soldiers stuck in 44
for the soldiers would be 59
for the sonorous pulse to 54
for the southward spread of 42
for the southwest coast of 113
for the southwest region of 53
for the spaniards would be 49
for the spartans alone to 43
for the specialty debts of 40
for the specific action of 210
for the specific assay of 116
for the specific binding of 423
for the specific brand of 69
for the specific cases of 230
for the specific cause of 200
for the specific class of 178
for the specific costs of 51
for the specific crime of 139
for the specific facts of 61
for the specific field of 141
for the specific focus of 51
for the specific forms of 301
for the specific goals of 116
for the specific group of 287
for the specific issue of 198
for the specific items in 42
for the specific items of 82
for the specific kinds of 328
for the specific level of 103
for the specific meanings of 41
for the specific method of 63
for the specific model of 99
for the specific modes of 42
for the specific names of 52
for the specific needs of 3952
for the specific order of 48
for the specific parts of 95
for the specific period of 231
for the specific phase of 44
for the specific piece of 119
for the specific power of 44
for the specific reason of 317
for the specific region of 60
for the specific shape of 73
for the specific speed of 62
for the specific stage of 50
for the specific steps to 45
for the specific study of 250
for the specific tasks of 214
for the specific tasks to 88
for the specific teaching of 56
for the specific terms of 106
for the specific topic of 76
for the specific types of 740
for the specific value of 308
for the specific wording of 65
for the specimen shown in 107
for the spectral index of 45
for the spectral lines of 356
for the spectral region of 149
for the spectral scene in 70
for the spectral shape of 66
for the spectrum shown in 128
for the speeches which he 44
for the splendid gifts of 59
for the sporadic cases of 55
for the staggering costs of 52
for the staggering price of 56
for the stagnant state of 49
for the standard curve is 60
for the standard error in 145
for the standard error is 342
for the standard error of 9359
for the standard error to 72
for the standard forms of 76
for the standard method of 203
for the standard model is 200
for the standard model of 276
for the standard period of 72
for the standard price of 150
for the standard sizes of 70
for the standard state is 65
for the standard state of 184
for the standard types of 155
for the standard value of 94
for the standard which is 64
for the standard which the 67
for the standard works of 45
for the standard would be 46
for the stimulus given by 94
for the stimulus given to 141
for the stimulus which he 41
for the stimulus which it 48
for the stimulus which the 52
for the straight lines in 61
for the straight lines of 143
for the stressed vowel in 51
for the stretching modes of 42
for the stricken people of 85
for the strikers under the 51
for the strongest lines of 67
for the struggle about to 49
for the struggle waged by 190
for the struggle which he 329
for the struggle which is 230
for the struggle which it 117
for the struggle which the 119
for the struggle which we 50
for the struggle within the 89
for the struggle would be 50
for the struggling people of 81
for the students based on 87
for the students could be 42
for the students under the 60
for the students within the 101
for the students would be 131
for the stylized facts of 62
for the subjects under the 56
for the subjects which he 83
for the succeeding period of 186
for the succeeding stage of 42
for the sudanese people to 54
for the sufferings added to 55
for the sufferings which he 203
for the sufferings which it 44
for the sufferings which the 128
for the suffrage cause in 55
for the supplies which he 220
for the supplies which it 92
for the supplies which the 112
for the supporting power of 106
for the supposed author of 87
for the supposed breach of 42
for the supposed cause of 43
for the supposed change of 50
for the supposed crime of 348
for the supposed dicta of 100
for the supposed glory of 62
for the supposed killing of 51
for the supposed needs of 55
for the supposed power of 43
for the supposed right to 96
for the supposed value of 110
for the supposed vision of 65
for the surgical staging of 345
for the surpassing beauty of 111
for the survival needs of 132
for the survival rates of 47
for the survival value of 241
for the survivor curve to 61
for the sustaining force of 47
for the sustaining power of 324
for the sustaining roots of 70
for the sweetest music to 94
for the symbolic meanings of 66
for the symbolic order of 60
for the symbolic power of 105
for the symbolic price of 76
for the symbolic value of 336
for the symmetry group of 132
for the symptoms could be 55
for the symptoms which the 48
for the syndrome known as 46
for the synthetic unity of 122
for the systemic spread of 68
for the taxpayer since it 40
for the tectonic setting of 140
for the telltale bulge of 47
for the telltale glint of 53
for the telltale signs of 1066
for the telltale sound of 114
for the temporal change of 88
for the temporal goods of 62
for the temporal needs of 290
for the temporal order of 392
for the temporal power of 618
for the temporal power to 143
for the temporal wants of 539
for the tendency which he 43
for the tendency which it 59
for the tendency would be 49
for the terminal phase of 225
for the terminal point of 71
for the terminal stage of 108
for the terminal value of 119
for the terrible crime he 49
for the terrible crime of 213
for the terrible evils of 47
for the terrible ordeal of 77
for the terrible power of 132
for the terrible spell of 44
for the terrible state of 150
for the therapist working in 40
for the therapist would be 44
for the threshold level of 52
for the threshold value of 187
for the titration curve of 72
for the torrance tests of 52
for the toxicity testing of 64
for the tradition about the 62
for the tradition which he 41
for the tranquil beauty of 43
for the transfer agent to 57
for the transfer shall be 126
for the transfer thereof to 46
for the transfer under the 41
for the transfer would be 55
for the treasures which he 79
for the treatment given by 44
for the treatment given the 56
for the treatment given to 200
for the treatment group as 242
for the treatment group in 116
for the treatment group is 145
for the treatment group on 54
for the treatment group to 54
for the treatment needs of 75
for the treatment which he 324
for the treatment which is 84
for the treatment which the 262
for the treatment would be 55
for the trespass which he 42
for the triangular shape of 90
for the troubled state of 226
for the troubled times in 58
for the troubled times of 47
for the troubles which he 70
for the troubles which the 51
for the trustees named in 41
for the trustees under the 54
for the tutelary deity of 85
for the twilight began to 81
for the ukrainian people to 61
for the ultimate basis of 139
for the ultimate cause of 462
for the ultimate crime of 42
for the ultimate defeat of 555
for the ultimate fusion of 99
for the ultimate glory of 136
for the ultimate goals of 144
for the ultimate growth of 109
for the ultimate issue of 75
for the ultimate lapsing of 47
for the ultimate level of 91
for the ultimate locus of 67
for the ultimate needs of 64
for the ultimate point of 58
for the ultimate power of 147
for the ultimate prize of 100
for the ultimate proof of 70
for the ultimate reason of 56
for the ultimate repeal of 40
for the ultimate shape of 107
for the ultimate spread of 50
for the ultimate stage of 105
for the ultimate state of 194
for the ultimate study of 42
for the ultimate unity of 292
for the ultimate users of 47
for the ultimate value of 249
for the ultimate vision of 58
for the ultimate weapon of 42
for the uncommon beauty of 79
for the uncommon style of 50
for the underlying asset is 60
for the underlying basis of 88
for the underlying cause is 112
for the underlying cause of 1171
for the underlying cause or 47
for the underlying logic of 102
for the underlying sense of 68
for the underlying unity of 226
for the underlying value of 54
for the universe which he 45
for the universe which is 72
for the universe would be 74
for the unlawful killing of 204
for the unlearned reader to 54
for the unlikely event of 205
for the unmarked grave of 48
for the vagaries which it 64
for the validity period of 97
for the vanished beauty of 54
for the vanished glory of 55
for the vanished world of 61
for the vaporous state at 50
for the variables shown in 84
for the variables under the 44
for the variables within the 52
for the variations found in 154
for the variations shown in 46
for the variations which the 50
for the variations within the 81
for the velocity field at 76
for the velocity field in 256
for the velocity field is 206
for the velocity field of 167
for the velocity field to 54
for the vertical edges of 52
for the vertical growth of 75
for the vertical lines of 126
for the vertical motion of 330
for the vertical plane of 68
for the vertical scale of 60
for the vertical sides of 77
for the vicarious thrill of 88
for the victorian order of 56
for the vigorous action of 158
for the vigorous growth of 535
for the visionary right of 45
for the vitality still in 42
for the volcanic rocks of 97
for the washington bureau of 200
for the washington meeting of 106
for the waveform shown in 222
for the wavelength region of 74
for the westward drift of 51
for the westward march of 67
for the westward spread of 53
for the wildfire spread of 42
for the wildness which he 42
for the wondrous beauty of 93
for the wondrous works of 69
for the wretched people of 49
for the wretched state of 501
for thy seclusion within the 71
for us ordinary people to 44
