am bound 63 am needy
stage 92 an story 47
an visit 99 an while
324 an working 42 an
level 2746 an melting 41
an pitch 60 an point
249 an price 2684 an
score 214 an share 60
an stage 55 an state
43 an value 307 an
voice 114 an water 45
an yield 45 an skull
191 an period 119 an
season 509 an often 49
an never 532 an about
146 an which 713 an
abhor 102 an which 41
an never 64 an which
88 an could 230 an
makes 66 an might 75
an seems 51 an would
384 an which 69 as
cutting 56 as total 94
as rather 46 as fixed
468 as others 42 as
above 101 as phone 279
as bonding 169 as paper
64 as worthy 244 as
taken 88 as legal 41
as price 102 as pricing
53 as sales 679 as
selling 293 as black 46
as change 189 as child
49 as local 78 as
morning 55 as older 99
as others 50 as people
127 as social 152 as
women 377 as after 266
as costs 123 as every
506 as shall 1618 as
until 42 as which 422
as within 45 as writing
94 as shall 75 as
every 115 as others 42
as which 138 as reason
57 as appeal 284 as
apply 201 as enter 130
as later 51 as shall
54 as shall 363 as
given 91 as fails 116
as shall 1162 as funds
45 as evening 85 as
social 41 as plant 235
as ships 94 as tanks
78 as caesar 402 as
others 55 as ended 73
as hoped 57 as alive
41 as grown 43 as
cairo 42 as solving 42
as asthma 222 as large
43 as risky 41 as
vague 54 as others 57
as about 90 as today
41 as willing 74 as
known 60 as never 120
as running 45 as which
93 as fluid 43 as
birds 45 as phase 678
as arising 50 as sites
52 as belong 239 as
nearly 43 as roads 46
as cruel 390 as harsh
123 as lacking 49 as
loose 54 as unreal 43
as civil 47 as chile
1129 as israel 48 as
japan 53 as yield 57
as galen 373 as hegel
139 as locke 63 as
others 348 as plato 893
as pliny 194 as saint
95 as thomas 132 as
later 64 as noted 73
as shown 543 as truly
57 as aware 52 as
known 46 as later 55
as logic 139 as music
44 as writing 96 as
pride 80 as false 67
as unreal 198 as tanks
66 as chief 46 as
house 52 as later 425
as coach 161 as nurse
130 as acute 47 as
either 191 as every 44
as growth 91 as human
150 as others 165 as
social 102 as women 110
as would 116 as magic
72 as given 70 as
guilt 59 as ideals 46
as social 80 as dante
44 as luther 301 as
others 107 as thomas 274
as holding 60 as human
86 as reuse 166 as
denial 67 as grown 76
as egypt 73 as ethiopia
58 as nepal 222 as
cruel 686 as quite 121
as tires 56 as learning
41 as social 124 as
which 41 as women 218
as social 1231 as lives
72 as taken 41 as
since 72 as earrings 40
as major 128 as cable
101 as print 111 as
georgia 40 as japan 115
as maine 54 as parts
41 as texas 2322 as
never 47 as chief 64
as leeds 44 as mayor
1773 as prime 75 as
state 400 as cruel 103
as fully 203 as neatly
111 as roses 62 as
metal 47 as action 239
as change 3238 as changing
55 as creating 41 as
growth 235 as learning 73
as local 107 as others
51 as social 377 as
urban 54 as fully 63
as truly 88 as later
44 as might 60 as
would 45 as ought 58
as would 152 as never
366 as cause 73 as
action 72 as author 48
as setting 119 as emily
209 as drugs 71 as
metal 58 as motor 42
as paper 139 as steel
258 as child 132 as
child 44 as adult 89
as cocoa 59 as sugar
50 as human 60 as
moors 49 as others 74
as bound 102 as never
45 as could 194 as
might 41 as ought 54
as would 173 as easter
3239 as lloyd 117 as
others 63 as feared 57
as hoped 133 as urged
75 as later 44 as
liver 50 as lloyd 97
as right 90 as moral
73 as motor 108 as
social 740 as byron 50
as others 40 as peers
79 as chief 562 as
leader 44 as savings 177
as social 102 as trade
81 as sites 129 as
selling 163 as people 89
as money 78 as social
181 as state 132 as
unions 54 as mercy 74
as others 65 as either
69 as moral 48 as
strong 127 as worthy 376
as given 47 as legal
41 as rules 52 as
singers 54 as space 87
as today 85 as lived
49 as taken 83 as
others 52 as action 86
as anything 40 as changing
94 as creating 178 as
either 41 as finding 152
as getting 248 as helping
156 as human 365 as
keeping 295 as learning 51
as local 113 as money
100 as moral 286 as
others 82 as people 154
as power 175 as social
590 as teaching 66 as
where 89 as women 142
as binding 211 as others
61 as needs 376 as
changing 76 as right 169
as today 75 as entry
101 as gaining 47 as
growth 77 as holding 51
as human 55 as loans
118 as which 94 as
worse 64 as change 94
as exist 95 as stand
42 as could 60 as
might 55 as would 86
as which 71 as saint
45 as music 287 as
opera 53 as strong 131
as arise 40 as action
60 as anything 51 as
beasts 41 as egypt 91
as every 150 as greek
177 as human 191 as
indian 40 as local 44
as money 48 as moral
100 as music 119 as
others 195 as poetry 49
as power 70 as social
106 as spain 68 as
trade 71 as water 96
as ruler 139 as reason
47 as vowel 252 as
reason 116 as firms 94
as small 41 as users
182 as willing 276 as
would 59 as could 47
as happy 1562 as loyal
59 as deeds 69 as
torts 163 as wills 369
as others 45 as rates
112 as ample 188 as
abuse 91 as crime 43
as clothing 51 as guide
340 as large 80 as
which 65 as manly 93
as noble 68 as strong
109 as title 76 as
small 75 as rather 49
as rather 46 as tubes
49 as melting 113 as
risen 558 as slain 281
as social 50 as offer
193 as sales 46 as
willing 88 as cones 157
as smart 50 as wives
935 as walls 56 as
which 55 as lacking 43
as given 100 as civil
138 as human 1557 as
social 226 as spread 60
as whigs 105 as axons
137 as needy 118 as
which 157 as after 368
as apathy 48 as grief
48 as guilt 57 as
manic 143 as panic 213
as sleep 54 as social
94 as bacon 118 as
locke 884 as others 92
as shown 56 as drawn
55 as shown 882 as
acute 242 as adult 117
as blood 842 as brick
61 as cases 120 as
class 80 as first 70
as floor 87 as fresh
130 as fruit 41 as
genus 414 as group 315
as human 118 as large
88 as light 110 as
liver 83 as lower 43
as method 406 as panel
225 as paper 67 as
plain 126 as plant 102
as plate 44 as right
66 as serum 321 as
sheet 44 as small 99
as solid 159 as stage
143 as steel 87 as
stone 57 as study 53
as table 417 as testing
229 as total 338 as
urine 346 as walls 54
as water 425 as white
62 as whole 336 as
emilia 48 as which 73
as users 105 as others
453 as right 40 as
which 284 as worthy 207
as which 45 as every
170 as girls 113 as
human 42 as women 298
as money 126 as moral
83 as feeling 41 as
alien 179 as apart 345
as changing 125 as equal
122 as hence 109 as
often 158 as equal 996
as rates 47 as appear
58 as often 95 as
risky 190 as human 42
as israel 60 as others
56 as people 302 as
white 41 as women 328
as noble 99 as worthy
100 as given 73 as
senior 54 as shown 164
as women 60 as since
79 as fades 155 as
wipes 266 as angles 219
as earnings 57 as taxed
72 as taxed 201 as
share 69 as nausea 164
as added 60 as cooks
72 as white 81 as
would 122 as often 50
as would 230 as actor
165 as fires 102 as
tidal 113 as ethics 59
as social 202 as trade
58 as others 65 as
social 117 as social 53
as binding 234 as deadly
102 as easier 124 as
lasting 41 as often 155
as rapid 40 as safer
255 as strong 43 as
valid 168 as would 150
as learning 183 as mapping
87 as older 115 as
others 40 as teaching 51
as treating 342 as women
281 as rates 122 as
fewer 117 as older 94
as binding 368 as valid
262 as proof 111 as
final 292 as loyal 105
as quick 76 as rapid
40 as alpha 87 as
atoms 159 as holes 234
as added 367 as poetry
92 as asthma 380 as
local 49 as given 104
as hired 54 as social
111 as older 67 as
labor 62 as others 48
as trade 132 as unions
164 as brave 141 as
never 41 as enjoy 79
as first 41 as exits
900 as labor 54 as
space 41 as tools 70
as above 73 as plato
64 as freed 308 as
hoped 51 as known 63
as known 40 as knows
926 as aware 151 as
getting 107 as looking 66
as seated 50 as knows
200 as shown 115 as
prove 334 as final 149
as lanes 116 as urine
116 as others 63 as
worthy 92 as father 43
as fixed 95 as given
45 as which 51 as
nursing 150 as shown 127
as table 70 as fires
61 as farms 88 as
mills 95 as mines 219
as power 281 as shops
110 as fully 46 as
truly 49 as dreams 130
as lacking 169 as unreal
227 as human 40 as
others 175 as fairs 76
as oceans 46 as seamen
45 as fancy 102 as
brave 47 as happy 318
as social 56 as phase
68 as empty 136 as
false 51 as silly 133
as bedding 92 as books
61 as clothing 342 as
major 54 as paper 45
as motor 160 as would
40 as social 355 as
malta 436 as hoped 101
as tutor 46 as state
150 as added 101 as
clothing 94 as drugs 84
as every 78 as loans
67 as loans 70 as
chile 50 as clothing 43
as acted 57 as epoxy
142 as happy 64 as
others 123 as shown 201
as others 44 as shown
181 as color 309 as
human 76 as woody 44
as false 129 as plato
78 as pliny 78 as
cubic 42 as asians 203
as allow 52 as others
55 as social 176 as
prone 55 as epics 61
as child 175 as mother
1000 as noble 118 as
worthy 167 as homes 115
as jails 51 as large
59 as nursing 2123 as
social 183 as mother 3767
as child 492 as which
154 as testing 314 as
which 92 as which 105
as naive 52 as equal
44 as either 104 as
human 131 as moral 201
as social 103 as error
89 as folly 97 as
unreal 183 as fixed 61
as action 41 as after
52 as basic 137 as
binding 74 as lasting 52
as maybe 118 as noble
49 as often 544 as
others 416 as quite 323
as valid 648 as vital
774 as which 780 as
worthy 1228 as would 64
as often 43 as which
276 as adult 42 as
child 48 as china 106
as creating 136 as ethics
47 as every 282 as
gaining 41 as getting 225
as girls 996 as group
58 as growth 325 as
healthy 110 as helping 127
as human 738 as japan
143 as judging 86 as
keeping 51 as later 105
as learning 482 as local
132 as mending 41 as
moral 112 as older 289
as others 44 as people
744 as plant 98 as
raising 51 as rural 45
as russia 134 as shaping
62 as small 285 as
social 908 as staff 142
as study 168 as teaching
68 as today 56 as
urban 40 as white 97
as women 1550 as working
68 as world 60 as
every 158 as people 153
as which 83 as women
55 as cheats 52 as
check 130 as write 43
as labor 52 as power
87 as social 174 as
trade 126 as trading 49
as urban 348 as power
87 as mumps 43 as
spies 122 as guilt 42
as change 113 as testing
148 as known 48 as
poetic 75 as storm 60
as wires 49 as banking
1389 as legal 71 as
social 57 as stock 106
as taxes 368 as trust
51 as sides 108 as
feeling 43 as reason 83
as color 54 as others
170 as peers 41 as
people 62 as slope 42
as amusing 542 as engaging
62 as often 119 as
quite 114 as vital 182
as vivid 51 as worthy
350 as ideals 47 as
needs 188 as appear 49
as later 383 as sleep
53 as human 50 as
learning 69 as local 44
as state 57 as trade
46 as longer 43 as
rhythm 77 as final 93
as fixed 186 as sales
52 as event 41 as
willing 105 as hence 98
as which 40 as which
50 as flood 345 as
hydro 47 as power 196
as roads 66 as water
330 as cause 52 as
adams 269 as monroe 60
as others 112 as paine
101 as feared 175 as
hoped 339 as worms 166
as haifa 43 as taken
42 as others 60 as
cubic 133 as action 112
as bliss 108 as human
265 as learning 198 as
power 729 as reason 58
as skill 1361 as social
45 as taste 60 as
value 179 as which 46
as grown 109 as comes
51 as could 61 as
which 43 as still 101
as group 129 as essex
47 as parks 123 as
joint 42 as chalk 230
as shale 445 as fully
63 as truly 228 as
leeds 45 as crops 72
as dairy 68 as grain
56 as metal 42 as
plant 148 as ships 41
as tools 227 as robbing
54 as books 210 as
grain 59 as storing 77
as phase 151 as salad
134 as others 286 as
women 91 as child 693
as learning 125 as small
40 as social 64 as
drugs 122 as foods 42
as money 212 as others
130 as seamen 42 as
small 54 as cruel 180
as spies 100 as human
801 as moral 60 as
poetry 52 as social 252
as women 89 as exact
102 as adobe 47 as
apple 156 as cisco 121
as intel 437 as lotus
77 as trade 52 as
civil 40 as people 148
as texas 40 as clerk
90 as judge 42 as
atoms 227 as cells 51
as bacon 41 as below
54 as words 46 as
bonds 148 as deeds 78
as leases 77 as liens
85 as loans 161 as
notes 43 as rents 49
as taxes 62 as black
92 as flies 435 as
gnats 57 as ticks 216
as apple 549 as inert
130 as steady 90 as
still 53 as learning 202
as social 52 as action
107 as change 171 as
learning 593 as writing 89
as hills 229 as lakes
143 as large 57 as
oceans 194 as quiet 45
as rocks 70 as trees
213 as water 167 as
false 50 as social 65
as sides 349 as local
41 as state 301 as
molds 104 as alien 49
as martha 71 as easily
1591 as truly 50 as
could 125 as would 255
as fishing 334 as flood
154 as apply 96 as
click 501 as fitting 47
as healthy 134 as hence
101 as legal 41 as
never 50 as often 119
as others 187 as place
43 as press 64 as
repeat 181 as right 538
as shall 288 as still
130 as valid 141 as
vital 426 as where 100
as which 201 as would
179 as never 88 as
which 51 as action 49
as basic 47 as change
297 as changing 41 as
china 126 as civil 46
as creating 213 as drawing
41 as either 50 as
entry 104 as every 804
as forming 42 as gaining
173 as getting 205 as
girls 376 as group 169
as growth 638 as healthy
422 as human 1420 as
israel 99 as japan 44
as keeping 456 as learning
377 as local 150 as
meeting 373 as moral 344
as order 52 as others
41 as people 332 as
plant 138 as putting 46
as raising 45 as rapid
131 as reaching 107 as
russia 109 as smooth 53
as social 1260 as solving
90 as sound 55 as
teaching 80 as winning 159
as women 678 as working
104 as world 48 as
writing 48 as rules 50
as every 49 as which
181 as arise 213 as
earrings 105 as dirty 45
as others 53 as haiti
57 as freud 143 as
others 92 as later 56
as binding 60 as others
81 as human 249 as
women 90 as seamen 87
as light 40 as waste
115 as water 100 as
taken 53 as growth 80
as plant 73 as sugar
42 as tasty 112 as
valid 112 as value 591
as libel 55 as later
44 as shall 56 as
place 45 as social 58
as women 70 as dirty
96 as creams 61 as
tumor 130 as binding 72
as vital 48 as rather
53 as crime 94 as
field 93 as times 153
as choir 117 as first
96 as leader 404 as
passing 135 as jesus 46
as rooms 53 as women
48 as others 42 as
sleep 54 as judge 48
as could 80 as social
59 as egypt 87 as
books 121 as human 52
as shown 71 as lived
44 as given 42 as
never 43 as risen 59
as given 46 as often
144 as again 102 as
about 234 as sitting 215
as waves 279 as added
63 as cargo 61 as
goods 42 as local 45
as hasty 85 as visas
170 as sheep 182 as
enemy 106 as fines 63
as failing 40 as false
56 as acted 64 as
known 46 as lived 69
as action 203 as feeling
90 as learning 308 as
motor 47 as thinking 208
as right 133 as cruel
51 as binding 61 as
final 218 as fixed 208
as lasting 273 as solid
111 as total 134 as
given 149 as human 44
as labor 119 as money
43 as steel 86 as
could 59 as exist 102
as occur 68 as nurse
41 as others 64 as
social 74 as human 78
as social 172 as routing
42 as judge 93 as
white 47 as civic 225
as civil 1300 as class
90 as ethnic 59 as
hence 52 as human 127
as labor 44 as legal
1786 as moral 1501 as
others 47 as racial 101
as social 12951 as trade
103 as epoxy 110 as
nylon 308 as housing 46
as labor 79 as trade
143 as grown 320 as
growing 128 as glass 95
as taken 66 as known
56 as lacking 46 as
moral 271 as later 139
as fully 149 as which
1170 as breast 46 as
child 113 as royal 117
as after 58 as arthur
127 as began 90 as
board 292 as chair 59
as chief 11411 as david
95 as father 50 as
first 559 as frank 64
as george 342 as harry
44 as henry 152 as
james 246 as judge 191
as later 952 as leader
239 as louis 41 as
named 44 as owner 140
as party 179 as peter
43 as prime 831 as
thomas 196 as under 51
as where 44 as which
175 as would 161 as
about 97 as eight 372
as forty 43 as nearly
94 as seven 342 as
thirty 266 as ended 110
as about 43 as short
40 as taken 179 as
change 105 as crude 188
as naive 153 as pagan
63 as which 126 as
began 60 as could 92
as lived 43 as agent
1198 as cause 325 as
power 57 as action 142
as could 51 as would
49 as power 48 as
threads 45 as could 45
as occur 104 as growth
114 as users 381 as
women 100 as action 118
as sales 1429 as trade
585 as under 52 as
moved 52 as lived 50
as women 47 as author
99 as chair 621 as
later 306 as denial 92
as action 65 as change
68 as state 1602 as
women 193 as father 101
as guide 387 as leader
53 as savior 45 as
model 45 as users 130
as women 235 as allow
89 as local 534 as
clothing 60 as water 89
as would 45 as social
84 as place 63 as
author 151 as folly 70
as value 92 as sales
755 as plato 1061 as
cubic 47 as trading 115
as banks 98 as mines
66 as ports 87 as
power 60 as roads 42
as steel 76 as moral
240 as right 514 as
sound 63 as valid 302
as which 51 as within
60 as worthy 46 as
could 154 as ought 59
as would 544 as growth
159 as touch 52 as
tumor 160 as ovals 63
as hoped 101 as fully
75 as social 129 as
breathing 173 as cruel 65
as debts 42 as loans
72 as denial 256 as
found 52 as author 54
as color 86 as power
48 as social 47 as
added 70 as drawn 59
as freed 50 as moved
80 as action 283 as
change 68 as creating 77
as finding 56 as helping
76 as human 195 as
learning 1336 as local 50
as meeting 137 as others
193 as people 53 as
social 504 as solving 50
as teaching 238 as thinking
48 as women 48 as
writing 62 as could 196
as might 42 as which
144 as moral 43 as
night 46 as father 45
as point 40 as taste
53 as power 45 as
civil 68 as louis 96
as begun 52 as creed
57 as lodge 84 as
hoped 113 as alive 44
as soddy 82 as shown
72 as spies 45 as
shale 675 as housing 40
as social 50 as water
318 as cable 257 as
happy 145 as trans 101
as water 169 as evening
47 as often 43 as
agent 150 as chief 348
as clerk 368 as george
43 as later 1114 as
legal 88 as nurse 52
as reader 53 as sales
43 as tutor 152 as
wrote 43 as indian 506
as lands 72 as mines
80 as state 107 as
trade 40 as cruel 49
as quick 125 as words
50 as feeling 43 as
leeds 55 as creep 123
as parks 67 as point
51 as needs 44 as
would 100 as would 134
as gifts 86 as chief
222 as equal 407 as
judge 99 as shown 73
as study 62 as actor
44 as judge 42 as
moral 1229 as social 429
as excel 67 as railing
85 as leader 144 as
black 46 as large 59
as moses 53 as local
67 as women 58 as
birds 93 as change 190
as growth 49 as order
127 as guiding 43 as
human 68 as judging 519
as social 56 as testing
167 as guide 147 as
which 399 as leader 47
as kipling 109 as damping
66 as steady 43 as
style 64 as power 457
as welding 109 as dumping
51 as price 108 as
taxes 61 as housing 50
as cause 798 as selling
45 as growth 80 as
morning 68 as others 50
as mercy 70 as users
192 as israel 51 as
forms 51 as prone 40
as shown 56 as light
315 as grace 47 as
words 168 as nyasa 47
as would 44 as human
42 as legal 131 as
social 109 as trade 46
as older 51 as cable
361 as power 100 as
telex 207 as films 136
as motion 191 as movie
202 as music 40 as
print 167 as radar 111
as today 153 as creating
214 as cutting 78 as
later 59 as guide 51
as local 99 as short
42 as would 57 as
which 52 as georgia 50
as texas 46 as liable
48 as state 49 as
teaching 107 as rather 67
as teaching 101 as deadly
49 as moral 48 as
moral 45 as really 42
as others 42 as italy
62 as later 84 as
poetry 58 as reign 72
as whole 445 as works
63 as whole 78 as
essay 94 as paper 160
as period 85 as study
227 as whole 54 as
delay 81 as plato 62
as often 59 as about
58 as longer 46 as
banking 42 as housing 311
as power 438 as trade
58 as water 56 as
fully 41 as risky 45
as basic 40 as binding
40 as equal 136 as
hence 98 as which 47
as lacking 102 as banks
41 as kinks 60 as
occur 247 as waste 59
as under 116 as fruit
276 as soils 81 as
water 75 as chile 56
as senior 118 as films
44 as harps 43 as
major 41 as adult 48
as bracing 53 as healthy
46 as sound 50 as
sweet 102 as shown 49
as shade 47 as solar
52 as water 105 as
texas 61 as apathy 56
as rhythm 55 as either
43 as jesus 145 as
could 58 as would 54
as fitting 43 as judge
73 as blake 111 as
byron 117 as others 81
as scott 41 as first
50 as today 337 as
china 183 as plato 65
at piers 45 at rates
50 at wages 43 at
evening 139 at ports 70
at athens 217 at cairo
701 at found 69 at
later 322 at malta 248
at mount 44 at built
40 at burnt 40 at
still 44 at about 42
at delhi 71 at later
48 at above 267 at
would 72 at later 189
at paris 128 at later
142 at sites 83 at
plato 154 at cadiz 46
at social 58 at mason
137 at after 157 at
author 105 at began 120
at could 50 at found
76 at later 1586 at
leeds 43 at lived 63
at moved 58 at never
75 at paris 90 at
peter 41 at spent 219
at still 75 at taken
45 at tutor 47 at
which 116 at whose 110
at would 89 at wrote
82 at never 41 at
about 150 at nearly 47
at seven 84 at which
49 at given 71 at
shown 64 at father 49
at first 41 at night
41 at hours 41 at
built 66 at given 46
at rather 60 at spent
66 at still 80 at
taken 47 at thomas 43
at under 81 at could
51 at would 84 at
billy 43 at fairs 531
at often 42 at social
59 at dacca 77 at
after 96 at again 152
at asked 41 at easter
10101 at which 71 at
would 71 at could 75
at would 85 at would
107 at night 40 at
social 86 at savings 85
at junior 226 at local
49 at state 82 at
offer 44 at fewer 103
at leaves 42 at which
83 at would 48 at
morning 51 at sites 113
at basel 585 at basil
49 at signs 62 at
others 45 at rates 394
at barking 108 at below
41 at ranges 190 at
times 68 at often 97
at varying 129 at depths
45 at rates 595 at
sites 67 at rates 169
at sites 102 at glory
50 at never 50 at
which 106 at would 146
at corps 50 at later
285 at paris 209 at
lived 41 at months 40
at never 55 at cecil
148 at above 57 at
forms 165 at exits 1210
at rates 136 at round
127 at every 43 at
speaking 91 at comes 67
at rates 247 at wages
48 at tides 40 at
ranges 250 at costs 208
at doses 372 at fares
45 at level 168 at
light 421 at loads 45
at power 326 at price
119 at rates 1376 at
rents 67 at speed 60
at tides 134 at wages
1580 at water 255 at
farms 77 at mills 175
at mines 205 at shops
43 at works 126 at
rates 170 at clubs 45
at fairs 552 at games
63 at wages 43 at
pound 155 at taken 59
at later 112 at texas
43 at george 95 at
johns 197 at cadiz 132
at malta 1770 at balls
63 at rates 76 at
paris 207 at every 44
at built 89 at quito
61 at cairo 48 at
cairo 86 at nursing 194
at child 44 at poona
112 at changing 45 at
meeting 91 at solving 164
at treating 244 at changing
48 at staff 112 at
people 46 at change 153
at social 99 at others
135 at people 111 at
pleasing 47 at evening 44
at light 305 at morning
98 at night 1724 at
round 999 at added 69
at after 77 at again
58 at found 45 at
given 60 at looking 45
at mixed 42 at never
58 at often 74 at
shaking 46 at spread 48
at under 136 at watch
134 at where 45 at
which 131 at apart 92
at about 2288 at cleaning
112 at eight 102 at
fifty 110 at forty 121
at fresh 44 at hours
139 at miles 61 at
months 430 at nearly 784
at seven 157 at short
129 at signs 61 at
thirty 314 at weeks 161
at after 84 at longer
547 at short 74 at
above 50 at after 45
at would 134 at allow
94 at would 104 at
could 77 at would 128
at prosy 42 at brief
40 at short 125 at
bands 94 at black 74
at cross 42 at fresh
59 at green 69 at
holes 93 at knots 95
at large 199 at lofty
113 at round 66 at
sharp 44 at short 140
at small 456 at stone
49 at strong 77 at
trees 47 at tufts 104
at water 147 at white
107 at often 176 at
later 49 at haifa 53
at later 50 at given
47 at built 364 at
given 51 at still 132
at shall 55 at skill
51 at later 84 at
later 120 at leeds 184
at weeks 52 at morning
47 at after 639 at
again 104 at asked 55
at found 102 at would
62 at books 70 at
child 375 at force 430
at force 244 at women
54 at easter 384 at
wages 149 at state 159
at martha 63 at dover
62 at alone 161 at
found 78 at party 54
at would 51 at still
53 at would 154 at
often 40 at pound 44
at hanged 203 at later
172 at tokyo 2349 at
brief 48 at laugh 100
at others 442 at scoff
62 at texas 106 at
after 48 at wages 164
at legal 55 at moral
55 at social 1135 at
dover 367 at later 88
at malta 51 at morning
55 at games 249 at
point 57 at level 85
at period 105 at place
135 at point 2908 at
stage 76 at level 445
at period 749 at place
72 at point 6939 at
stage 285 at above 55
at below 103 at which
86 at lower 78 at
would 65 at author 73
at began 45 at brown
94 at johns 140 at
later 658 at given 42
at local 936 at lower
191 at yearly 51 at
johns 65 at fixed 57
at rates 125 at costs
121 at rates 191 at
balls 83 at treating 52
at dover 54 at later
41 at springs 114 at
delft 40 at rates 145
at james 89 at wells
174 at gains 136 at
began 51 at later 42
at moved 40 at never
63 at nearly 40 at
still 41 at sides 61
at rates 52 at moral
43 at about 59 at
later 40 at birds 42
at change 83 at order
79 at below 43 at
later 42 at paris 61
at later 114 at easter
142 at laugh 152 at
others 437 at getting 41
at pound 175 at rates
210 at baton 127 at
grand 48 at later 53
at river 41 at costs
183 at grade 42 at
hours 80 at major 77
at sites 101 at social
78 at times 578 at
given 40 at level 1258
at place 87 at point
2013 at price 1167 at
scale 155 at speed 102
at stage 448 at which
270 at short 70 at
rough 82 at night 66
at aware 114 at selling
377 at sells 116 at
about 61 at later 145
