babbled on and on about 671
brethren the men of judah 199
brevity to fit the loose 53
bridged by men of reason 61
bridges as may be built 57
bridges we had to cross 56
bridles as can be found 42
briefly so that he could 86
briefly so that the reader 254
briefly the way in which 3498
briefly to set the stage 51
broaden the area in which 81
broaden the way in which 60
broadly the way in which 82
brothers in all the towns 93
brothers in law of james 61
brothers so that he could 72
brothers to aid the cause 59
brought an end to civil 99
brought an end to hopes 46
brought an end to indian 57
brought an end to japan 63
brought an end to large 82
brought an end to legal 56
brought an end to local 45
brought an end to major 64
brought an end to nearly 65
brought an end to party 101
brought an end to roman 94
brought an end to state 43
brought an end to world 427
brought as near the shore 48
brought by way of appeal 204
brought by way of dowry 42
brought in all the money 54
brought in and so often 95
brought in and the first 59
brought in and the people 42
brought in and the whole 122
brought in dead or alive 200
brought in for the evening 106
brought in for the event 163
brought in for the final 87
brought in for the first 498
brought in for the meeting 44
brought in for the night 454
brought in for the party 46
brought in for the repeal 78
brought in for the total 94
brought in near the close 224
brought in six or seven 78
brought in that the enemy 157
brought in with the first 78
brought in with the water 117
brought it all on board 55
brought it all to light 54
brought it all up again 795
brought it for the first 131
brought it off the field 69
brought it out in front 43
brought it out of action 55
brought it out of egypt 106
brought it out to where 44
brought me all the money 61
brought me and my horse 50
brought me for the first 277
brought me near the grave 41
brought me near to where 114
brought me out of again 50
brought me out of egypt 116
brought me that the enemy 55
brought on all the evils 44
brought on him by others 63
brought on him the cares 70
brought on him the odium 46
brought so near the gates 139
brought so near the grave 101
brought so that he could 112
brought so that he might 62
brought the age of brass 45
brought the art of music 40
brought the art of paper 42
brought the art of writing 212
brought the bag of money 45
brought the box in which 80
brought the boy to jesus 86
brought the end in sight 64
brought the gun up again 61
brought the idea up again 54
brought the man to jesus 58
brought the men on board 54
brought the war in italy 65
brought the war no nearer 115
brought to aid the toils 96
brought to all the people 127
brought to all the world 95
brought to bear at every 95
brought to bear by large 40
brought to bear by local 99
brought to bear by others 74
brought to bear by people 60
brought to bear by russia 46
brought to bear by spain 48
brought to bear by women 76
brought to bear in cases 150
brought to bear in creating 87
brought to bear in every 220
brought to bear in favor 1021
brought to bear in forming 76
brought to bear in helping 95
brought to bear in judging 81
brought to bear in meeting 45
brought to bear in order 1763
brought to bear in reaching 52
brought to bear in shaping 80
brought to bear in solving 212
brought to bear in working 127
brought to bear on action 67
brought to bear on anything 99
brought to bear on black 59
brought to bear on cases 67
brought to bear on china 212
brought to bear on creating 41
brought to bear on daily 56
brought to bear on egypt 81
brought to bear on either 646
brought to bear on enemy 53
brought to bear on every 1204
brought to bear on firms 51
brought to bear on george 110
brought to bear on henry 41
brought to bear on human 1106
brought to bear on indian 183
brought to bear on israel 170
brought to bear on italy 67
brought to bear on james 40
brought to bear on japan 229
brought to bear on large 68
brought to bear on latin 96
brought to bear on learning 47
brought to bear on legal 87
brought to bear on local 463
brought to bear on louis 88
brought to bear on major 67
brought to bear on moral 127
brought to bear on music 81
brought to bear on odious 68
brought to bear on others 129
brought to bear on people 315
brought to bear on russia 73
brought to bear on small 72
brought to bear on social 447
brought to bear on solving 111
brought to bear on spain 108
brought to bear on state 350
brought to bear on texts 49
brought to bear on trade 166
brought to bear on urban 66
brought to bear on women 337
brought to bear on works 48
brought to bear the force 57
brought to bear the power 102
brought to bear the whole 247
brought to bear to allow 55
brought to bear to alter 56
brought to bear to avoid 50
brought to bear to carry 47
brought to bear to cause 124
brought to bear to change 217
brought to bear to check 53
brought to bear to create 151
brought to bear to crush 79
brought to bear to defeat 152
brought to bear to force 443
brought to bear to limit 72
brought to bear to prove 86
brought to bear to raise 49
brought to bear to solve 165
brought to bed as quick 65
brought to bed of seven 81
brought to bed of twins 376
brought to for the night 497
brought to god by quite 53
brought to her the first 74
brought to him as agent 74
brought to him at eight 49
brought to him at night 87
brought to him at paris 109
brought to him at seven 56
brought to him by angels 54
brought to him by force 60
brought to him by others 195
brought to him by people 51
brought to him by water 50
brought to him by women 54
brought to him he could 52
brought to him he would 200
brought to him in large 40
brought to him in order 243
brought to him in which 57
brought to him in words 128
brought to him in writing 43
brought to him the draft 73
brought to him the first 128
brought to him the sense 79
brought to him the sword 46
brought to him the title 40
brought to him the vision 45
brought to him the woman 120
brought to lie in state 85
brought to see the beauty 89
brought to see the danger 68
brought to see the error 714
brought to see the folly 299
brought to see the force 50
brought to see the glory 60
brought to see the light 781
brought to see the value 116
brought to see the whole 109
brought to set it aside 49
brought to them at night 46
brought to them by local 73
brought to them by moses 40
brought to them by others 168
brought to them by people 68
brought to them by small 43
brought to them by water 180
brought to them by white 60
brought to them by women 52
brought to them in large 53
brought to them in wheel 41
brought to them on appeal 93
brought to them the first 53
brought to this by drink 49
brought to try the right 468
brought to try the title 147
brought to you by others 43
brought to you in proof 45
brought up all the others 78
brought up and by which 71
brought up and in which 321
brought up and to which 192
brought up for the final 44
brought up for the first 815
brought up for the night 452
brought up for the place 46
brought up for the stage 52
brought up out of egypt 994
brought up that he could 71
brought up that it would 41
brought up with king henry 43
brought up with my mother 44
brought up with the bible 44
brought up with the feeling 82
brought up with the moors 77
brought up with the notion 396
brought up with the others 56
brought up with the right 85
brought up with the royal 114
brought up with the sense 59
brought up with the usual 78
brought up with the water 65
brought us all the people 63
brought us for the first 59
brought us out of egypt 4105
brought us that the count 55
brought us that the dutch 46
brought us then in danger 43
bruises the head of error 44
brushed it off the table 45
bubbles of air in water 198
buckets to wet the sails 66
buffalo he was no longer 50
buildings as may be found 136
buildings in all the world 133
buildings in one of which 63
buildings of six or seven 48
buildings so that he could 53
bunches of six or eight 85
bunches of six or seven 41
bundles of hay or straw 87
bundles of six or eight 57
bundles of them at right 45
bungalow by day or night 88
burdens he had to carry 197
buttons do not do anything 46
buttons so that he could 42
