he being sent to negotiate 43
he was sent to merchant 50
he was sent to michigan 50
he was sent to military 121
he was sent to minister 75
he was sent to missouri 65
he was sent to nagasaki 44
he was sent to negotiate 505
he was sent to normandy 143
he was sent to onondaga 71
he was sent to organize 144
he was sent to pembroke 244
he was sent to persuade 62
he was sent to phillips 161
he was sent to piedmont 46
he was sent to portland 44
he was sent to portugal 290
he was sent to preserve 49
he was sent to proclaim 117
he was sent to purchase 44
he was sent to retrieve 41
he was sent to richmond 638
he was sent to savannah 116
he was sent to scotland 479
he was sent to solitary 51
he was sent to suppress 128
he was sent to toulouse 113
he was sent to washington 2782
he was shot by accident 64
he was shot on december 47
he was sick in hospital 101
he was sick of politics 96
he was slow in developing 56
he was slow in recovering 76
he was slow in responding 41
he was slow of invention 45
he was slow to discover 42
he was slow to perceive 105
he was soon in conflict 109
he was soon in financial 56
he was soon on friendly 113
he was soon on intimate 70
he was soon the inspecting 130
he was soon the intimate 75
he was soon to describe 43
he was soon to discover 1344
he was soon to exercise 146
he was such an advocate 44
he was such an agreeable 40
he was such an authority 61
he was such an eloquent 55
he was such an employee 46
he was such an enormous 40
he was such an enthusiast 117
he was such an innocent 66
he was such an integral 108
he was such an intimate 75
he was such an ornament 65
he was sunk in parental 86
he was sure he deserved 101
he was sure he detected 107
he was sure of possessing 67
he was sure of recovering 54
he was sure of salvation 152
he was sure of succeeding 75
he was sure of ultimate 54
he was sure the american 142
he was sure the audience 40
he was sure the children 50
he was sure the governor 133
he was sure the intention 72
he was sure the japanese 135
he was sure the majority 50
he was sure the minister 155
he was sure the presenting 53
he was sure the soldiers 51
he was sure to discover 142
he was sure to maintain 84
he was sure to remember 96
he was taking an enormous 147
he was taking an extended 62
he was taking an interest 891
he was taking it seriously 161
he was taking me seriously 123
he was taking no interest 47
he was taking the auspices 131
he was taking the business 40
he was taking the children 112
he was taking the medicine 48
he was taking the moderate 70
he was taking the opposite 76
he was taking the pictures 53
he was taking the property 41
he was taking the shortest 54
he was taking the situation 61
he was there by accident 99
he was there by authority 56
he was there he received 301
he was there in december 52
he was there in february 51
he was there in november 90
he was there on business 849
he was there to maintain 66
he was there to negotiate 68
he was there to perceive 75
he was there to transact 42
he was told by officials 42
he was told by somebody 64
he was told of seditious 71
he was told the breathless 44
he was told to consider 163
he was told to continue 162
he was told to exercise 56
he was told to remember 117
he was trying to alleviate 72
he was trying to approach 99
he was trying to assemble 172
he was trying to befriend 77
he was trying to belittle 89
he was trying to challenge 44
he was trying to classify 49
he was trying to complete 544
he was trying to conclude 62
he was trying to confront 44
he was trying to conserve 58
he was trying to consider 44
he was trying to continue 78
he was trying to convince 4372
he was trying to decipher 226
he was trying to describe 881
he was trying to disappear 66
he was trying to discover 1109
he was trying to disengage 74
he was trying to disguise 360
he was trying to dislodge 143
he was trying to displace 98
he was trying to disprove 43
he was trying to dissuade 164
he was trying to distance 244
he was trying to distract 510
he was trying to dominate 98
he was trying to downplay 46
he was trying to estimate 80
he was trying to evaluate 68
he was trying to exercise 96
he was trying to exorcise 103
he was trying to extinguish 55
he was trying to frighten 545
he was trying to generate 83
he was trying to humiliate 137
he was trying to identify 406
he was trying to indicate 169
he was trying to instruct 97
he was trying to interest 772
he was trying to liberate 98
he was trying to maintain 789
he was trying to maneuver 110
he was trying to memorize 307
he was trying to minimize 114
he was trying to mobilize 46
he was trying to motivate 58
he was trying to negotiate 491
he was trying to obstruct 48
he was trying to organize 774
he was trying to overcome 698
he was trying to overtake 93
he was trying to overthrow 157
he was trying to overturn 75
he was trying to persuade 3562
he was trying to postpone 68
he was trying to practice 96
he was trying to preserve 582
he was trying to pressure 131
he was trying to purchase 101
he was trying to regulate 44
he was trying to remember 2968
he was trying to restrain 339
he was trying to retrieve 188
he was trying to sabotage 267
he was trying to separate 408
he was trying to simplify 41
he was trying to strengthen 194
he was trying to struggle 74
he was trying to supplant 68
he was trying to suppress 696
he was trying to transfer 70
he was trying to transmit 69
he was upon the haunches 128
he was upon the platform 68
he was upon the scaffold 458
he was upon the threshold 93
he was urging the scottish 186
he was used to commanding 56
he was used to exercise 44
he was wary of committing 79
he was wearing an american 76
he was wearing an enormous 48
he was wearing an ordinary 81
he was wearing an overcoat 283
he was wearing no underwear 46
he was weary of polemics 63
he was well to windward 68
he was what he declared 43
he was what he happened 62
he was what is commonly 241
he was what is vulgarly 79
he was when he actually 43
he was when he answered 43
he was when he composed 40
he was when he departed 72
he was when he enlisted 46
he was when he finished 47
he was when he received 324
he was when he returned 173
he was when it happened 101
he was when the accident 52
he was wont to announce 113
he was wont to assemble 102
he was wont to associate 108
he was wont to complain 223
he was wont to consider 223
he was wont to converse 152
he was wont to denounce 50
he was wont to describe 497
he was wont to disguise 41
he was wont to dispense 54
he was wont to exercise 265
he was wont to frequent 607
he was wont to maintain 69
he was wont to manifest 168
he was wont to meditate 46
he was wont to practice 40
he was wont to proclaim 94
he was wrong in committing 42
he was wrong in conceiving 40
he was wrong in concluding 53
he was wrong in predicting 72
he was wrong in suggesting 85
he was wrong in supporting 55
he was wrong or mistaken 40
he was wrong to conclude 80
he was wrong to consider 43
he was young in business 58
he who acts the columbus 72
he who asks the questions 54
he who came to abrogate 40
he who died at savannah 80
he who died of apoplexy 45
he who drew my attention 67
he who drew the attention 56
he who gave the property 65
he who kept the treasures 53
he who made it possible 261
he who made the decisions 138
he who made the original 56
he who made the proposal 47
he who made the universe 82
he who says he believes 92
he who says the contrary 55
he who sees the essential 145
he who sent the necklace 53
he who sits in judgment 86
he who sows the desolate 62
he who took the standard 267
he who uses to consider 310
he who went on destroying 44
he who will be constant 43
he won over by argument 76
he won over the egyptians 52
he won over the majority 72
