fan by 101 fan to
72 for on 98 for
to 48 for in 47
for of 438 for on
77 for in 74 for
to 42 for to 66
for or 202 for in
46 for to 52 for
by 43 for as 157
for at 127 for by
71 for in 477 for
is 145 for of 250
for on 162 for or
208 for to 145 for
of 50 for in 111
for on 3838 for to
240 for of 42 for
of 41 for in 412
for is 76 for of
255 for as 54 for
in 141 for is 47
for of 1177 for on
299 for or 70 for
to 463 for in 90
for of 2758 for on
54 for to 117 for
of 56 for in 63
for of 63 for of
40 for to 212 for
in 96 for in 59
for to 265 for on
74 for to 40 for
to 45 for of 43
for or 44 for in
46 for or 129 for
in 191 for on 444
for to 57 for in
71 for of 102 for
or 55 for of 78
for in 40 for to
43 for on 63 for
in 340 for in 72
for in 166 for to
144 for in 208 for
in 48 for in 100
for to 113 for in
181 for on 55 for
to 126 for in 69
for of 64 for in
53 for to 146 for
in 564 for on 41
for to 114 for at
51 for in 109 for
to 149 for or 67
for of 199 for to
61 for in 91 for
in 355 for on 99
for or 47 for in
643 for on 129 for
to 57 for in 83
for of 44 for to
74 for of 50 for
to 77 for in 43
for of 58 for to
126 for in 282 for
on 87 for to 59
for to 53 for of
71 for to 158 for
to 89 for to 46
for to 59 for of
55 for at 48 for
in 286 for of 53
for or 43 for to
88 for at 58 for
in 116 for is 43
for of 58 for or
100 for to 190 for
to 135 for in 57
for to 548 for or
161 for at 78 for
in 155 for of 49
for to 768 for in
44 for in 66 for
of 194 for to 172
for of 192 for of
49 for in 40 for
in 72 for to 53
for to 45 for of
119 for in 61 for
the 56 for to 108
for is 47 for of
64 for to 104 for
to 64 for of 65
for to 69 for in
77 for of 192 for
at 62 for to 125
for of 474 for is
77 for the 58 for
to 81 for in 49
for in 50 for as
232 for at 332 for
by 188 for if 58
for in 1271 for is
727 for it 284 for
of 504 for on 64
for the 674 for to
1605 for up 71 for
to 69 for in 199
for is 121 for of
454 for the 161 for
to 423 for the 88
for of 41 for in
137 for in 79 for
is 80 for on 64
for to 88 for at
56 for by 44 for
in 381 for is 239
for of 469 for the
192 for to 90 for
of 215 for in 89
for of 52 for the
111 for to 131 for
in 83 for to 59
for in 118 for of
274 for in 87 for
of 44 for as 46
for at 61 for in
686 for is 395 for
it 115 for of 227
for on 44 for the
301 for to 1053 for
in 61 for of 196
for to 94 for in
43 for to 76 for
the 93 for to 163
for in 43 for of
69 for in 197 for
is 42 for in 90
for is 172 for to
320 for at 135 for
in 162 for is 368
for it 82 for of
169 for the 263 for
to 84 for the 67
for to 65 for in
57 for is 75 for
the 50 for to 57
for to 60 for is
53 for in 153 for
is 52 for of 42
for to 47 for to
52 for of 87 for
of 49 for as 219
for at 155 for by
103 for if 54 for
in 1420 for is 1213
for it 199 for of
44 for on 108 for
or 45 for the 567
for to 1194 for of
53 for is 78 for
in 288 for of 142
for is 50 for he
44 for the 62 for
in 540 for is 92
for it 112 for of
675 for the 153 for
to 60 for we 44
for at 45 for by
100 for in 272 for
is 517 for it 89
for of 155 for on
59 for or 81 for
the 186 for to 109
for in 114 for is
150 for of 53 for
the 44 for to 103
for in 119 for is
182 for it 52 for
the 92 for to 77
for is 77 for the
59 for an 349 for
as 2476 for at 325
for be 899 for by
1203 for he 116 for
if 307 for in 1964
for is 1877 for it
3624 for no 140 for
of 2836 for on 177
for so 60 for the
5146 for to 1971 for
we 999 for in 63
for of 90 for to
48 for in 108 for
of 135 for the 85
for to 129 for to
47 for of 367 for
in 67 for is 87
for to 51 for to
70 for in 54 for
to 41 for of 64
for as 185 for at
295 for by 79 for
if 54 for in 988
for is 731 for it
253 for of 810 for
on 55 for or 48
for the 578 for to
2055 for at 63 for
in 268 for is 103
for it 46 for of
107 for the 180 for
to 198 for of 70
for if 76 for is
49 for to 80 for
in 108 for of 42
for the 59 for in
77 for in 64 for
of 140 for is 333
for it 76 for the
193 for to 703 for
of 75 for to 105
for if 54 for in
89 for is 133 for
of 76 for or 61
for to 187 for in
114 for to 48 for
as 42 for in 77
for is 49 for of
72 for or 61 for
to 77 for to 116
for in 253 for on
47 for of 53 for
in 283 for on 45
for to 305 for the
40 for in 369 for
of 162 for on 840
for of 58 for of
75 for of 112 for
in 53 for of 77
for in 51 for in
78 for to 49 for
in 52 for in 55
for on 48 for in
109 for in 409 for
to 113 for to 96
for be 203 for in
86 for to 54 for
to 45 for in 40
for on 45 for it
46 for the 248 for
by 57 for in 134
for is 207 for of
355 for to 74 for
at 52 for to 50
for to 109 for in
77 for or 145 for
to 40 for as 298
for at 93 for by
315 for in 827 for
is 264 for of 120
for on 164 for or
55 for the 155 for
to 887 for to 215
for to 73 for the
44 for in 101 for
to 101 for to 65
for the 71 for us
76 for of 80 for
to 55 for in 276
for is 85 for in
55 for in 103 for
is 41 for of 168
for of 58 for to
76 for of 62 for
to 110 for the 42
for to 95 for to
43 for to 46 for
to 91 for in 42
for to 107 for in
91 for to 92 for
of 55 for to 93
for to 66 for to
47 for of 84 for
to 62 for in 67
for of 59 for of
677 for of 41 for
of 47 for of 79
for to 70 for of
96 for to 90 for
of 62 for of 76
for of 182 for of
43 for by 98 for
to 82 for he 47
for to 45 for is
60 for of 108 for
in 58 for or 83
for of 104 for of
73 for in 133 for
in 55 for in 82
for is 95 for of
1110 for of 55 for
as 185 for at 178
for by 149 for if
51 for in 553 for
is 435 for of 124
for on 614 for or
413 for the 55 for
to 167 for as 50
for at 53 for in
103 for of 435 for
or 44 for to 177
for in 62 for to
87 for in 127 for
of 44 for in 82
for is 57 for to
117 for of 461 for
of 525 for to 72
for in 52 for in
40 for to 40 for
as 217 for by 59
for in 234 for of
344 for on 48 for
or 117 for to 792
for as 45 for in
167 for is 71 for
to 103 for to 85
for to 68 for to
92 for of 140 for
as 40 for by 84
for in 236 for is
75 for of 1252 for
on 167 for or 107
for the 43 for to
58 for at 139 for
to 289 for in 63
for as 118 for in
106 for of 170 for
or 58 for to 163
for in 43 for of
5123 for to 94 for
to 50 for in 93
for of 90 for or
178 for to 78 for
to 121 for of 241
for to 53 for in
322 for of 141 for
to 58 for as 692
for at 205 for by
66 for in 1834 for
is 183 for it 102
for of 642 for on
77 for or 327 for
so 40 for the 186
for to 2082 for as
57 for in 332 for
of 69 for or 48
for to 273 for as
47 for in 118 for
of 148 for to 232
for of 48 for in
93 for to 83 for
in 77 for to 123
for on 282 for in
76 for of 103 for
in 64 for of 65
for to 45 for as
89 for in 111 for
of 70 for on 71
for to 43 for in
161 for of 97 for
to 90 for as 250
for in 103 for is
82 for of 114 for
to 211 for as 240
for by 73 for in
127 for is 183 for
or 71 for to 245
for in 64 for of
49 for or 43 for
or 40 for of 119
for in 67 for of
362 for to 59 for
or 59 for of 45
for or 93 for as
278 for by 50 for
in 1013 for is 92
for it 51 for of
2474 for on 57 for
or 108 for the 109
for to 255 for to
76 for in 117 for
to 117 for of 42
for to 109 for in
100 for of 1957 for
on 69 for to 173
for as 161 for in
380 for of 6912 for
to 77 for in 268
for is 68 for of
486 for on 43 for
or 46 for to 50
for as 186 for in
439 for of 379 for
or 50 for the 57
for to 259 for of
72 for as 592 for
by 55 for in 430
for is 71 for of
650 for or 132 for
the 55 for to 147
for in 56 for as
118 for to 42 for
of 92 for to 57
for in 49 for in
52 for is 54 for
or 100 for to 81
for as 44 for is
41 for as 1016 for
by 45 for in 278
for is 133 for of
107 for or 114 for
to 178 for in 341
for of 101 for on
58 for in 67 for
as 88 for in 44
for on 97 for to
102 for in 80 for
to 186 for as 348
for at 41 for by
80 for in 393 for
is 131 for it 77
for of 209 for on
85 for or 135 for
the 138 for to 195
for to 53 for or
44 for as 48 for
in 105 for is 69
for of 83 for to
185 for to 79 for
as 177 for in 66
for of 106 for the
54 for as 112 for
in 86 for of 73
for in 116 for of
272 for or 49 for
to 276 for in 82
for of 89 for to
79 for to 58 for
in 63 for in 71
for to 123 for in
216 for of 86 for
as 238 for at 57
for in 435 for is
54 for on 76 for
or 112 for the 71
for to 204 for as
42 for in 99 for
of 353 for to 85
for or 108 for or
112 for in 57 for
of 174 for to 41
for of 44 for to
102 for as 286 for
at 76 for in 573
for is 49 for of
596 for on 128 for
or 95 for to 44
for to 51 for as
626 for by 71 for
in 627 for is 74
for it 71 for of
407 for or 107 for
the 99 for to 168
for as 710 for at
64 for by 92 for
in 847 for is 253
for it 121 for of
762 for on 69 for
or 635 for the 162
for to 580 for as
242 for in 406 for
is 69 for of 160
for on 66 for or
238 for the 50 for
to 763 for as 421
for at 71 for by
66 for in 637 for
is 57 for of 226
for on 69 for or
276 for the 47 for
to 290 for as 101
for in 407 for is
239 for of 726 for
on 65 for or 384
for to 143 for it
43 for as 116 for
in 118 for of 51
for to 93 for an
60 for as 14102 for
at 1103 for be 488
for by 2067 for do
93 for he 306 for
if 841 for in 7067
for is 3689 for it
1706 for no 116 for
of 4599 for on 1293
for or 2728 for so
454 for the 2085 for
to 1938 for we 325
for to 91 for as
135 for in 104 for
of 51 for or 48
for to 46 for as
40 for in 88 for
of 151 for on 71
for or 40 for to
102 for of 68 for
as 454 for in 131
for is 134 for or
81 for to 113 for
or 82 for in 54
for to 129 for in
127 for of 73 for
or 41 for to 814
for as 137 for to
69 for in 51 for
of 1434 for of 56
for as 760 for at
77 for by 82 for
in 562 for is 205
for it 59 for of
462 for on 89 for
or 467 for the 177
for to 653 for to
58 for to 59 for
to 83 for in 48
for of 84 for to
475 for of 110 for
as 548 for at 152
for by 58 for in
1058 for is 78 for
it 64 for of 470
for on 96 for or
171 for the 82 for
to 2766 for as 501
for in 431 for is
98 for of 335 for
on 41 for or 113
for the 132 for to
196 for of 83 for
of 63 for of 41
for of 658 for or
52 for to 87 for
to 47 for of 100
for to 43 for of
42 for as 209 for
by 64 for in 1133
for is 127 for of
187 for or 57 for
the 45 for to 285
for in 213 for of
181 for on 75 for
in 52 for on 47
for to 262 for in
62 for in 164 for
to 107 for of 642
for to 225 for of
122 for of 139 for
in 54 for in 43
for the 217 for in
97 for by 95 for
in 135 for to 50
for in 52 for is
59 for in 105 for
in 51 for to 101
for as 131 for at
76 for by 215 for
in 299 for is 133
for of 80 for on
49 for or 124 for
the 50 for to 109
for to 84 for in
55 for at 424 for
an 86 for of 63
for of 46 for to
58 for by 77 for
in 171 for is 42
for of 86 for or
144 for to 202 for
in 78 for by 43
for or 76 for to
118 for by 109 for
is 44 for or 115
for by 93 for in
81 for is 58 for
of 44 for or 151
for by 51 for is
47 for or 50 for
by 56 for of 117
for as 283 for by
85 for in 278 for
is 181 for of 201
for or 550 for to
496 for of 43 for
by 41 for in 66
for of 639 for of
76 for in 148 for
is 61 for in 81
for to 5113 for to
235 for to 43 for
of 137 for in 59
for on 1023 for or
45 for to 62 for
at 67 for in 95
for on 42 for to
47 for to 147 for
of 116 for to 218
for to 66 for in
41 for to 51 for
in 239 for to 65
for in 60 for the
57 for by 80 for
to 78 for by 61
for the 41 for in
50 for the 49 for
is 76 for to 79
for in 48 for in
70 for or 65 for
to 56 for of 117
for to 233 for as
364 for at 529 for
by 120 for in 5518
for is 303 for of
696 for on 212 for
or 215 for so 44
for the 55 for to
860 for of 46 for
in 51 for to 58
for as 158 for at
61 for by 52 for
in 774 for is 177
for of 83 for on
59 for or 76 for
the 47 for to 1045
for to 118 for in
151 for or 79 for
at 50 for in 104
for in 74 for in
47 for to 43 for
in 84 for of 59
for of 65 for to
251 for at 171 for
in 150 for of 85
for to 59 for as
48 for at 185 for
by 50 for in 320
for of 286 for to
341 for of 83 for
ii 48 for iv 129
for the 42 for iv
91 for in 69 for
on 50 for in 50
for of 47 for to
78 for of 69 for
in 41 for by 389
for in 69 for of
742 for or 43 for
to 275 for to 205
for to 49 for of
56 for of 283 for
in 45 for of 99
for of 147 for in
59 for as 108 for
at 41 for in 1574
for is 42 for of
49 for to 81 for
in 44 for the 44
for of 57 for in
62 for in 48 for
to 59 for to 51
for in 50 for to
69 for of 51 for
to 246 for of 99
for of 65 for by
73 for in 165 for
is 59 for on 69
for or 60 for to
341 for as 201 for
in 71 for is 202
for the 90 for to
55 for as 198 for
at 173 for by 73
for in 146 for is
201 for of 152 for
the 80 for to 75
for of 190 for of
60 for at 103 for
in 42 for on 106
for to 235 for of
66 for of 78 for
the 54 for of 70
for in 218 for on
100 for to 63 for
at 205 for in 65
for in 46 for by
97 for in 100 for
is 46 for to 46
for in 49 for is
42 for to 57 for
of 48 for in 187
for is 126 for to
48 for in 67 for
to 69 for in 50
for in 86 for by
124 for in 112 for
on 182 for in 95
for or 72 for of
52 for of 98 for
in 51 for to 138
for to 47 for or
48 for at 73 for
in 366 for is 148
for of 346 for to
51 for to 203 for
as 128 for by 124
for in 414 for is
205 for of 87 for
or 147 for to 50
for in 50 for in
85 for by 98 for
in 278 for is 166
for the 49 for to
50 for in 103 for
is 94 for to 44
for in 48 for to
61 for in 134 for
is 63 for in 69
for in 72 for in
67 for or 57 for
at 48 for in 74
for of 478 for to
207 for of 1353 for
or 74 for of 75
for of 40 for to
121 for in 50 for
of 69 for of 121
for at 181 for by
45 for in 209 for
is 124 for of 3473
for on 87 for or
154 for in 185 for
of 44 for of 52
for of 98 for to
61 for of 56 for
is 70 for to 56
for the 74 for to
47 for as 44 for
at 55 for in 109
for the 51 for by
67 for in 59 for
or 48 for to 147
for the 75 for to
53 for the 85 for
to 134 for in 325
for of 108 for to
46 for of 131 for
to 613 for or 57
for to 567 for the
51 for of 60 for
the 67 for the 45
for to 344 for of
66 for if 63 for
in 131 for of 84
for as 503 for of
232 for of 362 for
to 165 for in 63
for in 68 for as
99 for in 124 for
is 91 for or 63
for the 49 for in
60 for of 102 for
to 48 for in 50
for in 40 for of
191 for in 77 for
in 54 for in 242
for of 124 for of
54 for in 149 for
is 45 for or 55
for to 49 for to
160 for in 104 for
to 83 for in 117
for or 43 for to
268 for in 51 for
as 47 for by 48
for in 131 for is
76 for it 44 for
or 131 for the 52
for as 109 for at
528 for in 4598 for
is 339 for of 167
for on 192 for or
477 for the 50 for
to 193 for in 41
for to 50 for in
55 for in 73 for
to 88 for of 47
for on 359 for as
125 for at 85 for
in 115 for is 94
for of 3431 for or
76 for of 50 for
of 74 for of 41
for or 41 for to
92 for of 194 for
in 49 for or 65
for by 68 for is
97 for in 231 for
is 69 for or 57
for of 44 for in
148 for is 139 for
of 166 for or 56
for to 405 for of
173 for in 64 for
is 96 for of 309
for in 40 for in
70 for is 57 for
or 98 for in 51
for of 68 for of
40 for in 42 for
of 87 for in 86
for is 185 for of
43 for the 45 for
in 618 for is 109
for of 263 for on
88 for to 44 for
to 42 for in 95
for of 141 for in
105 for by 58 for
in 548 for is 69
for on 45 for or
277 for to 59 for
in 159 for is 47
for to 73 for the
41 for in 44 for
in 95 for is 43
for to 56 for at
61 for in 96 for
is 138 for of 55
for of 94 for of
89 for or 230 for
to 177 for of 40
for of 169 for in
190 for is 50 for
of 100 for on 127
for or 259 for to
208 for to 297 for
of 40 for in 110
for of 220 for to
93 for to 158 for
the 40 for to 58
for of 41 for to
91 for of 42 for
of 468 for of 41
for the 54 for to
114 for to 66 for
to 155 for in 48
for to 114 for he
96 for in 180 for
of 589 for on 130
for to 88 for to
58 for or 51 for
of 59 for at 139
for to 210 for in
145 for on 45 for
to 673 for in 99
for on 80 for to
497 for in 94 for
to 67 for of 117
for to 59 for of
1103 for to 41 for
of 40 for at 46
for of 78 for at
46 for he 61 for
in 125 for of 180
for or 359 for to
118 for to 72 for
to 53 for of 286
for in 41 for to
66 for at 43 for
in 49 for of 66
for or 146 for of
89 for to 43 for
in 129 for in 151
for of 59 for or
53 for an 53 for
as 497 for at 471
for by 133 for if
89 for in 1056 for
is 482 for it 536
for of 316 for on
64 for or 127 for
so 42 for the 1018
for to 3951 for in
51 for to 105 for
in 46 for of 127
for to 333 for of
55 for to 75 for
by 45 for in 60
for on 1161 for to
86 for to 60 for
of 61 for in 78
for in 46 for of
123 for or 59 for
to 209 for as 162
for at 42 for in
364 for of 99 for
on 56 for to 65
for or 83 for of
61 for the 114 for
on 58 for in 145
for to 51 for to
71 for of 52 for
to 44 for or 153
for by 78 for of
167 for to 54 for
or 69 for the 52
for to 44 for to
72 for of 44 for
to 139 for thing 122
for of 46 for in
54 for of 43 for
of 70 for in 192
for of 59 for on
58 for or 41 for
to 144 for to 113
for in 55 for or
71 for an 75 for
as 2062 for at 1350
for by 4132 for he
490 for if 77 for
in 9006 for is 901
for it 501 for no
102 for of 165 for
on 16041 for or 190
for so 458 for the
3373 for to 5191 for
up 9706 for we 620
for of 71 for to
104 for of 90 for
of 78 for or 44
for or 147 for in
48 for or 112 for
in 56 for as 102
for at 76 for by
72 for in 675 for
is 110 for of 2296
for or 50 for the
169 for to 148 for
of 43 for on 67
for to 51 for to
120 for to 48 for
in 58 for of 137
for or 41 for of
243 for to 103 for
as 97 for in 145
for is 96 for of
3407 for on 323 for
to 315 for in 248
for of 4741 for on
42 for to 84 for
to 50 for or 60
for in 76 for of
282 for in 180 for
of 606 for of 75
for to 94 for of
554 for in 86 for
of 100 for to 115
for as 163 for at
106 for in 474 for
is 168 for it 146
for of 257 for or
50 for the 259 for
to 1065 for of 40
for on 175 for of
58 for or 108 for
or 82 for or 176
for of 84 for of
318 for in 110 for
of 309 for or 46
for the 70 for to
117 for of 116 for
as 406 for in 567
for on 462 for or
48 for to 115 for
of 62 for to 53
for of 11528 for or
112 for to 61 for
or 60 for of 91
for in 81 for of
67 for or 75 for
to 140 for in 210
for or 65 for to
50 for of 40 for
on 72 for in 44
for of 383 for in
97 for to 51 for
of 100 for in 214
for of 87 for or
53 for to 43 for
or 64 for in 64
for of 752 for in
46 for of 52 for
of 62 for to 63
for on 68 for of
86 for he 64 for
to 67 for in 42
for the 43 for to
60 for in 274 for
of 82 for he 100
for on 107 for of
77 for or 40 for
to 87 for in 115
for of 172 for or
44 for to 72 for
or 130 for in 54
for to 461 for as
43 for at 110 for
in 176 for is 146
for it 99 for of
184 for the 263 for
to 167 for to 362
for of 46 for of
99 for to 77 for
or 66 for in 50
for is 54 for of
74 for or 43 for
to 58 for he 43
for or 84 for to
60 for in 88 for
on 150 for of 87
for of 42 for in
320 for of 456 for
on 189 for or 135
for to 138 for of
148 for to 134 for
or 99 for of 46
for is 43 for in
107 for of 182 for
to 295 for in 61
for of 41 for to
139 for in 57 for
in 40 for of 63
for or 82 for to
81 for in 200 for
on 54 for of 64
for of 91 for to
91 for to 45 for
in 73 for of 143
for to 89 for in
764 for of 247 for
to 51 for an 54
for as 387 for at
245 for be 57 for
by 97 for if 100
for in 1619 for is
430 for it 386 for
of 62 for on 89
for or 132 for the
814 for to 2771 for
in 49 for of 265
for or 302 for or
276 for he 57 for
in 66 for of 294
for to 62 for to
45 for on 190 for
to 49 for in 43
for at 48 for in
183 for is 40 for
of 165 for to 55
for in 165 for of
71 for on 58 for
to 61 for in 81
for on 42 for of
90 for of 41 for
by 42 for in 463
for is 87 for it
289 for of 404 for
the 297 for to 151
for we 92 for of
48 for as 162 for
at 104 for by 79
for in 519 for is
406 for it 177 for
of 236 for on 60
for or 260 for the
319 for to 259 for
in 108 for is 54
for of 61 for the
73 for to 176 for
in 271 for on 79
for to 72 for in
159 for is 60 for
it 60 for of 51
for or 40 for the
88 for to 142 for
in 188 for of 260
for or 96 for to
125 for of 189 for
in 61 for to 42
for in 104 for of
150 for to 316 for
of 163 for on 63
for an 357 for as
3040 for at 1068 for
be 1406 for by 513
for he 200 for if
113 for in 1391 for
is 1326 for it 3676
for no 138 for of
1624 for on 123 for
or 278 for so 44
for the 3335 for to
2493 for we 707 for
of 437 for in 89
for is 93 for it
42 for of 130 for
on 45 for the 81
for to 168 for to
41 for in 73 for
of 141 for in 1173
for of 412 for to
49 for of 109 for
or 197 for to 203
for or 463 for or
47 for of 75 for
of 278 for of 148
for on 88 for or
40 for to 81 for
by 48 for in 101
for of 42 for on
54 for to 647 for
of 49 for of 70
for in 100 for of
72 for to 43 for
in 81 for is 61
for it 54 for of
83 for the 167 for
to 486 for of 40
for in 173 for of
148 for or 40 for
to 165 for of 2365
for of 114 for of
433 for as 41 for
at 76 for he 70
for in 212 for is
91 for of 65 for
or 143 for the 84
for to 322 for of
58 for in 188 for
of 75 for or 61
for to 46 for of
66 for in 43 for
of 44 for in 52
for to 293 for of
76 for to 131 for
of 59 for or 94
for thing 203 for of
99 for he 63 for
by 125 for in 88
for of 552 for to
88 for an 60 for
as 404 for at 295
for by 86 for if
111 for in 830 for
is 422 for it 343
for of 476 for on
85 for or 135 for
the 656 for to 4197
for of 94 for as
105 for at 146 for
by 46 for in 330
for is 88 for it
88 for of 69 for
on 48 for or 154
for the 368 for to
409 for of 86 for
of 56 for to 74
for or 45 for of
89 for of 305 for
of 170 for to 83
for thing 61 for of
7109 for of 40 for
to 53 for of 160
for or 82 for of
115 for or 47 for
to 47 for or 43
for in 270 for is
76 for of 78 for
the 110 for to 66
for in 765 for of
172 for on 47 for
of 127 for in 123
for to 64 for of
152 for the 45 for
to 129 for he 122
for the 103 for in
46 for as 48 for
in 119 for is 52
for of 232 for to
726 for at 87 for
by 54 for in 439
for is 112 for on
42 for the 51 for
to 171 for as 227
for at 123 for by
139 for in 866 for
is 201 for of 52
for on 170 for or
108 for the 101 for
to 1333 for of 162
for in 51 for in
316 for is 173 for
to 129 for on 70
for in 48 for in
53 for is 70 for
or 54 for as 46
for is 44 for as
801 for in 142 for
is 160 for of 99
for to 130 for is
42 for of 41 for
as 429 for at 129
for by 174 for if
41 for in 622 for
is 1047 for of 41
for on 159 for or
97 for to 302 for
as 470 for is 46
for or 98 for to
300 for is 50 for
on 43 for to 89
for as 587 for in
146 for is 74 for
to 93 for as 1105
for in 75 for is
77 for to 386 for
as 1052 for as 88
for to 55 for is
94 for to 76 for
as 267 for by 73
for in 176 for is
848 for of 131 for
to 145 for as 115
for by 71 for in
44 for is 141 for
or 109 for to 60
for is 286 for as
9862 for at 74 for
by 67 for in 222
for is 241 for of
1036 for or 62 for
the 51 for to 152
for as 82 for at
294 for in 61 for
is 104 for to 321
for as 151 for in
50 for is 139 for
to 248 for as 281
for in 179 for is
142 for to 214 for
in 46 for as 46
for to 47 for as
1071 for in 82 for
is 78 for to 60
for as 2696 for by
89 for if 56 for
in 217 for is 263
for of 47 for on
93 for or 165 for
the 56 for to 222
for of 44 for as
82 for as 40 for
as 112 for of 257
for as 1092 for by
48 for in 175 for
is 74 for of 83
for or 102 for to
66 for no 46 for
is 42 for as 139
for or 95 for to
177 for of 114 for
or 230 for as 2450
for at 116 for by
212 for if 64 for
in 784 for is 885
for of 226 for on
50 for or 98 for
the 163 for to 1584
for as 153 for as
95 for is 122 for
as 362 for to 65
for as 347 for of
42 for as 45 for
as 84 for as 55
for as 354 for as
112 for as 421 for
is 41 for to 69
for as 3611 for in
72 for is 70 for
of 51 for to 98
for as 697 for in
68 for is 73 for
to 137 for is 84
for of 43 for in
55 for is 139 for
to 81 for as 94
for in 50 for is
175 for to 55 for
in 57 for is 82
for to 91 for in
62 for is 51 for
of 87 for as 407
for is 73 for or
81 for as 74 for
in 93 for is 154
for to 89 for as
74 for to 43 for
is 46 for as 164
for as 45 for by
50 for in 103 for
is 182 for to 67
for as 1134 for in
43 for is 71 for
of 47 for to 283
for or 45 for to
61 for is 53 for
as 109 for or 115
for as 143 for as
1108 for by 70 for
in 161 for is 569
for or 56 for to
604 for is 50 for
of 94 for as 277
for is 47 for of
45 for or 164 for
as 161 for in 107
for is 87 for of
54 for so 58 for
to 80 for as 50
for is 46 for is
81 for or 47 for
as 44 for in 57
for is 78 for as
40 for is 62 for
as 107 for or 50
for as 83 for in
48 for is 49 for
of 354 for as 56
for of 73 for as
122 for in 58 for
is 65 for to 167
for as 539 for as
158 for by 67 for
if 131 for in 96
for is 65 for or
423 for to 65 for
of 68 for or 67
for as 81 for in
50 for is 40 for
of 79 for to 79
for as 46 for as
67 for as 1015 for
at 58 for by 46
for in 453 for is
478 for of 54 for
or 63 for to 152
for as 48 for by
65 for in 87 for
is 49 for to 114
for as 2771 for in
187 for is 94 for
of 371 for the 54
for to 107 for is
108 for on 112 for
in 109 for or 57
for to 42 for in
181 for to 64 for
as 254 for is 65
for in 48 for as
746 for is 76 for
of 126 for to 166
for as 275 for of
41 for to 136 for
is 108 for of 59
for as 44 for is
79 for as 109 for
as 1434 for by 47
for in 373 for is
552 for of 321 for
to 440 for to 56
for as 556 for in
60 for is 56 for
of 349 for is 41
for as 125 for of
42 for in 63 for
is 70 for of 81
for to 140 for in
43 for is 223 for
or 68 for to 75
for as 121 for or
55 for as 107 for
in 128 for is 101
for or 77 for to
49 for as 138 for
in 48 for is 85
for of 292 for as
119 for as 40 for
as 130 for by 40
for in 124 for is
206 for of 181 for
to 48 for as 3493
for by 159 for if
88 for in 378 for
is 289 for of 157
for on 69 for or
67 for to 203 for
as 153 for is 63
for of 52 for as
44 for in 62 for
is 227 for of 584
for or 126 for to
56 for as 121 for
of 137 for as 152
for in 124 for is
189 for of 98 for
to 110 for as 887
for in 158 for is
213 for of 68 for
to 531 for is 45
for to 61 for as
63 for as 96 for
as 53 for is 51
for as 42 for as
9394 for by 72 for
in 120 for is 225
for of 112 for the
63 for to 138 for
or 180 for as 213
for or 59 for as
123 for as 429 for
of 44 for as 61
for of 71 for as
65 for as 204 for
in 101 for is 244
for of 50 for to
40 for as 65 for
as 42 for as 48
for as 100 for is
60 for of 68 for
is 43 for is 46
for to 41 for in
41 for is 79 for
or 63 for in 417
for is 80 for to
53 for is 45 for
to 40 for as 1605
for by 53 for in
161 for is 232 for
on 43 for or 126
for the 58 for to
277 for as 55 for
is 127 for as 1118
for in 279 for is
318 for on 80 for
or 484 for to 120
for as 54 for of
50 for is 42 for
or 88 for is 53
for as 1893 for as
83 for as 142 for
in 63 for is 151
for or 111 for or
51 for to 610 for
as 80 for by 41
for in 265 for to
58 for as 557 for
is 76 for as 45
for as 262 for is
93 for or 46 for
to 119 for in 72
for to 97 for as
133 for is 52 for
as 3004 for in 85
for as 249 for in
110 for is 227 for
or 49 for to 119
for as 310 for is
42 for to 123 for
as 103 for in 55
for is 124 for to
131 for as 4221 for
at 71 for by 92
for in 424 for is
659 for it 64 for
or 452 for the 148
for to 337 for as
51 for to 59 for
as 72 for is 54
for to 101 for to
41 for is 72 for
as 237 for or 60
for or 103 for as
259 for of 47 for
as 92 for if 88
for as 41 for as
344 for in 91 for
is 72 for to 65
for is 53 for of
58 for is 98 for
in 63 for is 279
for of 136 for to
121 for as 123 for
as 64 for in 50
for is 177 for to
115 for as 653 for
of 75 for as 607
for in 49 for as
290 for in 45 for
as 4775 for by 232
for in 320 for is
264 for of 102 for
the 148 for to 124
for as 81 for as
5472 for at 50 for
in 112 for is 129
for or 113 for the
45 for to 80 for
as 978 for in 103
for is 49 for of
96 for or 66 for
to 377 for as 165
for in 54 for to
170 for as 87 for
is 83 for is 170
for or 52 for is
100 for of 41 for
of 43 for as 245
for is 57 for as
202 for at 118 for
as 116 for as 47
for as 480 for in
78 for of 47 for
as 159 for as 1228
for at 104 for by
127 for do 49 for
if 114 for in 438
for is 1489 for it
55 for on 58 for
or 91 for the 155
for to 1912 for as
277 for in 163 for
is 134 for of 351
for to 106 for as
627 for by 205 for
if 59 for in 443
for is 208 for of
40 for on 72 for
or 60 for the 86
for to 497 for as
80 for as 444 for
in 79 for is 81
for of 49 for as
61 for as 831 for
as 1210 for at 41
for by 50 for in
275 for is 544 for
of 49 for on 49
for to 403 for as
72 for as 2272 for
at 41 for by 85
for if 46 for in
331 for is 338 for
of 133 for on 108
for or 46 for to
102 for as 156 for
by 48 for in 193
for is 310 for to
59 for to 43 for
in 89 for is 42
for in 51 for or
54 for as 152 for
is 60 for to 77
for to 62 for as
6928 for at 40 for
by 151 for if 44
for in 453 for is
1017 for it 61 for
of 153 for on 49
for the 156 for to
