fan a current of 101
for a respite to 270
for a restart of 93
for a restoring of 55
for a restudy of 345
for a results in 147
for a retelling of 354
for a rethinking in 44
for a rethinking of 4812
for a rethinking on 98
for a retinue of 394
for a retired or 111
for a retired sea 44
for a retiree to 116
for a retooling of 68
for a retracing of 52
for a retreating foe 99
for a reuniting of 92
for a revaluing of 76
for a revamping of 704
for a revenue in 94
for a revenue of 816
for a revenue to 186
for a reverse in 93
for a reverse of 261
for a reverse or 83
for a reverse to 88
for a revised or 56
for a revision by 172
for a revision if 43
for a revision in 1585
for a revision is 94
for a revision of 45662
for a revision on 110
for a revision or 336
for a revision to 411
for a revisit to 73
for a revival as 146
for a revival at 301
for a revival by 84
for a revival in 2042
for a revival is 85
for a revival of 33694
for a revival on 81
for a revival or 149
for a revival to 204
for a rewarming of 55
for a rewording of 78
for a reworking of 637
for a rewrite of 215
for a rewriting of 755
for a richard the 47
for a riposte to 57
for a rivalry of 73
for a roadway in 55
for a roadway of 53
for a roadway or 61
for a roadway to 125
for a robbery at 148
for a robbery by 79
for a robbery he 225
for a robbery in 381
for a robbery of 297
for a robbery on 269
for a robbery or 161
for a robbery to 116
for a rockery or 91
for a romance by 43
for a romance in 185
for a romance is 55
for a romance it 44
for a romance of 456
for a romance or 140
for a romance to 229
for a roomful of 834
for a rooster to 117
for a rotation by 186
for a rotation in 335
for a rotation is 70
for a rotation of 2625
for a rotation or 78
for a rotation to 96
for a rounded or 62
for a roundup of 222
for a routine in 196
for a routine is 69
for a routine of 182
for a routine or 89
for a routine to 329
for a rowboat to 79
for a royalty in 81
for a royalty of 1726
for a royalty on 560
for a royalty or 339
for a royalty to 280
for a runaway in 54
for a runaway to 124
for a rundown of 800
for a rundown on 653
for a rupture in 276
for a rupture of 857
for a rupture or 46
for a rupture to 94
for a sackful of 167
for a saddler to 49
for a sampler of 103
for a sampler to 48
for a samurai of 43
for a samurai to 534
for a sanction in 60
for a sanction is 48
for a sanction of 405
for a sanction or 48
for a sanction to 355
for a sanctum it 71
for a sarcasm on 44
for a sarcoma of 130
for a saunter in 140
for a saunter on 71
for a sawmill at 84
for a sawmill in 133
for a sawmill on 95
for a sawmill to 106
for a scamper on 62
for a scandal in 121
for a scandal of 45
for a scandal to 134
for a scanner is 66
for a scanner or 94
for a scanner to 156
for a scatter of 249
for a scenario in 475
for a scenario is 92
for a scenario of 443
for a scenario to 107
for a scholar as 124
for a scholar at 142
for a scholar in 478
for a scholar is 133
for a scholar of 1156
for a scholar or 330
for a scholar to 3385
for a science as 111
for a science at 67
for a science in 224
for a science is 185
for a science it 57
for a science of 20706
for a science or 402
for a science so 67
for a science to 733
for a scorner of 54
for a scourge of 167
for a scourge to 121
for a scraper to 54
for a scrapping of 102
for a scratch of 41
for a scratch on 280
for a scratch or 129
for a screening at 115
for a screening in 54
for a screening of 856
for a screening or 65
for a scruple of 157
for a scuttle of 85
for a seafarer to 42
for a seaplane to 239
for a searcher to 257
for a seasonal or 109
for a secular or 104
for a segment in 297
for a segment is 299
for a segment of 7245
for a segment on 428
for a segment or 202
for a segment to 434
for a seismic sea 93
for a seizure in 50
for a seizure is 186
for a seizure of 1481
for a seizure or 88
for a seizure to 164
for a selfish or 130
for a seminar at 683
for a seminar he 80
for a seminar in 1034
for a seminar is 62
for a seminar of 246
for a seminar on 3233
for a seminar or 434
for a seminar to 283
for a senator in 345
for a senator is 184
for a senator of 318
for a senator or 569
for a senator to 1789
for a seraglio of 48
for a sergeant in 107
for a sergeant of 145
for a sergeant or 52
for a sergeant to 398
for a serpent in 59
for a serpent is 64
for a serpent of 44
for a serpent or 64
for a serpent to 74
for a servant as 172
for a servant at 168
for a servant by 46
for a servant he 77
for a servant if 73
for a servant in 730
for a servant is 217
for a servant of 2412
for a servant on 78
for a servant or 744
for a servant so 43
for a servant to 6782
for a service as 686
for a service at 848
for a service by 360
for a service he 464
for a service if 202
for a service in 2215
for a service is 1612
for a service it 244
for a service of 5975
for a service on 1311
for a service or 3089
for a service so 796
for a service the 286
for a service to 3389
for a service we 89
for a setback in 176
for a settler in 181
for a settler of 51
for a settler on 69
for a settler to 706
for a shakeup in 59
for a shallow sea 147
for a shampoo or 53
for a shelter as 49
for a shelter at 119
for a shelter in 509
for a shelter is 76
for a shelter of 105
for a shelter on 93
for a shelter or 223
for a shelter to 460
for a sheriff in 93
for a sheriff or 156
for a sheriff to 505
for a shimmer of 46
for a shipper in 44
for a shipper of 90
for a shipper or 100
for a shipper to 749
for a shooter to 251
for a shopper to 270
for a shorter as 1213
for a shorter or 9677
for a shotgun or 53
for a shotgun to 60
for a shrinking of 66
for a shudder of 54
for a shuffling of 62
for a shutter to 74
for a shuttle or 51
for a shuttle to 264
for a sicilian to 47
for a silence in 79
for a silence of 75
for a silence to 55
for a silicon ion 42
for a similar co 48
for a similar in 322
for a similar or 836
for a similar re 175
for a similar ring 41
for a similar thing 246
for a simpler or 94
for a sirloin of 47
for a skeptic to 225
for a skilled or 108
for a skinful of 53
for a skipper to 162
for a slander of 105
for a sleeper to 65
for a smaller in 190
for a smaller or 544
for a smelter at 57
for a smelter in 57
for a smelter to 49
for a smidgen of 154
for a snifter of 111
for a snigger in 55
for a snippet of 169
for a society as 2532
for a society at 430
for a society by 124
for a society he 77
for a society if 171
for a society in 9586
for a society is 924
for a society it 48
for a society no 155
for a society of 7527
for a society on 214
for a society or 1031
for a society so 799
for a society the 82
for a society to 13682
for a softening in 45
for a softening of 945
for a sojourn at 343
for a sojourn in 1662
for a sojourn of 1026
for a sojourn on 141
for a sojourn to 93
for a soldier as 402
for a soldier at 257
for a soldier by 106
for a soldier he 76
for a soldier if 87
for a soldier in 2138
for a soldier is 555
for a soldier it 62
for a soldier of 1718
for a soldier on 540
for a soldier or 949
for a soldier so 98
for a soldier the 72
for a soldier to 9133
for a soloist in 44
for a soloist or 147
for a soloist to 209
for a solution as 1116
for a solution at 561
for a solution by 1601
for a solution he 132
for a solution if 177
for a solution in 5879
for a solution is 2376
for a solution it 89
for a solution of 39788
for a solution on 827
for a solution or 909
for a solution so 232
for a solution the 454
for a solution to 46628
for a solution we 151
for a solvent in 101
for a solvent is 78
for a solvent of 121
for a solvent or 46
for a solvent to 192
for a sophist to 49
for a soprano in 53
for a soprano or 99
for a soprano to 124
for a southern or 44
for a spammer to 73
for a spaniard in 105
for a spaniard is 45
for a spaniard of 158
for a spaniard or 221
for a spaniard to 684
for a spanish ear 52
for a spanish king 71
for a spanish or 177
for a sparkle of 70
for a sparrow in 99
for a sparrow to 286
for a spartan king 63
for a spartan to 192
for a spearhead to 40
for a species as 538
for a species at 193
for a species by 126
for a species if 87
for a species in 945
for a species is 1128
for a species it 40
for a species of 9997
for a species on 91
for a species or 804
for a species so 178
for a species the 44
for a species to 3254
for a speedup in 148
for a speedup of 198
for a speller or 145
for a spiller of 59
for a spindle of 62
for a spinner to 75
for a splitting of 319
for a splitting up 185
for a splotch of 45
for a splurge in 42
for a sponsor in 79
for a sponsor is 44
for a sponsor of 157
for a sponsor or 86
for a sponsor to 781
for a spreader of 136
for a squeeze of 240
for a squeeze on 61
for a stadium in 137
for a stadium of 44
for a stadium or 60
for a stadium to 104
for a staffer to 53
for a stalker to 60
for a stallion of 56
for a stallion to 189
for a starter in 82
for a starter is 52
for a starter of 49
for a starter on 42
for a starter or 67
for a starter to 87
for a statute in 135
for a statute is 173
for a statute of 1460
for a statute on 78
for a statute or 165
for a statute to 1438
for a steeple to 45
for a stephen king 116
for a stepped up 116
for a steward of 69
for a steward or 101
for a steward to 335
for a sticker on 56
for a stipend in 50
for a stipend of 635
for a stipend or 65
for a stipend to 266
for a storage of 205
for a storage ring 232
for a stranger as 454
for a stranger at 263
for a stranger by 105
for a stranger he 101
for a stranger if 44
for a stranger in 1458
for a stranger is 422
for a stranger it 89
for a stranger of 146
for a stranger on 279
for a stranger or 526
for a stranger so 105
for a stranger the 181
for a stranger to 18012
for a stratum is 61
for a stratum of 481
for a stressing of 42
for a stretch as 111
for a stretch at 96
for a stretch in 451
for a stretch of 8375
for a stretch on 163
for a stretch or 67
for a stretch the 78
for a stretch to 79
for a striker to 65
for a stripling of 197
for a stronger eu 117
for a stronger or 138
for a stronger un 132
for a stubbed toe 60
for a student as 494
for a student at 1332
for a student by 226
for a student he 56
for a student id 75
for a student if 181
for a student in 4600
for a student is 1287
for a student it 62
for a student of 10879
for a student on 474
for a student or 1692
for a student so 113
for a student the 130
for a student to 34174
for a subject as 1212
for a subject at 348
for a subject by 176
for a subject he 200
for a subject if 119
for a subject in 2016
for a subject is 1086
for a subject it 72
for a subject np 43
for a subject of 4255
for a subject on 626
for a subject or 1018
for a subject so 1048
for a subject the 369
for a subject to 9458
for a subject we 46
for a subpoena in 52
for a subpoena is 42
for a subpoena of 53
for a subpoena or 109
for a subpoena to 512
for a subsidy as 166
for a subsidy at 104
for a subsidy by 69
for a subsidy if 78
for a subsidy in 469
for a subsidy is 231
for a subsidy of 2767
for a subsidy on 387
for a subsidy or 201
for a subsidy the 67
for a subsidy to 2136
for a subtype of 308
for a subunit of 408
for a subunit to 48
for a success at 96
for a success in 532
for a success is 94
for a success of 361
for a success on 87
for a success or 194
for a success so 123
for a success to 156
for a suicide in 47
for a suicide is 55
for a suicide or 79
for a suicide to 235
for a summary at 159
for a summary by 84
for a summary cf 116
for a summary in 1338
for a summary is 95
for a summary of 61926
for a summary on 184
for a summary or 375
for a summary the 47
for a summary to 150
for a summoning of 85
for a summons at 69
for a summons by 62
for a summons in 166
for a summons is 66
for a summons of 140
for a summons on 63
for a summons or 267
for a summons to 2575
for a sundering of 45
for a sunrise or 58
for a superior in 264
for a superior is 57
for a superior of 44
for a superior or 202
for a superior to 1038
for a support at 40
for a support in 385
for a support is 76
for a support of 555
for a support on 83
for a support or 116
for a support the 53
for a support to 860
for a surcease of 171
for a surface as 143
for a surface at 266
for a surface in 259
for a surface is 279
for a surface of 1833
for a surface on 158
for a surface or 152
for a surface to 798
for a surfeit of 400
for a surname the 49
for a surplus at 41
for a surplus in 433
for a surplus is 66
for a surplus of 2135
for a surplus on 119
for a surplus or 218
for a surplus to 304
for a suspect in 349
for a suspect or 78
for a suspect to 685
for a swagger to 69
for a swallow of 628
for a swallow or 59
for a swallow to 84
for a sweeper to 42
for a swimmer in 55
for a swimmer or 47
for a swimmer so 63
for a swimmer to 486
for a switching of 73
for a sympathy of 50
for a symptom is 59
for a symptom of 1276
for a symptom or 132
for a symptom to 141
for a synergy of 77
for a synonym of 267
for a synonym or 112
for a synonym to 56
for a systems of 60
for a tabular or 67
for a tadpole to 108
for a takeover by 711
for a takeover in 115
for a takeover is 42
for a takeover of 1114
for a takeover or 163
for a takeover to 66
for a tankard of 750
for a tankful of 198
for a tannery in 49
for a tapered wing 70
for a taxation of 125
for a taxicab in 69
for a taxicab to 213
for a teammate to 509
for a teamster to 100
for a teaspoon of 151
for a tempering of 119
for a tempest in 42
for a tempest of 205
for a tenancy at 115
for a tenancy by 59
for a tenancy in 186
for a tenancy of 205
for a tenancy or 43
for a tenancy to 69
for a terrace in 43
for a terrace of 168
for a terrace or 158
for a terrain of 47
for a terrier to 69
for a tertiary at 43
for a tertiary or 49
for a texture of 74
for a theocracy in 53
for a theologian in 56
for a theologian is 52
for a theologian of 144
for a theologian or 79
for a theologian to 811
for a thickening of 199
for a thirtieth of 63
for a thorough re 1607
for a thousand at 286
for a thousand in 265
for a thousand is 88
for a thousand of 1455
for a thousand on 83
for a thousand or 2453
for a thousand the 55
for a thousand to 559
for a thrombus to 74
for a thursday in 46
for a tibetan to 70
for a toaster or 53
for a toddler at 47
for a toddler in 69
for a toddler is 177
for a toddler or 215
for a toddler to 1196
for a tonnage of 78
for a tornado or 60
for a tornado to 331
for a torpedo to 162
for a torrent of 1124
for a tourist in 173
for a tourist is 46
for a tourist on 45
for a tourist or 164
for a tourist to 1075
for a tracker to 48
for a tractor in 79
for a tractor is 130
for a tractor of 87
for a tractor on 47
for a tractor or 187
for a tractor to 569
for a traffic in 169
for a traffic of 238
for a traffic or 115
for a tragedy as 143
for a tragedy by 181
for a tragedy in 302
for a tragedy is 143
for a tragedy it 62
for a tragedy of 616
for a tragedy on 249
for a tragedy or 218
for a tragedy to 384
for a trailer in 50
for a trailer is 61
for a trailer or 71
for a trailer to 111
for a trained ear 68
for a trainee in 114
for a trainee or 56
for a trainee to 718
for a trainer in 63
for a trainer is 71
for a trainer of 123
for a trainer or 88
for a trainer to 798
for a traitor as 57
for a traitor by 100
for a traitor in 135
for a traitor is 80
for a traitor or 68
for a traitor to 524
for a tramcar to 70
for a tramway in 42
for a tramway or 54
for a tramway to 85
for a tranche is 92
for a tranche of 48
for a transit of 254
for a transit to 134
for a trapper or 44
for a trapper to 184
for a treasure he 67
for a treasure in 226
for a treasure of 258
for a treasure on 42
for a treasure or 42
for a treasure so 42
for a treasure to 56
for a treasury of 131
for a treatise by 118
for a treatise he 61
for a treatise in 199
for a treatise of 489
for a treatise on 4700
for a treatise or 69
for a treatise so 291
for a treatise to 77
for a trellis or 69
for a tribune of 138
for a tribune or 42
for a tribune to 104
for a tribute in 94
for a tribute of 771
for a tribute to 1543
for a trickle of 714
for a trifler or 96
for a trigger is 88
for a trigger to 187
for a trilogy of 274
for a trinity of 211
for a trinket or 88
for a triplet of 153
for a triumph as 218
for a triumph at 97
for a triumph he 56
for a triumph in 298
for a triumph of 947
for a triumph on 74
for a triumph or 60
for a triumph to 126
for a trolley to 110
for a trooper in 64
for a trooper of 58
for a trooper to 129
for a trouble of 59
for a trucker to 118
for a trumped up 44
for a trumpet in 274
for a trumpet of 47
for a trumpet or 59
for a trumpet to 207
for a trustee in 382
for a trustee is 177
for a trustee of 339
for a trustee or 403
for a trustee to 2471
for a tsunami to 101
for a tugboat to 106
for a tumbler of 728
for a tumbler or 46
for a turbine in 51
for a turbine is 154
for a turbine of 232
for a turbine or 61
for a turbine the 55
for a turbine to 70
for a turkish or 49
for a turnoff to 81
for a turnout of 129
for a turnout to 57
for a tutorial at 49
for a tutorial in 80
for a tutorial on 770
for a tutorial or 106
for a twinkle in 139
for a twinkle of 85
for a twinkling of 136
for a twitching of 44
for a typhoon to 45
for a typical cd 66
for a typical in 73
for a typical ion 167
for a typical op 198
for a typical or 170
for a typical pc 221
for a typical rf 44
for a typical si 110
for a typical tv 60
for a typical uk 54
for a typical wing 85
for a tyranny in 64
for a tyranny is 50
for a tyranny of 163
for a tyranny to 78
for a unified or 314
for a uniform in 201
for a uniform of 151
for a uniform or 232
for a uniform to 129
for a unitary or 84
for a useless thing 40
for a usurper to 113
for a utility in 146
for a utility is 116
for a utility of 118
for a utility or 176
for a utility to 1003
for a vacancy as 414
for a vacancy at 453
for a vacancy by 50
for a vacancy if 50
for a vacancy in 2553
for a vacancy is 152
for a vacancy of 86
for a vacancy on 970
for a vacancy or 101
for a vacancy to 579
for a vacation as 318
for a vacation at 1322
for a vacation by 157
for a vacation he 113
for a vacation if 92
for a vacation in 5882
for a vacation is 300
for a vacation of 925
for a vacation on 738
for a vacation or 1450
for a vacation so 99
for a vacation the 88
for a vacation to 1219
for a vaccine in 101
for a vaccine is 143
for a vaccine of 43
for a vaccine or 137
for a vaccine to 579
for a vaginal or 90
for a vagrant as 68
for a valence of 69
for a vampire to 295
for a vanguard of 124
for a vanguard to 71
for a vaquero to 51
for a variable as 275
for a variable at 205
for a variable by 172
for a variable if 181
for a variable in 1391
for a variable is 1665
for a variable of 1330
for a variable on 251
for a variable or 838
for a variable the 55
for a variable to 1666
for a variable we 40
for a variance as 170
for a variance if 61
for a variance in 421
for a variance is 401
for a variance of 384
for a variance on 124
for a variance or 534
for a variance to 899
for a variation in 3455
for a variation is 69
for a variation of 6258
for a variation on 789
for a variation or 249
for a variation to 233
for a variety in 472
for a variety is 88
for a variety of 1024153
for a variety or 343
for a variety to 204
for a varnish to 64
for a vehicle as 147
for a vehicle at 116
for a vehicle by 83
for a vehicle he 53
for a vehicle if 89
for a vehicle in 511
for a vehicle is 302
for a vehicle of 1289
for a vehicle on 448
for a vehicle or 314
for a vehicle the 52
for a vehicle to 3872
for a venetian to 56
for a vengeance on 110
for a venture as 97
for a venture in 494
for a venture is 75
for a venture of 580
for a venture on 62
for a venture or 44
for a venture so 56
for a venture to 282
for a verdict as 269
for a verdict at 192
for a verdict by 224
for a verdict in 1166
for a verdict is 97
for a verdict of 4671
for a verdict on 1058
for a verdict or 90
for a verdict to 317
for a vestige of 312
for a veteran in 91
for a veteran of 500
for a veteran or 73
for a veteran to 414
for a viceroy of 171
for a viceroy to 175
for a victory as 84
for a victory at 505
for a victory by 503
for a victory he 115
for a victory in 1892
for a victory is 110
for a victory it 69
for a victory of 1665
for a victory on 419
for a victory or 173
for a victory so 183
for a victory the 51
for a victory to 498
for a village as 220
for a village at 219
for a village by 122
for a village in 1831
for a village is 269
for a village it 41
for a village of 1451
for a village on 420
for a village or 1600
for a village the 87
for a village to 1343
for a villain if 229
for a villain in 220
for a villain of 54
for a villain or 56
for a villain to 256
for a villein to 105
for a violation by 468
for a violation if 60
for a violation in 173
for a violation is 349
for a violation of 48428
for a violation on 54
for a violation or 238
for a violation to 377
for a violator of 58
for a violator to 72
for a visible king 47
for a visible or 56
for a visitor as 100
for a visitor at 166
for a visitor in 344
for a visitor is 194
for a visitor of 188
for a visitor on 166
for a visitor or 304
for a visitor to 5590
for a vitamin in 44
for a vitamin is 64
for a vitamin or 77
for a vocation as 309
for a vocation by 40
for a vocation in 603
for a vocation is 341
for a vocation of 168
for a vocation or 677
for a vocation so 40
for a vocation to 248
for a volcano in 133
for a volcano to 117
for a voltage as 85
for a voltage in 48
for a voltage of 985
for a voltage or 103
for a voltage to 165
for a voucher of 76
for a voucher to 203
for a voyager to 57
for a vulture is 48
for a vulture to 84
for a walkout of 50
for a warfare of 89
for a warfare on 49
for a warlike or 46
for a warlock to 108
for a warrant as 210
for a warrant at 54
for a warrant by 83
for a warrant if 100
for a warrant in 394
for a warrant is 399
for a warrant of 2763
for a warrant on 283
for a warrant or 472
for a warrant the 224
for a warrant to 7125
for a warship in 63
for a warship of 89
for a warship to 529
for a wastage of 75
for a watcher of 63
for a watcher to 73
for a weakness by 44
for a weakness he 66
for a weakness in 1387
for a weakness it 79
for a weakness of 385
for a weakness on 61
for a weakness or 184
for a weakness to 166
for a wealthier to 57
for a website is 111
for a website on 42
for a website or 119
for a website to 235
for a weekday in 62
for a weekday or 44
for a weekend as 408
for a weekend at 4008
for a weekend by 180
for a weekend he 115
for a weekend if 178
for a weekend in 5656
for a weekend is 188
for a weekend of 6935
for a weekend on 1571
for a weekend or 3247
for a weekend so 474
for a weekend the 112
for a weekend to 2979
for a weekend up 40
for a weighting of 129
for a welcome at 57
for a welcome by 46
for a welcome in 83
for a welcome to 253
for a western or 112
for a western sea 182
for a wetland to 53
for a whiskey or 64
for a whisper in 162
for a whisper of 336
for a whisper to 80
for a whistle or 87
for a whistle to 89
for a whopper of 68
for a widowed or 61
for a widower in 63
for a widower is 48
for a widower of 60
for a widower or 114
for a widower to 456
for a willful or 137
for a windows ce 105
for a windows nt 2195
for a windows or 69
for a windows pc 105
for a wiretap on 109
for a witness at 125
for a witness in 890
for a witness is 193
for a witness of 953
for a witness on 196
for a witness or 401
for a witness the 45
for a witness to 8496
for a woodcut of 65
for a workday of 100
for a workman in 155
for a workman is 63
for a workman of 69
for a workman or 94
for a workman to 2733
for a workout at 178
for a workout in 187
for a workout is 45
for a workout on 126
for a workout or 127
for a workout to 40
for a worsening of 542
for a worship in 41
for a worship of 289
for a worthier foe 62
for a wounded or 100
for a wrapper of 281
for a wrecker to 152
for a wrinkle in 205
for a written or 522
for a wrongdoer to 124
for a wrongful or 86
for b according to 95
for b because he 44
for b because of 54
for b company to 80
for b depends on 61
for c company to 59
for c results in 41
for d because of 65
for d company to 56
for e purpose of 58
for e reduces to 50
for f applies to 130
for f centers in 105
for i account it 108
for i admired the 51
for i adopted the 141
for i alluded to 66
for i appeared to 72
for i approve of 80
for i arrived at 142
for i arrived in 97
for i arrived on 45
for i assumed it 55
for i assumed the 47
for i believe an 66
for i believe as 278
for i believe at 53
for i believe by 68
for i believe he 4674
for i believe if 336
for i believe in 3112
for i believe it 8644
for i believe my 348
for i believe no 2083
for i believe on 54
for i believe so 65
for i believe the 5494
for i believe to 67
for i believe we 1591
for i belonged to 299
for i brought it 79
for i brought my 85
for i brought the 128
for i carried it 58
for i carried my 219
for i carried no 118
for i carried the 337
for i certify to 56
for i chanced to 288
for i cherish the 128
for i climbed the 50
for i command no 40
for i compare the 44
for i confess he 147
for i confess it 527
for i confess my 230
for i confess the 187
for i confess to 922
for i confide in 57
for i confide my 62
for i confine my 66
for i counted it 42
for i counted no 103
for i counted on 243
for i counted the 89
for i crossed the 110
for i daresay he 83
for i daresay it 70
for i daresay the 67
for i daresay we 46
for i decided to 229
for i declare it 88
for i declare the 52
for i declare to 624
for i decline no 40
for i decline to 139
for i delight in 1687
for i delight to 212
for i denotes the 49
for i deserve it 406
for i deserve no 53
for i deserve the 42
for i deserve to 66
for i desired the 50
for i desired to 669
for i despair of 278
for i despise the 117
for i disdain to 94
for i dislike an 42
for i dislike the 307
for i dislike to 274
for i divided my 87
for i divided the 44
for i doubted if 202
for i doubted my 64
for i doubted the 48
for i dropped it 41
for i dropped the 104
for i emitted it 62
for i endeavor to 109
for i enjoyed it 67
for i enjoyed my 66
for i enjoyed the 320
for i entered by 88
for i entered the 113
for i fancied he 87
for i fancied it 120
for i fancied the 88
for i figured it 43
for i foresaw the 144
for i foresee the 128
for i guessed at 48
for i guessed he 68
for i guessed it 114
for i guessed the 96
for i ignored the 51
for i imagine he 120
for i imagine it 256
for i imagine my 70
for i imagine the 221
for i imagine we 85
for i imputed it 44
for i incline to 200
for i include the 81
for i jehovah am 47
for i jehovah thy 141
for i knocked at 144
for i knocked it 344
for i laughed at 43
for i managed the 54
for i managed to 536
for i married the 40
for i measured it 105
for i measured the 348
for i noticed an 46
for i noticed at 57
for i noticed he 190
for i noticed in 44
for i noticed it 90
for i noticed no 60
for i noticed the 291
for i observe he 77
for i observe in 209
for i observe it 88
for i observe the 172
for i offered to 75
for i omitted to 67
for i ordered my 78
for i ordered the 60
for i painted it 61
for i parried it 48
for i persist in 70
for i planned to 215
for i possess no 83
for i possess the 248
for i preached at 42
for i presume he 347
for i presume it 391
for i presume no 83
for i presume the 336
for i presume to 51
for i presume we 70
for i pretend to 401
for i profess the 129
for i profess to 376
for i promise to 259
for i propose to 1029
for i protest as 41
for i protest it 327
for i protest to 576
for i purpose to 335
for i question if 407
for i realized at 72
for i realized he 55
for i realized it 89
for i realized my 81
for i realized the 170
for i receive no 70
for i receive the 49
for i refused to 536
for i rejoice in 259
for i rejoice to 106
for i require an 46
for i require no 58
for i reserve the 90
for i resolve to 97
for i respect the 97
for i scorned to 45
for i searched the 49
for i shudder to 63
for i spurned at 43
for i started at 40
for i started in 106
for i started on 55
for i started to 117
for i stirred the 73
for i stopped at 77
for i studied the 61
for i suppose as 89
for i suppose at 45
for i suppose by 42
for i suppose he 1656
for i suppose if 115
for i suppose in 99
for i suppose it 2497
for i suppose my 248
for i suppose no 510
for i suppose of 42
for i suppose the 2268
for i suppose we 901
for i suspect he 344
for i suspect it 241
for i suspect the 383
for i suspect we 65
for i touched it 77
for i treasure it 97
for i tremble at 82
for i tremble to 82
for i trusted in 146
for i trusted the 53
for i trusted to 59
for i venture to 867
for i visited it 40
for i visited the 58
for i vomited my 51
for i warrant he 109
for i warrant me 50
for i watched it 60
for i watched the 122
for i worship the 42
for k degrees of 120
for k depends on 91
for k samples is 44
for k samples of 49
for n because the 43
for n degrees of 459
for n fixation by 52
for n results in 73
for p according to 90
for p because he 56
for p because of 45
for p depends on 49
for p reduces to 68
for p results in 50
for q reduces to 48
for r depends on 44
for r outside the 50
for r reduces to 87
for r results in 56
for t according to 102
for t purpose of 50
for t reduces to 48
for t results in 48
for t seconds is 89
for t seconds on 45
for v degrees of 331
for x according to 105
for x depends on 131
for x outside the 45
for x percent of 56
for x results in 171
for y depends on 56
for y results in 56
for z results in 42
fry a chicken so 85
fry a handful of 44
fun i decided to 78
fur a quarter of 42
