act done or omitted under 611
any kind of control group 68
any kind of creative writing 96
any kind of decided action 53
any kind of decision about 79
any kind of foreign trade 48
any kind of inquiry about 40
any kind of logical order 72
any kind of logical sense 44
any kind of material which 121
any kind of meaningful change 52
any kind of meaningful social 70
any kind of national unity 72
any kind of persons shall 100
any kind of popular music 66
any kind of problem solving 119
any kind of problem which 51
any kind of program which 47
any kind of question about 72
any kind of radical change 125
any kind of rational thinking 40
any kind of regular basis 226
any kind of religion which 62
any kind of research which 53
any kind of seizure shall 59
any kind of service which 64
any kind of skilled labor 49
any kind of society which 45
any kind of suffering which 87
any kind of support group 77
any kind of teachers could 197
any kind of violence which 41
any kind of worship which 42
any lack of clarity about 82
any lack of respect shown 46
any land or buildings owned 68
any length of absence which 61
any line of conduct which 527
any line of conduct whose 43
any line of inquiry which 52
any line of railway which 78
any list so settled shall 76
any loan or advance shall 80
any loss of revenue which 65
any loss or damages arising 2673
any loss or expense arising 56
any loss or expense which 129
any lost or damaged goods 45
any loud or unusual noise 174
any mark of sympathy which 45
any means at present known 140
any means be brought about 60
any means of address which 113
any means of conveying amelia 42
any means of obtaining money 49
any means of pleasure which 51
any means of reminding people 43
any means to exclude angela 47
any mode of conduct which 147
any mode of contest where 85
any mode of worship which 67
any need to trouble about 46
any note or written order 52
any other at present known 257
any other by congress would 117
any part in matters which 40
any part of america where 131
any part of america which 102
any part of america would 51
any part of history would 225
any part of ireland where 66
any part of ireland which 52
any part or product thereof 94
any plan or program under 64
any race or national group 98
any rate at certain times 67
any rate in certain cases 332
any rate in certain parts 74
any rate in general terms 49
any risk of official state 44
any rule of conduct which 96
any sale or exchange shall 43
any seed or seminal parts 68
any ship of inferior force 43
any show of weakness would 44
any sign of weakness could 49
any sign of weakness might 48
any sign of weakness would 219
any soil or smoother shelf 99
any sort of aesthetic doubt 73
any sort of behavior which 43
any sort of company gives 72
any sort of conduct which 61
any sort of decision about 40
any sort of logical order 52
any sort of material which 49
any sort of poetical merit 50
any sort of question about 50
any sort of radical change 44
any sort of regular basis 159
any sort of rubbish which 57
any sort of sincere human 60
any sort of society within 63
any sort of theoretic light 48
any sort of victual which 126
any suit to present could 48
any theory of eternal fixed 51
any theory of history which 46
any theory of language which 67
any theory of society which 52
any threat to national unity 63
any time be brought about 46
any time be brought under 46
any time be reduced below 145
any time the company shall 77
any time the engineer shall 58
any time to justify every 60
any town or society within 50
any town or village green 240
any town or village where 215
any town or village which 108
any town or village within 106
any type of behavior which 84
any type of material which 56
any type of popular music 64
any type of problem solving 58
any type of radiation which 46
any type of research study 64
any view of religion which 61
any will or codicil which 317
any wise be brought about 179
any word of censure shall 42
any word of general blame 47
any work of travels within 72
any work or service which 740
any worn or damaged parts 120
any writ or process shall 113
any writ or process thereon 235
area along the adriatic coast 54
area along the columbia river 55
area along the northern coast 87
area along the northern shore 46
area along the pacific coast 247
area along the pacific shore 52
area along the potomac river 53
area along the southern coast 83
area along the southern shore 64
area along the western coast 82
area along the western shore 58
are able in certain cases 61
are able to achieve anything 60
are able to achieve goals 75
are able to achieve lower 72
are able to achieve social 47
are able to achieve unity 41
are able to achieve within 50
are able to attract funds 54
are able to attract large 116
are able to attract people 60
are able to attract threads 41
are able to benefit fully 44
are able to collect about 45
are able to collect money 43
are able to comfort others 69
are able to compare notes 57
are able to conquer under 63
are able to consume large 89
are able to control costs 56
are able to control large 49
are able to control others 83
are able to convert light 141
are able to deliver large 47
are able to develop close 134
are able to develop fully 45
are able to develop healthy 42
are able to develop large 41
are able to develop social 47
are able to develop strong 104
are able to develop trust 51
are able to develop under 71
are able to develop within 49
are able to dictate terms 133
are able to discern which 85
are able to exchange genes 104
are able to exchange views 55
are able to explain about 64
are able to express every 50
are able to extract large 45
are able to extract rents 50
are able to extract water 98
are able to forgive others 114
are able to function again 43
are able to function quite 212
are able to function under 73
are able to function within 227
are able to imitate facial 43
are able to imitate human 43
are able to increase wages 40
are able to inspire others 101
are able to journey thither 57
are able to observe about 52
are able to operate quite 47
are able to operate under 146
are able to operate within 287
are able to perform basic 89
are able to perform quite 66
are able to perform tasks 317
are able to persist under 42
are able to predict quite 53
are able to predict where 50
are able to predict which 127
are able to problem solve 57
are able to process large 83
are able to produce about 119
are able to produce either 69
are able to produce forms 56
are able to produce fruit 42
are able to produce goods 212
are able to produce large 373
are able to produce light 209
are able to produce quite 44
are able to produce seeds 87
are able to produce small 75
are able to produce sound 113
are able to produce under 65
are able to produce viable 63
are able to produce words 46
are able to produce works 48
are able to provide about 45
are able to provide basic 172
are able to provide funds 47
are able to provide goods 58
are able to provide input 86
are able to provide large 68
are able to provide proof 49
are able to provide short 41
are able to provide sound 45
are able to provide valid 44
are able to quickly adapt 63
are able to recover after 45
are able to respond fully 43
are able to specify which 52
are able to support fetal 71
are able to support growth 47
are able to support large 88
are able to survive after 42
are able to survive longer 179
are able to survive under 369
are able to survive until 77
are able to survive where 47
are able to survive within 140
are able to sustain large 50
are able to utilize light 111
are acts of certain parts 46
are acts of violence rather 204
area during the classic period 110
area during the colonial period 248
area during the devonian epoch 49
area during the postwar period 51
area from the earliest times 124
area from the outside world 212
area from the vantage point 51
are along the following lines 283
are along the northern coast 61
are along the pacific coast 50
are along the southern coast 94
are along the southern shore 43
are also in ascending order 50
are also in general above 56
are also in private hands 76
are also in visible peril 58
are also of especial value 45
are also of extreme value 61
are also of immense value 95
are also of limited value 358
are also of several kinds 70
are also of several sorts 49
are also of several types 72
are also the central themes 40
are also the earliest known 40
are also the factors which 161
are also the fastest growing 378
are also the following words 55
are also the greatest people 44
are also the heaviest users 56
are also the largest group 103
are also the primary cause 72
are also the sectors where 45
are among the animals which 93
are among the artists whose 51
are among the biggest users 98
are among the blacker souls 63
are among the busiest people 56
are among the central themes 87
are among the criteria which 45
are among the devices which 70
are among the diseases which 105
are among the earliest births 68
are among the earliest forms 235
are among the earliest greek 40
are among the earliest known 619
are among the earliest signs 263
are among the earliest types 54
are among the earliest which 119
are among the earliest words 48
are among the earliest works 188
are among the factors causing 49
are among the factors cited 45
are among the factors which 1988
are among the fastest growing 3772
are among the fastest known 57
are among the features which 200
are among the fossils known 46
are among the greatest evils 63
are among the greatest gifts 90
are among the greatest helps 44
are among the greatest names 107
are among the greatest needs 59
are among the greatest pests 50
are among the greatest social 67
are among the greatest threats 168
are among the greatest works 300
are among the hardest working 258
are among the heaviest users 233
are among the highest forms 64
are among the highest found 133
are among the highest known 124
are among the highest rated 102
are among the highest rates 46
are among the highest users 59
are among the hottest stars 55
are among the illegal modes 45
are among the largest birds 89
are among the largest cells 172
are among the largest firms 91
are among the largest found 85
are among the largest group 58
are among the largest known 434
are among the largest lakes 61
are among the largest trees 95
are among the largest users 263
are among the largest which 53
are among the matters which 127
are among the measures taken 55
are among the measures which 130
are among the motives which 65
are among the noblest which 130
are among the noblest works 74
are among the objects which 159
are among the persons cited 52
are among the poorest people 494
are among the primary goals 93
are among the primary tools 43
are among the results which 54
are among the richest fishing 86
are among the richest known 43
are among the richest people 262
are among the slowest growing 154
are among the species which 110
are among the tallest people 129
are among the tallest trees 103
are among the writers whose 147
are arcs of circles passing 57
are arcs of circles which 40
are arcs of circles whose 51
are areas of concern which 50
are areas of research which 41
are asking the question about 40
area will be brought under 89
are born in roughly equal 41
are born to endless night 347
are born to inquire after 45
are born to married women 42
are cast in general terms 85
are cast in language which 97
are clad in neutral tints 53
are done at certain times 43
are done in reverse order 42
are eaten by animals which 73
are eaten by several kinds 46
are facing the greatest danger 45
are fled to brutish beasts 56
are fond of depicting about 87
are free as princes within 43
are free of capital gains 83
are free to bargain about 140
are free to believe anything 59
are free to combine again 77
are free to diffuse within 79
are free to discuss anything 49
are free to migrate within 40
are free to operate within 65
are free to publish books 97
are free to vibrate about 50
are from the balance sheet 55
are from the british isles 156
are from the central bureau 55
are from the dreadful facts 52
are from the earliest period 47
are from the earliest times 63
are from the federal bureau 72
are from the federal trade 75
are from the following books 69
are from the following works 80
are from the general social 98
are from the literal sense 116
are from the national bureau 90
are from the national crime 58
are from the natural world 88
are from the outside world 115
are from the pacific coast 61
are from the poetical works 194
are from the present study 88
are from the sources cited 80
are from the supreme court 54
are from the uniform crime 51
are from the vantage point 44
are from the western world 49
are full of anxiety about 97
are full of concern about 110
are full of defects which 54
are full of details about 297
are full of details which 54
are full of enjoyed meanings 85
are full of genuine feeling 78
are full of graphic power 245
are full of heavenly stuff 67
are full of helpful hints 40
are full of legends about 76
are full of national pride 50
are full of natural beauty 43
are full of natural forts 168
are full of objects which 42
are full of phrases which 49
are full of remarks about 80
are full of remarks which 76
are full of reports about 221
are full of similar cases 46
are full of stories about 1797
are full of stories which 102
are full of thoughts about 45
are good at problem solving 165
are hard to imagine today 68
are heard in federal court 47
are held an especial haunt 60
are held as treasury stock 169
are held at certain times 76
are held by central banks 54
are held by persons whose 75
are held by savages about 41
are held in custody until 47
are held in position either 50
are held in position until 66
are held in position while 52
are held in private hands 95
are held in private homes 277
are held in reserve until 137
are here to discuss today 58
are high in caloric value 70
are high in dietary fiber 167
are high in natural sugar 63
are high in refined sugar 94
are high in soluble fiber 195
are high in soluble salts 54
are just as adamant about 49
are just as careful about 67
are just as excited about 99
are just as popular today 86
are just as worried about 149
are kept in contact until 40
are kept in perfect order 514
are kept in reserve until 57
are keys to puzzles which 51
are laid in shallow water 135
are laws to protect people 63
are left in position until 86
are left in private hands 279
are left to moulder under 57
are left to provide shade 41
are like the ancient greek 54
are like the contour lines 57
are like the figures which 61
are like the flowers which 59
are like the peaceful light 46
are like the withered leaves 50
are living in foreign lands 74
are living in poverty today 48
are living in refugee camps 166
are living on incomes below 133
are lost in exceeding light 47
are lost or damaged after 42
are lost or damaged while 161
are lots of legends about 41
are lots of orchids known 41
are lots of stories about 474
are made at certain times 56
are made at national level 70
are made by foreign firms 60
are made by persons whose 59
are made by private firms 94
are made by several firms 154
are made by several people 46
are made in certain cases 106
are made in certain parts 49
are made in general terms 196
are made in journal style 48
are made in reverse order 58
are made in sections which 61
are made in several forms 372
are made in several lengths 57
are made in several parts 174
are made in several sizes 1128
are made in several types 217
are made in smaller sizes 56
are made of acrylic resin 99
are made of buffalo hides 41
are made of buffalo skins 49
are made of certain canes 73
are made of closely woven 66
are made of colored glass 114
are made of colored paper 53
are made of dressed stone 62
are made of frosted glass 44
are made of machine steel 63
are made of material which 133
are made of optical glass 89
are made of plaited straw 45
are made of precious metal 177
are made of precious stone 43
are made of pressed steel 341
are made of seamless steel 133
are made of several kinds 107
are made of several parts 60
are made of several sizes 49
are made of several types 56
are made of similar stuff 88
are made of smaller parts 47
are made of smaller units 61
are made of stained glass 135
are made of stamped steel 59
are made of sterner stuff 1748
are made of stronger stuff 143
are made of tightly woven 42
are made of tougher stuff 98
are made of tubular steel 62
are made of tungsten steel 87
are made of vitreous china 141
are made of wrought steel 78
are made on similar lines 55
are made to protect people 52
are made to revolve about 135
are made to revolve round 156
are made to satisfy needs 44
are making the decision about 59
are making the election under 122
are making the problem worse 89
are many in foreign lands 42
are means of producing social 57
are meant to protect people 80
are moving in scarlet lines 225
are much the largest group 46
are only at present speaking 69
are only in general terms 43
are only in natural light 117
are only in painful doubt 71
are only of limited value 1855
are only the advance guard 74
are only the beginning point 40
are only the extreme cases 118
are only the outward forms 83
are only the outward signs 348
are only the profits arising 58
are only the vessels which 74
are only the visible signs 59
are open at certain times 49
are open to foreign ships 51
are open to foreign trade 249
are open to question since 86
are orbs of heavenly frame 49
are paid or accrued within 92
are paid the highest wages 73
are part of broader social 60
are part of complex social 47
are paying the highest price 105
are poor in material goods 54
are poor in worldly goods 76
are reading an article about 60
are reading the popular author 58
are ready to believe anything 580
are ready to believe every 88
are ready to forgive others 44
are ready to receive every 63
are ready to receive hints 69
are ready to receive jesus 46
are reaping the harvest which 49
are rich in calcium salts 50
are rich in details about 51
are rich in dietary fiber 90
are rich in mineral salts 190
are rich in natural beauty 83
are rich in nucleic acids 147
are rich in organic acids 47
are rich in soluble fiber 318
are rich in soluble salts 45
are rich in worldly goods 47
are said to average about 135
are said to consume about 54
are said to contain about 239
are said to contain goods 194
are said to contain nearly 55
are said to contain small 56
are said to operate under 91
are said to produce about 61
are said to produce borax 87
are said to require twice 66
are seen as equally valid 125
are seen as factors which 46
are seen as occurring within 50
are seen as operating within 61
are seen as related parts 57
are seen in certain types 43
are seen in chronic renal 40
are seen in several parts 66
are seen in stained smears 51
are seen in typhoid fever 47
are seen to contain large 112
are seen to contain small 60
are seen to operate within 76
are sent to distant parts 64
are sent to foreign lands 47
are sent to schools where 84
are sets of beliefs about 63
are sets of ordered pairs 197
are sins of omission rather 65
are sold at reduced rates 224
are sold by private treaty 47
are sold in markets where 62
are sold in several forms 55
are sold to provide funds 56
are such as addison would 145
are such as connect words 46
are such as display human 59
are such as usually occur 44
are sure to embrace every 59
are taking an increasing share 361
are taking the following steps 155
are tearing the country apart 61
are there the general costs 77
are there to protect people 61
are those of ancient egypt 49
are those of animals which 131
are those of chronic renal 48
are those of married women 41
are those of natural stone 121
are those of omission rather 116
are those of sigmund freud 76
are those of species which 60
are those of typhoid fever 56
are told in advance about 57
are told in general terms 247
are told the following about 44
are told the following story 80
are told to respect rather 71
are true in certain cases 189
are trying to achieve change 93
are trying to achieve goals 56
are trying to attract people 78
are trying to collect money 46
are trying to control costs 66
are trying to deceive others 69
are trying to develop drugs 57
are trying to educate people 80
are trying to explain human 42
are trying to impress others 67
are trying to impress people 60
are trying to restore order 65
are trying to squeeze every 56
are upon an average about 75
are upon the statute books 70
are used as carrier gases 64
are used as chapter headings 57
are used as defined above 46
are used as furnace heater 126
are used as general terms 145
are used as general words 54
are used as generic terms 174
are used as marketing tools 57
are used as pasture lands 62
are used as research tools 126
are used as retaining walls 48
are used as screening tests 146
are used as subject headings 130
are used as variable names 72
are used at certain times 78
are used by central banks 54
are used by several people 57
are used in certain cases 268
are used in certain forms 54
are used in certain kinds 119
are used in certain parts 116
are used in certain types 264
are used in chinese cooking 175
are used in extreme cases 66
are used in foreign trade 102
are used in machine shops 95
are used in machine tools 106
are used in medical imaging 51
are used in operating rooms 64
are used in problem solving 268
are used in producing goods 72
are used in reverse order 183
are used in roughly equal 44
are used in schools today 65
are used in several cases 41
are used in several forms 115
are used in several parts 78
are used in several types 144
are used in shallow water 129
are used in smaller doses 41
are used in systems where 136
are used on machine tools 114
are used to achieve goals 85
are used to address people 55
are used to attract mates 61
are used to attract people 40
are used to capture small 84
are used to collect blood 75
are used to collect light 41
are used to collect water 68
are used to compute total 111
are used to conduct water 50
are used to connect lengths 51
are used to connect local 55
are used to connect nodes 62
are used to connect parts 72
are used to connect pipes 80
are used to connect users 40
are used to connect words 309
are used to control acute 71
are used to control blood 108
are used to control costs 64
are used to control large 62
are used to control light 47
are used to control motion 40
are used to control nausea 45
are used to control others 51
are used to control people 70
are used to control pests 219
are used to control plant 197
are used to control power 45
are used to control small 49
are used to control water 180
are used to control weeds 401
are used to control which 155
are used to control women 62
are used to correct myopia 95
are used to deliver drugs 55
are used to deliver water 145
are used to diagnose acute 52
are used to diagnose brain 48
are used to enclose words 267
are used to enhance learning 49
are used to enlarge holes 41
are used to exchange routing 138
are used to exclude women 53
are used to explain human 94
are used to explain social 70
are used to express action 65
are used to express either 49
are used to express facts 62
are used to express meanings 56
are used to express moral 49
are used to express social 55
are used to express strong 92
are used to finance fixed 108
are used to finance loans 42
are used to finance local 110
are used to finance social 82
are used to finance trade 50
are used to improve blood 46
are used to improve water 43
are used to inclose words 110
are used to increase blood 59
are used to increase sales 58
are used to inquire about 66
are used to justify social 74
are used to perform basic 88
are used to perform tasks 239
are used to predict later 42
are used to predict weather 43
are used to predict which 112
are used to present facts 69
are used to prevent blood 56
are used to prevent motion 71
are used to prevent people 47
are used to prevent water 207
are used to process large 71
are used to produce about 41
are used to produce color 82
are used to produce crops 42
are used to produce either 140
are used to produce final 92
are used to produce goods 1090
are used to produce large 209
are used to produce light 131
are used to produce local 44
are used to produce motion 52
are used to produce paper 60
are used to produce parts 81
are used to produce power 82
are used to produce rapid 43
are used to produce sales 197
are used to produce sleep 206
are used to produce small 133
are used to produce smooth 52
are used to produce sound 168
are used to produce steel 123
are used to produce strong 42
are used to produce water 97
are used to produce white 49
are used to project laser 127
are used to promote growth 89
are used to promote learning 68
are used to promote sales 54
are used to promote sleep 60
are used to promote social 57
are used to protect crops 75
are used to protect large 53
are used to protect metal 97
are used to protect people 118
are used to protect steel 107
are used to provide added 96
are used to provide basic 72
are used to provide color 51
are used to provide extra 171
are used to provide fault 93
are used to provide funds 90
are used to provide goods 86
are used to provide input 175
are used to provide light 66
are used to provide loans 74
are used to provide local 72
are used to provide power 233
are used to provide quick 62
are used to provide rapid 76
are used to provide shade 48
are used to provide short 61
are used to provide smooth 41
are used to provide social 57
are used to provide space 97
are used to provide users 77
are used to provide water 200
are used to recover waste 49
are used to reflect light 167
are used to relieve acute 74
are used to relieve itching 108
are used to replace blood 104
are used to replace fluid 68
are used to replace human 46
are used to replace missing 136
are used to replace nouns 69
are used to restore blood 52
are used to satisfy human 157
are used to satisfy needs 44
are used to specify amino 99
are used to specify where 97
are used to specify which 364
are used to support large 68
are used to support learning 99
are used to support loads 47
are used to support local 79
are used to support roofs 46
are what the apostle calls 41
are what the chemist calls 44
are what the country needs 73
are what the supreme court 90
are wont to actuate human 79
are wont to perplex rather 98
are wont to provoke either 60
are worn by married women 71
are worth the closest study 45
are worth the present value 59
arm ever so lightly round 204
arm from the curtain which 74
art fled to brutish beasts 1391
art from an aesthetic point 50
art from the ancient world 96
art from the colonial period 150
art from the earliest period 74
art from the earliest times 499
art from the vantage point 84
ask what he himself would 49
ask what the patient would 47
ask what the results would 97
awl into an exposed nerve 181
