if any changes occurred in 73
is too little rainfall to 42
is too little regarded by 86
is too little regarded in 88
is too readily accepted as 156
is too readily accepted by 91
is too readily inclined to 57
is too stupid properly to 47
is too widely diffused to 58
is who should comprise the 41
is why special attention is 60
is with feelings containing no 44
is with mental progress as 44
is yet another approach to 475
is yet another argument in 271
is yet another argument to 63
is yet another casualty of 49
is yet another category of 568
is yet another challenge to 173
is yet another condition of 105
is yet another dimension in 48
is yet another dimension of 666
is yet another dimension to 718
is yet another direction in 130
is yet another evidence of 258
is yet another exception to 43
is yet another exercise in 69
is yet another extension of 121
is yet another hallmark of 54
is yet another instance in 383
is yet another instance of 3873
is yet another landmark in 64
is yet another monument to 44
is yet another objection to 187
is yet another obstacle in 50
is yet another obstacle to 228
is yet another parallel to 46
is yet another partition of 48
is yet another portrait of 42
is yet another property of 92
is yet another reminder of 589
is yet another reminder to 40
is yet another response to 82
is yet another situation in 106
is yet another strategy to 56
is yet another treatment of 73
is yet further enhanced by 54
is yet further evidence of 364
is yet further increased by 98
is yet little evidence of 46
is yet wholly engrossed in 118
is yet wholly ignorant of 185
it and become attached to 44
it and become conscious of 50
it and become involved in 95
it and called attention to 79
it and mocked antonius so 65
it and seemed prepared to 68
it and should therefore be 94
it any effect produced by 51
it are always traceable to 48
it are deemed rejected at 46
it being always followed by 53
it being always intended the 44
it being always possible to 136
it being clearly dangerous to 65
it being common practice to 68
it being hardly possible it 62
it being hardly possible to 206
it being highly agreeable to 120
it being justly esteemed an 283
it being seldom possible to 111
it being thought contrary to 52
it being thought dangerous to 55
it can always continue to 48
it can become attached to 86
it can become conscious of 150
it can become dangerous if 63
it can become dangerous to 52
it can become involved in 114
it can become manifest to 52
it can become possible to 191
it can better withstand the 85
it can direct attention to 83
it can greatly simplify the 108
it can happen anywhere in 43
it can hardly continue to 81
it can hardly surprise us 154
it can hardly therefore be 50
it can scarce possibly do 50
it can without rashness be 45
it did almost entirely of 47
it did become involved in 56
it did become possible to 125
it did indeed distress me 46
it did little directly to 40
it does almost entirely of 82
it does almost entirely on 41
it does become possible to 367
it does clearly indicate the 46
it does direct attention to 164
it does incite humanity to 69
it does morbid products in 58
it does relate directly to 43
it does remain possible to 63
it each person employed in 76
it for buried treasures of 91
it for initial selection at 136
it had almost overcome me 40
it had almost returned to 60
it had already accepted the 52
it had already achieved in 92
it had already achieved the 72
it had already acquired an 115
it had already acquired by 56
it had already acquired in 138
it had already acquired the 263
it had already advanced to 47
it had already approved the 44
it had already attained in 73
it had already attained the 43
it had already attained to 56
it had already beguiled the 104
it had already declined to 72
it had already deprived the 46
it had already devolved on 99
it had already disposed of 45
it had already embarked on 105
it had already exceeded the 112
it had already happened in 200
it had already happened to 146
it had already increased to 73
it had already invested in 57
it had already obtained the 49
it had already occurred in 90
it had already occurred to 742
it had already produced an 65
it had already produced the 48
it had already provided the 46
it had already ratified the 42
it had already received an 69
it had already received in 50
it had already received the 286
it had already resulted in 67
it had already returned to 64
it had already threatened to 41
it had always depended on 116
it had always happened in 41
it had always inclined to 56
it had always intended to 97
it had always occurred to 44
it had always promised to 40
it had always regarded as 187
it had always remained in 45
it had always remained the 53
it had always somewhat in 44
it had annual revenues of 58
it had become accepted as 276
it had become accepted by 68
it had become accepted in 61
it had become apparent at 48
it had become apparent by 283
it had become apparent in 242
it had become apparent the 59
it had become apparent to 3802
it had become attached to 126
it had become conscious of 150
it had become dangerous to 334
it had become dominant in 104
it had become embedded in 138
it had become embodied in 47
it had become enmeshed in 69
it had become entangled in 491
it had become essential to 791
it had become fastened by 235
it had become habitual to 145
it had become involved in 523
it had become manifest in 40
it had become manifest to 192
it had become obnoxious to 48
it had become obsolete in 183
it had become possible by 53
it had become possible in 114
it had become possible to 3995
it had become probably the 44
it had become somewhat of 83
it had become symbolic of 47
it had before ratified the 45
it had called attention to 72
it had calmly produced an 47
it had enough evidence to 127
it had fallen entirely in 103
it had fallen slightly to 74
it had further declined to 89
it had further decreased to 63
it had further increased to 188
it had greatly improved in 43
it had greatly increased in 242
it had greatly increased the 103
it had hardly occurred to 154
it had hardly received on 166
it had little business to 58
it had little capacity to 71
it had little interest in 481
it had little prospect of 174
it had little tendency to 50
it had proved dangerous to 89
it had proved possible to 813
it had rarely occurred to 44
it had ruined thousands of 44
it had seemed destined to 44
it had seemed essential to 59
it had seemed hopeless to 61
it had seemed possible to 419
it had seemed sensible to 102
it had simply occurred to 69
it had struck midnight on 47
it has active energies by 100
it has almost attained the 52
it has almost outlived the 47
it has almost overcome me 73
it has already absorbed the 61
it has already accepted the 95
it has already achieved in 181
it has already achieved the 87
it has already acquired an 43
it has already acquired in 73
it has already acquired the 91
it has already advanced to 53
it has already affected the 99
it has already attained in 72
it has already attained the 117
it has already attained to 147
it has already effected in 51
it has already exceeded the 110
it has already expanded to 40
it has already extended to 78
it has already happened in 424
it has already happened or 45
it has already happened to 306
it has already increased the 61
it has already invested in 123
it has already obtained in 42
it has already obtained the 63
it has already occurred in 248
it has already occurred or 82
it has already occurred to 304
it has already operated as 136
it has already outlived the 47
it has already produced an 94
it has already produced in 102
it has already produced the 122
it has already received an 49
it has already received at 92
it has already received in 111
it has already received the 446
it has already rendered to 47
it has already resulted in 711
it has already returned to 46
it has already suffered in 53
it has already supposed to 210
it has always accepted the 42
it has always afforded me 70
it has always attached to 42
it has always depended on 328
it has always employed to 116
it has always followed the 57
it has always happened in 193
it has always happened so 118
it has always happened to 43
it has always included the 275
it has always insisted on 250
it has always involved the 62
it has always occupied an 72
it has always occupied in 71
it has always occurred in 137
it has always occurred to 111
it has always operated in 130
it has always produced in 42
it has always produced the 67
it has always provided an 42
it has always provided the 50
it has always received the 77
it has always referred to 55
it has always regarded as 231
it has always regarded the 105
it has always remained an 118
it has always remained as 42
it has always remained at 45
it has always remained in 584
it has always remained so 95
it has always remained the 233
it has always reminded me 56
it has always required the 47
it has always resulted in 213
it has always retained the 72
it has always returned to 75
it has always stressed the 66
it has always troubled me 78
it has become absorbed in 55
it has become accepted as 1142
it has become accepted by 120
it has become accepted in 131
it has become accepted to 66
it has become adherent to 207
it has become adjusted to 63
it has become apparent by 42
it has become apparent in 618
it has become apparent to 1930
it has become attached to 376
it has become axiomatic in 128
it has become axiomatic to 115
it has become conscious of 407
it has become critical to 204
it has become dangerous to 216
it has become dominant in 92
it has become embedded in 349
it has become embodied in 130
it has become enmeshed in 102
it has become entangled in 143
it has become epidemic in 41
it has become essential in 54
it has become essential to 1757
it has become habitual or 43
it has become habitual to 381
it has become imbedded in 84
it has become impacted in 46
it has become infected by 48
it has become integral to 91
it has become involved in 540
it has become manifest in 118
it has become manifest to 164
it has become meaningless to 69
it has become obscured by 73
it has become obsolete as 43
it has become obsolete in 111
it has become obsolete or 66
it has become possible at 61
it has become possible by 119
it has become possible in 389
it has become possible to 28986
it has become practice to 146
it has become probably the 99
it has become regarded as 198
it has become relevant to 61
it has become somewhat of 368
it has become somewhat the 41
it has become standard in 138
it has become standard to 439
it has become symbolic of 171
it has called attention to 410
it has caused problems in 44
it has changed somewhat in 59
it has created problems in 58
it has created problems of 53
it has created thousands of 52
it has deemed essential to 41
it has deeply affected the 128
it has enough capacity to 63
it has enough evidence to 93
it has enough momentum to 44
it has excess reserves of 80
it has failed entirely to 45
it has failed properly to 53
it has fallen relative to 47
it has gained currency in 99
it has gained entrance to 84
it has gained momentum in 74
it has gotten involved in 70
it has greater interest in 52
it has greater potential to 58
it has greatly advanced the 52
it has greatly affected the 100
it has greatly assisted in 42
it has greatly declined in 50
it has greatly decreased in 49
it has greatly enhanced the 112
it has greatly enlarged the 72
it has greatly expanded the 96
it has greatly extended the 62
it has greatly improved in 134
it has greatly improved the 242
it has greatly increased in 399
it has greatly increased of 57
it has greatly increased the 753
it has greatly lessened the 61
it has hardly advanced in 43
it has hardly affected the 40
it has hardly mentioned the 53
it has hardly occurred to 71
it has hardly received the 41
it has helped hundreds of 48
it has helped thousands of 147
it has itself accepted it 124
it has itself examined the 57
it has lately occurred to 75
it has little capacity to 137
it has little directly to 49
it has little interest in 381
it has little operation in 360
it has little prospect of 156
it has little tendency to 501
it has merely increased the 78
it has merely resulted in 56
it has placed emphasis on 58
it has proved essential to 102
it has proved fruitful in 77
it has proved fruitful to 83
it has proved injurious to 74
it has proved possible by 59
it has proved possible in 267
it has proved possible to 8482
it has proved valuable as 49
it has proved valuable in 191
it has proved valuable to 85
it has proven possible to 865
it has proven valuable in 61
it has proven valuable to 46
it has raised questions as 40
it has rarely occurred to 63
it has rarely received the 73
it has reached maturity it 52
it has seemed essential to 167
it has seemed possible to 596
it has seemed sensible to 107
it has seemed simplest to 54
it has seldom happened to 63
it has seldom occurred to 92
it has served thousands as 122
it has simply declined to 77
it has simply resulted in 43
it has something definite to 55
it has something valuable as 82
it has something valuable to 55
it has vastly improved the 52
it has vastly increased in 43
it has vastly increased the 172
it has wholly engrossed the 101
it hath already obtained the 149
it her special business to 84
it his special business to 722
it his special province to 53
it its proper interest in 48
it its special business to 142
it lay almost lifeless on 63
it lay gently agitated by 48
it may afford evidence of 104
it may always continue so 95
it may become accepted as 57
it may become adherent to 222
it may become apparent in 90
it may become apparent to 297
it may become attached to 211
it may become conscious of 121
it may become dangerous to 78
it may become embedded in 63
it may become entangled in 100
it may become entirely so 51
it may become essential to 186
it may become imbedded in 69
it may become impacted in 70
it may become infamous in 190
it may become infected by 56
it may become involved in 215
it may become manifest in 94
it may become manifest to 48
it may become possible in 133
it may become possible to 6112
it may become probable by 883
it may become relevant to 71
it may better withstand the 45
it may compel citizens to 57
it may depend entirely on 55
it may differ somewhat in 96
it may direct attention to 136
it may escape detection by 58
it may excite surprise to 57
it may follow exposure to 92
it may hardly resemble it 41
it may merely indicate the 86
it may oppose whatever it 115
it may remain attached to 134
it may remain confined to 137
it may remain constant in 79
it may remain constant or 89
it may remain possible to 74
it may remain straight at 63
it may safely continue to 144
it may simply indicate the 122
it may without rashness be 48
it not always possible to 274
it not another instance of 82
it not become possible to 40
it not itself outstrip the 41
it not justly supposed to 108
it not merely obnoxious to 40
it not needed whenever it 91
it not strange concerning the 2451
it now appears possible to 386
it now became apparent to 79
it now became possible to 1439
it now seemed possible to 304
it now stands consists of 101
it our special business to 88
it out before committing to 40
it out without destroying the 49
it out without swallowing it 46
it put greater emphasis on 46
it she became conscious of 68
it that sudden distrust in 77
it that without evidence of 42
it then became apparent to 55
it then became possible to 1112
it then become possible to 63
it then proved possible to 52
it thus became possible to 552
it too little elevation to 85
it two little sketches on 104
it was almost circular in 56
it was almost comforting to 58
it was almost complete by 42
it was almost confined to 304
it was almost criminal to 103
it was almost dangerous to 185
it was almost entirely an 144
it was almost entirely by 84
it was almost entirely in 344
it was almost entirely of 98
it was almost entirely on 139
it was almost entirely the 341
it was almost entirely to 70
it was almost essential to 419
it was almost expected of 44
it was almost hopeless to 656
it was almost humiliating to 79
it was almost indecent to 113
it was almost midnight by 76
it was almost obscured by 45
it was almost opposite the 54
it was almost parallel to 54
it was almost possible to 1993
it was almost regarded as 120
it was almost staggering to 56
it was almost straight up 45
it was almost suicidal to 60
it was almost terrifying to 46
it was already accepted as 66
it was already accepted by 52
it was already accepted in 52
it was already apparent by 83
it was already apparent in 217
it was already apparent to 354
it was already complete in 48
it was already disposed of 54
it was already disposed to 50
it was already embedded in 42
it was already embodied in 62
it was already implicit in 316
it was already included in 191
it was already inherent in 41
it was already intended to 40
it was already involved in 182
it was already mentioned by 48
it was already mentioned in 365
it was already mentioned the 76
it was already observed by 42
it was already observed in 71
it was already obsolete in 59
it was already occupied by 1333
it was already possible in 62
it was already possible to 1799
it was already prepared to 90
it was already promised to 60
it was already proposed to 54
it was already referred to 101
it was already regarded as 615
it was already reported in 85
it was already supposed to 43
it was already threatened by 79
it was always accepted as 47
it was always admitted to 49
it was always agreeable to 188
it was always attended by 76
it was always beautiful to 42
it was always believed by 54
it was always believed to 77
it was always comforting to 131
it was always composed of 85
it was always confined to 140
it was always conscious of 81
it was always dangerous to 579
it was always designed to 83
it was always destined to 123
it was always directed at 63
it was always directed to 70
it was always doubtful if 78
it was always essential to 105
it was always followed by 572
it was always followed in 59
it was always governed by 64
it was always gratifying to 50
it was always implicit in 83
it was always included in 100
it was always inspired by 45
it was always intended as 247
it was always intended at 42
it was always intended by 41
it was always intended to 865
it was always observed in 60
it was always occupied by 75
it was always possible by 76
it was always possible he 95
it was always possible in 114
it was always possible the 80
it was always possible to 8950
it was always preceded by 238
it was always prepared to 119
it was always proposed to 57
it was always referred to 854
it was always refreshing to 92
it was always regarded as 1768
it was always regarded by 131
it was always required of 65
it was always resorted to 63
it was always returned to 64
it was always situated in 41
it was always supposed the 85
it was always supposed to 547
it was always surprising to 97
it was always tempered by 146
it was always threatened by 59
it was another daughter of 40
it was another evidence of 121
it was another instance of 723
it was another reminder of 111
it was barely adequate to 41
it was barely mentioned in 141
it was barely possible he 79
it was barely possible to 1795
it was become essential to 66
it was becoming apparent by 78
it was becoming apparent in 85
it was becoming apparent to 1094
it was becoming conscious of 41
it was becoming dangerous to 136
it was becoming essential to 151
it was becoming involved in 42
it was becoming possible to 727
it was before conscious or 51
it was before supposed to 57
it was better business to 124
it was better equipped to 188
it was better practice to 68
it was better prepared to 107
it was better strategy to 76
it was better therefore to 48
it was boldly asserted by 89
it was busily employed in 43
it was called property or 45
it was caused directly by 55
it was caused entirely by 63
it was clearly apparent to 164
it was clearly contrary to 222
it was clearly dangerous to 74
it was clearly designed as 50
it was clearly designed to 546
it was clearly destined to 53
it was clearly dictated by 114
it was clearly directed at 54
it was clearly entitled to 55
it was clearly erroneous to 53
it was clearly essential to 217
it was clearly expected to 40
it was clearly hopeless to 52
it was clearly implicit in 59
it was clearly inspired by 219
it was clearly intended as 609
it was clearly intended by 153
it was clearly intended to 1480
it was clearly manifest to 44
it was clearly mentioned in 46
it was clearly possible to 344
it was clearly regarded as 385
it was clearly relevant to 50
it was closed violently in 49
it was coldly received by 290
it was common courtesy to 51
it was common currency in 44
it was common practice at 358
it was common practice by 65
it was common practice in 2289
it was common practice of 54
it was common practice on 93
it was common practice to 11058
it was common prudence to 111
it was coolly received by 89
it was courting disaster to 94
it was deemed adequate to 42
it was deemed contrary to 95
it was deemed critical to 44
it was deemed dangerous to 242
it was deemed essential by 239
it was deemed essential to 1430
it was deemed improper to 358
it was deemed injurious to 53
it was deemed judicious to 85
it was deemed needless to 46
it was deemed possible to 576
it was deemed sensible to 53
it was deemed suitable to 55
it was deemed unethical to 56
it was deemed unlawful to 124
it was deemed valuable to 40
it was deeply affected by 173
it was deeply disturbing to 103
it was deeply embedded in 360
it was deeply enmeshed in 42
it was deeply humiliating to 65
it was deeply imbedded in 188
it was deeply indebted to 52
it was deeply involved in 443
it was deeply resented by 179
it was deeply satisfying to 124
it was doubly dangerous to 47
it was doubly grateful to 54
it was eagerly accepted by 145
it was eagerly devoured by 40
it was eagerly embraced by 215
it was eagerly followed by 63
it was eagerly received by 63
it was eagerly welcomed by 108
it was enough awakened to 132
it was fairly abundant in 40
it was fairly entitled to 93
it was fairly hampered in 202
it was farther provided by 47
it was filmed entirely in 53
it was firmly adherent to 103
it was firmly anchored in 99
it was firmly anchored to 46
it was firmly attached to 247
it was firmly believed by 398
it was firmly believed in 479
it was firmly believed the 58
it was firmly believed to 96
it was firmly embedded in 200
it was firmly grounded in 183
it was firmly imbedded in 61
it was firmly rejected by 137
it was firmly resolved to 95
it was flatly rejected by 76
it was flatly rejected in 78
it was fondly believed by 60
it was formed entirely of 67
it was fought entirely on 50
it was freely admitted by 178
it was freely imparted by 81
it was funded entirely by 62
it was further advanced by 40
it was further declared by 71
it was further declared to 72
it was further defended by 61
it was further designed to 41
it was further enhanced by 168
it was further enlarged by 99
it was further enlarged in 46
it was further enlarged to 65
it was further enriched by 120
it was further evidence of 387
it was further expanded by 71
it was further expanded to 101
it was further extended by 102
it was further extended in 65
it was further extended to 479
it was further fostered by 42
it was further hampered by 55
it was further improved by 145
it was further improved in 40
it was further increased by 276
it was further increased to 487
it was further inflamed by 46
it was further intended to 77
it was further modified by 126
it was further modified to 54
it was further ordained by 43
it was further possible to 151
it was further promoted by 53
it was further proposed to 287
it was further provided by 234
it was further provided in 231
it was further purified by 67
it was further required to 55
it was further resolved by 62
it was further resolved to 212
it was gladly accepted by 127
it was gladly received by 65
it was greatly affected by 195
it was greatly assisted by 197
it was greatly enhanced by 257
it was greatly enlarged by 186
it was greatly enlarged in 80
it was greatly enriched by 47
it was greatly esteemed by 45
it was greatly expanded by 58
it was greatly expanded in 66
it was greatly extended by 83
it was greatly hampered by 110
it was greatly improved by 253
it was greatly improved in 149
it was greatly increased by 296
it was greatly increased in 134
it was greatly indebted to 83
it was greatly injurious to 83
it was greatly lessened by 48
it was greatly modified by 101
it was greatly modified in 67
it was hardly accurate to 63
it was hardly adequate to 96
it was hardly affected by 90
it was hardly designed to 62
it was hardly expected he 53
it was hardly expected to 63
it was hardly intended to 62
it was hardly mentioned in 171
it was hardly possible at 116
it was hardly possible he 224
it was hardly possible in 156
it was hardly possible it 78
it was hardly possible the 107
it was hardly possible to 15794
it was hardly prepared to 42
it was hardly probable he 65
it was hardly realistic to 127
it was hardly regarded as 82
it was hardly relevant to 65
it was hardly required to 60
it was hardly sensible to 46
it was hardly surprising he 65
it was hardly surprising if 378
it was hardly surprising in 84
it was hardly surprising the 59
it was hardly surprising to 607
it was heavily attacked by 98
it was heavily defended by 57
it was heavily indebted to 71
it was heavily involved in 351
it was heavily restored in 130
it was heavily weighted in 140
it was highly agreeable to 195
it was highly approved by 97
it was highly approved of 129
it was highly criminal to 84
it was highly critical of 445
it was highly dangerous to 632
it was highly displeasing to 116
it was highly doubtful if 82
it was highly essential to 126
it was highly esteemed as 77
it was highly esteemed by 225
it was highly esteemed in 99
it was highly extolled by 41
it was highly flattering to 107
it was highly gratifying to 570
it was highly improper in 46
it was highly improper on 62
it was highly improper to 505
it was highly injurious to 294
it was highly probable he 599
it was highly probable the 355
it was highly probable we 66
it was highly regarded as 72
it was highly regarded by 221
it was highly regarded in 135
it was highly relevant to 116
it was highly relished by 57
it was highly unlikely he 267
it was highly unlikely the 215
it was highly unlikely to 226
it was ideally situated to 99
it was indeed beautiful to 105
it was indeed designed to 43
it was indeed destined to 64
it was indeed essential to 53
it was indeed gratifying to 58
it was indeed intended to 85
it was indeed possible to 2056
it was indeed proposed to 47
it was indeed refreshing to 83
it was indeed regarded as 116
it was indeed surprising to 70
it was issued contrary to 50
it was issued pursuant to 144
it was itself absorbed by 49
it was itself meditating to 56
it was itself replaced by 43
it was itself selected by 67
it was jokingly referred to 95
it was judged dangerous to 84
it was judged essential to 58
it was judged improper to 99
it was justly entitled to 142
it was justly esteemed at 60
it was justly observed by 186
it was justly regarded as 499
it was justly regarded by 53
it was justly remarked by 97
it was justly retorted on 42
it was lately proposed to 59
it was learned thousands of 182
it was linked directly to 117
it was little affected by 330
it was little attended to 66
it was little compared to 129
it was little disposed to 62
it was little flattering to 90
it was little regarded by 70
it was little surprise to 71
it was luxury compared to 45
it was mainly composed of 767
it was mainly confined to 738
it was mainly designed to 126
it was mainly directed at 81
it was mainly directed to 78
it was mainly effected by 71
it was mainly employed in 41
it was mainly executed in 44
it was mainly financed by 51
it was mainly indebted to 54
it was mainly inspired by 53
it was mainly intended as 77
it was mainly intended to 232
it was mainly occupied by 62
it was manned entirely by 58
it was merely attempting to 61
it was merely betrayed by 54
it was merely designed to 175
it was merely evidence of 78
it was merely intended as 115
it was merely intended by 59
it was merely intended to 672
it was merely referred to 55
it was merely regarded as 224
it was merely replaced by 49
it was merely responding to 78
it was modest compared to 61
it was mostly composed of 174
it was mostly confined to 493
it was mostly directed at 45
it was mostly possible to 43
it was neither agreeable to 74
it was neither intended to 108
it was neither possible to 479
it was normal practice in 148
it was normal practice to 708
it was nowise apparent in 53
it was openly admitted by 41
it was openly admitted in 43
it was openly asserted by 50
it was openly asserted in 44
it was openly critical of 53
it was openly declared by 88
it was openly declared in 42
it was openly declared to 57
it was openly proposed to 98
it was partly composed of 93
it was partly concealed by 66
it was partly designed to 77
it was partly enjoined by 40
it was partly financed by 93
it was partly inspired by 250
it was partly intended to 111
it was partly obscured by 111
it was partly occupied by 92
it was partly replaced by 99
it was passed pursuant to 60
it was peanuts compared to 60
it was peopled increases the 115
it was placed alongside the 53
it was placed directly in 126
it was placed directly on 57
it was placed opposite the 49
it was pointing directly at 193
it was pointing straight at 147
it was pointing straight up 51
it was poorly equipped to 99
it was poorly prepared to 46
it was poorly received by 117
it was proved possible to 120
it was public business or 40
it was pulled forwards by 46
it was rarely employed in 46
it was rarely mentioned by 65
it was rarely mentioned in 194
it was rarely possible to 1532
it was rarely referred to 85
it was rarely resorted to 92
it was readily absorbed by 66
it was readily accepted as 76
it was readily accepted at 40
it was readily accepted by 453
it was readily accepted in 43
it was readily apparent by 87
it was readily apparent in 44
it was readily apparent to 336
it was readily assented to 46
it was readily embraced by 72
it was readily possible to 177
it was safely conveyed to 53
it was safely returned to 51
it was scarce affected by 67
it was scarce possible he 40
it was scarce possible to 1653
it was seldom mentioned in 102
it was seldom possible to 1431
it was seldom referred to 65
it was seldom resorted to 174
it was serious business to 75
it was simply accepted as 123
it was simply attempting to 42
it was simply business as 55
it was simply designed to 95
it was simply evidence of 51
it was simply intended as 86
it was simply intended to 283
it was simply proposed to 60
it was simply referred to 272
it was simply regarded as 345
it was simply replaced by 54
it was simply responding to 42
it was slight compared to 67
it was slowly replaced by 98
it was solely confined to 43
it was someone pretending to 47
it was something concerning the 42
it was something inherent in 91
it was something positive to 74
it was something relative to 139
it was something terrible to 41
it was standing straight up 207
it was striking evidence of 42
it was surely intended to 118
it was surely possible to 110
it was thereby intended to 161
it was thereby possible to 109
it was thought adequate to 50
it was thought contrary to 102
it was thought dangerous by 71
it was thought dangerous to 833
it was thought doubtful if 70
it was thought essential to 763
it was thought hopeless to 69
it was thought improper to 440
it was thought indecent to 67
it was thought infamous to 97
it was thought judicious to 98
it was thought needless to 202
it was thought possible by 69
it was thought possible the 73
it was thought possible to 3401
it was thought probable he 45
it was thought probable the 52
it was thought sensible to 71
it was thought suitable to 110
it was thought unbecoming to 47
it was thought unlikely to 82
it was thought unseemly to 62
it was thought valuable to 43
it was trivial compared to 64
it was warmly approved by 86
it was warmly defended by 59
it was warmly disputed of 70
it was warmly embraced by 55
it was warmly received by 265
it was warmly received in 46
it was warmly seconded by 42
it was warmly welcomed by 374
it was warmly welcomed in 60
it was wholly absorbed in 52
it was wholly composed of 109
it was wholly confined to 123
it was wholly contrary to 160
it was wholly ignorant of 46
it was wholly inspired by 63
it was wholly unsuited to 155
it was widely accepted as 1188
it was widely accepted at 95
it was widely accepted by 373
it was widely accepted in 536
it was widely attacked as 48
it was widely believed at 599
it was widely believed by 728
it was widely believed he 170
it was widely believed in 4267
it was widely believed on 71
it was widely believed the 191
it was widely believed to 805
it was widely diffused in 68
it was widely employed by 53
it was widely employed in 197
it was widely expected to 142
it was widely heralded as 259
it was widely imitated by 46
it was widely imitated in 46
it was widely received as 92
it was widely referred to 147
it was widely regarded as 3312
it was widely regarded in 59
it was widely reported as 62
it was widely reported at 55
it was widely reported by 64
it was widely reported in 823
it was widely reported to 73
it was widely reviewed in 47
it was widely supposed to 55
it was widely welcomed by 41
it was wisely provided by 98
it was wisely resolved to 113
it was without authority to 354
it was without consulting me 77
it was without exception the 165
it was without palliation or 45
it was without parallel in 109
it was wrongly supposed to 40
it with little attention or 43
it with special attention to 71
it with special emphasis on 73
it with sturdy singleness of 51
it with various articles of 49
it yet another instance of 59
it you merely indicate the 43
