cabin caught fire and 50
could neither keep him 47
could neither keep his 73
could neither keep nor 167
could neither keep them 119
could neither kick nor 45
could neither kill nor 225
could neither know nor 677
could neither land nor 55
could neither last nor 47
could neither learn nor 348
could neither leave her 54
could neither leave him 124
could neither leave his 63
could neither leave nor 312
could neither lift his 85
could neither like nor 206
could neither live nor 914
could neither live with 443
could neither look nor 82
could neither look out 596
could neither lose nor 54
could neither love nor 904
could neither make any 113
could neither make head 155
could neither make her 78
could neither make him 113
could neither make his 60
could neither make nor 678
could neither make out 81
could neither make them 78
could neither make use 223
could neither make war 190
could neither make way 148
could neither meet nor 163
could neither meet with 100
could neither mend nor 51
could neither move her 54
could neither move his 131
could neither move nor 3512
could neither move them 44
could neither name nor 325
could neither need nor 140
could neither obey nor 107
could neither open her 83
could neither open nor 265
could neither pass nor 59
could neither plan nor 76
could neither play nor 502
could neither plead nor 58
could neither pray nor 287
could neither pull nor 128
could neither quit his 44
could neither quit nor 46
could neither reach nor 255
could neither rent nor 92
could neither rest nor 580
could neither ride nor 640
could neither rise nor 275
could neither rule nor 103
could neither rule out 40
could neither sail nor 86
could neither save nor 140
could neither scan nor 44
could neither seek nor 106
could neither sell his 67
could neither sell nor 917
could neither sell them 138
could neither send nor 169
could neither sink nor 70
could neither speak for 72
could neither speak nor 7562
could neither stay nor 120
could neither stay out 185
could neither stay with 71
could neither steam nor 71
could neither stem nor 85
could neither step nor 60
could neither stir for 77
could neither stir nor 258
could neither stop him 62
could neither stop his 64
could neither stop nor 437
could neither stop them 47
could neither swim nor 319
could neither take any 90
could neither take her 56
could neither take him 51
could neither take his 41
could neither take nor 266
could neither take off 46
could neither talk nor 867
could neither tame them 54
could neither teach nor 238
could neither tell her 98
could neither tell him 97
could neither tell nor 114
could neither tell them 49
could neither test nor 51
could neither think nor 2048
could neither throw nor 45
could neither turn her 66
could neither turn his 60
could neither turn nor 146
could neither type nor 80
could neither vote for 207
could neither vote nor 1249
could neither wage war 110
could neither wait for 49
could neither wake nor 46
could neither walk nor 2902
could neither want nor 162
could neither ward off 53
could neither wash nor 70
could neither weep nor 272
could neither will nor 138
could neither wish nor 93
could neither work nor 1000
could notice what was 41
could number among her 62
could number among his 443
could number among its 174
could number more than 193
could object here that 202
could object unto his 67
could obtain among them 55
could obtain arms and 79
could obtain bread and 166
could obtain coal and 53
could obtain data for 43
could obtain data that 40
could obtain food and 512
could obtain food for 92
could obtain from all 105
could obtain from any 446
could obtain from each 65
could obtain from her 889
could obtain from him 1965
could obtain from his 985
could obtain from its 182
could obtain from men 127
could obtain from one 539
could obtain from our 104
could obtain from that 131
could obtain from them 1228
could obtain from this 326
could obtain from you 66
could obtain gold for 52
could obtain help and 57
could obtain help for 57
could obtain jobs and 48
could obtain land and 111
could obtain land for 117
could obtain leave for 89
could obtain more and 43
could obtain more for 127
could obtain more than 623
could obtain none for 58
could obtain nothing but 656
could obtain nothing for 97
could obtain only one 446
could obtain only two 250
could obtain only with 74
could obtain peace and 51
could obtain rest and 71
could obtain some idea 71
could obtain such things 42
could obtain their end 41
could obtain their own 242
could obtain their raw 42
could obtain these things 51
could obtain very few 69
could obtain wealth and 43
could obtain what she 70
could obtain what they 436
could obtain what was 154
could obtain work and 72
could obtain work for 56
could occupy more than 165
could occupy only one 261
could oppose nothing but 244
could oppose only his 53
could pardon those who 69
could permit such things 102
could permit what was 81
could pounce upon him 119
could pounce upon them 60
could pretty much get 182
could pretty much run 125
could pretty much say 96
could pretty much see 82
could pretty much set 105
could pretty well get 54
could pretty well read 41
could pretty well see 69
could profit from all 88
could profit from and 49
could profit from any 71
could profit from being 153
could profit from both 55
could profit from each 72
could profit from her 122
could profit from his 555
could profit from its 327
could profit from one 104
could profit from our 105
could profit from that 157
could profit from them 455
could profit from this 817
could profit from using 72
could prolong life and 83
could prolong life for 59
could punish those who 345
could pursue only one 65
could pursue their own 1245
could pursue their way 69
could rarely find any 48
could rarely have had 43
could rarely hope for 53
could rarely keep his 64
could rarely make any 41
could readily cope with 109
could readily find and 50
could readily find him 56
could readily find its 75
could readily find out 115
could readily find that 117
could readily find them 64
could readily have led 52
could readily make his 42
could readily make out 345
could readily make use 203
could readily meet with 56
could readily name and 89
could readily open his 90
could readily part with 109
could readily pass for 99
could readily pick out 121
could readily sell them 50
could readily show that 171
could readily tell that 122
could readily tell you 80
could readily throw men 51
could readily turn his 113
could readily turn out 105
could realize from his 51
could realize just how 54
could realize more than 73
could realize their own 146
could realize what had 1135
could realize what his 49
could realize what she 176
could realize what they 78
could realize what this 40
could realize what was 1629
could recall even now 64
could recall ever being 45
could recall from her 121
could recall from his 354
could recall from that 63
could recall having had 114
could recall having met 40
could recall having read 55
could recall many things 53
could recall more than 203
could recall nothing but 141
could recall nothing that 468
could recall only his 47
could recall only one 2142
could recall only that 421
could recall only too 51
could recall only two 725
could recall seeing her 83
could recall seeing him 156
could recall their own 86
could recall very few 91
could recall what had 199
could recall what she 125
could recall what they 142
could recall what was 56
could recall when she 75
could recall when they 69
could recall word for 55
could recite more than 65
could recite word for 52
could reckon among his 76
could reckon great and 44
could reckon upon being 184
could reckon upon his 54
could reckon when she 110
could record more than 51
could record only one 100
could record their own 132
could record what they 75
could record what was 55
could record your own 44
could redeem from death 40
could reduce cost and 57
could reduce risk and 44
could reduce their own 187
could reduce their tax 247
could reduce their use 51
could refuse nothing that 43
could regain their old 49
could regain their own 61
could regain what they 44
could regard nothing but 74
could regard only with 83
could regret more than 237
could relate many things 85
could relate their own 133
could relate well with 52
could relate what had 83
could relate what they 101
could relish nothing but 57
could remain angry with 61
could remain calm and 246
could remain cool and 71
could remain free and 157
could remain here and 125
could remain here for 221
could remain here with 105
could remain high for 50
could remain idle and 50
could remain like that 43
could remain like this 151
could remain more than 179
could remain only for 121
could remain only one 52
could remain open all 41
could remain open and 130
could remain open for 203
could remain pure and 81
could remain safe and 48
could remain single and 60
could remain there all 129
could remain there and 169
could remain there but 69
could remain there for 541
could remain there long 124
could remain there with 91
could remain what they 76
could remove from her 107
could remove from him 46
could remove from his 160
could remove from one 108
could remove from our 46
could remove from them 46
could remove more than 85
could render life dear 119
could render nothing but 47
could render null and 63
could render their ill 44
could repair their own 64
could report back that 148
could report from his 40
could report home that 42
could report more than 309
could report nothing but 62
could report only one 151
could report only that 777
could report only two 50
could report such things 107
could report what had 90
could report what they 156
could report what was 91
could rescue from his 109
could rescue only one 42
could resign from his 60
could resist only with 90
could result from all 138
could result from any 1644
could result from being 221
could result from both 201
could result from doing 75
could result from each 214
could result from eating 56
could result from her 180
could result from his 675
could result from its 806
could result from long 77
could result from low 357
could result from new 89
could result from non 226
could result from not 211
could result from one 997
could result from our 258
could result from sex 68
could result from that 298
could result from them 309
could result from this 2346
could result from too 462
could result from two 919
could result from use 175
could result from using 477
could result from war 42
could result were one 40
could result when one 101
could resume their old 136
could retain life and 76
could retain more than 136
could retain nothing but 45
could retain only one 260
could retain only with 77
could retain their old 98
could retain their own 351
could retain what they 73
could retire early and 103
could retire from her 42
could retire from his 128
could retire from this 45
could retire into his 84
could retire there and 40
could retire when they 74
could retort upon his 67
could retreat from her 41
could retreat from his 75
could retreat into her 76
could retreat into his 98
could retreat when they 55
could return from her 50
could return from his 288
could return good for 110
could return here and 74
could return home and 1369
could return home each 63
could return home for 281
could return home that 50
could return home with 871
could return into its 56
could return more than 92
could return only one 70
could return only with 76
could return some day 41
could return there and 68
could return there for 41
could return when she 51
could return when they 82
could review what had 51
could reward those who 109
could rewind time and 47
could safely call him 43
could safely come out 141
could safely defy any 44
could safely give him 79
could safely give his 59
could safely give them 52
could safely leave all 83
could safely leave for 54
could safely leave her 285
could safely leave him 244
could safely leave his 308
could safely leave that 147
could safely leave them 230
could safely leave this 48
could safely look for 44
could safely make his 122
could safely make this 52
could safely make use 98
could safely part with 56
could safely play with 45
could safely reach that 56
could safely rely for 48
could safely rest his 41
could safely ride out 68
could safely rule out 67
could safely stay with 42
could safely swear that 226
could safely take her 93
could safely take his 90
could safely take off 55
could safely take them 92
could safely take this 68
could safely tell her 68
could safely throw off 51
could safely turn his 76
could safely vote for 73
could safely wait for 136
could scarce drag one 50
could scarce ever get 92
could scarce find any 73
could scarce find his 84
could scarce find its 61
could scarce find one 133
could scarce free her 90
could scarce have any 114
could scarce have got 91
could scarce have had 449
could scarce help but 95
could scarce hold her 135
could scarce hold him 179
could scarce hold his 75
could scarce hold out 152
could scarce hold them 50
could scarce hope for 166
could scarce keep her 157
could scarce keep him 158
could scarce keep his 301
could scarce keep off 66
could scarce keep them 56
could scarce know him 49
could scarce lift his 74
could scarce make her 59
could scarce make him 57
could scarce make his 82
could scarce make its 60
could scarce make out 962
could scarce meet two 59
could scarce meet with 131
could scarce open his 42
could scarce pity him 51
could scarce speak for 169
could scarce speak with 61
could scarce take his 84
could scarce talk with 182
could scarce tell him 100
could scarce tell how 47
could scarce tell one 51
could scarce tell why 104
could scarce think that 147
could scarce wait for 213
could secure food and 89
could secure from him 45
could secure from his 131
could secure from them 79
could secure high art 48
could secure land for 42
could secure more than 214
could secure only one 297
could secure only two 56
could secure peace and 137
could secure peace with 58
could secure their own 395
could secure what they 83
could secure what was 52
could seldom find any 92
could seldom find out 72
could seldom have any 68
could seldom have had 66
could seldom make out 41
could seldom meet with 58
could select among his 125
could select from all 49
could select from any 51
could select from his 71
could select from them 198
could select from this 42
could select more than 456
could select only one 363
could select their own 761
could select those that 145
could select those who 72
could select what they 88
could select your own 56
could settle among them 40
could settle back and 180
could settle down and 2420
could settle down for 603
could settle down now 41
could settle down with 1721
could settle into her 48
could settle into his 84
could settle once and 101
could settle once for 90
could settle their own 318
could settle there and 74
could settle upon any 40
could shower upon him 64
could simply call for 41
could simply call them 63
could simply come and 43
could simply copy and 45
could simply deny that 318
could simply drop out 92
could simply fill out 42
could simply give him 40
could simply give his 40
could simply give them 49
could simply hand out 40
could simply have had 108
could simply have let 50
could simply have put 67
could simply leave and 62
could simply leave her 57
could simply leave his 61
could simply list all 49
could simply look for 63
could simply make use 42
could simply move out 58
could simply note that 160
could simply pull out 147
could simply reach out 114
could simply send out 49
could simply show that 193
could simply step out 59
could simply take her 81
could simply take his 67
could simply take off 70
could simply take out 106
could simply take them 49
could simply tell her 116
could simply tell him 141
could simply tell them 116
could simply tell you 81
could simply turn and 43
could simply turn his 45
could simply turn off 116
could simply wait and 71
could simply wait for 273
could simply wait out 59
could simply walk off 107
could simply walk out 676
could sketch such things 43
could snatch from her 105
could snatch from him 63
could snatch from his 1002
could someone like her 85
could someone like him 159
could someone like that 164
could someone like you 130
could something like that 687
could something like this 1301
could sooner live with 234
could squirt full ten 57
could strike back and 75
could strike back with 201
could strike down any 62
could strike down his 40
could strike down this 57
could strike fire with 43
could strike from far 49
could strike hard and 82
could strike root and 127
could strike such fear 48
could strike their own 43
could strike when and 122
could submit their own 83
could suffer from any 74
could suffer from being 72
could suffer from her 42
could suffer from his 47
could suffer from this 132
could suffer from too 41
could suffer like this 78
could suffer more than 287
could suffer nothing but 65
could summon back her 66
could summon from his 119
could summon into her 48
could summon into his 56
could summon more than 44
could supply arms and 67
could supply food and 93
could supply food for 173
could supply from his 113
could supply from its 60
could supply fuel for 57
could supply less than 49
could supply more and 42
could supply more than 418
could supply nothing but 56
could supply only one 203
could supply only two 112
could supply their own 496
could supply these things 46
could supply what was 321
could surely cope with 41
could surely find out 42
could surely have got 83
could surely have had 230
could surely have one 47
could surely help him 58
could surely hold out 50
could surely step out 40
could swerve from his 43
could swerve from its 50
could switch back and 351
could switch from being 75
could switch from one 1777
could thereby save his 69
could threaten peace and 52
could threaten their own 176
could through their own 61
could travel along with 67
could travel among them 41
could travel back and 530
could travel back for 56
could travel back with 58
could travel fast and 154
could travel from any 51
could travel from dan 80
could travel from end 43
could travel from his 73
could travel from new 327
could travel from one 2852
could travel from san 101
could travel like that 103
could travel like this 53
could travel more than 350
could travel only with 180
could travel over all 50
could travel over his 87
could travel over them 111
could travel over this 57
could travel there and 87
could travel there with 53
could travel very far 107
could travel when and 40
could tumble into bed 57
could twenty years ago 849
could vanish from her 83
could vanish from his 74
could vanish into thin 234
could vanish like that 44
could verify from his 43
could wander away and 60
could wander back and 73
could wander from one 148
could wholly lose its 91
could without bringing meg 61
could without losing her 68
could without losing his 122
could without making any 128
could without making her 94
could without making too 73
could without more ado 270
could without moving her 41
could without moving his 54
could wonder what was 55
count became more and 40
count little more than 77
count myself among his 138
count myself among that 194
count myself among them 2505
count myself among this 289
count myself more than 56
count reaches zero and 67
count showed more than 60
count slowly from one 450
count varies from day 55
court agreed there was 44
court battle over his 49
court battle over who 43
court became more and 359
court before making any 104
court before trial and 81
court before whom all 61
court before whom any 1207
court before whom they 135
court before whom this 43
court clearly felt that 118
court clearly held that 285
court deemed just and 132
court flatly held that 65
court further held that 19183
court further said that 1571
court grants leave for 86
court handed down its 1564
court handed down two 59
court instead held that 158
court itself there was 73
court itself will not 48
court judges have had 113
court judges have not 125
court judges were not 302
court judges when they 106
court judges will not 52
court ladies were his 60
court little more than 105
court looked upon him 41
court looked upon this 59
court merely held that 732
court merely said that 186
court occurs more than 54
court opinion dealing with 47
court opinion held that 103
court orders dealing with 93
court orders were not 88
court passed upon him 81
court passed upon this 43
court quoted from its 55
court relied upon its 154
court relied upon this 86
court relied upon two 48
court residing among them 63
court should also bear 44
court should base its 109
court should find for 350
court should find that 2210
court should give due 93
court should give him 46
court should give its 63
court should have had 174
court should have its 67
court should have let 66
court should have set 106
court should hold its 63
court should hold that 1472
court should look for 122
court should look not 69
court should make its 147
court should make that 61
court should make this 58
court should meet with 45
court should rule that 552
court should stay its 208
court should take all 61
court should take that 164
court should take this 130
court should think fit 457
court should think that 171
court should view with 110
court simply held that 565
court simply said that 216
court simply will not 42
court stated only that 265
court stated there was 167
court struck down all 127
court struck down that 165
court struck down this 212
court struck down two 95
court system also has 57
court system deals with 50
court system there are 69
court system will not 73
court thought there was 304
court turned down his 63
court twenty years ago 98
court unless there are 186
court unless there has 141
court unless there was 151
court varies from one 86
court whether there was 67
court without having any 41
court without making any 41
cover behind logs and 99
cover greater areas than 133
cover hardly more than 179
cover larger areas and 508
cover larger areas than 614
cover larger areas with 84
cover letter along with 507
cover letter asking for 235
cover letter asking that 41
cover letter like this 49
cover letter saying that 111
cover letter sent with 392
cover letter when you 310
cover letter will not 167
cover little more than 1686
cover losses from bad 83
cover myself from head 50
cover papers dealing with 96
cover placed over them 49
cover pretty much all 198
cover something less than 89
cover something like that 122
cover something like this 114
cover something more than 439
cover something other than 130
cover tuition fees and 307
crabs crawling upon his 54
crack better teeth than 42
crack pistol shot and 43
craft canted over her 82
craft guilds were not 99
craft twenty feet long 43
crank kicked back and 41
crave something more than 65
craving relief from you 57
crawl inside your head 92
crawl through life with 103
crazy twenty years ago 105
create another file with 64
create another life for 41
create another name for 60
create another text box 74
create better jobs and 50
create better jobs for 46
create better living and 47
create career paths for 55
create closer ties with 149
create enough jobs and 102
create enough jobs for 488
create enough room for 165
create greater need for 57
create greater room for 44
create greater wealth and 41
create greater wealth for 64
create images less than 136
create little more than 139
create neither wealth nor 71
create safety nets for 49
create shared meaning and 80
create something else that 91
create something good and 65
create something good out 75
create something great and 56
create something just for 42
create something like that 425
create something like them 56
create something like this 259
create something more than 493
create something other than 307
create something true and 45
create through their own 151
create visual aids for 135
create visual aids that 44
creating closer ties with 70
creating enough jobs for 98
creating little more than 47
creating sacred time and 43
creating shared meaning and 49
creating something like this 58
creating something more than 116
creating something other than 105
creek called bull run 630
creek something like ten 46
creek turned from its 129
creep humbly into low 50
creep slowly over her 105
creep strain rate and 292
creep strain rate for 110
crept slowly along and 47
crept slowly along its 40
crept slowly down her 55
crept slowly down his 43
crept slowly from day 97
crept slowly from his 102
crept slowly into her 90
crept slowly into his 187
crept slowly over her 159
crept slowly over him 43
crept slowly over his 153
crept slowly past them 89
crept slowly upon him 41
crept softly from his 88
crept softly into his 98
crept upward from his 57
crept upward over his 45
crews became more and 68
crews worked their way 52
cribs broken down and 40
cried bitter tears and 46
cried bitter tears for 71
cried harder when she 60
cried loudly over his 43
cried softly into her 146
cried softly into his 78
cried standing among them 184
cried wildly when she 50
cries became more and 138
cries exulting unto thee 101
cries fright mine ears 68
cries reached their ears 99
crime arrest rate for 210
crime became more and 52
crime little less than 49
crime result from this 104
crime should have its 46
crime unless there was 69
crisp french bread and 102
crisp muslin caps and 46
crisp ringlets down her 45
crisp slices came off 40
crops almost ready for 46
crops except what each 51
crops except wheat and 60
crops failed last year 43
crops failed there was 43
crops occupy less than 56
crops occupy more than 107
crops raised here are 67
crops raised there are 41
crops raised upon them 42
crops varies from one 116
crops varies from year 103
crops yielding more than 47
cross africa from east 147
cross burnings done with 123
cross dangled from his 67
cross floating over its 49
cross forced into his 94
cross freely from one 144
cross marked upon his 44
cross section along its 423
cross section along with 152
cross section also has 93
cross section areas are 121
cross section data and 547
cross section data are 911
cross section data can 157
cross section data for 2317
cross section data has 99
cross section data set 119
cross section data was 105
cross section data with 169
cross section from all 64
cross section from each 147
cross section from east 43
cross section from end 44
cross section from its 72
cross section from one 298
cross section from that 86
cross section from this 198
cross section from top 89
cross section into two 386
cross section less than 326
cross section like that 158
cross section means that 186
cross section more than 140
cross section must not 62
cross section need not 194
cross section note that 42
cross section other than 233
cross section over all 225
cross section over its 85
cross section ratio for 332
cross section show that 116
cross section such that 531
cross section there are 331
cross section used for 369
cross section were cut 89
cross section were not 121
cross section will not 629
cross section will then 137
cross stands ready and 189
cross stitch over two 192
cross swords even with 118
cross thyself when thou 56
cross upside down and 83
crowd became angry and 89
crowd became more and 353
crowd became wild with 63
crowd calmed down and 105
crowd forced their way 125
crowd gasped when they 58
crowd gathers here for 40
crowd looked like they 40
crowd melted away and 143
crowd merged into one 46
crowd parted left and 47
crowd pressing upon him 69
crowd pushed their way 107
crowd readily made way 46
crowd readily making way 69
crowd roared back its 59
crowd rushed upon him 119
crowd rushed upon them 41
crowd surged back and 124
crowd surges back and 40
crowd swayed back and 108
crowd thickly upon her 47
crowd thickly upon him 247
crowd turned away and 53
crowd turned back and 51
crowd without gave way 125
crowd without leaving any 52
crowing mortal like him 53
crown became more and 48
crown endure unto all 62
crown fallen from his 162
crown jewels were not 43
crown passed back and 43
crown placed upon her 73
crown placed upon his 392
crown poised over her 47
crown prince during his 97
crown prince made his 45
crown prince when his 49
crown should more than 71
crown should think fit 72
crude cotton seed oil 92
crude fruits have not 47
cruel master sunk his 40
cruel moment will not 41
cruel revenge upon him 54
cruel toward those who 75
cubic inches less than 200
cubic inches make one 61
cubic inches more than 118
cubic inches there are 74
cubic meters more than 57
cubic system there are 122
cuffs turned back and 82
cunning little eyes and 59
cunning should tell them 51
cured without leaving any 62
curling auburn hair and 63
curling golden hair and 53
curling upward from his 89
curling upward from its 42
curling yellow hair and 46
curls escaping from her 152
curls floating over her 41
curls floating over his 89
curls flowed over her 42
curls spilling down her 41
curls spilling over her 121
curls spilling over his 44
curls streaming down her 42
curls tumbling down her 216
curls tumbling over her 159
curls tumbling over his 106
curly auburn hair and 373
curly auburn hair that 119
curly auburn hair was 52
curly blonde hair and 610
curly blonde hair that 193
curly blonde hair was 75
curly copper hair and 76
curly flaxen hair and 54
curly golden hair and 249
curly golden hair that 48
curly haired young man 94
curly silver hair and 55
curly yellow hair and 299
curry powder salt and 1053
curse placed upon her 106
curse placed upon him 203
curse placed upon them 132
curse rested upon all 57
curse rested upon him 45
cursing around like this 58
curve agreed well with 46
curve agrees well with 412
curve another name for 60
curve changes from being 109
curve changes from one 81
curve differ from that 48
curve relating these two 70
curve shaped like that 41
curve shifts back and 62
curve shifts down and 403
curve shifts left and 93
curve shifts less than 44
curve shifts more than 177
curve should have its 42
curve simply means that 45
curve slopes down and 157
curve something like that 129
curve splits into two 92
curve varies from one 169
curving gently from jaw 44
cutting across from one 261
cutting across more than 93
cutting across race and 96
cutting across their path 215
cutting across these two 57
cutting across time and 227
cutting adrift from all 64
cutting adrift from his 48
cutting carter lake off 46
cutting deeper into his 87
cutting deeply into her 93
cutting deeply into his 212
cutting deeply into its 72
cutting fossil fuel use 43
cutting saplings along our 40
cutting stroke upon her 163
cutting through bone and 58
cutting through from one 44
cutting through more than 41
cutting through skin and 311
cutting through their own 83
cutting through time and 104
cycle begins anew with 150
cycle begins when one 114
cycle occurs more than 46
cycle repeats over and 162
cycle starts over with 53
cycle varies from one 180
