pacify the public mind 197
pleased the soviet union 70
pleased to accept from 613
pleased to accept some 232
pleased to accept such 425
pleased to accept their 769
pleased to accept these 467
pleased to accept those 105
pleased to accept what 134
pleased to accept your 2286
pleased to afford mine 59
pleased to afford these 46
pleased to afford unto 55
pleased to answer their 54
pleased to answer very 53
pleased to answer your 746
pleased to assign your 49
pleased to assume during 119
pleased to assure your 55
pleased to become your 94
pleased to behold your 82
pleased to bestow many 41
pleased to bestow some 223
pleased to bestow such 81
pleased to bestow their 68
pleased to bestow upon 9265
pleased to bestow your 78
pleased to charge upon 79
pleased to conceal from 154
pleased to confer some 114
pleased to confer upon 8501
pleased to convey these 45
pleased to convey your 45
pleased to demand from 56
pleased to depart along 81
pleased to depart from 261
pleased to desist from 117
pleased to direct some 251
pleased to direct such 207
pleased to direct their 90
pleased to direct your 847
pleased to employ such 43
pleased to employ their 41
pleased to employ your 189
pleased to escape from 824
pleased to excite ideas 156
pleased to excuse your 52
pleased to exempt from 271
pleased to extend their 194
pleased to extend unto 41
pleased to extend your 174
pleased to follow your 146
pleased to hearken once 54
pleased to impart unto 788
pleased to impose upon 1935
pleased to inform their 663
pleased to inform your 276
pleased to insist upon 353
pleased to lavish upon 72
pleased to mention john 321
pleased to mention some 151
pleased to mention those 62
pleased to notice what 107
pleased to notice your 57
pleased to notify your 43
pleased to oblige your 48
pleased to obtain from 59
pleased to pardon what 49
pleased to permit some 43
pleased to permit their 41
pleased to permit these 52
pleased to permit your 77
pleased to ponder well 48
pleased to prolong their 87
pleased to ransom their 87
pleased to record here 95
pleased to regard their 87
pleased to release from 45
pleased to remain here 161
pleased to remain there 81
pleased to remark upon 40
pleased to remove from 904
pleased to remove only 50
pleased to remove such 207
pleased to remove their 95
pleased to remove these 58
pleased to remove your 142
pleased to report there 83
pleased to resume their 50
pleased to retire from 136
pleased to retire into 98
pleased to return from 91
pleased to return home 322
pleased to return their 46
pleased to review your 83
pleased to reward their 71
pleased to select from 119
pleased to settle down 151
pleased to settle upon 74
pleased to shower down 46
pleased to shower upon 45
pleased to supply their 115
pleased to temper their 231
pleased to wonder when 57
pleases an editor more 104
pleases the carnal heart 41
pledge as obeyed here 48
pledge is created need 147
pledge me without more 45
pledge my hidden wheat 45
pledge my sacred word 141
pledge my solemn word 48
pledge of assets made 66
pledge of divine love 149
pledge of future crop 57
pledge of future good 355
pledge of future peace 143
pledge of future union 45
pledge of humble love 52
pledge of income from 72
pledge of mutual faith 71
pledge of mutual good 69
pledge of mutual love 221
pledge of public faith 231
pledge of safety from 59
pledge of something more 45
pledge of twenty years 43
pledge the public faith 273
pledge to defend their 50
pledge to defend west 52
pledge to desist from 71
pledge to devote their 52
pledge to english rule 55
pledge to reduce their 97
pledge to remain true 44
pledge to resign from 50
pledge to retire from 40
pledging the public faith 303
plenty in recent years 45
plenty of advice from 878
plenty of animal food 352
plenty of animal life 324
plenty of arable land 814
plenty of barbed wire 416
plenty of better bread 89
plenty of better land 82
plenty of better ways 85
plenty of blacks here 43
plenty of boiled rice 62
plenty of brandy there 76
plenty of bright young 107
plenty of canned food 271
plenty of choice among 74
plenty of choice when 211
plenty of closet room 398
plenty of coarse food 48
plenty of coarse sand 235
plenty of coffee left 111
plenty of common salt 60
plenty of cooked food 50
plenty of cotton wool 180
plenty of cretan wine 42
plenty of crusty bread 889
plenty of debate over 139
plenty of effort into 55
plenty of energy from 117
plenty of energy into 58
plenty of energy left 1171
plenty of energy when 73
plenty of english gold 110
plenty of fallow deer 62
plenty of family time 93
plenty of fighting ahead 43
plenty of fighting left 60
plenty of fighting there 100
plenty of flight time 87
plenty of flower buds 143
plenty of fluids during 356
plenty of fluids such 124
plenty of fluids when 165
plenty of fluids will 158
plenty of forest land 251
plenty of french bread 225
plenty of french wine 53
plenty of fruits upon 51
plenty of gentle folk 49
plenty of grassy areas 58
plenty of honest work 132
plenty of horses here 97
plenty of horses were 57
plenty of income from 87
plenty of indians here 49
plenty of insect food 187
plenty of insect life 81
plenty of kidney beans 50
plenty of kindling wood 107
plenty of laughing when 93
plenty of leeway when 42
plenty of liquid food 51
plenty of little boys 50
plenty of little ones 56
plenty of manual work 148
plenty of marine life 181
plenty of mileage from 54
plenty of mileage left 205
plenty of mornings when 90
plenty of mortar along 44
plenty of native food 50
plenty of nights when 306
plenty of notice when 175
plenty of offers from 314
plenty of office work 106
plenty of online help 59
plenty of options from 121
plenty of options here 108
plenty of options open 40
plenty of options when 224
plenty of orders from 139
plenty of oxygen from 103
plenty of oxygen into 60
plenty of oxygen left 88
plenty of picnic areas 104
plenty of places along 223
plenty of places from 40
plenty of places left 107
plenty of places like 225
plenty of places open 45
plenty of planning time 101
plenty of plates were 41
plenty of pollen from 210
plenty of praise from 98
plenty of praise when 267
plenty of pretty young 164
plenty of proper food 108
plenty of public land 245
plenty of quotes from 75
plenty of repair work 121
plenty of runway left 139
plenty of sample code 54
plenty of screen room 700
plenty of screen time 135
plenty of serious work 45
plenty of silver sand 70
plenty of simple food 127
plenty of something else 40
plenty of spirit left 137
plenty of stable room 64
plenty of standing room 502
plenty of steamed rice 61
plenty of stored food 128
plenty of strength left 546
plenty of summer left 95
plenty of swimming room 343
plenty of tables laid 88
plenty of talent among 59
plenty of tender loving 317
plenty of timber along 100
plenty of timber here 41
plenty of timber there 58
plenty of tinned food 53
plenty of travel time 128
plenty of troops here 48
plenty of troops were 43
plenty of unused land 657
plenty of useful tips 118
plenty of useful work 763
plenty of vacant land 1025
plenty of vacant lots 270
plenty of vacant seats 424
plenty of virgin land 130
plenty of virgin soil 121
plenty of visits from 76
plenty of visual aids 73
plenty of warnings from 89
plenty of weaklings ready 156
plenty of whites there 51
plenty of wiggle room 474
plenty to choose from 10148
plenty to occupy their 828
plenty to occupy your 337
plenty to select from 119
pleura is opened over 49
plexus is formed from 1510
plexus of nerves from 109
plexus of nerves lies 183
plexus of nerves will 51
plexus or spinal cord 138
plight of blacks during 44
plight of fellow jews 51
plight of german jews 281
plight of honest john 176
plight of polish jews 62
plight of russian jews 205
plight of soviet jews 797
plight of younger sons 69
plotting an attack upon 60
plotting an escape from 97
plotting my escape from 55
plotting the actual data 46
plotting the counting rate 63
plotting the output from 44
plotting the points from 91
plotting the square root 238
plotting the values from 45
plotting to betray their 40
plotting to escape from 209
plotting to murder their 65
plucking of feathers from 88
plucking the arrows from 65
plucking the feathers from 641
plucking the petals from 231
plucks the dagger from 41
plucks the feathers from 185
plucks the flower from 56
plucks the petals from 76
plucks the pillow from 69
plugging the camera into 48
plugging the device into 120
plugging the result into 58
plugging the values into 58
plumes of feathers waving 65
plumes of feathers were 133
plumes of molten rock 106
plumes or flashing arms 82
plumes or scales well 46
plumes thy tackle must 262
plunged as deeply into 63
plunged at random into 181
plunged in recent years 63
plunged in shadow save 68
plunged in terror down 63
plunged it deeper into 72
plunged it deeply into 143
plunged me deeper into 150
plunged me headlong into 90
plunged my dagger into 171
plunged so deeply into 880
plunged so heavily into 60
plunged the bottle into 43
plunged the bucket into 68
plunged the church into 294
plunged the colony into 256
plunged the dagger deep 135
plunged the dagger into 1154
plunged the empire into 654
plunged the family into 446
plunged the greater part 112
plunged the greeks into 90
plunged the island into 189
plunged the nations into 74
plunged the needle deep 177
plunged the needle into 1189
plunged the paddle into 56
plunged the peoples into 61
plunged the planet into 62
plunged the poniard into 95
plunged the rowels into 63
plunged the senate into 51
plunged the shovel into 101
plunged the soviet union 56
plunged to record lows 126
plunged us deeper into 45
plunged us headlong into 46
plunger is driven into 54
plunger is forced down 420
plunger is forced into 190
plunger is pulled back 868
plunger is pulled down 54
plunger is pulled into 131
plunger is pushed back 58
plunger is pushed down 411
plunger is pushed into 78
plunges so deeply into 43
plunges the bucket into 40
plunges the dagger into 356
plunges the family into 87
plunges the needle into 87
plunges the pellet into 50
plunges the person into 49
plunges the victim into 49
plunges the viewer into 143
plunges us deeper into 65
plunges us deeply into 44
plunges us headlong into 61
plural by simply adding 124
plural is always used 191
plural is formed from 387
plural or singular form 103
plural or singular noun 43
plural or singular verb 99
poaching in recent years 99
poaching on someone else 85
pocket an object ball 300
pocket he turned into 44
pocket in suction line 55
pocket is formed into 51
pocket of another coat 106
pocket of another pair 54
pocket of someone else 86
pocket or behind your 103
pocket the entire time 141
pocket the letter from 270
pocket the little book 141
pocket the notary drew 211
pocket the object ball 351
pocket the profit from 40
pocket to pocket till 59
pointing an accusing finger 11207
pointing at someone else 290
pointing at something else 155
pointing the accusing finger 677
pointing the camera down 155
pointing the guilty finger 42
pointing to another door 106
pointing to another line 45
pointing to another part 244
pointing to another room 64
pointing to another spot 142
pointing to someone else 366
pointing to something else 1129
pointing to something like 98
pointing to something more 410
pointing to something other 136
pointing to something very 127
pointing to various areas 41
points an accusing finger 4587
points as kansas city 46
points as remote from 48
points as seemed most 67
points as viewed from 47
points at greater length 437
points at random from 129
points at someone else 44
points do emerge from 87
points he enters into 73
points he raised were 92
points he should have 206
points he should make 93
points he wished most 40
points in common among 152
points in common from 44
points in common other 51
points in common there 90
points in common were 86
points in common when 46
points in debate were 83
points in detail here 85
points in eastern north 47
points in family life 132
points in future time 46
points in greater depth 199
points in recent years 321
points in remote areas 48
points in twenty years 50
points in various areas 47
points in various ways 493
points is always zero 132
points no matter what 213
points of access along 50
points of access from 152
points of access have 49
points of access into 412
points of access were 103
points of actual life 50
points of advice from 81
points of another line 98
points of attack during 42
points of attack from 155
points of attack have 111
points of attack must 55
points of attack upon 337
points of attack were 1154
points of attack when 69
points of attack will 78
points of belief from 104
points of belief must 47
points of bounding beams 121
points of caution must 80
points of caution need 46
points of crisis when 55
points of crossing over 312
points of crossing were 70
points of damage from 139
points of debate among 112
points of debate over 57
points of debate were 95
points of detail from 395
points of detail have 245
points of detail here 45
points of detail must 104
points of detail need 41
points of detail only 61
points of detail such 154
points of detail there 263
points of detail upon 43
points of detail were 334
points of detail when 42
points of detail will 188
points of egress from 117
points of ethical theory 127
points of family life 193
points of impact were 79
points of jewish life 55
points of lances were 46
points of lowest cost 68
points of measure zero 199
points of mutual bearing 45
points of origin from 458
points of origin have 126
points of origin into 42
points of origin must 47
points of origin such 90
points of origin were 226
points of policy laid 42
points of policy were 117
points of public duty 64
points of public life 57
points of reform were 47
points of satire were 63
points of section will 79
points of smutty nose 40
points of special note 63
points of tension have 40
points of tension were 86
points of theology seem 93
points of theology were 138
points on another line 218
points or higher earns 98
points or knives were 49
points or places upon 51
points so remote from 166
points the accusing finger 492
points the authors make 48
points the clouds their 211
points the french were 43
points the heroic finger 106
points the sacred hair 825
points the seller paid 76
points the speaker made 66
points the troops were 42
points the writer will 53
points to another case 102
points to another fact 281
points to another file 567
points to another form 281
points to another item 43
points to another kind 419
points to another line 49
points to another meaning 136
points to another more 41
points to another node 200
points to another page 100
points to another part 106
points to another side 161
points to another theme 127
points to another type 205
points to another very 107
points to choose from 322
points to deviate from 72
points to differ from 100
points to direct face 378
points to divide among 49
points to emerge from 1440
points to emerge were 83
points to escape from 40
points to follow when 88
points to future work 163
points to hidden gold 123
points to measure from 80
points to mention here 46
points to notice from 46
points to notice here 405
points to notice when 53
points to ponder when 102
points to someone else 364
points to something else 2466
points to something even 55
points to something less 44
points to something like 475
points to something more 1862
points to something much 190
points to something other 892
points to something very 540
points to something wrong 109
points to stress here 58
points to stress when 45
points to various ways 122
points us toward some 68
points us toward what 190
points we should have 219
points we should keep 85
points we should like 246
points we should make 78
points we should note 84
poised in midair over 52
poised on another rock 43
poised the pencil over 63
poised to attack from 71
poised to become even 54
poised to become more 175
poised to become part 41
poised to defend their 54
poised to embark upon 102
poised to emerge from 81
poised to expand into 99
poised to expand their 97
poised to extend their 43
poised to follow suit 115
poised to invade iraq 55
poised to launch into 94
poised to launch their 80
poised to pounce upon 97
poised to profit from 200
poised to strike back 76
poised to strike down 255
poised to strike from 129
poised to strike into 152
poised to strike when 74
poison by mortal mind 78
poison is forced into 60
poison is poured into 287
poison is pumped into 45
poison of another kind 108
poison of hatred into 69
poison or starve their 98
poison the entire body 76
poison the luxury there 281
poison the public mind 1227
poison to animal life 79
poison to anyone when 57
poison to escape from 41
police in another city 79
police in canada have 83
police in england have 56
police in england were 40
police in jersey city 83
police in kansas city 580
police in london were 99
police in mexico city 264
police in patrol cars 93
police in places like 45
police in recent years 687
police in tracking down 274
police in various ways 105
police is called upon 49
police no matter what 199
police of another city 43
police of course have 197
police of jersey city 60
police of kansas city 99
police of london were 73
police of mexico city 97
police on orders from 93
police on special duty 95
police or anyone else 2599
police or mental health 67
police or public health 167
police or someone else 349
police or something like 145
police or troops were 40
police the enduring bond 44
police the persian gulf 210
police the police have 44
police to arrest more 45
police to arrest some 73
police to arrest their 65
police to arrest those 169
police to become more 257
police to decide what 133
police to defend their 72
police to desist from 80
police to ensure their 111
police to extend their 87
police to finish their 59
police to follow when 63
police to obtain some 49
police to patrol their 57
police to pursue their 72
police to remove from 60
police to remove their 46
police to report their 106
police to report what 147
police to return home 43
police to secure their 56
police to supply their 149
policing in recent years 180
policing the persian gulf 98
policy as emerging from 45
policy as little more 95
policy as viewed from 79
policy at greater length 53
policy by defining those 75
policy by entering into 161
policy by itself will 59
policy by violent means 45
policy by virtue only 47
policy he should have 91
policy he thought best 64
policy in africa during 129
policy in africa from 61
policy in africa have 48
policy in africa must 66
policy in africa were 70
policy in africa will 51
policy in another form 55
policy in canada during 84
policy in canada have 61
policy in canada will 41
policy in earlier days 49
policy in earlier years 156
policy in effect during 179
policy in effect from 83
policy in effect prior 75
policy in effect when 147
policy in england during 70
policy in europe during 166
policy in europe from 80
policy in europe have 64
policy in europe must 67
policy in europe were 69
policy in europe will 133
policy in former years 44
policy in france during 58
policy in french north 45
policy in french west 193
policy in future years 135
policy in greater depth 55
policy in greece during 71
policy in itself will 52
policy in mental health 186
policy in mexico city 79
policy in mexico during 51
policy in mexico from 44
policy in persian gulf 54
policy in places like 83
policy in poland from 46
policy in public health 147
policy in recent years 7452
policy in searching into 50
policy in stopping here 64
policy in sweden during 89
policy in twenty years 54
policy in various areas 193
policy in various ways 416
policy is agreed upon 184
policy is always more 294
policy is becoming ever 54
policy is becoming less 218
policy is becoming more 1375
policy is broken down 54
policy is called into 57
policy is called upon 151
policy is changed from 46
policy is clearly more 139
policy is clearly seen 114
policy is driven more 44
policy is excess over 51
policy is exempt from 83
policy is fairly clear 74
policy is fairly well 40
policy is handed down 62
policy is handed over 105
policy is hardly ever 43
policy is hardly less 119
policy is issued only 77
policy is issued such 74
policy is issued upon 146
policy is little more 199
policy is looked upon 84
policy is neither more 70
policy is obvious from 62
policy is pretty much 110
policy is pretty well 121
policy is rarely made 50
policy is shifting away 42
policy is shifting from 132
policy is something else 157
policy is something like 51
policy is something more 134
policy is through their 43
policy is turned into 59
policy is turned over 60
policy is useful only 43
policy is viewed from 58
policy is whether there 61
policy is wholly kept 87
policy is widely seen 42
policy is widely used 155
policy it should have 73
policy no matter what 499
policy of adopting such 42
policy of allowing free 335
policy of allowing more 141
policy of allowing only 1028
policy of allowing some 163
policy of allowing such 150
policy of allowing their 96
policy of allowing these 94
policy of allowing those 66
policy of always giving 72
policy of always having 66
policy of always taking 61
policy of always trying 52
policy of another kind 47
policy of appealing from 58
policy of appeasing nazi 110
policy of austria been 48
policy of austria during 48
policy of avoiding open 56
policy of avoiding such 61
policy of budget cuts 42
policy of building high 53
policy of building more 268
policy of building only 158
policy of building such 47
policy of building these 43
policy of carrying only 73
policy of carrying their 42
policy of charging fees 86
policy of charging high 100
policy of charging less 105
policy of charging more 112
policy of charging only 110
policy of charging what 161
policy of clamping down 129
policy of closer ties 130
policy of closer union 103
policy of clovis must 79
policy of cracking down 115
policy of direct rule 646
policy of dividing their 72
policy of double dealing 155
policy of earlier days 70
policy of earlier years 214
policy of emerging from 87
policy of empire free 311
policy of energy saving 46
policy of energy self 58
policy of england during 399
policy of england from 232
policy of england must 70
policy of england were 64
policy of england when 78
policy of england will 131
policy of english rule 60
policy of entering into 744
policy of entering upon 72
policy of europe from 185
policy of europe have 148
policy of europe were 46
policy of europe will 50
policy of fighting fire 44
policy of fighting only 103
policy of forced saving 122
policy of former days 81
policy of former years 118
policy of france during 214
policy of france from 195
policy of france gave 40
policy of france must 58
policy of france were 169
policy of france will 53
policy of granting free 136
policy of granting full 85
policy of granting land 407
policy of granting more 76
policy of granting only 141
policy of granting self 218
policy of granting some 49
policy of granting such 146
policy of greater self 217
policy of handling only 52
policy of honest dealing 51
policy of ignoring such 96
policy of ignoring these 48
policy of ignoring what 64
policy of imposing heavy 66
policy of imposing high 66
policy of imposing such 42
policy of imposing their 64
policy of imposing upon 56
policy of limiting their 134
policy of merely trying 57
policy of mutual help 72
policy of nations will 61
policy of offering free 82
policy of offering only 159
policy of printing only 49
policy of prussia during 57
policy of prussia from 43
policy of public health 242
policy of public land 295
policy of pursuing peace 71
policy of pursuing their 42
policy of random drug 105
policy of recent years 1098
policy of reducing high 116
policy of reducing rent 157
policy of reducing their 191
policy of reducing wage 107
policy of reform from 62
policy of refusing such 45
policy of removing from 198
policy of retiring from 70
policy of retreat from 183
policy of revoking their 42
policy of securing peace 80
policy of settling jews 42
policy of shifting from 133
policy of shooting down 45
policy of shutting down 261
policy of soviet union 112
policy of spending more 310
policy of spreading birth 75
policy of spreading their 53
policy of spreading work 77
policy of standing firm 168
policy of standing ready 41
policy of steering clear 151
policy of strict self 239
policy of sweeping away 57
policy of thwarting such 53
policy of training their 43
policy of training young 40
policy of tribal self 75
policy of twenty years 158
policy of whoever paid 46
policy of william penn 238
policy of william pitt 235
policy of wilton park 72
policy on family life 215
policy on family size 45
policy on humane care 59
policy on issues like 95
policy on issues ranging 63
policy on issues such 390
policy on mental health 238
policy on nuclear arms 114
policy on public health 156
policy on someone else 187
policy or pension plan 67
policy or public health 130
policy or surety bond 99
policy or whether there 40
policy the courts have 44
policy the courts will 58
policy the french were 109
policy the soviet union 1087
policy to accept only 144
policy to accept such 61
policy to assist those 45
policy to attack their 58
policy to attain these 122
policy to attain those 81
policy to become less 109
policy to become more 634
policy to become part 40
policy to better meet 44
policy to combat these 73
policy to commit such 395
policy to conceal from 84
policy to conceal their 45
policy to confer self 284
policy to confer such 81
policy to decide upon 52
policy to decide what 61
policy to defend their 68
policy to depart from 89
policy to depend upon 94
policy to deviate from 80
policy to direct their 41
policy to emerge from 144
policy to employ only 142
policy to ensure full 75
policy to ensure their 68
policy to expand their 44
policy to extend their 64
policy to follow such 44
policy to follow when 185
policy to further their 115
policy to govern their 49
policy to impose such 56
policy to impose upon 61
policy to insist upon 176
policy to obtain from 48
policy to obtain such 58
policy to offset these 59
policy to permit more 111
policy to permit only 194
policy to permit such 184
policy to pursue during 43
policy to pursue such 41
policy to pursue their 47
policy to pursue when 40
policy to reduce such 52
policy to reduce their 114
policy to reduce these 78
policy to remove from 157
policy to remove these 65
policy to result from 52
policy to secure full 49
policy to secure peace 183
policy to secure their 104
policy to someone else 443
policy to something more 44
policy to suffer such 62
policy we should have 258
polish of modern ages 57
polite an answer from 58
polite no matter what 234
polity in recent years 44
polity is suited only 101
polled by gallup said 47
polled the larger vote 42
pollen in eastern north 66
pollen is dusted over 49
pollen is washed away 43
pollen or nectar from 71
pollen or pollen tube 117
pollen or yellow dust 60
pollen to ensure their 60
ponder the deeper meaning 82
ponder the matter over 131
ponder the matter well 302
ponder the robust health 56
ponies by dozens along 94
pooled or common fund 100
poorer by limiting your 47
poorer to richer areas 126
poorly in recent years 230
poorly in school have 41
poorly in school were 58
poorly in school when 95
poorly in school work 123
poorly no matter what 51
poorly on memory span 130
popped the bottle into 41
popped the bottle open 40
popped the cookie into 42
popped the morsel into 124
popped the nipple into 50
portal is placed just 86
porter to travel over 83
portion in another life 55
portion in nitric acid 44
portion in riotous living 83
portion is always left 48
portion is broken away 97
portion is broken down 259
portion is broken into 46
portion is changed into 137
portion is driven back 49
portion is driven into 41
portion is entering into 59
portion is exempt from 79
portion is folded over 42
portion is forced into 80
portion is formed from 207
portion is formed into 91
portion is ground into 46
portion is hidden from 48
portion is little more 43
portion is placed into 64
portion is placed over 80
portion is placed upon 50
portion is poured into 99
portion is quoted here 41
portion is shaped like 105
portion is turned down 95
portion is turned into 44
portion is turned over 40
portion is washed away 45
portion of acetic acid 520
portion of africa from 90
portion of africa north 52
portion of africa south 81
portion of animal food 724
portion of animal life 87
portion of another part 45
portion of another work 50
portion of aortic arch 91
portion of arable land 763
portion of arnhem land 88
portion of assets used 145
portion of barley bread 94
portion of boiled beef 85
portion of boiled rice 197
portion of brandy into 58
portion of canada west 64
portion of carbon from 142
portion of carious bone 51
portion of citric acid 55
portion of cleared land 86
portion of coarse sand 91
portion of common bile 180
portion of common duct 199
portion of common land 71
portion of common salt 346
portion of cooked food 112
portion of cooked rice 92
portion of corned beef 45
portion of cotton into 65
portion of cotton wool 53
portion of divine love 42
portion of divine truth 837
portion of divine writ 40
portion of eastern north 326
portion of energy from 85
portion of energy used 60
portion of english life 42
portion of english soil 104
portion of ethereal fire 60
portion of europe during 64
portion of europe from 128
portion of europe upon 69
portion of europe were 53
portion of europe will 102
portion of existing wealth 73
portion of factor viii 74
portion of family land 191
portion of forest land 162
portion of france from 43
portion of france over 48
portion of french congo 54
portion of french soil 107
portion of future good 115
portion of georges bank 111
portion of german soil 40
portion of ground beef 44
portion of ground from 64
portion of ground upon 45
portion of income from 785
portion of income lost 44
portion of income over 90
portion of income paid 55
portion of income used 41
portion of income will 62
portion of italian soil 73
portion of itself into 123
portion of kansas city 92
portion of kidney suit 48
portion of lactic acid 159
portion of liquid ether 40
portion of liquid from 53
portion of liquid will 127
portion of london wall 60
portion of marine salt 50
portion of matter acts 111
portion of matter from 105
portion of matter must 98
portion of matter there 49
portion of matter upon 122
portion of matter will 93
portion of memory used 142
portion of mental health 78
portion of mental life 152
portion of mexico city 69
portion of modern rome 60
portion of mortal life 92
portion of muscle from 40
portion of muscle will 42
portion of neural tube 134
portion of nitric acid 1334
portion of oregon north 76
portion of output from 64
portion of oxalic acid 219
portion of oxygen from 350
portion of police duty 49
portion of police work 158
portion of powder from 52
portion of profit from 66
portion of public debt 122
portion of public health 89
portion of public land 491
portion of public wealth 65
portion of readers will 49
portion of recent work 48
portion of sacred land 46
portion of sacred writ 258
portion of salary paid 53
portion of school time 106
portion of school work 44
portion of screen time 63
portion of slaked lime 52
portion of someone else 158
portion of something else 182
portion of source code 51
portion of spinal cord 794
portion of spirit till 42
portion of tissue from 224
portion of tribal land 60
portion of vacant land 47
portion of watery soup 64
portion to someone else 103
posted by someone else 111
posted in detail from 94
posted in mexico city 44
posted in public areas 104
posted in public view 72
posted in remote areas 66
posted in second line 44
posted in tribal areas 184
posted in various areas 49
posted on bunker hill 58
posted on sentry duty 86
posted the greater part 215
posted the letter early 51
posted the letter from 53
posted the letter when 47
posted the source code 97
posted to another part 42
posted to another ship 43
posted to another unit 101
posted to london from 49
posted to mexico city 56
posted to remote areas 93
posted to tribal areas 47
poster or canopy beds 213
poster or sleigh beds 41
potash is poured into 83
potash or acetic acid 45
potash or ammonia alum 125
potash or nitric acid 141
potato in europe were 56
potato or boiled rice 52
potato or turnip hole 57
potato to europe from 46
potent an effect upon 47
potent to govern their 75
pounding of booted feet 103
pounding of hooves coming 43
pounding or grinding corn 41
pounding the ground like 44
pounding the stakes into 42
pounding the weakest sect 51
pounds be placed upon 45
pounds by honest dealing 42
pounds he should have 53
pounds in another case 60
pounds in eleven days 49
pounds in english gold 167
pounds in little more 69
pounds in recent years 235
pounds in silver coin 41
pounds in specie from 64
pounds in twenty years 172
pounds in weight during 917
pounds in weight from 105
pounds in weight have 307
pounds in weight must 66
pounds in weight over 118
pounds in weight upon 44
pounds in weight were 327
pounds in weight when 218
pounds in weight will 76
pounds of acetic acid 441
pounds of almost pure 45
pounds of animal food 154
pounds of annual rent 112
pounds of apples cost 152
pounds of apples from 90
pounds of apples were 79
pounds of aviation fuel 40
pounds of barbed wire 188
pounds of barley malt 50
pounds of boiled beef 78
pounds of boiled rice 259
pounds of brazil nuts 48
pounds of bronze were 91
pounds of burned lime 173
pounds of butter come 71
pounds of butter cost 160
pounds of butter during 137
pounds of butter from 548
pounds of butter into 67
pounds of butter made 289
pounds of butter sold 87
pounds of butter were 648
pounds of butter will 104
pounds of canned beef 101
pounds of canned food 79
pounds of canned meats 44
pounds of carbon will 52
pounds of cattle feed 49
pounds of cement were 43
pounds of cheese from 164
pounds of cheese made 135
pounds of cheese were 404
pounds of citric acid 268
pounds of cleaned rice 154
pounds of clover seed 512
pounds of coarse salt 169
pounds of coarse wool 89
pounds of coffee beans 397
pounds of coffee cost 194
pounds of coffee from 213
pounds of coffee were 298
pounds of coffee will 58
pounds of coffee worth 123
pounds of common salt 2007
pounds of cooked rice 126
pounds of copper during 44
pounds of copper from 237
pounds of copper have 106
pounds of copper were 491
pounds of copper will 69
pounds of copper wire 350
pounds of corned beef 266
pounds of cotton cloth 54
pounds of cotton from 277
pounds of cotton have 109
pounds of cotton into 227
pounds of cotton lint 142
pounds of cotton seed 697
pounds of cotton thread 101
pounds of cotton were 858
pounds of cotton will 61
pounds of cotton wool 216
pounds of cotton yarn 1126
pounds of diesel fuel 45
pounds of edible fish 97
pounds of edible food 63
pounds of energy will 75
pounds of english gold 173
pounds of english wool 153
pounds of excess body 180
pounds of fossil fuel 47
pounds of frozen beef 103
pounds of frozen eggs 57
pounds of frozen fish 301
pounds of frozen food 285
pounds of gluten feed 80
pounds of grapes from 59
pounds of grapes were 118
pounds of grapes will 41
pounds of ground beef 1298
pounds of ground bone 76
pounds of ground corn 176
pounds of ground oats 165
pounds of ground pork 41
pounds of ground rice 182
pounds of heroin from 74
pounds of heroin into 136
pounds of heroin were 78
pounds of hulled seed 109
pounds of husked rice 42
pounds of income from 41
pounds of indigo were 148
pounds of jerked beef 121
pounds of lactic acid 130
pounds of liquid fuel 52
pounds of liquid whey 61
pounds of lovely beef 61
pounds of marine soap 44
pounds of melted iron 51
pounds of milled rice 135
pounds of minced beef 45
pounds of minced salt 49
pounds of modeling clay 72
pounds of molten iron 75
pounds of muscle mass 212
pounds of muscle over 59
pounds of nitric acid 656
pounds of nuclear fuel 54
pounds of oxalic acid 175
pounds of oxygen were 44
pounds of oxygen will 124
pounds of peanuts were 63
pounds of pepper from 86
pounds of pepper were 92
pounds of potash from 62
pounds of powder from 242
pounds of powder into 78
pounds of powder left 72
pounds of powder were 914
pounds of powder will 129
pounds of reeled silk 132
pounds of retail cuts 105
pounds of rocket fuel 48
pounds of rolled iron 45
pounds of rolled oats 171
pounds of rubber were 106
pounds of salmon were 134
pounds of salted beef 118
pounds of salted fish 72
pounds of salted pork 137
pounds of shrimp were 56
pounds of silver coin 66
pounds of silver from 402
pounds of silver into 52
pounds of silver went 68
pounds of silver were 485
pounds of slaked lime 328
pounds of spices were 51
pounds of starch were 51
pounds of steamed bone 112
pounds of tallow were 63
pounds of timothy seed 162
pounds of useful load 118
pounds of useful work 236
pounds of valued rent 114
pounds of virgin gold 92
pounds of washed wool 192
pounds of weight during 84
pounds of weight from 98
pounds of weight gain 572
pounds of weight loss 629
pounds of weight lost 98
pounds of weight over 81
pounds of weight tore 43
pounds of weight were 90
pounds of weight when 44
pounds of weight will 48
pounds of wheaten bread 95
pounds of woolen yarn 155
pounds of yellow corn 147
pounds of yellow soap 41
pounds or something like 77
pounds the bushel only 123
pounds the second month 53
pounds the second time 44
pounds the second week 71
pounds the square inch 184
pounds to defray their 50
pounds to reward some 77
pounds to something less 53
pounds to square inch 76
pounds we should have 44
poured an unceasing fire 69
poured by rivers into 63
poured in crowds into 44
poured in floods upon 55
poured in freely from 41
poured in liquid form 112
poured in sheets down 105
poured in streams down 145
poured in streams from 284
poured in streams over 58
poured in through fifth 87
poured in through open 93
