packing them for shipment 220
phase lag that increases 47
phase out its military 64
phase tlc are obtained 66
phase was not affected 86
phase was not detected 211
phase was not included 52
phase was not observed 437
phase was not obtained 50
phase was not possible 42
phase was then adjusted 43
phase was then followed 77
phase with head velocity 104
phase with its neighbor 57
phase with that produced 50
phasing out and eventual 43
phloem sap and excreted 215
phobia and its treatment 83
phone and ask questions 102
phone and fax machines 90
phone and fax messages 45
phone and fax services 202
phone and ran upstairs 45
phone and was informed 60
phone and was relieved 101
phone for long distance 75
phone had not answered 46
phone out and answered 41
phone rang and elizabeth 42
phone rang and everyone 101
phone rang and somebody 54
phone rang and startled 287
phone rang she answered 52
phone rings and somebody 71
phone was not answered 214
phone with her daughter 68
phone with her shoulder 126
phone with his daughter 43
phone with his shoulder 145
photo ids for domestic 46
photo lab for processing 103
picking her way barefoot 45
picking her way daintily 244
picking his way daintily 124
picking its way daintily 51
picking off and destroying 79
picking off our officers 143
picking one out suitable 44
picking out and discarding 61
picking out and preserving 45
picking out and separating 51
picking out each separate 41
picking out her favorite 83
picks out his eighteen 44
picks out its referent 177
piece and its companion 120
piece and its composer 57
piece and its execution 44
piece cut out anywhere 42
piece does not conclude 47
piece does not properly 117
piece fit for swallowing 74
piece for each vertical 56
piece had its premiere 48
piece that had probably 53
piece that has survived 48
piece that was intended 70
piece that was probably 55
piece that was supposed 61
piece was being rehearsed 46
piece was not composed 42
piece was not entirely 51
piece was not finished 128
piece was not included 112
piece was not intended 124
piece was not produced 50
piece was then immersed 40
piece with his attitude 153
piece with his divinity 95
piece with his military 199
piece with his rejection 97
piece with his treatment 96
piece with his villainy 75
piece with its original 43
piece with that impudent 94
piece with that splendid 96
piece with this splendid 47
piecing out our materials 42
piety and his erudition 90
piety and his religious 76
piety are not definite 205
piety can not flourish 100
piety than now prevails 66
piety was not confined 74
piles are not suitable 48
pills that are supposed 116
pilot and his aircraft 147
pilot and his airplane 90
pilot and his companion 119
pilot and his mechanic 214
pilot and his observer 639
pilot and his passenger 453
pilot and one observer 128
pilot and one passenger 438
pilot and was assigned 54
pilot did not hesitate 50
pilot for pan american 301
pilot had this righteous 46
pilot who had defected 72
pilot who had formerly 106
pilot who had received 52
pilot who had recently 124
pilot who had remained 48
pilot who had suffered 70
pilot who had survived 86
pilot who was assigned 62
pilot who was captured 65
pilot who was supposed 84
pineal and its hormones 264
pipes are not designed 49
pipes are not properly 53
pipes are not required 104
pipes are not suitable 64
pique that was apparent 46
pitch and tar industry 61
pitch and tar wherewith 56
pitch and yaw attitude 84
pitch and yaw rotations 129
pitch did his eagerness 60
pitch for new business 125
pitch seal was loosened 44
pitch than that produced 42
pitch that was possible 42
pitch was she provoked 87
pitch with that obtained 49
pitying eye with sackcloth 74
pixel and its immediate 88
pixel and its neighbor 52
pizza pan with nonstick 126
place all his endeavors 98
place all his property 100
place all our emphasis 41
place and are adequate 53
place and are continuing 391
place and are expected 70
place and are followed 91
place and are functioning 47
place and are probably 110
place and are properly 45
place and are recorded 52
place and are therefore 464
place and ask questions 121
place and ask yourself 370
place and being followed 94
place and bid farewell 54
place and can therefore 163
place and does mischief 54
place and for whatever 52
place and going upstairs 111
place and got trousers 50
place and had received 58
place and had returned 40
place and has produced 43
place and has provided 48
place and has remained 52
place and her prestige 199
place and his carriages 98
place and his children 115
place and his personal 83
place and his presence 98
place and its authority 60
place and its beautiful 54
place and its citizens 43
place and its contents 306
place and its creatures 50
place and its cultural 54
place and its delicious 92
place and its denizens 83
place and its direction 45
place and its distance 99
place and its environs 723
place and its essential 42
place and its functions 70
place and its garrison 188
place and its identity 44
place and its immediate 322
place and its memories 148
place and its occupant 124
place and its potential 58
place and its problems 45
place and its products 48
place and its relations 58
place and its sinister 57
place and its situation 115
place and its specific 47
place and its treasures 84
place and its vicinity 1032
place and may therefore 53
place and not otherwise 83
place and our fortunes 48
place and our property 114
place and she returned 62
place and that confused 45
place and that continue 40
place and that everyone 114
place and that students 41
place and that therefore 351
place and then continue 69
place and then returned 212
place and then suddenly 177
place and was accepted 111
place and was attacked 49
place and was attended 180
place and was continuing 55
place and was expected 69
place and was followed 337
place and was informed 55
place and was prepared 147
place and was probably 229
place and was received 185
place and was recorded 91
place and was reported 58
place and was required 154
place and was supposed 49
place and was therefore 220
place are not confined 51
place are not entirely 74
place are not essential 533
place are not included 82
place are not mentioned 72
place are not observed 58
place are too numerous 62
place being ill provided 47
place being now occupied 58
place being thus occupied 68
place but not extension 58
place but two soldiers 58
place can not possibly 213
place did not diminish 49
place did not interest 58
place does not extinguish 94
place does not indicate 62
place does not preclude 100
place does not sanctify 43
place does not surprise 50
place for all children 457
place for all citizens 116
place for all concepts 40
place for all creatures 75
place for all eternity 475
place for all humanity 80
place for all involved 113
place for all possible 70
place for all purposes 121
place for all religious 49
place for all students 457
place for all supplies 47
place for all visitors 52
place for any christian 252
place for any detailed 243
place for any extended 196
place for both children 73
place for both students 66
place for doing business 409
place for doing homework 114
place for each activity 69
place for each employee 101
place for her anywhere 97
place for her children 487
place for her daughter 357
place for her delivery 46
place for him anywhere 212
place for him opposite 41
place for his business 298
place for his children 594
place for his creatures 44
place for his curiosity 92
place for his daughter 359
place for his education 48
place for his execution 66
place for his favorite 166
place for his habitual 61
place for his intended 53
place for his mistress 55
place for his nefarious 93
place for his personal 341
place for his pictures 47
place for his presence 68
place for his purposes 74
place for his reception 119
place for his recovery 72
place for his services 128
place for his treasures 140
place for its activity 43
place for its children 82
place for its citizens 202
place for its energies 73
place for its execution 70
place for its exercise 140
place for its insertion 231
place for its operation 48
place for its reception 315
place for new arrivals 91
place for new beginnings 168
place for new business 97
place for new settlers 44
place for old comrades 74
place for our analysis 50
place for our business 98
place for our children 1252
place for our daughter 51
place for our families 81
place for our purposes 69
place for our reception 46
place for our rehearsal 1001
place for our salvation 68
place for our students 67
place for sex education 162
place for tax purposes 77
place for that argument 62
place for that business 97
place for that district 138
place for them anywhere 99
place for this activity 231
place for this analysis 48
place for this approach 132
place for this argument 41
place for this business 42
place for this ceremony 126
place for this doctrine 54
place for this exercise 109
place for this industry 57
place for this operation 166
place for this practice 78
place for you anywhere 40
place for you students 42
place god had prepared 165
place god has assigned 97
place god has prepared 315
place had not improved 62
place had not occurred 89
place had they remained 42
place had two bedrooms 41
place had you accepted 83
place has its bastille 119
place has its conscious 43
place has its problems 43
place has its separate 53
place has its tradition 117
place her own personal 40
place his head quarters 45
place his own children 49
place his own daughter 43
place his own estimate 54
place his own interest 68
place his own nominees 47
place his own officers 155
place his own personal 243
place his own portrait 89
place his own services 59
place its own managers 51
place may then actually 54
place met two funerals 60
place near his daughter 81
place nor his attitude 133
place not yet occupied 80
place now for sixpence 69
place out his children 197
place rang with laughter 40
place she had expected 207
place she had imagined 59
place she had mentioned 95
place she had occupied 406
place she had prepared 68
place she had promised 52
place she had selected 129
place she has occupied 79
place she now occupied 42
place she now occupies 319
place she was confined 44
place she was destined 155
place she was developing 54
place she was received 53
place she was supposed 143
place than one commonly 48
place than that accorded 67
place than that assigned 77
place than that mentioned 66
place than that occupied 73
place than they imagined 40
place than was intended 42
place that are designed 155
place that are intended 49
place that god intended 61
place that god occupies 42
place that had captured 48
place that had formerly 173
place that had inspired 96
place that had nurtured 58
place that had produced 73
place that had provided 63
place that had received 50
place that had recently 82
place that had remained 72
place that had resisted 45
place that had suddenly 74
place that had suffered 47
place that has inspired 61
place that has produced 112
place that has provided 95
place that has received 51
place that has remained 112
place that has suffered 68
place that hath received 43
place that man occupies 88
place that one occupies 49
place that she occupied 125
place that she occupies 99
place that they actually 63
place that they believed 44
place that they consider 45
place that they occupied 99
place that they resolved 73
place that they retained 90
place that was actually 92
place that was affected 42
place that was allotted 46
place that was assigned 191
place that was attacked 77
place that was beautiful 73
place that was besieged 55
place that was concealed 92
place that was dangerous 50
place that was designed 88
place that was destined 246
place that was entirely 138
place that was finished 40
place that was fordable 178
place that was formerly 251
place that was intended 142
place that was mentioned 81
place that was obviously 87
place that was occupied 335
place that was prepared 383
place that was probably 95
place that was promised 138
place that was reserved 75
place that was secluded 41
place that was selected 54
place that was separate 44
place that was situated 47
place that was somewhat 110
place that was suitable 126
place that was supposed 509
place that was uniquely 47
place that you consider 74
place that you describe 40
place that you remember 63
place that you yourself 43
place them and multiply 117
place them with families 141
place they are assigned 126
place they are designed 190
place they are destined 224
place they are educated 72
place they are entitled 64
place they are intended 344
place they are mentioned 49
place they are probably 45
place they are produced 48
place they are required 229
place they are situated 50
place they are supposed 260
place they had formerly 50
place they had occupied 1071
place they had prepared 129
place they had received 73
place they had selected 255
place they had ventured 46
place they now occupied 44
place they then occupied 92
place too long increases 54
place was all deserted 65
place was being attacked 51
place was being prepared 259
place was going downhill 45
place was ill supplied 114
place was not actually 102
place was not assigned 52
place was not captured 60
place was not confined 84
place was not defended 53
place was not deserted 172
place was not designed 80
place was not destined 61
place was not entirely 395
place was not entitled 46
place was not finished 51
place was not fordable 56
place was not included 73
place was not intended 102
place was not invested 52
place was not mentioned 157
place was not obtained 42
place was not occupied 157
place was not possible 50
place was not properly 77
place was not provided 54
place was not regarded 76
place was not relieved 45
place was not selected 62
place was not solitary 47
place was not suitable 286
place was not supplied 111
place was now deserted 137
place was now entirely 49
place was now occupied 951
place was now supplied 92
place was our property 75
place was then besieged 46
place was then deserted 42
place was then occupied 135
place was then purified 88
place was then summoned 40
place was then supplied 60
place was too beautiful 57
place was too confined 67
place was too dangerous 150
place was too isolated 66
place who are baptized 199
place with all possible 1300
place with any precision 52
place with any prospect 132
place with due ceremony 105
place with her children 371
place with her daughter 204
place with her mistress 56
place with her presence 108
place with his approval 41
place with his children 98
place with his comrades 51
place with his daughter 191
place with his forefinger 86
place with his mistress 127
place with his presence 345
place with his regiment 175
place with his shoulder 69
place with his squadron 51
place with his terrible 57
place with its beautiful 71
place with its definite 101
place with its garrison 47
place with its lessened 42
place with its memories 76
place with its splendid 50
place with two bedrooms 107
place you are assigned 93
place you are describing 383
place you are notified 42
place you are supposed 43
place you can actually 58
place you can conceive 137
place you can discover 93
place you can possibly 100
place you can remember 92
place you fit yourself 263
place you may remember 92
placing his own personal 52
placing his own portrait 99
placing them with families 52
plain and easy beginnings 202
plain and easy questions 59
plain and its environs 42
plain and its immediate 46
plain and not cheerful 93
plain and old fashioned 50
plain men are ignorant 105
plain that any deviations 42
plain that few treatises 66
plain that had arrested 42
plain that her interest 58
plain that her purposes 64
plain that his argument 49
plain that his attitude 65
plain that his doctrine 57
plain that his intention 57
plain that his interest 77
plain that his lordship 63
plain that his personal 99
plain that its rationale 55
plain that law students 72
plain that one vigorous 63
plain that our distinct 112
plain that she believed 46
plain that she esteemed 97
plain that she expected 128
plain that she intended 172
plain that she regarded 102
plain that that aspirant 42
plain that they believed 106
plain that they consider 70
plain that they directed 40
plain that they expected 251
plain that they intended 674
plain that they regarded 525
plain that they resented 51
plain that this argument 334
plain that this condition 116
plain that this doctrine 116
plain that this invention 666
plain that this movement 40
plain that this provision 85
plain that this situation 105
plain that was bordered 63
plain that was formerly 103
plain use and intention 278
plane and are directed 168
plane and are inclined 46
plane and are oriented 117
plane and are parallel 373
plane and are therefore 415
plane and being produced 227
plane and can therefore 49
plane and its contents 88
plane and its direction 178
plane and its distance 91
plane are all parallel 45
plane are not parallel 366
plane but not parallel 178
plane can not possibly 43
plane does not coincide 272
plane does not encircle 59
plane for his personal 49
plane had not returned 78
plane than that occupied 184
plane that are parallel 77
plane that had recently 45
plane that had wandered 42
plane that was designed 54
plane that was hijacked 132
plane that was supposed 211
plane they are parallel 43
plane was being buffeted 56
plane was being hijacked 68
plane was being prepared 143
plane was being refueled 433
plane was being repaired 88
plane was being serviced 99
plane was not designed 56
plane was not equipped 184
plane was not expected 46
plane with two parallel 49
plans and are expected 59
plans and are therefore 63
plans and each employer 42
plans and had received 51
plans and his ambitions 61
plans and his contempt 46
plans and his personal 42
plans and his projects 42
plans and his purposes 62
plans and was prepared 75
plans and was therefore 50
plans are being achieved 68
plans are being actively 45
plans are being advanced 58
plans are being designed 68
plans are being executed 190
plans are being followed 707
plans are being prepared 2615
plans are being produced 42
plans are being promoted 127
plans are being properly 45
plans are being proposed 190
plans are being replaced 68
plans are being reviewed 67
plans are far advanced 72
plans are for tomorrow 64
plans are not accepted 59
plans are not actually 52
plans are not adequate 86
plans are not affected 103
plans are not approved 107
plans are not complete 364
plans are not confined 47
plans are not definite 151
plans are not designed 215
plans are not directed 56
plans are not directly 69
plans are not eligible 62
plans are not entirely 110
plans are not executed 51
plans are not expected 42
plans are not followed 120
plans are not included 279
plans are not intended 260
plans are not mutually 68
plans are not possible 57
plans are not prepared 302
plans are not properly 84
plans are not provided 100
plans are not realistic 77
plans are not required 1104
plans are not strictly 51
plans are not suitable 40
plans are not uncommon 85
plans are now complete 86
plans are now required 172
plans are now underway 475
plans are then combined 52
plans are then prepared 109
plans are then reviewed 102
plans are too ambitious 114
plans can not possibly 65
plans did not coincide 88
plans did not consider 52
plans did not envisage 89
plans did not miscarry 79
plans for air pollution 160
plans for all children 179
plans for all patients 101
plans for all possible 283
plans for all projects 64
plans for all proposed 45
plans for all students 290
plans for any possible 52
plans for any proposed 48
plans for doing business 154
plans for each activity 87
plans for each business 238
plans for each category 103
plans for each district 198
plans for each employee 106
plans for each industry 197
plans for each possible 50
plans for each resident 45
plans for each succeeding 41
plans for going anywhere 43
plans for her children 700
plans for her conquest 53
plans for her daughter 1261
plans for her education 339
plans for her immediate 155
plans for his approval 51
plans for his business 207
plans for his campaign 187
plans for his children 1346
plans for his daughter 1398
plans for his downfall 101
plans for his education 860
plans for his eventual 122
plans for his forthcoming 186
plans for his grandson 103
plans for his guidance 50
plans for his immediate 315
plans for his invention 49
plans for his military 51
plans for his overthrow 197
plans for his personal 173
plans for his property 59
plans for his proposed 265
plans for his reception 231
plans for his recovery 76
plans for his treatment 93
plans for its abolition 85
plans for its approval 41
plans for its complete 113
plans for its conquest 154
plans for its disposal 99
plans for its economic 215
plans for its eventual 161
plans for its execution 621
plans for its expansion 603
plans for its extension 483
plans for its formation 40
plans for its immediate 146
plans for its military 44
plans for its operation 224
plans for its overthrow 147
plans for its products 45
plans for its progress 51
plans for its promotion 48
plans for its proposed 48
plans for its rebuilding 202
plans for its recovery 139
plans for its reduction 54
plans for its treatment 89
plans for new airports 87
plans for new business 113
plans for new capacity 55
plans for new churches 157
plans for new colonies 137
plans for new elections 50
plans for new highways 150
plans for new machines 113
plans for new military 56
plans for new products 1454
plans for new programs 320
plans for new projects 783
plans for new railways 141
plans for new services 269
plans for new ventures 283
plans for our campaign 84
plans for our children 311
plans for our founders 45
plans for our immediate 48
plans for our salvation 49
plans for sex education 63
plans for tax reduction 45
plans for that property 50
plans for this beautiful 41
plans for this campaign 377
plans for this facility 67
plans for this movement 68
plans for this operation 621
plans for this property 54
plans for this proposed 44
plans for this saturday 118
plans for this situation 123
plans for two separate 131
plans had not included 272
plans had not provided 46
plans now being prepared 152
plans that are actually 62
plans that are approved 101
plans that are commonly 40
plans that are designed 638
plans that are directed 44
plans that are eligible 57
plans that are executed 77
plans that are expected 57
plans that are flexible 237
plans that are included 78
plans that are intended 202
plans that are mutually 44
plans that are possible 54
plans that are prepared 141
plans that are produced 89
plans that are proposed 108
plans that are provided 86
plans that are realistic 104
plans that are relevant 131
plans that are required 348
plans that are reviewed 71
plans that are specific 226
plans that are strictly 49
plans that are suitable 48
plans that are supposed 66
plans that are tailored 84
plans that are unfunded 181
plans that may authorize 79
plans that pay benefits 55
plans they are conscious 214
plans they had digested 43
plans they had prepared 172
plans with all possible 41
plans with his officers 57
plant and are therefore 138
plant and can therefore 54
plant and its auxiliary 56
plant and its branches 54
plant and its business 110
plant and its capacity 99
plant and its chemical 40
plant and its condition 50
plant and its contents 175
plant and its environs 75
plant and its extracts 44
plant and its functions 41
plant and its immediate 121
plant and its operation 648
plant and its physical 89
plant and its possible 41
plant and its potential 107
plant and its problems 75
plant and its products 500
plant and its progress 57
plant and its response 63
plant and its specific 53
plant and its tendrils 42
plant and oil refinery 126
plant and raw materials 512
plant are not affected 56
plant are not included 66
plant are not uncommon 52
plant can not complete 229
plant can not continue 65
plant can not flourish 55
plant can not maintain 43
plant can not possibly 119
plant can not therefore 52
plant can not tolerate 161
plant can not withstand 90
plant does not flourish 99
plant does not generate 53
plant does not normally 48
plant does not tolerate 121
plant for all purposes 57
plant for its nutrition 40
plant for raw materials 41
plant for tax purposes 145
plant has its indirect 67
plant has its parasite 125
plant has not operated 45
plant has not produced 43
plant has not received 43
plant has two distinct 59
plant has two separate 43
plant sap and synthetic 51
plant that can tolerate 116
plant that can withstand 127
plant that had employed 46
plant that had produced 80
plant that had recently 61
plant that had survived 57
plant that has outgrown 107
plant that has produced 85
plant that has received 74
plant that has recently 85
plant that has suffered 52
plant that has survived 75
plant that was designed 74
plant that was formerly 49
plant that was operated 48
plant that was probably 45
plant that was supposed 110
plant was being designed 112
plant was being operated 166
plant was not affected 139
plant was not designed 105
plant was not equipped 70
plant was not finished 54
plant was not included 65
plant was not operated 101
plant was not properly 43
plant was not required 48
plant was not unionized 66
plant who now develops 191
plant with heat recovery 55
plant with its beautiful 57
plant with its numerous 45
plant with raw materials 41
plate and are attached 42
plate and are therefore 54
plate and beam elements 74
plate and bias voltages 124
plate and eating utensils 91
plate and her liveries 64
plate and its adjacent 63
plate and its contents 180
plate and its negative 40
plate and its supporting 44
plate and its thickness 49
plate and lead peroxide 163
plate are not parallel 49
plate are two uprights 54
plate being thus prepared 47
plate does not coincide 85
plate fin heat exchanger 272
plate for his services 67
plate tax are examples 45
plate that was attached 43
plate that was supposed 42
plate they had received 59
plate was not properly 53
plate was then immersed 96
plate was then inserted 52
plate was then replaced 41
plate with heat transfer 49
plate with its attached 117
plate with its contents 44
plate with two opposite 107
plate with two parallel 64
plate you are mistaken 77
playing and its relations 60
playing area for children 40
playing for his hometown 153
playing his own concerto 52
playing his own variations 103
playing off one barbarian 110
playing off one interest 55
playing off one powerful 47
playing off one supplier 51
playing was too delicate 74
playing with her beautiful 47
playing with her bracelet 50
playing with her children 2649
playing with her clitoris 76
playing with her daughter 728
playing with her favorite 346
playing with her genitals 163
playing with her grandson 68
playing with her necklace 131
playing with his audience 136
playing with his children 6053
playing with his computer 510
playing with his comrades 305
playing with his daughter 515
playing with his electric 215
playing with his favorite 488
playing with his genitals 720
playing with his grandson 247
playing with his matchbox 119
playing with his mustache 127
playing with his opponent 44
playing with his revolver 68
playing with his soldiers 131
playing with his spaniels 293
playing with his whiskers 96
playing with its genitals 52
playing with lead soldiers 130
playing with our children 488
playing with our daughter 44
playing with our purposes 91
playing with this dangerous 45
playing with this deponent 49
playing with this splendid 100
playing with tin soldiers 693
playing with toy soldiers 1877
playing with two children 165
plays and art exhibits 187
plays and two musicals 42
plays are being produced 412
plays are not comedies 106
plays are not dramatic 56
plays are not entirely 61
plays are not included 102
plays are not intended 68
plays are not mentioned 57
plays are not produced 157
plays are not realistic 45
plays are not referred 41
plays are not suitable 41
plays are not uncommon 41
plays are now produced 40
plays are too numerous 77
plays can not possibly 47
plays deal with problems 40
plays did not interest 113
plays for both children 99
plays for his approval 42
plays for his students 100
plays its own specific 190
plays that are designed 68
plays that are intended 70
plays that are produced 388
plays that are supposed 88
plays that deal directly 45
plays that had preceded 73
plays thus far mentioned 41
plays was being produced 40
plays with and subverts 91
plays with her children 415
plays with his audience 385
plays with his children 1078
plays with his condition 357
plays with his daughter 149
plays with his genitals 81
plays with our children 42
plays with toy soldiers 174
pleading for all purposes 134
pleading for her children 313
pleading for her daughter 157
pleading for his attention 159
pleading for his children 54
pleading for his daughter 104
pleading his own insanity 85
pleading his own weariness 60
pleading that his presence 47
pleading with her daughter 104
pleading with her urgently 68
pleading with him silently 50
pleading with his audience 151
pleading with his children 43
pleading with his superiors 61
pleads for her reckless 53
pleads for his daughter 42
pleads with her daughter 85
pleads with his audience 82
pleads with his daughter 44
please and win affection 140
please and win approval 70
please ask any questions 127
please get this straight 102
please him who enlisted 162
please him who enrolled 70
please his new subjects 87
please his own judgment 98
please one who deserves 55
please try and remember 97
please with all possible 43
please you may commence 57
please you with whispers 68
pleasing but not brilliant 59
pleasing her was negative 53
pleasing than that produced 45
pleasing with his presence 77
plebs and its tribunes 52
plied her with caresses 65
plied her with questions 2192
plied him with numerous 50
plied him with questions 6203
plied them with canister 90
plied them with missiles 62
plied them with musketry 143
plied them with questions 948
plied with new subjects 79
plies her with questions 127
plies him with questions 361
plies them with questions 57
plies you with questions 42
plots are not included 58
plots are not parallel 94
plots are not straight 48
plots are not suitable 43
plots for each treatment 291
plots for his overthrow 52
plots for its overthrow 52
plots that each succeeding 76
plots that had received 352
pluck out all straggling 42
pluck out her eyebrows 40
pluck them with eagerness 91
plugs are then inserted 79
plugs are then replaced 62
plugs are then withdrawn 45
plugs for each cylinder 115
plugs that are inserted 64
plunge all who approach 48
poetic and all domestic 43
poetry and all commerce 52
poetry and for chivalry 107
poetry and for whatever 48
poetry and has received 81
poetry and her personal 43
poetry and his attitude 55
poetry and his critical 162
poetry and his cynicism 47
poetry and his dramatic 95
poetry and his interest 54
poetry and his literary 93
poetry and his personal 98
poetry and his politics 160
poetry and his practice 68
poetry and his religious 163
poetry and its audience 123
poetry and its cultural 64
poetry and its functions 59
poetry and its potential 54
poetry and its reception 95
poetry and its relations 53
poetry and its tradition 44
poetry are not admitted 391
poetry are too numerous 42
poetry can not flourish 64
poetry can not possibly 93
poetry can not properly 60
poetry did not disappear 44
poetry did not entirely 46
poetry did not flourish 52
poetry does not describe 70
poetry does not directly 46
poetry does not indicate 58
poetry for all occasions 45
poetry had but slightly 82
poetry had its beginnings 50
poetry had its original 46
poetry has its ultimate 50
poetry has not received 118
poetry has not survived 78
poetry that had preceded 57
poetry that has survived 268
poetry that was actually 49
poetry that was composed 110
poetry that was produced 141
poetry was being composed 54
poetry was being produced 66
poetry was his favorite 108
poetry was not composed 44
poetry was not confined 197
poetry was not entirely 95
poetry was not intended 63
poetry was not regarded 41
poetry with his estimate 57
poetry with its emphasis 107
point add and multiply 69
point add and subtract 54
point all his attention 43
point and are parallel 59
point and are therefore 494
point and ask questions 41
point and ask yourself 55
point and can therefore 259
point and its adjacent 70
point and its direction 350
point and its distance 387
point and its elevation 129
point and its immediate 265
point and its opposite 48
point and its original 90
point and its supporting 201
point and its velocity 49
point and its vicinity 109
point and may therefore 152
point and one direction 42
point and that therefore 420
point and then abruptly 82
point and then consider 143
point and then continue 166
point and then continuing 40
point and then declined 43
point and then declines 187
point and then decreased 100
point and then decreases 746
point and then descends 104
point and then disappear 61
point and then followed 48
point and then increased 46
point and then increases 395
point and then proceeding 94
point and then proceeds 253
point and then quenched 66
point and then returned 75
point and then suddenly 572
point and thus receives 63
point and was followed 113
point and was powerful 137
point and was therefore 169
point are not affected 125
point are not complete 94
point are not entirely 131
point are not included 105
point are not numerous 109
point are not possible 83
point are not required 42
point are not uncommon 144
point are too numerous 97
point being that whatever 73
point being thus solemnly 53
point can lie anywhere 55
point can not possibly 398
point can not properly 45
point can not therefore 114
point did not coincide 46
point did not directly 70
point did not interest 54
point did they consider 40
point does not actually 118
point does not approach 48
point does not coincide 500
point does not diminish 57
point does not directly 90
point does not entirely 44
point does not indicate 144
point does not interest 96
point does not preclude 132
point does not protrude 40
point does our argument 62
point for all activity 100
point for all american 40
point for all analysis 61
point for all attempts 79
point for all business 54
point for all children 70
point for all christian 193
point for all decisions 58
point for all economic 79
point for all education 258
point for all elements 58
point for all military 57
point for all patients 46
point for all positions 67
point for all possible 80
point for all problems 48
point for all programs 41
point for all projects 48
point for all questions 43
point for all services 42
point for all students 168
point for all subjects 48
point for all visitors 42
point for any activity 82
point for any adequate 48
point for any analysis 1100
point for any business 87
point for any christian 131
point for any critical 79
point for any detailed 58
point for any economic 50
point for any possible 44
point for any realistic 84
point for any specific 49
point for any treatment 60
point for dna synthesis 171
point for each activity 126
point for each category 136
point for each complete 59
point for each condition 54
point for each criterion 159
point for each negative 59
point for each partition 43
point for each positive 149
point for each possible 60
point for each response 529
point for each sentence 182
point for each separate 51
point for her analysis 85
point for his analysis 553
point for his argument 254
point for his campaign 69
point for his critique 75
point for his personal 54
point for his treatment 60
point for its analysis 119
point for its security 154
point for new arrivals 55
point for new projects 50
point for our analysis 2380
point for our approach 99
point for our argument 326
point for our attempts 42
point for our attention 107
point for our concerns 72
point for our immediate 122
point for our interest 40
point for our purposes 4090
point for our treatment 44
point for raw materials 127
point for that pressure 83
point for this activity 234
point for this analysis 1883
point for this approach 417
point for this argument 238
point for this condition 52
point for this exercise 337
point for this movement 129
point for this operation 105
point for this pressure 54
point for this situation 51
point for this strategy 80
point for this titration 64
point had not occurred 169
point has not received 254
point may lie anywhere 47
point may not coincide 50
point not yet mentioned 76
point off two decimals 92
point one may consider 47
point out all possible 130
point out and challenge 46
point out and classify 178
point out and denounce 233
point out and describe 1282
point out and document 47
point out and evaluate 97
point out and identify 468
point out and indicate 47
point out any definite 722
point out any deviations 41
point out any distinct 50
point out any essential 365
point out any evidence 244
point out any examples 149
point out any fragment 67
point out any instance 317
point out any mistakes 860
point out any negative 41
point out any omissions 172
point out any passages 266
point out any physical 121
point out any positive 41
point out any possible 369
point out any potential 221
point out any problems 692
point out any provision 100
point out any specific 1212
point out both positive 43
point out for instance 176
point out her mistakes 245
point out his allusions 43
point out his demerits 47
point out his failures 90
point out his favorite 182
point out his invidious 88
point out his mistakes 1164
point out his personal 84
point out how children 46
point out how complete 67
point out how contrary 48
point out how critical 147
point out how dangerous 467
point out how decisive 44
point out how entirely 448
point out how erroneous 55
point out how essential 245
point out how humiliating 105
point out how injurious 94
point out how mistaken 114
point out how powerful 194
point out how seriously 169
point out how specific 94
point out how strikingly 46
point out how terrible 91
point out how unlikely 203
point out how valuable 308
point out its affinity 52
point out its apparent 98
point out its benefits 141
point out its dangerous 41
point out its direction 175
point out its economic 100
point out its essential 300
point out its failures 97
point out its inherent 183
point out its locality 139
point out its mistakes 163
point out its negative 95
point out its numerous 127
point out its original 123
point out its positive 220
point out its possible 210
point out its potential 137
point out its presence 90
point out its probable 460
point out its problems 57
point out its relations 186
point out its relative 91
point out its situation 418
point out its specific 137
point out its tendency 41
point out new problems 40
point out one essential 97
point out one exception 41
point out one instance 601
point out one possible 226
point out one property 74
point out one sentence 42
point out one specific 125
point out our absolute 58
point out our direction 45
point out our intention 41
point out our mistakes 507
point out ten spotless 40
point out that abnormal 91
point out that absolute 209
point out that abstract 104
point out that academic 276
point out that accounting 136
point out that accuracy 95
point out that accurate 148
point out that activity 127
point out that actually 522
point out that adequate 270
point out that advanced 105
point out that advances 92
point out that africans 169
point out that alongside 116
point out that american 2219
point out that analysis 305
point out that analysts 117
point out that apparent 135
point out that articles 87
point out that artistic 94
point out that attempts 589
point out that attention 215
point out that australia 311
point out that authority 91
point out that baseball 88
point out that beethoven 96
point out that behaviors 42
point out that benefits 132
point out that benjamin 99
point out that berkeley 169
point out that biblical 122
point out that bismarck 120
point out that boundary 56
point out that buddhism 253
point out that business 603
point out that campbell 40
point out that catholics 162
point out that cerebral 47
point out that chemical 223
point out that children 4486
point out that christian 541
point out that churches 104
point out that citizens 164
point out that clinical 360
point out that columbus 106
point out that communal 40
point out that compared 312
point out that complete 417
point out that computer 358
point out that concepts 290
point out that concerns 41
point out that conflict 438
point out that confusion 105
point out that constant 110
point out that consumer 193
point out that continuing 54
point out that contrary 590
point out that counseling 45
point out that criminal 157
point out that critical 241
point out that cultural 928
point out that cultures 189
point out that currency 89
point out that deception 41
point out that decisions 522
point out that deficits 40
point out that definite 45
point out that detailed 55
point out that developing 381
point out that diffusion 41
point out that distance 90
point out that distinct 239
point out that domestic 464
point out that dominant 47
point out that dramatic 123
point out that durkheim 104
