of ace over unadjusted 99
of one great historical 113
of one great individual 182
of one great institution 74
of one great nationality 41
of one great phenomenon 65
of one great proprietor 49
of one great university 61
of one hand introduced 44
of one heaping teaspoonful 46
of one heart contraction 49
of one kind constitute 66
of one less accustomed 124
of one lone individual 137
of one mole equivalent 101
of one month immediately 244
of one month prescribed 52
of one more acceptable 48
of one more accustomed 194
of one more appropriate 81
of one more experiment 69
of one more homogeneous 44
of one more indefinite 97
of one more individual 141
of one more remarkable 47
of one more traditional 62
of one most remarkable 47
of one must inevitably 45
of one north vietnamese 52
of one other corporation 54
of one other individual 376
of one part chloroform 63
of one part correspond 99
of one part turpentine 54
of one room downstairs 42
of one side multiplied 91
of one single antecedent 79
of one single application 43
of one single capitalist 236
of one single continuous 93
of one single corporation 124
of one single department 88
of one single discipline 63
of one single elementary 58
of one single enterprise 43
of one single experience 77
of one single experiment 95
of one single government 72
of one single historical 62
of one single homogeneous 54
of one single individual 3618
of one single institution 99
of one single instrument 72
of one single measurement 60
of one single observation 69
of one single phenomenon 102
of one single photograph 90
of one single proposition 55
of one single transaction 48
of one spin orientation 126
of one such application 199
of one such arrangement 179
of one such calculation 201
of one such celebration 56
of one such combination 74
of one such comparison 105
of one such computation 51
of one such conference 153
of one such congregation 57
of one such corporation 102
of one such department 57
of one such description 404
of one such enterprise 241
of one such examination 90
of one such experience 381
of one such experiment 1768
of one such friendship 121
of one such individual 1040
of one such institution 427
of one such instrument 531
of one such interaction 51
of one such manuscript 53
of one such measurement 70
of one such observation 44
of one such occurrence 135
of one such phenomenon 146
of one such preparation 51
of one such proposition 118
of one such publication 117
of one such settlement 137
of one such successful 97
of one such transaction 128
of one unit multiplied 45
of one unit represents 186
of one vast conspiracy 69
of one vast instrument 100
of one very influential 83
of one very particular 122
of one very remarkable 217
of one very successful 221
of one well accustomed 344
of one well acquainted 291
of one were attributed 54
of one were sacrificed 41
of one whom presumption 95
of one whom providence 53
of one will contribute 67
of one will illustrate 52
of one will inevitably 125
of one word utterances 135
of ore were discovered 235
of our arab attendants 43
of our army commanders 80
of our army everywhere 43
of our bank presidents 41
of our base commanders 48
of our best anatomical 41
of our best architects 254
of our best aspirations 86
of our best authorities 2139
of our best candidates 56
of our best collections 55
of our best commanders 97
of our best conceptions 42
of our best conductors 50
of our best cultivated 43
of our best detectives 51
of our best discussions 62
of our best dramatists 111
of our best economists 126
of our best educational 213
of our best elementary 67
of our best experience 57
of our best grammarians 56
of our best guarantees 59
of our best historical 216
of our best indications 66
of our best indicators 65
of our best industries 44
of our best informants 187
of our best information 278
of our best intellects 118
of our best literature 549
of our best newspapers 196
of our best operatives 77
of our best orchestras 45
of our best organizers 49
of our best performers 232
of our best periodicals 118
of our best politicians 70
of our best possessions 55
of our best presidents 239
of our best principles 44
of our best productions 83
of our best professors 117
of our best publishers 51
of our best researchers 74
of our best resolutions 147
of our best safeguards 46
of our best salespeople 40
of our best scientific 569
of our best scientists 468
of our best seminaries 48
of our best sentiments 40
of our best specialists 70
of our best supporters 118
of our best technicians 65
of our best telescopes 103
of our best university 71
of our best vegetables 68
of our best volunteers 65
of our best zoologists 77
of our body structures 52
of our book department 45
of our cheap literature 53
of our city authorities 112
of our city corporation 42
of our city government 1088
of our city newspapers 52
of our city populations 322
of our coal consumption 65
of our coding categories 54
of our coming generations 105
of our coping mechanisms 43
of our core businesses 134
of our core curriculum 194
of our core principles 49
of our data acquisition 98
of our data structures 132
of our days unpolluted 53
of our debt discharged 87
of our debt management 43
of our deep appreciation 233
of our deep attachment 62
of our deep commitment 84
of our deep convictions 41
of our deep friendship 94
of our dream experience 54
of our dual government 102
of our early associations 59
of our early authorities 53
of our early chronicles 57
of our early discussions 149
of our early dramatists 319
of our early educational 56
of our early encounters 60
of our early experience 402
of our early forefathers 339
of our early friendship 375
of our early government 93
of our early historical 43
of our early immigrants 45
of our early impressions 93
of our early information 114
of our early instruction 74
of our early interviews 115
of our early legislation 69
of our early literature 1458
of our early navigators 101
of our early parliaments 115
of our early presidents 442
of our early settlement 85
of our early sovereigns 100
of our early versifiers 42
of our evil conscience 45
of our evil tendencies 76
of our fair metropolis 131
of our faith commitment 54
of our faith experience 78
of our farm implements 53
of our felt experience 88
of our fire department 335
of our firm attachment 62
of our firm commitment 44
of our five categories 152
of our five principles 64
of our flying fortresses 63
of our folk literature 106
of our folk psychology 245
of our food consumption 101
of our food preparation 43
of our food substances 46
of our four categories 255
of our four evangelists 43
of our four indicators 45
of our four principles 91
of our free democratic 196
of our free educational 41
of our free enterprise 2357
of our free government 4814
of our free institution 41
of our free principles 46
of our free republican 606
of our fuel consumption 58
of our full appreciation 41
of our full complement 52
of our full confidence 94
of our full cooperation 86
of our full employment 64
of our giant industries 45
of our good conscience 75
of our good countrymen 40
of our good disposition 147
of our good forefathers 44
of our good friendship 74
of our good government 86
of our good grandmother 59
of our good kindhearted 45
of our good magistrate 58
of our good republican 40
of our good resolutions 120
of our great advantages 180
of our great amusements 86
of our great appreciation 116
of our great architects 62
of our great astronomer 158
of our great authorities 262
of our great benefactor 539
of our great benevolent 68
of our great brotherhood 144
of our great businesses 62
of our great collections 79
of our great commanders 119
of our great commonwealth 844
of our great confidence 40
of our great countryman 712
of our great countrymen 49
of our great covenanted 44
of our great declaration 52
of our great democratic 280
of our great department 85
of our great dependence 121
of our great dependency 554
of our great difference 46
of our great difficulty 64
of our great dramatists 205
of our great educational 513
of our great enterprise 218
of our great exhibitions 42
of our great experience 55
of our great experiment 274
of our great expositions 44
of our great familiarity 129
of our great financiers 153
of our great forefathers 259
of our great foundations 89
of our great fraternity 381
of our great friendship 205
of our great government 408
of our great grandfather 371
of our great grandmother 145
of our great historical 468
of our great industries 1409
of our great institution 120
of our great landowners 84
of our great literature 221
of our great mechanical 58
of our great mercantile 141
of our great metropolis 856
of our great misfortune 128
of our great monopolies 41
of our great naturalist 132
of our great navigators 40
of our great newspapers 364
of our great obligations 184
of our great orchestras 96
of our great politicians 132
of our great possessions 79
of our great presidents 697
of our great principles 120
of our great privileges 84
of our great productive 55
of our great progenitor 268
of our great prosperity 265
of our great protestant 153
of our great republican 260
of our great scientific 435
of our great scientists 303
of our great seminaries 48
of our great seventeenth 83
of our great shakespeare 63
of our great sisterhood 61
of our great solicitude 86
of our great superiority 112
of our great telescopes 49
of our great territorial 59
of our great university 546
of our having discovered 123
of our having experience 78
of our having undertaken 64
of our health authorities 48
of our health department 111
of our heavy casualties 49
of our heavy dependence 78
of our heavy displeasure 78
of our heavy industries 161
of our high appreciation 325
of our high approbation 65
of our high authorities 53
of our high connections 80
of our high consumption 50
of our high destination 57
of our high displeasure 636
of our high indignation 71
of our high individual 90
of our high privileges 111
of our high protective 68
of our high technology 150
of our holy congregation 51
of our holy enterprise 108
of our holy forefathers 57
of our holy scriptures 514
of our home consumption 176
of our home government 99
of our home industries 564
of our home productions 82
of our home surroundings 48
of our huge metropolis 52
of our ideal conceptions 57
of our just complaints 74
of our just grievances 78
of our just indignation 68
of our just obligations 67
of our just pretensions 62
of our just resentment 41
of our kingly commonwealth 62
of our lady immaculate 275
of our lady surrounded 87
of our land legislation 129
of our land management 44
of our last conference 249
of our last discussions 50
of our last encampment 103
of our last examination 100
of our last experience 70
of our last experiment 66
of our last interviews 170
of our last observation 47
of our last proposition 60
of our late advantages 77
of our late adventures 103
of our late ambassador 42
of our late antagonist 50
of our late capitalist 108
of our late conference 69
of our late encampment 40
of our late expeditions 51
of our late experience 94
of our late geographers 43
of our late illustrious 251
of our late misfortune 68
of our late presidents 48
of our late unlamented 69
of our leading architects 143
of our leading authorities 604
of our leading characters 133
of our leading conceptions 338
of our leading department 51
of our leading dramatists 139
of our leading economists 254
of our leading educational 319
of our leading executives 41
of our leading financiers 93
of our leading historical 56
of our leading industries 588
of our leading newspapers 694
of our leading orchestras 95
of our leading performers 42
of our leading periodicals 261
of our leading physicists 99
of our leading politicians 659
of our leading principles 52
of our leading proposition 43
of our leading publicists 47
of our leading publishers 111
of our leading scientific 185
of our leading scientists 601
of our leading specialists 67
of our leading supporters 47
of our leading university 77
of our least successful 78
of our least understood 87
of our left hemisphere 58
of our less attractive 64
of our less privileged 54
of our less scrupulous 41
of our less successful 109
of our life activities 139
of our life constantly 120
of our life expectancy 97
of our life experience 1334
of our life narratives 48
of our life reconciled 70
of our living arrangement 46
of our living dramatists 44
of our living experience 366
of our lord chancellor 51
of our lord immediately 50
of our lord overflowed 132
of our lord understood 58
of our lost countrymen 81
of our love pleasurably 118
of our main activities 132
of our main assumptions 71
of our main authorities 43
of our main categories 43
of our main characters 162
of our main competitor 51
of our main conclusions 387
of our main contentions 110
of our main convictions 84
of our main historical 40
of our main industries 173
of our main informants 56
of our main motivations 82
of our main objectives 1094
of our main occupations 44
of our main principles 181
of our main proposition 65
of our male informants 97
of our many activities 128
of our many advantages 54
of our many adventures 62
of our many countrymen 56
of our many discordant 45
of our many discussions 376
of our many grievances 42
of our many interviews 98
of our many obligations 127
of our many shortcomings 103
of our meaning structures 60
of our mere conceptions 88
of our mind concentric 149
of our mind determines 80
of our mining industries 59
of our more accessible 41
of our more aggressive 126
of our more articulate 70
of our more attractive 79
of our more celebrated 221
of our more deliberate 95
of our more democratic 44
of our more elementary 44
of our more enterprising 185
of our more enthusiastic 136
of our more fashionable 87
of our more illustrious 110
of our more influential 146
of our more particular 111
of our more perceptive 70
of our more prestigious 81
of our more pretentious 111
of our more productive 93
of our more profitable 68
of our more prosperous 168
of our more remarkable 109
of our more scientific 47
of our more sensational 45
of our more substantial 62
of our more successful 710
of our more superficial 65
of our more traditional 302
of our more vulnerable 58
of our most acceptable 40
of our most aggressive 128
of our most articulate 276
of our most attractive 968
of our most beautifully 113
of our most benevolent 97
of our most brilliantly 54
of our most celebrated 4814
of our most consistent 199
of our most contentious 49
of our most convenient 83
of our most cultivated 472
of our most debilitating 50
of our most deliberate 90
of our most delightful 947
of our most democratic 95
of our most dependable 581
of our most determined 637
of our most disastrous 111
of our most distinguishing 95
of our most efficacious 66
of our most elementary 376
of our most embarrassing 84
of our most enterprising 722
of our most entertaining 107
of our most enthusiastic 741
of our most entrenched 119
of our most expressive 204
of our most fashionable 707
of our most formidable 614
of our most frequented 101
of our most frequently 361
of our most illustrious 6209
of our most imperative 94
of our most implacable 144
of our most impressive 338
of our most individual 154
of our most industrious 362
of our most influential 2616
of our most innovative 204
of our most insightful 100
of our most interested 74
of our most invaluable 59
of our most inveterate 362
of our most legitimate 61
of our most meritorious 146
of our most munificent 47
of our most oppressive 48
of our most optimistic 51
of our most ornamental 161
of our most perceptive 285
of our most persistent 634
of our most persuasive 67
of our most pleasurable 77
of our most potentially 41
of our most prestigious 906
of our most pretentious 57
of our most productive 1124
of our most proficient 51
of our most profitable 542
of our most profoundly 87
of our most pronounced 83
of our most prosperous 535
of our most publicized 83
of our most remarkable 847
of our most respectful 156
of our most scientific 269
of our most serviceable 65
of our most substantial 572
of our most successful 7859
of our most suggestive 40
of our most sympathetic 44
of our most traditional 119
of our most trustworthy 431
of our most ubiquitous 70
of our most underrated 41
of our most unexpected 46
of our most unreserved 46
of our most vociferous 42
of our most voluminous 90
of our most vulnerable 762
of our navy conditioned 40
of our navy department 230
of our next assignment 43
of our next conference 73
of our next destination 128
of our next experiment 88
of our next incarnation 61
of our next successful 65
of our ocean mercantile 40
of our once prosperous 41
of our ongoing activities 47
of our ongoing commitment 214
of our ongoing discussions 59
of our ongoing experience 185
of our only encounters 50
of our oral literature 70
of our other activities 487
of our other advantages 61
of our other assumptions 114
of our other authorities 131
of our other businesses 74
of our other categories 119
of our other characters 53
of our other classmates 88
of our other commanders 48
of our other conclusions 63
of our other cultivated 51
of our other discussions 40
of our other dramatists 62
of our other educational 59
of our other facilities 60
of our other grievances 94
of our other illustrious 68
of our other indigenous 47
of our other industries 171
of our other informants 104
of our other information 189
of our other initiatives 58
of our other objectives 78
of our other obligations 79
of our other perceptions 144
of our other plantations 99
of our other possessions 251
of our other presidents 91
of our other principles 68
of our other properties 58
of our other regulatory 40
of our other scientific 42
of our other techniques 43
of our other therapeutic 123
of our past activities 146
of our past adventures 57
of our past associations 103
of our past attachment 108
of our past discussions 117
of our past educational 41
of our past encounters 84
of our past experience 5726
of our past friendship 348
of our past generations 108
of our past legislation 145
of our past literature 103
of our past participle 42
of our past perceptions 80
of our past presidents 347
of our past prosperity 49
of our past reflections 50
of our past wickedness 110
of our peace negotiations 44
of our pious forefathers 422
of our plan circulated 69
of our poor compatriots 95
of our poor countrymen 487
of our poor description 53
of our poor distressed 94
of our port facilities 43
of our prior assumptions 75
of our prior discussions 60
of our prior experience 236
of our prior information 94
of our prior precedents 99
of our radio broadcasts 59
of our radio telescopes 43
of our reading experience 304
of our reading instruction 60
of our reading vocabulary 49
of our rich experience 45
of our rising importance 70
of our rising prosperity 426
of our risk assessment 61
of our risk management 108
of our rude forefathers 296
of our ruin approaches 59
of our sage forefathers 125
of our said grandfather 78
of our said lieutenant 124
of our said plantations 162
of our said repentance 93
of our said settlement 57
of our said university 121
of our shop structures 59
of our slang expressions 53
of our south vietnamese 178
of our spring associations 45
of our star performers 83
of our tank destroyers 165
of our test procedures 58
of our test statistics 87
of our third experiment 44
of our third millennium 44
of our third proposition 85
of our three approaches 109
of our three assumptions 51
of our three candidates 55
of our three categories 380
of our three characters 46
of our three components 42
of our three dimensional 159
of our three generations 59
of our three objectives 49
of our three principles 164
of our time constitute 48
of our time distinctly 67
of our time experience 148
of our time immediately 44
of our time inevitably 105
of our time management 48
of our time represents 57
of our time translated 43
of our town government 75
of our town politeness 77
of our town populations 164
of our true adventures 60
of our true characters 83
of our true destination 51
of our true disposition 44
of our true identities 76
of our true objectives 42
of our vast educational 81
of our vast experience 102
of our vast mechanical 66
of our vast mercantile 49
of our vast metropolis 103
of our vast possessions 205
of our vast productive 49
of our very experience 63
of our very familiarity 52
of our very identities 84
of our very inadequate 45
of our very incomplete 62
of our very particular 68
of our very successful 224
of our vice presidents 416
of our waking experience 919
of our waking perceptions 80
of our warm friendship 79
of our weary pilgrimage 62
of our wide experience 51
of our wide expositors 60
of our wise forefathers 189
of our word processors 54
of our work experience 82
of our young adventurer 120
of our young architects 104
of our young candidates 44
of our young commonwealth 52
of our young compatriots 44
of our young countryman 111
of our young countrymen 364
of our young dramatists 69
of our young friendship 57
of our young generations 68
of our young government 43
of our young literature 84
of our young midshipmen 60
of our young professors 90
of our young scientists 184
of our young telemachus 203
of our young university 88
of our young volunteers 55
of our youth activities 43
of our zoning ordinances 54
of owing their possessions 62
of pap smear parameters 43
of path length difference 87
of pay were discharged 58
of pay were introduced 83
of per cent composition 66
of pus were discharged 124
of raw food substances 299
of raw leafy vegetables 432
of real life activities 107
of real life characters 69
of real life experience 522
of real time computation 49
of real time information 405
of real time interaction 60
of real time ultrasound 335
of real wage adjustment 116
of real wage resistance 392
of real wage rigidities 71
of real work experience 61
of red army commanders 652
of red army commissars 42
of red cell aggregates 180
of red cell aggregation 929
of red cell antibodies 869
of red cell components 99
of red cell deformation 67
of red cell destruction 3585
of red cell hemoglobin 217
of red cell metabolism 607
of red cell morphology 842
of red cell populations 57
of red cell precursors 1164
of red cell suspensions 646
of red cell transfusion 851
of red pine plantations 228
of red silk ornamented 45
of red wine consumption 101
of rna were synthesized 49
of san jose university 40
of san juan capistrano 13211
of san juan teotihuacan 1261
of seat belt legislation 441
of see also references 393
of sex into prominence 52
of sex ratio adjustment 60
of sex ratio imbalances 65
of sex role acquisition 81
of sex role attributes 114
of sex role conceptions 40
of sex role definitions 91
of sex role expectancy 46
of sex role orientation 1067
of sex role preference 86
of sex role segregation 65
of sex role stereotypes 5180
of sex were considered 43
of sin upon repentance 116
of sir hugh montgomery 141
of sir john barleycorn 285
of sir john chancellor 120
of sir john fitzgerald 57
of sir john hutchinson 73
of sir john montgomery 97
of sir john richardson 990
of sir luke fitzgerald 54
of six great personages 54
of six main categories 82
of six main components 127
of six other candidates 47
of six other newspapers 42
of six risk assessment 80
of six vice presidents 64
of six years experience 144
of six years immediately 190
of six years instruction 133
of six years subsequent 41
of six young volunteers 61
of tax loss carryovers 87
of tax rate structures 74
of ten days immediately 46
of ten were illiterate 84
of ten years continuous 42
of ten years experience 1183
of ten years immediately 392
of ten years originally 48
of ten years prescribed 59
of ten years subsequent 52
of that body determined 42
of that body immediately 69
of that bold declaration 40
of that bold experiment 40
of that calm confidence 47
of that city determined 51
of that city immediately 50
of that data controller 49
of that deep abhorrence 59
of that deep experience 52
of that deep melancholy 164
of that door experience 42
of that early atmosphere 50
of that early attachment 41
of that early discipline 46
of that early experience 477
of that early experiment 55
of that early friendship 115
of that early instruction 53
of that early literature 54
of that early settlement 116
of that evil disposition 128
of that evil institution 49
of that fact immediately 60
of that fair fellowship 177
of that fine adjustment 118
of that fine institution 77
of that fine instrument 51
of that firm overstates 75
of that fond attachment 149
of that foul conspiracy 41
of that free competition 91
of that free enterprise 95
of that free government 328
of that free interchange 45
of that full confidence 41
of that full information 51
of that full recognition 47
of that good disposition 48
of that good fellowship 171
of that good government 54
of that good providence 115
of that great adventurer 70
of that great assemblage 238
of that great astronomer 141
of that great benefactor 410
of that great brotherhood 303
of that great celebration 79
of that great collective 201
of that great combination 193
of that great commonwealth 547
of that great composition 143
of that great congregation 202
of that great conspiracy 108
of that great corporation 717
of that great declaration 97
of that great democratic 168
of that great department 361
of that great dependency 153
of that great destruction 131
of that great difference 129
of that great difficulty 43
of that great discoverer 61
of that great educational 170
of that great elizabethan 162
of that great employment 41
of that great encourager 44
of that great enterprise 991
of that great evangelical 57
of that great experience 235
of that great experiment 329
of that great fellowship 56
of that great florentine 166
of that great fraternity 118
of that great friendship 52
of that great government 180
of that great historical 454
of that great impersonal 43
of that great importance 135
of that great inequality 81
of that great institution 1970
of that great instrument 2027
of that great legislator 147
of that great literature 89
of that great magistrate 242
of that great mercantile 146
of that great metropolis 867
of that great misfortune 96
of that great naturalist 713
of that great pestilence 47
of that great phenomenon 57
of that great promontory 86
of that great propitiation 67
of that great proposition 43
of that great protective 52
of that great protestant 276
of that great rationalist 69
of that great reformation 129
of that great repository 52
of that great republican 181
of that great restoration 47
of that great scientific 134
of that great settlement 47
of that great seventeenth 43
of that great storehouse 112
of that great strategist 47
of that great transaction 362
of that great tribulation 84
of that great unconscious 52
of that great university 466
of that great wilderness 140
of that half pleasurable 46
of that high academical 85
of that high appreciation 104
of that high designation 58
of that high distinction 137
of that high employment 69
of that high enterprise 43
of that high excellence 53
of that high excitement 69
of that high functionary 281
of that high importance 110
of that high philosophy 48
of that high providence 95
of that holy brotherhood 72
of that holy confidence 41
of that holy discipline 54
of that holy fellowship 101
of that holy fraternity 64
of that holy institution 185
of that huge philistine 83
of that ideal commonwealth 82
of that ideal excellence 79
of that iron discipline 52
of that just considered 194
of that just displeasure 59
of that keen observation 79
of that kind constitute 40
of that kind frequently 44
of that kind immediately 43
of that kind inevitably 167
of that kind influenced 43
of that kind providence 427
of that last observation 105
of that life experience 80
of that line considered 116
of that line represents 68
of that living experience 50
of that living fellowship 139
of that loving inclination 49
of that loving providence 42
of that mild government 121
of that more celebrated 71
of that more substantial 69
of that more traditional 48
of that most abominable 180
of that most attractive 147
of that most beneficent 79
of that most benevolent 75
of that most burdensome 40
of that most celebrated 618
of that most charitable 46
of that most chivalrous 78
of that most consummate 90
of that most convenient 54
of that most delectable 83
of that most deliberate 73
of that most delightful 886
of that most democratic 96
of that most deplorable 68
of that most despicable 129
of that most detestable 345
of that most disastrous 151
of that most distinguishing 42
of that most elementary 51
of that most enterprising 62
of that most entertaining 94
of that most expressive 67
of that most fashionable 107
of that most formidable 253
of that most frequently 53
of that most hospitable 136
of that most illustrious 718
of that most impersonal 74
of that most impressive 169
of that most inconstant 64
of that most industrious 98
of that most influential 264
of that most iniquitous 131
of that most invaluable 159
of that most lamentable 67
of that most melancholy 268
of that most meritorious 46
of that most oppressive 79
of that most persistent 70
of that most persuasive 40
of that most prestigious 60
of that most productive 83
of that most profligate 55
of that most remarkable 1367
of that most scandalous 46
of that most stupendous 174
of that most successful 308
of that most suggestive 47
of that most traditional 111
of that most treacherous 73
of that most tremendous 105
of that most ubiquitous 82
of that most vulnerable 48
of that much advertised 41
of that much calumniated 127
of that much importance 147
of that much misapplied 95
of that much overworked 44
of that much persecuted 102
of that name abstractly 71
of that name celebrated 56
of that name flourished 49
of that name frequently 41
of that name immediately 45
of that name registered 75
of that news conference 57
of that once celebrated 891
of that once chivalrous 65
of that once fashionable 56
of that once formidable 315
of that once illustrious 188
of that once prosperous 132
of that oral information 51
of that other application 65
of that other arrangement 40
of that other celebrated 49
of that other commonwealth 44
of that other corporation 332
of that other department 61
of that other experience 48
of that other government 96
of that other hemisphere 57
of that other illustrious 44
of that other individual 368
of that other institution 56
of that other instrument 47
of that other proposition 79
of that other proscribed 106
of that other remarkable 83
of that other traditional 45
of that pale aquamarine 40
of that part immediately 83
of that past experience 474
of that pious resignation 46
of that poor friendless 71
of that prior experience 65
of that race difference 42
of that rapt earnestness 41
of that rare affability 228
of that rare combination 301
of that rare individual 90
of that rare occurrence 46
of that rare phenomenon 229
of that rich composition 42
of that rich experience 55
of that risk assessment 56
of that rude philosophy 59
of that rude tumultuous 43
of that said government 84
of that same atmosphere 44
of that same background 46
of that same bourgeoisie 75
of that same capitalist 106
of that same conference 54
of that same confidence 42
of that same congregation 57
of that same corporation 81
of that same department 102
of that same description 66
of that same discipline 48
of that same distinction 41
of that same enterprise 54
of that same excitement 59
of that same experience 376
of that same experiment 58
of that same government 1206
of that same historical 96
of that same imagination 79
of that same impatience 40
of that same impeachment 44
of that same indefinite 85
of that same individual 1276
of that same indulgence 40
of that same information 384
of that same institution 268
of that same instrument 127
of that same literature 64
of that same nationality 49
of that same particular 134
of that same phenomenon 174
of that same philosophy 155
of that same photograph 40
of that same proposition 115
of that same providence 85
of that same publication 66
of that same scientific 58
of that same technology 157
of that same transaction 58
of that same university 191
of that single experience 101
of that single individual 461
of that single phenomenon 45
of that single transaction 48
of that size sufficient 50
of that sort impossible 124
of that sort unrequited 96
of that sour republican 93
of that time apparently 69
of that time approached 72
of that time attributed 92
of that time completely 143
of that time considered 408
of that time constantly 51
of that time determined 59
of that time encouraged 59
of that time frequently 156
of that time interested 113
of that time maintained 68
of that time prohibited 40
of that time recognized 85
of that time represents 40
of that time understand 41
of that time understood 257
of that town immediately 47
of that true friendship 139
of that true philosophy 102
of that true tabernacle 41
of that vain expectation 53
of that vain philosophy 40
of that vast aggregation 42
of that vast assemblage 857
of that vast auditorium 47
of that vast combination 49
of that vast commonwealth 67
of that vast compilation 48
of that vast congregation 141
of that vast conspiracy 59
of that vast corporation 44
of that vast department 41
of that vast dependency 57
of that vast encampment 69
of that vast enterprise 168
of that vast experience 42
of that vast hinterland 67
of that vast historical 60
of that vast importance 58
of that vast institution 94
of that vast literature 133
of that vast metropolis 161
of that vast republican 72
of that vast storehouse 71
of that vast wilderness 409
of that very application 79
of that very atmosphere 49
of that very attractive 54
of that very bourgeoisie 106
of that very capitalism 50
of that very celebrated 89
of that very competition 41
of that very complexity 76
of that very confidence 69
of that very delightful 95
of that very democratic 110
of that very dependence 59
of that very description 203
of that very detachment 57
of that very difference 104
of that very difficulty 57
of that very discipline 44
of that very disposition 105
of that very distinction 152
of that very employment 95
of that very entertaining 47
of that very excellence 147
of that very experience 560
of that very expressive 49
of that very familiarity 50
of that very friendship 44
of that very government 1032
of that very historical 45
of that very illustrious 58
of that very imagination 49
of that very imperialism 43
of that very individual 452
of that very influential 64
of that very information 63
of that very institution 285
of that very instrument 122
of that very literature 59
of that very meritorious 41
of that very nationalism 55
of that very particular 162
of that very peculiarity 89
of that very phenomenon 128
of that very philosophy 132
of that very popularity 65
of that very productive 41
of that very prohibition 56
of that very proposition 47
of that very prosperity 51
of that very rationality 42
of that very regulatory 63
of that very remarkable 919
of that very scientific 72
of that very simplicity 58
of that very subjective 43
of that very substantial 41
of that very successful 193
of that very technology 53
of that vile transaction 72
of that warm atmosphere 51
of that warm imagination 118
of that well remembered 104
of that wild fanaticism 92
of that wild proposition 130
of that wise providence 137
of that word persecution 40
of that work experience 58
of that work represents 45
of that young commonwealth 47
of them acting originally 40
of them acting separately 93
of them also appertains 46
of them also complained 120
of them also considered 170
of them also constitute 41
of them also contribute 115
of them also cultivated 109
of them also disappeared 43
of them also discovered 49
of them also emphasized 64
of them also experience 66
of them also identified 47
of them also illustrate 48
of them also maintained 114
of them also recognized 131
of them also remembered 46
of them also represents 56
of them also understand 69
of them also understood 181
of them been accustomed 50
of them been discovered 63
of them been successful 77
of them been translated 42
of them best understood 57
of them came constantly 42
of them came downstairs 118
of them came frequently 42
of them came immediately 87
of them came originally 335
of them clung tenaciously 48
of them come immediately 150
of them come originally 63
of them cute sandwiches 43
of them died heroically 45
of them died immediately 263
of them died tragically 46
of them down separately 41
of them drew inspiration 66
of them even approached 175
of them even approaches 59
of them even complained 82
of them even considered 314
of them even contribute 49
of them even criticized 73
of them even encouraged 71
of them even experience 44
of them even hereditary 48
of them even importuned 57
of them even introduced 41
of them even maintained 124
of them even penetrated 73
of them even recognized 80
of them even remembered 169
of them even sacrificed 50
of them even understand 73
of them even understood 149
of them ever approached 157
of them ever complained 263
of them ever completely 91
of them ever conjugated 106
of them ever considered 204
of them ever discovered 111
of them ever experience 44
of them ever penetrated 40
of them ever recognized 105
of them ever remembered 90
of them ever understand 44
of them ever understood 411
of them feel frustrated 67
of them feel inadequate 43
of them fell dangerously 56
of them fell sacrifices 40
of them fell unconscious 46
of them felt completely 65
of them felt delicately 46
of them felt frustrated 124
of them felt inadequate 50
of them felt personally 45
of them find difficulty 69
of them find employment 319
of them fled immediately 40
of them from bankruptcy 82
of them from circulation 116
of them from contributing 50
of them from destruction 176
of them from establishing 60
of them from experience 384
of them from government 151
of them from influential 56
of them from observation 50
of them from protestant 91
of them from punishment 68
of them from relatively 68
of them from scandinavia 44
of them from shakespeare 61
of them from statements 124
of them from traditional 42
of them full professors 64
of them gave generously 111
of them gave information 74
of them gave preference 40
of them gave sufficient 46
of them gets overlooked 42
of them give generously 41
of them give indications 57
of them give information 66
of them grew accustomed 40
of them half frightened 48
of them have absolutely 255
of them have acquiesced 100
of them have advantages 252
of them have affinities 47
of them have apartments 46
of them have apparently 449
of them have application 61
of them have appreciable 41
of them have appreciated 72
of them have approached 288
of them have appropriate 43
of them have aspirations 50
of them have attractive 129
of them have attributed 114
of them have beautifully 51
of them have boyfriends 81
of them have celebrated 102
of them have characters 48
of them have cheerfully 48
of them have collections 68
of them have comparable 45
of them have complained 303
of them have completely 480
of them have confidence 40
of them have congregated 52
of them have connections 139
of them have consciously 97
of them have considered 624
of them have constantly 67
of them have contracted 203
of them have criticized 103
of them have cultivated 98
of them have definitely 123
of them have delightful 57
of them have dependents 58
of them have depreciated 73
of them have determined 105
of them have difficulty 755
of them have diminished 54
of them have disappeared 3482
of them have discharged 56
of them have discovered 820
of them have distinctly 92
of them have educational 77
of them have eliminated 58
of them have emphasized 232
of them have encouraged 141
of them have encroached 47
of them have endowments 53
of them have essentially 98
of them have eventually 156
of them have exceptional 79
of them have experience 334
of them have explicitly 144
of them have facilities 138
of them have fireplaces 185
of them have flourished 146
of them have formulated 60
of them have frequently 303
of them have generously 73
of them have government 105
of them have gravitated 41
of them have heretofore 238
of them have heroically 40
of them have historical 104
of them have identified 244
of them have immigrated 96
of them have impressive 62
of them have inadequate 117
of them have individual 160
of them have inevitably 45
of them have influenced 265
of them have information 257
of them have instituted 111
of them have integrated 126
of them have interacted 56
of them have introduced 403
of them have legitimate 49
of them have limitations 169
of them have maintained 628
of them have manifested 296
of them have miscarried 42
of them have nonetheless 62
of them have originated 476
of them have overlooked 123
of them have particular 389
of them have penetrated 247
