of aaron shall sprinkle 42
of power which provides 89
of power which remained 46
of power which rendered 117
of power which replaces 53
of power which required 42
of power which requires 45
of power which resulted 211
of power which threatened 96
of power which underlay 46
of power which underlie 197
of power which vivifies 52
of power whose operation 73
of power within american 434
of power within business 51
of power within domestic 54
of power within economic 44
of power within families 323
of power within industry 174
of power within marriages 50
of power within specific 83
of power within yourself 53
of power would continue 129
of power would disappear 66
of power would preclude 65
of power would probably 191
of power would therefore 59
of praying often involves 49
of price above marginal 167
of price change expected 57
of price level accounting 199
of price level adjusted 63
of price level increases 263
of price level inflation 69
of price level variations 61
of price minus marginal 104
of price times quantity 933
of price which attracts 131
of price which otherwise 99
of price which resolves 299
of pricing below marginal 57
of pride which dictated 80
of pride which ennobles 50
of pride which prevents 51
of prize money received 44
of proof falls squarely 88
of proof rests entirely 151
of proof rests squarely 162
of proof which produces 193
of proof which properly 70
of proof which requires 52
of proof which supports 49
of prose works complete 76
of proud abbot boniface 49
of proving every essential 128
of proving lines parallel 145
of proving undue hardship 64
of proxy filed pursuant 266
of proxy which provides 127
of prune belly syndrome 304
of pubis pubic tubercle 243
of pulse shape analysis 60
of pumping power required 56
of putting aside business 118
of putting aside personal 45
of putting every possible 40
of putting moral pressure 46
of putting undue pressure 144
of queen marie caroline 181
of queen mother elizabeth 49
of queer green pictures 84
of quick check questions 72
of quiet which followed 279
of quite awful greatness 81
of quite small children 165
of quoting brief passages 2347
of rabbi isaiah horowitz 68
of races which populate 43
of racial blood pressure 45
of racial ethnic minority 54
of racial group identity 218
of racial housing patterns 45
of racial power relations 78
of radial basis functions 2187
of radial nerve injuries 48
of radial nerve posterior 117
of radon decay products 661
of raising black children 52
of raising blood pressure 296
of raising eight children 88
of raising entry barriers 57
of raising godly children 48
of raising healthy children 182
of raising large families 211
of raising large monetary 46
of raising large revenues 78
of raising large supplies 42
of raising local revenues 103
of raising money required 48
of raising seven children 107
of raising small children 226
of raising state revenues 108
of raising trade barriers 48
of raising water otherwise 41
of ralph david abernathy 96
of ranks which prevails 42
of rapid change followed 116
of rapid change requires 44
of rapid crack extension 72
of rapid decay contains 61
of rapid driving deserted 45
of rapid growth followed 506
of rapid growth occurred 82
of rapid labor turnover 55
of rapid motion prolonged 123
of rapid plant expansion 52
of rapid plant migration 94
of rapid price increases 798
of rapid price inflation 243
of rapid scale passages 68
of rapid smoking treatment 94
of rapid social evolution 119
of rapid social mobility 340
of rapid social progress 70
of rapid staff turnover 72
of rapid trade expansion 111
of rapid urban expansion 424
of rapid urban migration 44
of rapid water movement 64
of rapid world economic 84
of rates would probably 40
of rather frail physique 58
of rather large capacity 80
of rather large crystals 116
of rather minor interest 72
of rather older children 46
of rather petty personal 61
of rather sharp practice 41
of rather small capacity 53
of reaching final decisions 45
of reaching group decisions 125
of reaching joint decisions 47
of reaching sound decisions 51
of readings which includes 46
of really large families 42
of really teaching computer 55
of really vital interest 49
of reason makes possible 43
of reason which banishes 361
of reason which consists 96
of reason which contains 57
of reason which involves 44
of reason which requires 277
of renal graft rejection 80
of renal nerve activity 327
of renal stone formation 530
of renal tract infection 58
of renal tumor extension 47
of renal water excretion 316
of renting motor vehicles 148
of resting blood pressure 362
of right atrial catheters 109
of right atrial pressure 3646
of right brain activity 54
of right broad ligament 113
of right feeling anywhere 160
of right guard deodorant 66
of right human relations 642
of right lines parallel 106
of right lower quadrant 2112
of right reason concerning 72
of right social relations 129
of right teaching requires 46
of right upper quadrant 5128
of right which declared 43
of rigid chain polymers 73
of rigid class barriers 111
of rigid class divisions 132
of rigid frame analysis 68
of rigid price controls 211
of rigid price supports 156
of rigid social barriers 77
of rival noble families 58
of river basin evolution 62
of river basin programs 40
of river basin projects 1130
of river water containing 61
of river water disputes 52
of river water pollution 131
of roads running parallel 45
of rocks above mentioned 50
of rocks running parallel 61
of rocks under pressure 319
of rocks which extended 85
of rocks which produced 47
of rocks which surround 56
of roles within families 71
of rolling green pastures 44
of rolling stock required 93
of rolling stone magazine 2745
of roman civil engineering 112
of roman legal concepts 132
of roman legal doctrine 42
of roman legal practice 111
of roman legal tradition 76
of roman noble families 74
of roman power politics 63
of roman social relations 85
of rooms running parallel 81
of rooms where elegance 70
of rotting flesh permeated 66
of rough metal surfaces 91
of round smooth surfaces 73
of round trips required 100
of royal dutch airlines 69
of royal favor bestowed 49
of royal nepal airlines 169
of royal power remained 42
of rugby league football 405
of ruins alone remained 53
of rules could possibly 45
of rules which actually 66
of rules which comprise 54
of rules which controls 50
of rules which describe 286
of rules which directly 52
of rules which everyone 67
of rules which generate 205
of rules which governed 172
of rules which identify 52
of rules which included 73
of rules which includes 55
of rules which indicate 50
of rules which prohibit 41
of rules which provided 56
of rules which provides 77
of rules which regulate 549
of rules which required 54
of rules which restrict 58
of rules which underlie 49
of rules whose policies 53
of rules whose validity 42
of running about barefoot 62
of running water increases 129
of running wheel activity 103
of rural adult education 359
of rural black children 93
of rural black families 299
of rural black migrants 68
of rural class conflict 168
of rural class formation 196
of rural class relations 265
of rural class struggle 124
of rural housing problems 91
of rural labor relations 77
of rural labor scarcity 122
of rural latin american 43
of rural local business 46
of rural negro children 64
of rural negro families 50
of rural roads projects 80
of rural social networks 45
of rural social problems 159
of rural social relations 515
of rural social security 91
of rural social services 228
of rural urban migration 525
of rural urban sociology 71
of rural water projects 133
of rural water supplies 2514
of rural white children 68
of rural white families 60
of rural works programs 73
of russia under catherine 121
of russia under nicholas 120
of russia which followed 78
of russia would continue 53
of russia would probably 177
of saint agnes cemetery 61
of saint bride contains 50
of saint bride exercise 46
of saint louis cathedral 116
of saint thomas hospital 45
of saint vitus cathedral 59
of sales calls required 123
of sales force turnover 116
of sales order processing 230
of sales selling expenses 45
of sales under execution 99
of sales would otherwise 41
of sales would probably 43
of santa clara contains 43
of santa clara province 700
of santa croce contains 46
of saudi arabia concerning 53
of saudi arabia consists 53
of saudi arabia declared 114
of saudi arabia ministry 97
of saudi arabia occupies 92
of saudi arabia proposed 64
of saudi arabia provided 62
of saudi arabia provides 45
of saudi arabia received 78
of saudi arabia remained 71
of savings banks deposits 120
of savings banks increased 65
of scale would indicate 45
of scorn looks beautiful 385
of scots stood excluded 93
of scots would probably 42
of scrap paper annually 518
of scythia would extinguish 78
of sealed tubes containing 50
of sects which pervades 93
of seeds after treatment 63
of seizing enemy property 66
of selling motor vehicles 124
of selling power magazine 49
of sending coded messages 112
of sending email messages 49
of sending indian children 59
of sending indian students 41
of sending mixed messages 121
of sending short messages 60
of sending small children 67
of sending stamp officers 95
of sending thither annually 71
of senior civil servants 9301
of senior court officials 61
of senior house officers 110
of senior human resource 89
of senior indian officers 62
of senior level contacts 50
of senior level managers 98
of senior level positions 44
of senior local authority 42
of senior naval officers 734
of senior nursing students 416
of senior party officials 463
of senior petty officers 71
of senior staff officers 394
of senior staff positions 74
of senior state officials 160
of senior trade officials 81
of senior women managers 89
of senior women officers 52
of sense gives attention 204
of sense organ activity 55
of sense would probably 44
of serum binding proteins 62
of serum gamma globulin 1020
of serum level monitoring 94
of serum total proteins 132
of serum tumor necrosis 89
of serum which contains 89
of serum which produces 56
of serving civil servants 53
of serving under farragut 48
of setting aside personal 52
of setting aside reserves 299
of setting aside specific 84
of setting aside verdicts 193
of seven basic elements 82
of seven basic functions 150
of seven brave champions 51
of seven cases examined 46
of seven cases reported 64
of seven dummy variables 46
of seven grand officers 146
of seven grown children 68
of seven latin american 819
of seven major airlines 41
of seven major american 52
of seven major divisions 59
of seven major elements 64
of seven major subunits 66
of seven novel mutations 50
of seven roman citizens 83
of seven senior officers 59
of seven short chapters 40
of seven small children 231
of seven small churches 41
of seven tests provided 46
of seven trace elements 53
of seven trade unionists 77
of seven which included 55
of shame which prevents 42
of shape under pressure 133
of shaping social relations 66
of share price movement 65
of sharp class conflict 79
of sharp class divisions 139
of sharp class struggle 192
of sharp price declines 104
of sharp price increases 500
of sharp social conflict 52
of sharp social divisions 52
of sharp trade practice 56
of sheep which produced 52
of sheep which produces 61
of sheep which provided 52
of sheer human interest 48
of sheer power politics 60
of sheet metal articles 105
of sheet metal attached 80
of sheet metal engineering 352
of sheet metal products 280
of sheet metal required 97
of sheet metal thickness 47
of sheet molding compound 187
of sheet music entitled 51
of sheet steel products 102
of sheet under mattress 82
of shelf space occupied 99
of shelf space required 64
of shift working otherwise 58
of shining black crystals 42
of shining brass stirrups 50
of ships rapid selector 83
of ships which annually 63
of shock waves produced 180
of shops selling antiques 66
of shore based aircraft 44
of short black bristles 148
of short bowel syndrome 1180
of short chain alcohols 177
of short chain branches 120
of short chain peptides 63
of short chain segments 65
of short essay questions 152
of short films produced 96
of short focal distance 211
of short lines connecting 60
of short lived isotopes 105
of short motion pictures 49
of short period binaries 77
of short period variables 87
of short period variations 99
of short prose passages 685
of short prose sketches 56
of short stiff bristles 93
of short working distance 95
of shots which followed 46
of showing every attention 84
of showing every possible 44
of showing motion pictures 77
of sight which prevents 43
of sigma phase formation 63
of signs which indicate 148
of signs which underlie 59
of sinus nodal recovery 87
of sinus tarsi syndrome 114
of sinus tract cultures 54
of sinus tract formation 51
of sixty human subjects 51
of skill where survival 41
of slave labor increased 65
of slave labor products 128
of slave ships captured 49
of slave trade abolition 215
of sleep after midnight 50
of sleep which children 50
of sliding metal surfaces 88
of small basic proteins 120
of small bells attached 107
of small black children 145
of small black granules 46
of small blast furnaces 496
of small boats anchored 47
of small boats attached 76
of small bones connecting 50
of small bones stretching 58
of small books designed 50
of small books fastened 53
of small bowel activity 58
of small bowel adherent 100
of small bowel adjacent 42
of small bowel bacterial 657
of small bowel containing 84
of small bowel contents 380
of small bowel contrast 55
of small bowel fistulas 201
of small bowel injuries 81
of small bowel involved 100
of small bowel lymphoma 467
of small bowel motility 695
of small bowel neoplasms 313
of small bowel pathology 105
of small bowel proximal 85
of small bowel resection 573
of small bowel segments 73
of small boxes containing 59
of small brown granules 44
of small cells containing 164
of small cells resembling 155
of small cells situated 65
of small civil servants 55
of small cloud droplets 96
of small craft employed 53
of small cross sectional 79
of small cubic crystals 78
of small daily expenses 51
of small dense granules 96
of small farming families 58
of small farming villages 121
of small farms declined 46
of small farms decreased 49
of small farms deprives 42
of small farms hopeless 42
of small farms increased 124
of small farms occupied 81
of small farms operated 122
of small farms situated 41
of small firms compared 58
of small firms increased 60
of small firms involved 72
of small firms reflects 41
of small firms relative 92
of small fishing villages 383
of small fluid elements 43
of small focal distance 104
of small frame cottages 96
of small furry creatures 84
of small green branches 51
of small group activity 321
of small group analysis 101
of small group counseling 226
of small group dynamics 1235
of small group formation 66
of small group functioning 161
of small group ministry 342
of small group projects 50
of small group seminars 54
of small house churches 48
of small house property 223
of small hydro projects 105
of small indian villages 59
of small joint ventures 52
of small lakes stretching 50
of small latin american 134
of small linear peptides 59
of small lipid droplets 389
of small local concerns 51
of small local projects 54
of small local variations 40
of small metal articles 94
of small metal clusters 924
of small metal droplets 46
of small metal products 86
of small motor vehicles 49
of small nerve branches 46
of small night creatures 45
of small pilot projects 191
of small plane surfaces 241
of small power distance 135
of small power politics 62
of small press publishing 301
of small price increases 47
of small renal arteries 147
of small round globules 74
of small round granules 99
of small round vesicles 59
of small running stitches 347
of small rural churches 106
of small rural communes 68
of small rural counties 44
of small rural parishes 69
of small rural property 92
of small rural villages 167
of small savings accounts 135
of small savings deposits 53
of small scale business 272
of small scale economic 58
of small scale industry 5030
of small scale magnetic 108
of small scale operation 85
of small scale processing 43
of small scale projects 140
of small scale variations 55
of small scale vertical 43
of small sharp scissors 90
of small social networks 219
of small steel products 40
of small steps designed 54
of small stone cottages 114
of small stream channels 64
of small tubes containing 94
of small value compared 399
of small water capacity 47
of small water channels 79
of small water clusters 79
of small water creatures 51
of small water droplets 705
of small water supplies 269
of small white blossoms 230
of small white cottages 95
of small white crystals 213
of small white fragrant 80
of small white granules 56
of small world networks 161
of smart growth policies 90
of smart money magazine 40
of smart white edifices 46
of smile which elizabeth 74
of smiling green attested 69
of smoke above vesuvius 47
of smoke curls spirally 92
of smoke rises straight 113
of smoke rolling furiously 40
of smoke which ascended 221
of smoke which billowed 41
of smoke which followed 64
of smoke which obscured 110
of smoke which overhangs 45
of smoke which shrouded 45
of smoking while pregnant 56
of smooth basis functions 62
of smooth metal surfaces 111
of smooth social relations 66
of smooth stone overhanging 71
of snake venom proteins 72
of sober reason respecting 86
of social action agencies 44
of social action designed 231
of social action directed 90
of social action intended 41
of social action involved 84
of social action involves 112
of social action oriented 45
of social action programs 1843
of social action projects 555
of social action provides 49
of social action requires 115
of social change achieved 41
of social change actually 46
of social change advanced 62
of social change designed 65
of social change directed 75
of social change directly 49
of social change effected 63
of social change implicit 72
of social change includes 65
of social change increased 85
of social change increases 269
of social change inherent 60
of social change initiated 134
of social change involved 158
of social change involves 175
of social change occurred 56
of social change outlined 60
of social change possible 58
of social change produced 105
of social change programs 101
of social change projects 133
of social change proposed 52
of social change provided 52
of social change provides 68
of social change required 127
of social change requires 259
of social change suggests 61
of social change therefore 45
of social change underlying 47
of social change unleashed 45
of social class analysis 543
of social class barriers 109
of social class conflict 471
of social class divisions 406
of social class dynamics 42
of social class employed 60
of social class formation 271
of social class identity 85
of social class interest 46
of social class mobility 188
of social class patterns 47
of social class positions 160
of social class relations 483
of social class struggle 80
of social class variables 157
of social class variations 90
of social costs incurred 43
of social costs involved 65
of social group affinity 66
of social group formation 173
of social group identity 117
of social group relations 46
of social housing programs 72
of social housing projects 113
of social housing provision 374
of social learning concepts 56
of social learning involved 44
of social learning involves 52
of social learning variables 80
of social meanings attached 66
of social norms concerning 132
of social norms regulating 66
of social order depended 56
of social order produced 58
of social order required 71
of social order requires 138
of social phobia scrutiny 101
of social phobia subtypes 142
of social phobia symptoms 122
of social power relations 997
of social roles required 46
of social skill deficits 468
of social value judgment 42
of solar cells required 85
of solar cycle variations 69
of solar flare activity 202
of solar flare particle 72
of solid belly laughter 55
of solid organ injuries 209
of solid phase antibody 59
of solid phase formation 50
of solid phase sulfides 61
of solid phase synthesis 565
of solid state chemical 210
of solid state circuits 4144
of solid state detector 148
of solid state diffusion 781
of solid state materials 702
of solid state problems 52
of solid state sciences 86
of solid state switches 85
of solid tumor oncology 106
of solid tumor patients 50
of solid waste annually 182
of solid waste containing 41
of solid waste disposal 7899
of solid waste disposed 161
of solid waste includes 56
of solid waste landfill 74
of solid waste materials 907
of solid waste pollution 258
of solid waste problems 189
of solid waste processing 175
of solid waste produced 625
of solid waste products 231
of solid waste projects 52
of solid waste received 78
of solid waste recovery 75
of solid waste recycled 100
of solid waste reduction 328
of solid waste services 125
of solid waste treatment 233
of solving basic problems 102
of solving cubic equations 284
of solving daily problems 55
of solving given problems 40
of solving group problems 68
of solving housing problems 80
of solving human problems 718
of solving labor disputes 43
of solving labor problems 71
of solving large problems 85
of solving legal problems 135
of solving linear equations 534
of solving linear programs 97
of solving local problems 151
of solving major problems 112
of solving moral problems 128
of solving noise problems 370
of solving novel problems 62
of solving racial problems 60
of solving social problems 2107
of solving story problems 41
of solving urban problems 129
of solving world problems 159
of sound banking practice 381
of sound human relations 414
of sound human resource 52
of sound labor relations 146
of sound legal education 42
of sound moral judgment 279
of sound motion pictures 2786
of sound nursing practice 51
of sound often abruptly 74
of sound social policies 72
of sound thinking concerning 55
of sound waves increases 104
of sound waves produced 450
of sound waves produces 60
of sound waves received 53
of space alone prevents 308
of space group symmetry 281
of space makes possible 63
of space motion sickness 1373
of space which contains 258
of space which includes 72
of space which involves 44
of space which prevents 89
of space which separate 214
of space which surround 61
of space would disappear 45
of space would probably 41
of spain still remained 143
of spain stood absolved 62
of spain under christian 48
of spain under contract 74
of spain under isabella 40
of spain which produced 40
of spain which remained 72
of spain would probably 107
of spare flesh anywhere 41
of spare parts required 370
of speaking about morality 41
of speaking about politics 99
of speaking about religious 50
of speaking which prevails 43
of speed change required 44
of speed which increased 44
of spent social energies 49
of sperm cells produced 152
of split brain patients 126
of spoon river anthology 1073
of sport which consists 45
of spray swept furiously 50
of stack frame pointers 67
of stack space required 71
of staff george marshall 1114
of staff hours required 133
of staff seeking promotion 74
of staff working directly 40
of staff would exercise 65
of stage coach services 63
of staid music ordained 56
of stalk median eminence 59
of stars shining brightly 45
of stars under contract 79
of stars which included 46
of stars which includes 53
of stars which surround 44
of stars whose distance 67
of stars whose parallax 62
of stars whose positions 96
of stars within galaxies 113
of state action designed 42
of state action doctrine 147
of state action immunity 276
of state action proposed 59
of state action required 60
of state action requires 79
of state after consulting 148
of state banking statutes 148
of state banks declined 72
of state banks increased 302
of state bryan resigned 162
of state chief justices 783
of state civil servants 378
of state civil services 47
of state could exercise 57
of state could properly 51
of state court activism 74
of state court activity 42
of state court authority 87
of state court criminal 131
of state court decisions 3994
of state court judgment 260
of state court proceeding 118
of state court rejection 45
of state court remedies 186
of state court sentence 51
of state dated december 103
of state dated february 54
of state dated november 45
of state debts amounted 40
of state debts incurred 129
of state dummy variables 76
of state erich honecker 146
of state farms increased 110
of state fully informed 119
of state funds earmarked 47
of state funds expended 49
of state funds provided 66
of state george marshall 5924
of state grand chapters 47
of state henry coventry 75
of state henry fletcher 50
of state housing agencies 852
of state housing provision 74
of state james buchanan 2259
of state judah benjamin 283
of state junior colleges 46
of state labor relations 339
of state labor reserves 61
of state lansing declared 48
of state lansing informed 42
of state latin american 62
of state might consider 51
of state nurse practice 82
of state owned industry 59
of state owned property 117
of state party chairmen 86
of state party officials 82
of state party politics 52
of state power directly 103
of state power remained 63
of state power required 51
of state price controls 91
of state prime minister 199
of state shall annually 106
of state shall authorize 194
of state shall consider 220
of state shall continue 149
of state shall exercise 135
of state shall maintain 396
of state shall promptly 220
of state shall register 73
of state shall thereupon 648
of state shall transmit 520
of state small business 80
of state social policies 145
of state social provision 163
of state social security 484
of state social services 445
of state space analysis 77
of state space equations 197
of state space explosion 160
of state space reduction 79
of state state treasurer 81
of state testing programs 138
of state trade barriers 77
of state trading agencies 210
of state trunk highways 98
of state under authority 40
of state under benjamin 197
of state under buchanan 291
of state under coolidge 52
of state under cromwell 119
of state under elizabeth 161
of state under fillmore 271
of state under franklin 188
of state under garfield 493
of state under governor 502
of state under harrison 424
of state under mckinley 419
of state under washington 2147
of state until december 51
of state until february 47
of state vance resigned 52
of state water pollution 242
of state which included 86
of state which includes 48
of state which required 49
of state would consider 116
of state would continue 161
of state would exercise 46
of state would probably 149
of steady price reduction 41
of steady social progress 44
of steady state analysis 97
of steady state condition 63
of steady state diffusion 127
of steady state equations 225
of steady state exercise 189
of steady state kinetics 295
of steady state operation 279
of steady state potential 49
of steady state problems 59
of steady state response 101
of steady state solutions 399
of stealing never occurred 47
of stealing state property 76
of steel price increases 91
of steel rails advanced 47
of steel rails annually 69
of steel rails produced 51
of steel works materials 91
of steep price increases 80
of steps which included 50
of stiff black bristles 45
of still longer wavelength 92
of still viler materials 48
of stock might diminish 98
of stock option exercise 742
of stock option programs 109
of stock owned directly 170
of stock photo agencies 64
of stock price averages 59
of stock price declines 146
of stock price increases 312
of stock price movement 266
of stock which employed 59
of stock which provides 45
of stock would probably 450
of stone about bethlehem 44
of stone steps ascended 57
of stone steps conducts 71
of stone steps descending 209
of stone steps descends 110
of stone still glimmering 63
of stone which religious 137
of stony creek mountain 50
of storm water detention 50
of storm water drainage 292
of storm water overflow 47
of storm water pollution 93
of story about somebody 59
of strip chart recorder 47
of strip chart recordings 48
of strong black eyebrows 59
of strong black families 43
of strong drink consumed 44
of strong enemy pressure 55
of strong ethnic identity 79
of strong group identity 83
of strong human interest 321
of strong local autonomy 71
of strong local interest 112
of strong motion earthquake 49
of strong royal authority 66
of strong social controls 78
of strong social networks 261
of strong social pressure 147
of strong social relations 52
of strong social sanctions 74
of strong social supports 49
of strong solar activity 110
of strong state authority 87
of strong sugar solutions 56
of strong tidal currents 630
of strong water currents 54
of strong water movement 68
of study after completing 46
of study until balanced 44
of study where students 62
of study which attempts 108
of study which combines 41
of study which concerns 54
of study which consists 49
of study which deserves 74
of study which elizabeth 44
of study which embraces 54
of study which examines 45
of study which followed 74
of study which included 303
of study which includes 323
of study which involved 56
of study which involves 118
of study which presents 58
of study which produced 50
of study which provides 135
of study which required 175
of study which requires 158
of study which resulted 52
of study which students 50
of study within education 56
of study within sociology 178
of study would probably 112
of study would scarcely 49
of style which concerns 64
of style which pervades 90
of style which suggests 86
of sugar beets increased 62
of sugar beets produced 64
of sugar creek township 289
of sugar first obtained 47
of sugar mills increased 55
of super power politics 63
of sweet senior insanity 49
of swine which followed 80
of swiss stock exchanges 111
of tacit social contract 40
of tales which includes 41
of talking about abstract 49
of talking about american 52
of talking about business 112
of talking about children 154
of talking about christian 96
of talking about concepts 54
of talking about conflict 48
of talking about cultural 116
of talking about economic 59
of talking about education 142
of talking about emotional 53
of talking about families 43
of talking about identity 96
of talking about intimate 51
of talking about linguistic 42
of talking about literacy 100
of talking about literary 71
of talking about morality 87
of talking about negative 58
of talking about ordinary 46
of talking about personal 203
of talking about physical 131
of talking about politics 502
of talking about possible 58
of talking about problems 294
of talking about property 82
of talking about relations 59
of talking about religious 127
of talking about socialism 55
of talking about somebody 48
of talking about specific 94
of talking about subjects 45
of talking about yourself 249
of talking could convince 66
of talking motion pictures 869
of talking would convince 46
of tardy ulnar neuritis 107
of tasks which involved 44
of tasks which required 83
of tasks whose execution 41
of taste begot kindness 66
of taste which prevails 70
of tasting flesh luxuries 114
of teaching basic literacy 70
of teaching black children 102
of teaching blind children 92
of teaching false doctrine 172
of teaching human relations 522
of teaching indian children 48
of teaching indian languages 44
of teaching learning disabled 41
of teaching learning materials 95
of teaching older children 46
of teaching small children 203
of teaching social problems 178
of teaching social sciences 59
of teaching staff required 40
of teaching tools includes 50
of teaching where students 41
of teaching which consists 63
of teaching which includes 55
of teaching which involves 74
of teaching which presents 43
of teaching which prevails 62
of teaching which provides 40
of teaching which requires 73
of teaching which suggests 65
of telling about geography 145
of telling which direction 51
of tepid water containing 151
of terms which describe 238
of terms which includes 72
of terms which indicate 72
of testing every possible 46
of testing which includes 50
of tests which included 253
of tests which includes 52
of tests which indicate 69
of texas latin american 431
of texas press journals 117
of texas which provided 46
of texas would probably 61
of texts which describe 99
of texts which indicate 50
of thames water authority 59
of theirs could possibly 53
of thinking about abstract 96
of thinking about academic 61
of thinking about american 474
of thinking about analysis 54
of thinking about argument 47
of thinking about artistic 53
of thinking about audience 91
of thinking about authority 110
of thinking about autonomy 111
of thinking about business 1469
of thinking about causation 174
of thinking about chemical 144
of thinking about children 891
of thinking about christian 276
of thinking about clinical 108
of thinking about cognition 122
of thinking about computer 129
of thinking about concepts 143
of thinking about conflict 609
of thinking about consumer 83
of thinking about criminal 92
of thinking about critical 66
of thinking about cultural 1197
of thinking about cultures 92
of thinking about decisions 67
of thinking about developing 58
of thinking about diagnosis 42
of thinking about domestic 109
of thinking about economic 1021
of thinking about education 1176
of thinking about emotional 84
of thinking about employee 72
of thinking about equality 296
of thinking about ethnicity 57
of thinking about everyday 136
of thinking about evidence 62
of thinking about evolution 248
of thinking about external 42
of thinking about fairness 51
of thinking about families 212
of thinking about feminism 172
of thinking about feminist 59
of thinking about financial 74
of thinking about fractions 44
of thinking about functions 65
of thinking about geography 58
of thinking about humanity 185
of thinking about identity 697
of thinking about interest 95
of thinking about internal 79
of thinking about linguistic 68
of thinking about literacy 435
of thinking about literary 149
of thinking about machines 44
of thinking about materials 44
of thinking about medicine 102
of thinking about metaphor 57
of thinking about military 283
of thinking about morality 813
of thinking about movement 90
of thinking about multiple 84
of thinking about negative 65
of thinking about ordinary 57
of thinking about organizing 125
of thinking about patients 92
of thinking about patterns 68
of thinking about pedagogy 92
of thinking about personal 248
of thinking about physical 265
of thinking about pictures 45
of thinking about policies 58
of thinking about politics 1988
of thinking about positive 52
of thinking about possible 205
of thinking about potential 60
of thinking about practice 471
of thinking about problems 2027
of thinking about products 49
of thinking about programs 69
of thinking about progress 92
of thinking about projects 65
of thinking about property 351
of thinking about questions 250
of thinking about relations 212
of thinking about religious 653
of thinking about resource 97
of thinking about rhetoric 60
of thinking about salvation 48
of thinking about security 387
of thinking about services 45
of thinking about software 157
of thinking about solutions 125
of thinking about specific 134
of thinking about strangers 85
of thinking about strategy 393
of thinking about students 270
of thinking about subjects 93
of thinking about tomorrow 132
of thinking about tradition 76
of thinking about treatment 64
of thinking about ultimate 54
of thinking about validity 50
of thinking about variables 41
of thinking about yourself 733
of thinking after solidity 62
of thinking still persists 68
of thinking still prevails 46
of thinking which attempts 60
of thinking which believes 57
of thinking which consists 56
of thinking which explains 71
of thinking which includes 81
of thinking which involves 161
of thinking which preceded 60
of thinking which prevails 102
of thinking which proceeds 77
of thinking which produced 94
of thinking which produces 135
of thinking which provides 42
of thinking which requires 60
of thinking which resulted 54
of thinking which underlie 44
of thinking would probably 41
of thirty fresh saturday 57
of thirty lever switches 52
of thirty miles distance 60
of thirty miles parallel 62
of thirty pages entitled 40
of thomas davis lectures 140
of thomas riley marshall 55
of threads running parallel 54
of throwing every obstacle 101
of throwing every possible 78
of tibet shall actively 160
of tibial shaft fracture 127
of tight black trousers 44
of tight blood pressure 104
of tight money policies 243
of timur souls devoured 70
of tithes first enjoined 75
of title shall actually 68
of title which attracts 53
of title which contains 129
of title which otherwise 88
of today could scarcely 52
of today might actually 102
of today would consider 106
of today would probably 314
of today would scarcely 49
of tongue which threatened 54
of torts which provides 121
of total alpha activity 58
of total amino nitrogen 115
of total asset turnover 101
of total banking business 81
of total brain activity 56
of total brain functions 53
of total cases reported 55
of total costs compared 46
of total costs incurred 288
of total costs involved 49
of total daily calories 1563
of total dairy products 56
of total earnings received 50
of total funds employed 106
of total funds expended 54
of total funds invested 302
of total funds obtained 42
of total funds provided 172
of total funds received 64
of total funds required 77
of total funds supplied 61
of total goods produced 123
of total gross domestic 1472
of total gross receipts 426
of total gross revenues 149
of total group turnover 45
of total hours required 90
of total human activity 79
of total human exposure 87
of total human functioning 52
of total joint implants 70
of total labor employed 71
of total labor required 42
of total latin american 1507
of total linear momentum 162
of total lipid extracts 381
of total loans approved 40
of total loans extended 81
of total local authority 272
of total local revenues 295
of total lunar eclipses 83
of total miles traveled 68
of total money payments 47
of total motor vehicles 54
of total ozone returned 60
of total plant capacity 109
of total plant nitrogen 161
of total power capacity 74
of total power consumed 67
of total power produced 57
of total sales achieved 42
of total sales compared 87
of total sales declined 50
of total sales exported 59
of total sales increased 83
of total sales proceeds 126
of total sales receipts 45
of total sales revenues 259
of total sales turnover 88
of total savings accounts 89
of total savings deposits 209
of total selling expenses 75
of total serum proteins 326
of total social benefits 171
of total social isolation 469
of total social security 848
of total social services 49
of total solar eclipses 902
of total space occupied 80
of total state personal 73
of total state receipts 57
of total state revenues 741
of total storm rainfall 133
of total trade increased 66
of total trade turnover 326
of total units produced 123
of total value produced 112
of total vapor pressure 90
of total vital capacity 58
of total votes received 105
of total wages received 75
of total water consumed 46
of total water hardness 45
of total water pollution 44
of total water potential 249
of total water supplies 63
of total working expenses 76
of total world capacity 119
of total world commerce 44
of total world economic 95
of total world emissions 105
of total world military 158
of total world reserves 1352
of total world supplies 103
of tough trade policies 70
of toxic gases produced 65
of toxic metal pollution 48
of toxic shock syndrome 7015
of toxic trace elements 381
of toxic waste annually 48
of toxic waste disposal 741
of toxic waste exposure 49
of toxic waste materials 223
of toxic waste pollution 118
of toxic waste problems 67
of toxic waste produced 279
of toxic waste products 1123
of toxic water pollution 54
of trace metal analysis 316
of trace metal contents 89
of trace metal elements 61
of trace metal emissions 81
of trace metal pollution 219
of trace metal toxicity 67
of trade goods imported 41
of trade goods increased 43
of trade index declined 41
of trade sales promotion 121
of trade shall consider 150
of trade unions chairman 62
of trade unions concerning 97
of trade unions declared 75
of trade unions declined 61
of trade unions demanded 42
of trade unions followed 41
of trade unions increased 300
