of abbey lands granted 59
of reason which enables 292
of reason which forbids 50
of reason which governs 97
of reason would prevail 81
of reason would require 56
of reason would suffice 52
of rebel works outside 42
of reeds bound together 542
of reeds woven together 83
of regal power exalted 67
of renal biopsy material 261
of renal blood vessels 362
of repeat units between 65
of rhyming verse written 53
of rhyming words prompts 106
of rifle butts against 74
of rifle shots sounded 44
of right angled triangles 333
of right atrial catheter 54
of right atrial thrombus 105
of right feeling towards 86
of right human conduct 146
of right merry fellows 69
of right might perhaps 58
of right moral conduct 181
of right reason applied 41
of right reason founded 76
of right social conduct 56
of right thinking members 250
of right thinking persons 69
of right under article 66
of right under charles 226
of right under federal 140
of right which enabled 76
of right which enables 63
of right within himself 152
of right would dictate 48
of right would involve 58
of rigid class systems 46
of rigid metal conduit 336
of rigid plate fixation 127
of rigid price control 60
of rigid rules governing 50
of rigid social classes 108
of rigid social control 88
of rigid solid objects 136
of rigid state control 230
of rigid steel conduit 302
of rival court factions 48
of rival power centers 215
of rival social classes 44
of rival social systems 54
of river basin studies 187
of river basin systems 99
of river cross sections 57
of river gauging stations 62
of river plate affairs 53
of river water between 71
of river water depends 45
of river water differs 43
of river water quality 1346
of river water samples 123
of roads bathed himself 133
of roads shall receive 91
of roads which connect 59
of roads which radiated 44
of roads would discern 131
of robot motion control 61
of robot vision systems 77
of rocks heaped together 55
of rocks piled together 44
of rocks thrown together 156
of rocks under confining 192
of rocks which compose 93
of rocks which contain 224
of rocks which extends 130
of rocks which guarded 40
of rocks which include 60
of rocks which overhung 56
of rocks which possess 79
of rocks which project 115
of rocks which stretch 40
of rocky hills covered 71
of rocky hills extends 47
of roles within marriage 75
of roles within society 74
of rolling downs covered 41
of rolling grass country 44
of rolling hills between 93
of rolling hills covered 453
of rolling hills estates 267
of rolling stock between 136
of rolling stock including 57
of roman civic religion 58
of roman civil religion 58
of roman civil society 49
of roman doric columns 144
of roman floor mosaics 52
of roman glass vessels 76
of roman legal history 617
of roman legal science 1388
of roman legal sources 69
of roman legal studies 181
of roman power appeared 54
of roman social history 205
of roman state religion 222
of roman urban culture 48
of roman world dominion 66
of rooms built against 65
of rooms which belonged 43
of rooms which contain 60
of rotting plant material 155
of rough grass outside 112
of rough hilly country 40
of rough rolling country 76
of rough stone buildings 46
of rough stone covered 98
of rough stone masonry 153
of rough stone pillars 55
of rough white plaster 57
of round cells between 80
of round table knights 89
of round trips between 156
of routing table entries 564
of routing table updates 131
of royal blood himself 57
of royal irish academy 1187
of royal naval college 91
of royal naval reserve 138
of royal naval vessels 43
of royal nepal academy 100
of royal niger company 249
of royal power against 81
of ruddy light against 145
of ruining thirty thousand 42
of rules about behavior 44
of rules about language 54
of rules about marriage 51
of rules based largely 47
of rules which account 66
of rules which allowed 55
of rules which applied 73
of rules which applies 73
of rules which attempt 56
of rules which connect 47
of rules which control 153
of rules which convert 46
of rules which defined 54
of rules which defines 605
of rules which dictate 71
of rules which enabled 69
of rules which enables 177
of rules which explain 42
of rules which express 68
of rules which forbade 68
of rules which governs 426
of rules which include 43
of rules which operate 203
of rules which permits 44
of rules which prevent 59
of rules which produce 61
of rules which protect 66
of rules which provide 184
of rules which reflect 60
of rules which relates 68
of rules which require 135
of rules which specify 391
of rules whose purpose 75
of running after critics 45
of running after panaceas 46
of running human affairs 40
of running water because 48
of running water between 115
of running water brought 45
of running water depends 80
of running water drowned 61
of running water stopped 101
of running water systems 59
of running words together 300
of rural black culture 63
of rural black workers 53
of rural child welfare 62
of rural civil society 523
of rural housing schemes 82
of rural indian society 153
of rural irish society 199
of rural labor markets 544
of rural latin america 647
of rural malay society 48
of rural negro schools 104
of rural older persons 83
of rural party members 150
of rural people against 56
of rural people because 40
of rural people migrating 50
of rural people towards 100
of rural social classes 54
of rural social control 65
of rural social history 57
of rural social research 96
of rural social science 90
of rural social service 79
of rural social systems 191
of rural social welfare 131
of rural social workers 140
of rural trade centers 260
of rural trade unionism 193
of rural water systems 282
of rural women teachers 74
of rural women towards 60
of rural women workers 364
of rushing water between 41
of russia boris yeltsin 61
of russia bound himself 83
of russia found himself 42
of russia holds himself 58
of russia would perhaps 54
of russia would provide 49
of russia would require 86
of russia would respond 41
of rusty bacon trailed 81
of sailing ships between 76
of saint george depending 87
of saint george hanover 178
of saint louis himself 56
of saint peter himself 198
of saint thomas aquinas 18610
of saint thomas himself 78
of saint thomas jenifer 86
of salem state college 165
of sales would increase 87
of sales would require 52
of salts which contain 92
of sandy shore between 41
of santa clara college 727
of santa clara convent 49
of santa clara pottery 57
of santa claus himself 108
of sapling poles closely 67
of sarah helen whitman 158
of sarah noble cricket 68
of satan could persist 42
of saudi arabia against 118
of saudi arabia arrived 91
of saudi arabia because 124
of saudi arabia between 61
of saudi arabia emerged 47
of saudi arabia following 56
of saudi arabia invited 43
of saudi arabia offered 60
of saudi arabia towards 47
of saudi arabia visited 173
of savings would increase 53
of savoy bound himself 117
of savoy might rejoice 52
of saxon words becomes 123
of scale arise because 164
of scale exist because 70
of scale occur because 127
of scale while retaining 44
of scale would dictate 50
of scale would enhance 44
of scale would require 46
of scaling mount everest 53
of scene might restore 221
of scene would benefit 73
of scene would improve 51
of scene would restore 124
of scorn which crossed 75
of scots might succeed 73
of scots would abandon 65
of scots would consent 66
of scots would promise 46
of scott paper company 509
of scott polar research 69
of scott would deserve 43
of scrap paper between 64
of scythia which borders 49
of seamen under captain 142
of search engine marketing 398
of search engine queries 103
of search engine results 646
of search gases providing 127
of search within certain 127
of seated human figures 61
of seated women painted 45
of sects which opposed 122
of sedan chair carried 47
of seeds which contain 89
of seeking legal counsel 47
of seeking legal redress 232
of seeking social justice 136
of seeking social support 238
of seething water bounded 52
of selling crack cocaine 60
of selling large amounts 73
of selling large numbers 130
of selling small amounts 45
of selling space devoted 51
of selling state secrets 106
of sending chief justice 61
of sending false reports 51
of sending large amounts 103
of sending large numbers 418
of sending mixed signals 105
of sending thirty members 42
of sending thirty thousand 41
of senior basic schools 306
of senior civil servant 135
of senior civil service 300
of senior house officer 60
of senior naval officer 259
of senior party figures 261
of senior party members 341
of senior social workers 86
of senior staff members 869
of senior staff officer 53
of senior women faculty 55
of sense ceases contact 97
of sense could believe 62
of sense really believe 109
of sense under control 54
of sense which marries 81
of sense which possess 57
of sense would believe 46
of sense would oftener 291
of sense would venture 62
of serbs lived outside 44
of serial blood samples 112
of serial bonds payable 52
of serial cross sections 140
of serial liver biopsies 79
of serial renal biopsies 104
of serial serum samples 62
of serif fonts include 47
of serum growth factors 251
of serum growth hormone 796
of serum liver enzymes 444
of serum liver function 50
of serum total calcium 118
of serum total protein 229
of serum tumor markers 734
of serving civil process 129
of serving large numbers 120
of serving legal process 90
of serving under general 197
of setting apart certain 203
of setting aside certain 456
of setting aside national 43
of setting class against 417
of setting fines imposed 105
of setting group against 44
of setting tribe against 48
of setting wages according 49
of setting water quality 96
of setting women forward 44
of seven adult females 40
of seven armed vessels 164
of seven board members 142
of seven bones arranged 50
of seven books including 226
of seven cases including 71
of seven doric columns 65
of seven drams equally 45
of seven hours between 66
of seven hours brought 84
of seven hours duration 63
of seven joint debates 166
of seven large islands 47
of seven large vessels 92
of seven large volumes 70
of seven major british 263
of seven major factors 51
of seven major islands 76
of seven major sections 91
of seven miles between 143
of seven miles brought 127
of seven months against 75
of seven months between 351
of seven months duration 86
of seven months elapsed 41
of seven people including 44
of seven plant species 100
of seven roman catholic 90
of seven score thousand 56
of seven short stories 532
of seven small islands 218
of seven small steamers 44
of seven small vessels 135
of seven staff members 115
of seven times seventy 162
of seven weeks between 158
of seven weeks duration 65
of seven women mystics 267
of sexes would enhance 59
of shade trees planted 77
of shade which denoted 66
of shady spots wherein 58
of shame still remains 49
of shame which follows 84
of shame which induced 52
of shaping human behavior 108
of share option schemes 177
of sharing files between 49
of sharing power between 153
of sharp breaks between 43
of sharp focus extends 57
of sharp lines between 96
of sharp steel against 119
of sharp words between 103
of sheep which produce 74
of sheep whose fleeces 42
of sheer black stockings 52
of sheer human decency 42
of sheer moral courage 53
of sheer spite against 74
of sheet metal between 110
of sheet metal painted 81
of sheet metal riveted 81
of sheet metal stampings 201
of sheet metal together 139
of sheet metal workers 1738
of sheet steel stampings 45
of shelf space devoted 183
of shell shock victims 45
of shewing cause against 73
of shining black berries 47
of shining brass buttons 42
of shining brass handles 60
of shiny black material 100
of shiny black obsidian 129
of shiny black plastic 128
of shiny brass buttons 97
of ships running against 41
of ships running aground 92
of ships sailing between 111
of ships sailing together 70
of ships seven hundred 59
of ships trading between 90
of ships under admiral 68
of ships under foreign 85
of ships which arrived 134
of ships which brought 117
of ships which carried 133
of ships which entered 265
of shock waves induced 43
of shock waves resulting 40
of shock which follows 67
of shops selling everything 344
of shops selling foreign 212
of short black stockings 42
of short brush strokes 115
of short chain branching 350
of short chain organic 63
of short cough requiring 129
of short grass between 126
of short grass prairie 102
of short light flashes 44
of short lines arranged 65
of short lines between 69
of short lived species 54
of short plays written 76
of short prose stories 40
of short pulse duration 99
of short short stories 92
of short stone pillars 44
of short story writers 986
of showing cause against 2872
of showy white flowers 202
of shunt field circuit 51
of shunt field current 270
of sighs never clamors 47
of sight which enables 181
of sight within minutes 43
of sight within seconds 96
of sight would suppose 55
of sigma alpha epsilon 3571
of sigma delta epsilon 363
of sigma gamma epsilon 6855
of sigma sigma chapter 81
of signs which appeared 77
of signs which enabled 44
of signs which express 112
of signs which function 59
of signs which require 42
of signs which signify 113
of signs which suggest 40
of signs within society 809
of sinai didst inspire 323
of sinai might startle 92
of sinus rhythm following 108
of sites which contain 55
of sites which include 56
of sites which provide 53
of sitting though elected 68
of sixty large vessels 122
of sixty miles between 132
of sixty ships appeared 72
of sixty short minutes 42
of sizes varying between 87
of skating which carries 55
of skill which enabled 59
of skill which enables 59
of skins sewed together 328
of skins thrown loosely 91
of skoal chewing tobacco 44
of slack labor markets 84
of slack water between 136
of slave grown produce 163
of slave labor because 91
of slave trade between 67
of sleep cycle control 156
of sleep onset insomnia 246
of sleep onset latency 269
of sleep which covered 42
of sleep which follows 48
of sliding dully forward 110
of sliding glass windows 47
of sliding motion between 55
of sliding paper screens 155
of slums housing millions 45
of small adobe buildings 63
of small armed vessels 434
of small avail against 251
of small birds appeared 48
of small black beetles 140
of small black berries 103
of small black circles 43
of small black crosses 44
of small black figures 52
of small black insects 133
of small black lizards 59
of small black objects 50
of small black patches 53
of small black pebbles 55
of small black squares 128
of small black triangles 44
of small blood samples 104
of small blood vessels 15298
of small boats between 53
of small boats crowded 45
of small boats operating 49
of small bowel becomes 49
of small bowel between 68
of small bowel biopsies 127
of small bowel cancers 64
of small bowel content 132
of small bowel diseases 73
of small bowel fistula 159
of small bowel function 236
of small bowel remaining 101
of small bowel transit 343
of small boxes between 125
of small brass buttons 51
of small brass cymbals 45
of small breast cancers 170
of small brick buildings 80
of small brush strokes 174
of small cable systems 58
of small cargo vessels 59
of small cells arranged 142
of small cells between 67
of small cells closely 51
of small cells located 54
of small cells resulting 66
of small cells similar 64
of small coral islands 322
of small craft harbors 182
of small creamy flowers 52
of small cross sections 153
of small dairy farmers 174
of small doric columns 63
of small farming systems 56
of small farms because 42
of small farms between 41
of small farms producing 96
of small filling defects 53
of small fires lighted 41
of small firms because 89
of small firms compete 43
of small firms competing 101
of small firms employing 134
of small firms located 58
of small firms operating 236
of small firms produce 42
of small firms producing 280
of small firms providing 53
of small firms supplying 41
of small fishing vessels 398
of small fixed incomes 100
of small flies streamed 223
of small flint pebbles 63
of small fluid volumes 48
of small frame buildings 113
of small furry animals 212
of small gifts reminds 72
of small glass animals 51
of small glass bottles 207
of small glass spheres 89
of small glass vessels 79
of small glass windows 69
of small green bananas 48
of small green flowers 247
of small green islands 53
of small green parrots 167
of small group behavior 4957
of small group decision 450
of small group ecology 567
of small group members 90
of small group problem 203
of small group process 196
of small group research 5694
of small group sessions 238
of small group studies 346
of small hills covered 97
of small holes arranged 98
of small holes drilled 435
of small holes pierced 151
of small holes punched 136
of small human figures 351
of small hydro stations 72
of small inner diameter 153
of small items wherein 107
of small lakes between 42
of small light sources 98
of small light vessels 56
of small lilac flowers 79
of small local markets 239
of small local museums 49
of small local schools 57
of small local stations 65
of small local traders 40
of small lymph vessels 74
of small metal objects 505
of small metal spheres 127
of small naval vessels 188
of small niche markets 56
of small panel paintings 45
of small pilot studies 162
of small plane mirrors 149
of small point sources 43
of small poles covered 59
of small power stations 203
of small prime numbers 69
of small raiding parties 157
of small renal calculi 54
of small renal vessels 58
of small rigid spheres 50
of small river pebbles 148
of small river steamers 64
of small river valleys 150
of small rocky islands 534
of small rooms arranged 60
of small round nodules 49
of small round objects 114
of small round patches 46
of small round pebbles 153
of small round pellets 44
of small round windows 57
of small rural primary 66
of small rural schools 827
of small sailing vessels 634
of small sandy islands 51
of small savings schemes 86
of small scale cottage 84
of small scale farmers 500
of small scale features 266
of small scale private 113
of small scale research 65
of small scale studies 124
of small scale systems 43
of small scale traders 52
of small scale variation 44
of small scale village 51
of small seated buddhas 53
of small social capital 48
of small social groupings 67
of small social systems 158
of small solid objects 99
of small stars revolving 50
of small steps forward 247
of small steps towards 91
of small stone bridges 44
of small stone buildings 123
of small stone circles 51
of small stone figures 74
of small stone objects 51
of small stone pillars 56
of small straw sandals 53
of small terms receiving 42
of small tidal volumes 132
of small towns because 45
of small towns between 78
of small towns located 53
of small trade carried 132
of small trade centers 108
of small trading stations 48
of small trading vessels 206
of small trees planted 122
of small tubes arranged 46
of small units employing 44
of small units located 40
of small units producing 52
of small urban centers 448
of small value because 127
of small vapor bubbles 104
of small veins between 44
of small violet flowers 56
of small water animals 103
of small water courses 103
of small water insects 44
of small water soluble 49
of small water systems 302
of small waves against 153
of small white buildings 76
of small white buttons 56
of small white candles 46
of small white circles 60
of small white cowries 57
of small white crosses 176
of small white cupolas 64
of small white farmers 328
of small white flowers 5774
of small white maggots 53
of small white needles 97
of small white nodules 70
of small white objects 164
of small white patches 130
of small white pebbles 138
of small white squares 95
of small white tablets 76
of small white triangles 41
of small whole numbers 2646
of small wires twisted 76
of small working parties 51
of small yeoman farmers 160
of small yeomen farmers 84
of smart cards include 61
of smell which enables 66
of smiling green swelled 149
of smoke curling skyward 42
of smoke curling upwards 343
of smoke still drifted 98
of smoke which appeared 50
of smoke which belched 45
of smoke which covered 70
of smoke which drifted 129
of smoke which escaped 51
of smoke which floated 178
of smoke which hovered 70
of smoke which overhung 175
of smoke which streamed 109
of smoke which trailed 40
of smoking crack cocaine 75
of smoking ruins defaced 179
of smoking spread rapidly 69
of smooth adobe plaster 47
of smooth round pebbles 176
of smooth water between 126
of smooth white pebbles 95
of smooth white plaster 70
of snake river between 60
of snake venom poisoning 533
of snowy white flowers 100
of social action according 50
of social action against 128
of social action because 153
of social action becomes 75
of social action between 76
of social action depends 41
of social action include 47
of social action involving 130
of social action outside 47
of social action parsons 116
of social action program 41
of social action research 144
of social action systems 280
of social bonding between 66
of social bonds between 469
of social change according 236
of social change affecting 243
of social change against 75
of social change because 638
of social change becomes 174
of social change between 125
of social change brought 442
of social change demands 46
of social change depends 120
of social change efforts 189
of social change focuses 64
of social change following 54
of social change implied 63
of social change implies 42
of social change include 149
of social change including 83
of social change induced 74
of social change involve 63
of social change involving 184
of social change occurring 269
of social change offered 66
of social change operating 78
of social change outside 145
of social change provide 42
of social change related 91
of social change remains 100
of social change require 65
of social change resulting 226
of social change results 98
of social change similar 45
of social change suggest 63
of social change towards 165
of social change usually 51
of social change whereby 189
of social change wrought 60
of social class because 143
of social class becomes 77
of social class behavior 94
of social class between 137
of social class division 47
of social class effects 96
of social class emerged 41
of social class factors 293
of social class groupings 54
of social class implies 44
of social class include 54
of social class measures 51
of social class origins 478
of social class position 2343
of social class related 40
of social class remains 50
of social class research 58
of social class systems 101
of social class usually 48
of social class variation 111
of social facts according 48
of social goods according 45
of social group members 95
of social group workers 199
of social housing estates 134
of social housing schemes 104
of social housing tenants 108
of social learning because 47
of social learning factors 63
of social learning process 57
of social learning research 43
of social learning theorists 676
of social learning whereby 55
of social links between 125
of social norms against 138
of social norms governing 145
of social norms marketing 75
of social norms regarding 243
of social order according 157
of social order against 259
of social order because 268
of social order becomes 147
of social order between 50
of social order brought 42
of social order depends 192
of social order founded 47
of social order require 44
of social order tacitly 49
of social order tottering 42
of social organ closely 56
of social pacts between 58
of social phobia include 50
of social power against 51
of social power because 69
of social power between 296
of social roles according 56
of social roles becomes 62
of social roles between 101
of social roles endowed 63
of social rules governing 106
of social skill deficit 49
of social space between 92
of social unity between 56
of social value because 52
of social value systems 157
of soils under dynamic 67
of soils under natural 72
of soils under pasture 46
of soils which contain 66
of solar cells mounted 85
of solar cooling systems 84
of solar flare effects 204
of solar flare protons 94
of solar flare radiation 61
of solar grade silicon 171
of solar heated buildings 66
of solar ionizing radiation 78
of solar power stations 191
of solar power systems 191
of solar tidal friction 56
of solid brick masonry 219
of solid foods protect 152
of solid metal between 40
of solid parts remains 44
of solid phase epitaxy 248
of solid phase peptide 529
of solid phase present 265
of solid phase reactions 176
of solid shining british 56
of solid sleep between 134
of solid state control 54
of solid state devices 1511
of solid state effects 44
of solid state physics 10138
of solid state reactions 1225
of solid state research 277
of solid state science 330
of solid state sensors 237
of solid state spectra 55
of solid state storage 86
of solid state switching 49
of solid state systems 117
of solid stone between 75
of solid stone buildings 93
of solid stone masonry 543
of solid waste because 129
of solid waste control 62
of solid waste include 82
of solid waste including 63
of solid waste material 683
of solid waste recycling 172
of solid waste removal 67
of solid waste requiring 84
of solid waste resulting 53
of solid waste systems 73
of solving every problem 218
of solving large systems 91
of solving linear systems 320
of souls bound together 55
of sound action require 62
of sound moral stamina 42
of sound motion picture 170
of sound power radiated 104
of sound sense assumes 70
of sound social economy 48
of sound social science 67
of sound thinking happily 101
of sound trade unionism 81
of sound views regarding 64
of sound waves against 69
of sound waves between 150
of sound waves depends 134
of sound waves emanating 108
of sound waves emitted 130
of sound waves produce 51
of sound waves traveling 271
of sound waves travels 46
of sound which depends 92
of sound which enables 61
of sound which produce 43
of sound which remains 105
of sound which travels 42
of sound would require 42
of space about buildings 101
of space alone forbids 46
of space alone prevent 55
of space power systems 116
of space still remains 50
of space weapon systems 48
of space where gravity 76
of space which becomes 48
of space which contain 57
of space which expands 40
of space which extends 51
of space which results 128
of space within buildings 86
of space would contain 57
of space would prevent 90
of space would provide 43
of space would require 90
of spain after charles 43
of spain bound himself 92
of spain calls himself 64
of spain found himself 97
of spain might trample 42
of spain nearly smoothed 85
of spain never offered 43
of spain never refused 46
of spain since charles 44
of spain under charles 387
of spain under general 40
of spain which borders 44
of spain which contain 58
of spain would consent 104
of spain would exclude 43
of spain would himself 42
of spain would receive 96
of spain would sanction 43
of spare parts because 65
of spare parts carried 94
of speaking about america 42
of speaking about certain 140
of speaking about culture 51
of speaking about everything 55
of speaking about herself 82
of speaking about himself 289
of speaking about justice 161
of speaking about language 231
of speaking about objects 73
of speaking about oneself 344
of speaking about persons 43
of speaking about religion 97
of speaking about schools 47
of speaking words against 49
of spent pulping liquors 55
of sperm cells present 43
of split brain research 51
of split labor markets 393
of split party control 179
of split renal function 218
of spore forming bacteria 194
of sport within society 41
of spray dried powders 54
of spray hissing forever 73
of staff asked general 47
of staff major general 568
of staff talks between 48
of staff under general 466
of staff working together 142
of staff would support 49
of stark rural poverty 51
of stark white village 80
of stars bound together 95
of stars close together 279
of stars rather roughly 50
of stars shone overhead 44
of stars which appeared 61
of stars which compose 107
of stars which present 177
of stars whose spectra 200
of state action affecting 49
of state action against 260
of state action because 61
of state action depends 44
of state action requiring 181
of state again address 55
of state baker visited 62
of state banking systems 56
of state banks operating 47
of state birds sighted 90
of state board members 229
of state child support 158
of state child welfare 778
of state civil defense 48
of state civil service 1049
of state coach because 47
of state could require 44
of state court decision 129
of state court judicial 45
of state court opinions 193
of state court systems 892
of state dated january 83
of state debts because 47
of state edwin barclay 69
of state edwin stanton 46
of state fixed effects 95
of state force against 69
of state found himself 244
of state frank kellogg 1193
of state funds between 47
of state george schultz 2543
of state green parties 235
of state henry holland 142
of state henry kissinger 21665
of state henry stimson 1737
of state housing finance 304
of state human service 163
of state james buckley 152
of state james grafton 49
of state james madison 2271
of state kevin shelley 82
of state labor parties 44
of state leaned forward 54
of state legal adviser 159
of state legal systems 140
of state merit systems 437
of state motor vehicle 417
of state owned vessels 64
of state party reports 224
of state party systems 194
of state power according 46
of state power against 691
of state power article 45
of state power because 171
of state power becomes 83
of state power between 158
of state power depends 62
of state power following 40
of state power holders 46
of state power include 46
of state power outside 44
of state power remains 56
of state power towards 104
of state press releases 2370
of state price control 86
of state rules governing 41
of state shall appoint 669
of state shall approve 142
of state shall certify 719
of state shall collect 264
of state shall conduct 69
of state shall consist 273
of state shall consult 773
of state shall convene 54
of state shall declare 72
of state shall deliver 242
of state shall examine 52
of state shall forthwith 1728
of state shall forward 60
of state shall furnish 549
of state shall include 65
of state shall perform 107
of state shall prepare 443
of state shall preside 54
of state shall provide 372
of state shall publish 334
of state shall receive 366
of state shall require 284
of state shall satisfy 63
of state shall specify 73
of state shall succeed 105
of state social control 292
of state social service 170
of state social support 56
of state social welfare 970
of state social workers 90
of state staff members 50
of state state capitol 727
of state taxes imposed 55
of state taxes measured 53
of state thomas francis 47
of state thomas pickering 344
of state trunk highway 140
of state under abraham 137
of state under article 407
of state under charles 342
of state under general 559
of state under herbert 294
of state under jackson 398
of state under johnson 45
of state under kennedy 146
of state under lincoln 491
of state under madison 440
of state under napoleon 237
of state under richard 108
of state under sections 78
of state under theodoric 92
of state under woodrow 422
of state until january 123
of state vance visited 50
of state water project 124
of state water quality 831
of state which brought 77
of state which decided 48
of state which emerged 48
of state which relates 111
of state which require 130
of state whose decision 64
of state whose members 91
of state would appoint 58
of state would observe 45
of state would provide 46
of state would receive 84
of state would require 96
of state would succeed 41
of steady state behavior 91
of steady state current 177
of steady state kinetic 130
of steady state solution 69
of steady state systems 117
of stealing state secrets 106
of stealing trade secrets 227
of stealing which renders 104
of steel after quenching 41
of steel frame buildings 272
of steel plate girders 273
of steel plate riveted 76
of steel rails secured 46
of steel rails steadily 47
of steel would require 54
of steep hills covered 117
of steps built against 52
of steps taken against 60
of steps taken between 82
of steps taken towards 92
of steps which appeared 46
of steps which brought 111
of steps which descend 49
of steps which include 190
of steps which involve 74
of steps which mounted 66
of stern action against 45
of still calling herself 71
of still finer quality 62
of still longer duration 252
of still lower marital 44
of still lower quality 71
of still older writers 41
of still water between 100
of stock after replacing 41
of stock index futures 2905
of stock iodine solution 59
of stock price behavior 550
of stock price indexes 122
of stock price reactions 116
of stock price returns 269
of stock shall entitle 220
of stock still remains 49
of stock under certain 88
of stock under general 159
of stock which brought 71
of stock would receive 112
of stone bound together 88
of stone glued together 82
of stone heaped together 168
of stone piled together 61
of stone slabs covered 79
of stone steps ascending 86
of stone steps between 84
of stone steps brought 43
of stone steps covered 100
of stone steps descend 41
of stone steps extending 56
of stone steps flanked 107
of stone steps outside 219
of stone still remaining 45
of stone still remains 60
of stone tools including 46
of stone where justice 63
of stone which carries 41
of stone which compose 87
of stone which covered 88
of stone which floated 50
of stone which support 92
of stony creek granite 77
of stony hills covered 56
of storing large amounts 1351
of storing large numbers 114
of storing large volumes 246
of storing small amounts 41
of storm sewer systems 262
of story which touches 41
of stout welsh peasants 185
of stream gauging stations 93
of stream water quality 594
of strep throat include 94
of stringing words together 1093
of strings which produce 130
of strings whose vibrating 129
of strong action against 252
of strong black tobacco 60
of strong bonding between 72
of strong bonds between 535
of strong cation exchange 89
of strong civil society 327
of strong drops applied 81
of strong enemy attacks 95
of strong father figures 66
of strong feeling against 218
of strong feeling between 41
of strong field glasses 74
of strong force reactions 61
of strong group cohesion 45
of strong hands grabbed 111
of strong hands grasped 50
of strong hands gripped 75
of strong human emotions 101
of strong human passions 62
of strong iodine solution 107
of strong light sources 45
of strong links between 742
of strong local control 84
of strong local support 139
of strong moral beliefs 42
of strong moral courage 96
of strong moral devotion 47
of strong moral purpose 82
of strong moral support 47
of strong motion records 579
of strong party control 43
of strong party loyalty 75
of strong roman catholic 130
of strong round pickets 79
of strong social capital 56
of strong social cohesion 95
of strong social control 108
of strong social protest 66
of strong social support 274
of strong solar radiation 139
of strong solid stature 49
of strong state control 198
of strong state support 85
of strong steel magnets 43
of strong stone buildings 91
of strong sugar solution 51
of strong tidal current 42
of strong trade unionism 202
of strong white fibrous 126
of study about religion 52
of study after college 42
of study could include 52
of study could provide 66
of study group members 173
of study might include 120
of study shall consist 72
of study shall include 89
of study which enabled 83
of study which enables 107
of study which focuses 116
of study which follows 58
of study which include 123
of study which involve 54
of study which pertain 70
of study which provide 73
of study which require 120
of study which usually 42
of study within science 49
of study would benefit 47
of study would consist 45
of study would include 226
of study would involve 86
of study would produce 41
of study would provide 140
of study would require 126
of stuff about rational 45
of stuff mingled together 154
of style which appeared 41
of style which enables 46
of style which entitle 107
of style which obtains 52
of style which renders 89
of sugar maple decline 155
of sugar maple seedlings 199
of sugar would increase 46
of suits after verdict 61
of suits filed against 285
of suits pending against 58
of sunni islam against 40
of super power rivalry 322
of swamp lands granted 50
of sweet music floated 41
of sweet orange seedlings 130
of sweet saint charity 52
of sweet white flowers 73
of sweet wines expired 43
of sweet wines refused 55
of swift sailing vessels 58
of swiss banking secrecy 146
of table stock potatoes 54
of tacit truce between 44
of tales about animals 51
of talking about america 69
of talking about aspects 42
of talking about behavior 129
of talking about beliefs 51
of talking about catholic 74
of talking about certain 338
of talking about complex 65
of talking about culture 166
of talking about emotions 72
of talking about everything 239
of talking about foreign 53
of talking about freedom 142
of talking about general 56
of talking about herself 498
of talking about himself 1506
of talking about history 137
of talking about illness 44
of talking about justice 94
of talking about language 938
of talking about marriage 109
of talking about matters 163
of talking about national 61
of talking about natural 88
of talking about numbers 61
of talking about objects 156
of talking about oneself 646
of talking about persons 54
of talking about poverty 44
of talking about private 51
of talking about religion 485
of talking about research 74
of talking about science 178
of talking about slavery 53
of talking about society 78
of talking about systems 56
of talking about variance 56
of talking about violence 68
of tamil short stories 113
of tanks moved forward 52
of tanks under command 56
of tasks which include 52
of tasks which involve 139
of tasks which require 344
of taste seems capable 91
of taste which correct 61
of taste which enables 68
of taste which plainly 124
of taste which results 138
of taste would willingly 65
of taxes shall collect 53
of taxes under protest 76
of taxes which congress 56
of taxes which pressed 73
of taxes would involve 96
of taxis waiting outside 54
of teaching about language 68
of teaching about religion 396
of teaching black history 51
of teaching every subject 243
of teaching hours devoted 52
of teaching large classes 246
of teaching large numbers 273
of teaching latin grammar 165
of teaching learning material 100
of teaching learning process 90
of teaching local history 68
of teaching mixed ability 48
of teaching moral lessons 127
of teaching social science 142
of teaching social studies 1838
of teaching staff between 51
of teaching staff members 153
of teaching table manners 40
of teaching where teachers 45
of teaching which require 51
of teaching world history 107
of teens whose parents 55
of telling about himself 82
of telling amusing stories 80
of telling bible stories 110
of telling dirty stories 62
of telling fairy stories 52
of telling funny stories 164
of telling ghost stories 213
of telling large stories 40
of telling people exactly 42
of telling short stories 60
of telling tales against 79
of terms terms defined 61
of terms which contain 107
of terms which express 179
of terms which include 114
of terms which increase 61
of terms which involve 94
of terms which reflect 56
of terms which require 94
of terms which signify 93
of terms which suggest 113
of terms which together 42
of testing blood glucose 56
of testing large numbers 213
of testing liver function 52
of testing renal function 49
of tests might include 47
of tests which attempt 74
of tests which include 90
of tests which involve 72
of tests which measured 64
of tests which provide 66
of tests which purport 72
of tests which require 114
of tests whose results 114
of tests would provide 44
of texas ranger captain 61
of texas state college 113
of texas state library 141
of texas state teachers 51
of texas under mexican 41
of texas under spanish 50
of texas would increase 47
of texas would involve 46
of texas would provide 43
of texts which appeared 49
of texts which contain 121
of texts which include 66
of texts which present 146
of texts which provide 144
of texts which reflect 68
of texts which suggest 42
