of ace inhibitor treatment 148
of new infections produced 49
of new inorganic materials 59
of new installed capacity 47
of new insulation materials 44
of new insurance business 44
of new insurance policies 114
of new insurance products 175
of new irrigation channels 66
of new irrigation networks 64
of new irrigation projects 636
of new knowledge acquired 154
of new knowledge concerning 452
of new knowledge involves 44
of new knowledge obtained 96
of new knowledge produced 133
of new knowledge relevant 75
of new knowledge required 58
of new knowledge requires 166
of new medicinal products 214
of new metabolic functions 58
of new minimally invasive 56
of new molecular entities 260
of new multimedia products 45
of new multimedia services 128
of new particles produced 49
of new permanent military 51
of new personnel policies 116
of new pesticide products 50
of new petroleum deposits 57
of new petroleum reserves 101
of new political agencies 42
of new political alliances 330
of new political cleavages 65
of new political concepts 107
of new political currents 51
of new political divisions 120
of new political elements 44
of new political entities 437
of new political functions 93
of new political policies 100
of new political problems 130
of new political realities 239
of new political relations 102
of new political subjects 239
of new polymeric materials 300
of new population elements 135
of new practical problems 108
of new production capacity 532
of new production concepts 478
of new production functions 352
of new production relations 357
of new programming languages 510
of new programming services 59
of new provisions designed 45
of new reference materials 92
of new satellite services 61
of new scholarly journals 66
of new scientist magazine 253
of new spiritual energies 89
of new strategic alliances 86
of new strategic concepts 92
of new stylistic elements 41
of new technical advances 220
of new technical concepts 58
of new technical problems 154
of new technical products 71
of new technical solutions 264
of new telephone exchanges 183
of new telephone services 74
of new television channels 201
of new television programs 74
of new television services 77
of new testament accounts 125
of new testament allusions 76
of new testament authority 131
of new testament christian 126
of new testament churches 347
of new testament citations 112
of new testament concepts 62
of new testament critical 45
of new testament doctrine 532
of new testament episodes 43
of new testament epistles 283
of new testament evidence 267
of new testament exegesis 8799
of new testament literary 58
of new testament materials 117
of new testament ministry 62
of new testament miracles 471
of new testament morality 285
of new testament mythology 308
of new testament parables 260
of new testament passages 2401
of new testament pictures 53
of new testament practice 182
of new testament problems 361
of new testament prophecy 813
of new testament prophets 105
of new testament quotation 163
of new testament salvation 96
of new testament scholars 2327
of new testament students 81
of new testament subjects 603
of new testament theologians 96
of new testament theologies 229
of new testament tradition 229
of new testament typology 47
of new theological insights 67
of new theoretical concepts 400
of new theoretical insights 299
of new theoretical positions 68
of new theoretical problems 78
of new transport aircraft 47
of new transport networks 49
of new transport services 58
of new varieties produced 69
of new varieties suitable 58
of new vertebral fracture 377
of new workforce entrants 75
of not astonishing ordinary 49
of not identifying yourself 66
of not multiplying entities 47
of not necessary citations 42
of not recognizing yourself 50
of ohio expressly provides 48
of ohio volunteer infantry 711
of oil production capacity 153
of oil reservoir engineering 113
of old disbanded armagnac 58
of old icelandic literary 42
of old irrigation channels 58
of old newspaper accounts 42
of old newspaper articles 249
of old plantation encircling 52
of old political alliances 47
of old production relations 65
of old senatorial families 53
of old television programs 69
of old testament accounts 77
of old testament allusions 326
of old testament authority 86
of old testament biblical 80
of old testament biography 51
of old testament citations 334
of old testament concepts 96
of old testament covenant 175
of old testament critical 53
of old testament doctrine 122
of old testament episodes 108
of old testament evidence 63
of old testament examples 213
of old testament exegesis 4287
of old testament heroines 102
of old testament languages 245
of old testament legalism 121
of old testament literary 99
of old testament materials 194
of old testament messianic 793
of old testament miracles 143
of old testament morality 409
of old testament mythology 44
of old testament passages 5077
of old testament pictures 84
of old testament polygamy 51
of old testament practice 45
of old testament precepts 90
of old testament problems 70
of old testament promises 800
of old testament prophecy 16188
of old testament prophesy 89
of old testament prophets 2764
of old testament quotation 43
of old testament religious 253
of old testament rhetoric 63
of old testament salvation 132
of old testament scholars 1083
of old testament students 61
of old testament subjects 1249
of old testament theologians 62
of old testament theologies 180
of old testament tradition 446
of old testament typology 409
of old transition provision 124
of old volunteer officers 50
of one additional electron 49
of one anonymous reviewer 42
of one arbitrary constant 49
of one assistant adjutant 63
of one assistant director 44
of one commodity compared 52
of one commodity converts 63
of one commodity increases 185
of one commodity relative 180
of one community dominating 49
of one competent observer 58
of one component increases 146
of one component relative 202
of one conduction electron 123
of one consonant followed 96
of one continent formerly 146
of one continued struggle 58
of one controlling authority 41
of one controlling personal 42
of one electoral district 63
of one electrode relative 46
of one executive director 54
of one generally accepted 76
of one generation produces 44
of one generation succeeding 61
of one geological formation 55
of one important dimension 72
of one important exception 45
of one important industry 41
of one naturally suggests 44
of one necessary condition 64
of one newspaper reporter 63
of one objective proceeds 239
of one political authority 64
of one political campaign 43
of one political interest 46
of one political movement 82
of one political observer 44
of one political opponent 45
of one political prisoner 46
of one political tendency 49
of one population relative 63
of one previously accepted 62
of one principal ingredient 61
of one prominent american 99
of one prominent historian 46
of one qualified separate 49
of one regulation mentioned 59
of one similarly situated 91
of one spherical particle 55
of one structure relative 73
of one substance combines 52
of one substance involves 40
of one substance required 46
of one substrate molecule 383
of one theoretical approach 92
of one universal christian 150
of one unsecured creditor 47
of our advertising agencies 40
of our advertising campaign 126
of our affective response 54
of our agreement concerning 45
of our agreement embodied 49
of our alcoholic patients 64
of our ancestors believed 116
of our ancestors concerning 60
of our ancestors continue 41
of our ancestors deserves 52
of our ancestors imported 55
of our ancestors inspires 64
of our ancestors migrated 42
of our ancestors ordained 81
of our ancestors provided 45
of our ancestors respecting 88
of our ancestors suffered 57
of our ancestors survived 55
of our ancestral heritage 229
of our ancestral homeland 72
of our ancestral memories 42
of our apostolic authority 684
of our apostolic ministry 198
of our arguments concerning 88
of our armaments industry 43
of our artillery officers 129
of our artillery positions 129
of our assumption concerning 111
of our australian colonies 645
of our available evidence 75
of our available manpower 192
of our available materials 42
of our ballistic missiles 63
of our baptismal covenant 484
of our baptismal promises 224
of our behavioral patterns 115
of our bilateral economic 87
of our bilateral relations 1042
of our biological condition 43
of our biological evolution 309
of our biological families 50
of our biological functioning 45
of our biological functions 80
of our biological heritage 1051
of our brightest children 60
of our brightest students 238
of our carefully prepared 90
of our carefully selected 64
of our cherished american 84
of our cherished freedoms 95
of our cherished heritage 145
of our cherished illusions 80
of our cherished memories 54
of our childhood memories 251
of our christmas holidays 118
of our christmas presents 190
of our christmas tradition 52
of our classical concepts 49
of our classical education 144
of our classical heritage 283
of our classical interiors 42
of our classical mythology 104
of our classical scholars 180
of our classical tradition 132
of our classroom practice 44
of our cognitive activity 399
of our cognitive business 48
of our cognitive capacity 175
of our cognitive endeavors 165
of our cognitive energies 158
of our cognitive functioning 108
of our cognitive functions 164
of our cognitive interest 92
of our cognitive processing 123
of our cognitive situation 81
of our colleagues continue 43
of our colleagues provided 62
of our colleagues recently 86
of our collegiate churches 43
of our collegiate education 67
of our commercial activity 124
of our commercial articles 46
of our commercial business 56
of our commercial concerns 75
of our commercial condition 44
of our commercial eminence 63
of our commercial exchanges 52
of our commercial greatness 303
of our commercial industry 97
of our commercial interest 245
of our commercial progress 138
of our commercial relations 2030
of our community colleges 73
of our community partners 138
of our community problems 64
of our community property 413
of our community relations 59
of our companions asserted 91
of our conception increases 177
of our condemned companion 86
of our congenital impulses 42
of our continued affection 44
of our continued attention 58
of our continued identity 161
of our continued interest 202
of our continued presence 78
of our continued survival 48
of our corporate identity 92
of our corporate sponsors 61
of our corporate strategy 100
of our courageous soldiers 45
of our crucified redeemer 843
of our currently accepted 115
of our customary theatrical 56
of our defensive alliances 129
of our defensive attitude 48
of our defensive attrition 43
of our defensive positions 114
of our defensive strategy 44
of our dependent variables 604
of our depressed patients 60
of our desperate condition 78
of our desperate situation 338
of our desperate struggle 77
of our destitute condition 92
of our destitute situation 46
of our detective officers 58
of our deterrent strategy 60
of our different churches 51
of our different colonies 50
of our different counties 41
of our different cultural 88
of our different cultures 148
of our different languages 111
of our different locations 43
of our different outlooks 76
of our different positions 61
of our different pursuits 44
of our different religions 79
of our different religious 97
of our difficult problems 214
of our difficult situation 141
of our discourse concerning 66
of our discussion centered 77
of our discussion concerning 345
of our discussion concerns 271
of our discussion involves 53
of our discussion therefore 66
of our distressing situation 45
of our edinburgh students 46
of our electoral politics 80
of our emergency response 58
of our empirical analysis 934
of our empirical approach 70
of our empirical cognition 43
of our empirical concepts 162
of our empirical evidence 174
of our episcopal churches 42
of our epistemic concepts 71
of our epistemic condition 61
of our epistemic situation 228
of our estimated equations 57
of our everlasting salvation 108
of our excellent companion 60
of our excellent governor 55
of our excellent literati 48
of our excellent minister 62
of our excellent relations 54
of our excessive civility 64
of our executive director 45
of our executive officers 169
of our existence consists 67
of our existence intended 322
of our exogenous variables 73
of our expedition depended 47
of our expedition straggling 47
of our extensive commerce 63
of our extensive frontier 64
of our flourishing condition 108
of our forgotten comrades 49
of our forgotten memories 67
of our framework suggests 46
of our fraternal affection 42
of our fraternal relations 79
of our functional analysis 81
of our gainfully employed 167
of our generally accepted 269
of our generation acquires 107
of our generation destined 51
of our geographic isolation 52
of our geographic situation 54
of our glorified redeemer 386
of our gradually attained 80
of our guerrilla fighters 42
of our happiness consists 90
of our happiness hereafter 78
of our heuristic algorithm 59
of our household accounts 58
of our household expenses 110
of our household servants 65
of our household utensils 77
of our hypotheses concerning 199
of our hypothesis concerning 290
of our ignorance concerning 736
of our ignorance respecting 126
of our imaginary american 58
of our imaginary guardians 66
of our immigrant ancestor 116
of our immigrant forebears 41
of our immigrant heritage 49
of our imperfect condition 240
of our imperfect humanity 92
of our imperfect services 42
of our important business 48
of our important decisions 138
of our important economic 45
of our important military 48
of our important problems 132
of our important products 42
of our important projects 43
of our important questions 44
of our impression complete 40
of our incessant activity 75
of our incidents occurred 55
of our industrial activity 334
of our industrial capacity 537
of our industrial concerns 162
of our industrial condition 76
of our industrial disputes 64
of our industrial education 42
of our industrial energies 40
of our industrial evolution 122
of our industrial expansion 166
of our industrial heritage 127
of our industrial machines 58
of our industrial organism 59
of our industrial partners 115
of our industrial policies 47
of our industrial potential 294
of our industrial problems 395
of our industrial products 463
of our industrial progress 580
of our industrial pursuits 112
of our industrial relations 701
of our industrial republic 51
of our industrial situation 122
of our industrial strategy 63
of our industrial troubles 182
of our inherited cultural 62
of our inherited religious 115
of our inherited tradition 64
of our inquiries concerning 123
of our inquiries respecting 68
of our insatiable appetite 61
of our installed capacity 62
of our insurance policies 105
of our interview partners 203
of our interview questions 119
of our interview schedule 100
of our interview subjects 376
of our interview whatever 98
of our intestine divisions 53
of our intuitions concerning 184
of our irrigation projects 70
of our itinerant ministry 83
of our itinerant preachers 60
of our judgments concerning 686
of our judgments respecting 43
of our knowledge acquired 67
of our knowledge concerning 8499
of our knowledge concerns 104
of our knowledge consists 602
of our knowledge embraces 92
of our knowledge enlarges 109
of our knowledge entirely 82
of our knowledge excludes 41
of our knowledge increases 247
of our knowledge involves 112
of our knowledge relative 197
of our knowledge requires 82
of our knowledge respecting 1724
of our knowledge suggests 104
of our knowledge therefore 86
of our knowledge unfolded 43
of our knowledge warrants 58
of our landscape painters 472
of our liberation movement 322
of our liberation struggle 522
of our libraries whenever 55
of our liveliest delights 92
of our livestock industry 116
of our meditation practice 97
of our memorable bargaining 44
of our minuteman missiles 79
of our miserable condition 373
of our miserable situation 78
of our missionary activity 56
of our missionary endeavors 41
of our missionary exertions 45
of our missionary families 74
of our molecular dynamics 57
of our municipal councils 68
of our municipal officers 56
of our municipal politics 42
of our municipal problems 90
of our mysterious relations 105
of our mysterious universe 48
of our narrative requires 42
of our neighboring colonies 163
of our neighboring families 52
of our neighboring galaxies 51
of our neighboring republic 151
of our neighboring villages 44
of our neighbors happened 69
of our newspaper articles 111
of our newspaper headlines 44
of our nocturnal visitors 44
of our nonverbal behaviors 62
of our nonviolent movement 56
of our normative concerns 48
of our numerical analysis 91
of our numerical examples 86
of our numerical solutions 41
of our occupation divisions 75
of our oppressed condition 49
of our outstanding american 73
of our outstanding citizens 66
of our outstanding disputes 43
of our outstanding problems 117
of our outstanding students 52
of our painfully acquired 55
of our peculiarly american 53
of our periodical journals 43
of our permanent financial 65
of our permanent standard 42
of our perpetual dictator 105
of our personnel policies 115
of our petroleum deposits 46
of our petroleum industry 103
of our petroleum products 82
of our petroleum reserves 160
of our petroleum supplies 45
of our political activity 417
of our political agitation 132
of our political analysis 58
of our political attitude 71
of our political campaign 197
of our political capacity 70
of our political concepts 82
of our political concerns 144
of our political condition 506
of our political conflict 41
of our political contests 84
of our political covenant 46
of our political decisions 123
of our political disputes 124
of our political divisions 178
of our political economic 47
of our political education 219
of our political energies 42
of our political equality 56
of our political evolution 272
of our political examples 49
of our political folklore 54
of our political fortunes 72
of our political freedoms 71
of our political greatness 85
of our political heritage 392
of our political identity 114
of our political idolatry 88
of our political interest 49
of our political journals 42
of our political maturity 117
of our political mistakes 131
of our political morality 400
of our political movement 254
of our political mythology 52
of our political officers 233
of our political organism 112
of our political policies 71
of our political positions 59
of our political practice 237
of our political problems 543
of our political progress 264
of our political questions 110
of our political relations 1609
of our political rhetoric 121
of our political sagacity 40
of our political salvation 459
of our political security 52
of our political situation 1963
of our political spectrum 121
of our political speeches 40
of our political strategy 86
of our political struggle 591
of our political tradition 784
of our political troubles 247
of our political universe 50
of our population actually 103
of our population believes 65
of our population consists 306
of our population consumes 47
of our population continue 76
of our population educated 83
of our population employed 64
of our population explosion 94
of our population increases 290
of our population problems 52
of our population produces 48
of our population received 89
of our population receives 99
of our population requires 59
of our population underfed 60
of our population westward 722
of our practical activity 254
of our practical attitude 106
of our practical concerns 166
of our practical decisions 54
of our practical endeavors 71
of our practical energies 67
of our practical everyday 51
of our practical interest 115
of our practical morality 51
of our practical politics 115
of our practical problems 282
of our practical purposes 216
of our practical relations 80
of our pragmatic approach 46
of our precarious financial 43
of our precarious situation 267
of our predictor variables 180
of our preschool children 72
of our pretended conquest 49
of our previously accepted 56
of our previously acquired 143
of our previously mentioned 163
of our previously proposed 45
of our previously reported 155
of our priceless heritage 184
of our primitive ancestor 103
of our primitive ancestry 45
of our primitive forebears 113
of our primitive heritage 41
of our primitive impulses 57
of our primitive tendency 55
of our principal american 48
of our principal articles 113
of our principal business 44
of our principal churches 68
of our principal citizens 174
of our principal clothiers 137
of our principal colleges 171
of our principal colonies 54
of our principal concerns 246
of our principal domestic 72
of our principal economic 48
of our principal families 98
of our principal functions 44
of our principal industry 46
of our principal interest 64
of our principal literary 46
of our principal military 90
of our principal nobility 71
of our principal officers 181
of our principal opponent 49
of our principal problems 119
of our principal products 134
of our principal railways 96
of our principal resource 42
of our prisoners confined 50
of our prodigious palpable 46
of our production activity 43
of our production capacity 151
of our production potential 109
of our production problems 63
of our production schedule 70
of our programming languages 72
of our prominent american 139
of our prominent business 122
of our prominent citizens 816
of our prominent families 51
of our prominent journals 48
of our prominent literati 80
of our prominent military 83
of our proposals concerning 41
of our provincial assembly 44
of our provincial capitals 68
of our provincial councils 207
of our provincial governor 54
of our provincial journals 62
of our provincial religious 48
of our psychical activity 81
of our psychotic patients 58
of our purposive activity 76
of our rebellious citizens 47
of our rebellious subjects 198
of our redemption finished 89
of our regression analysis 351
of our regression equations 177
of our researches concerning 66
of our resources requires 100
of our respected citizens 77
of our respected townsman 247
of our revolution effected 52
of our secondary education 853
of our secondary students 54
of our sensitive appetite 42
of our sensitive organism 58
of our sensitive surfaces 48
of our sovereign authority 53
of our sovereign mistress 78
of our spiritual activity 266
of our spiritual ancestry 95
of our spiritual authority 97
of our spiritual capacity 102
of our spiritual children 73
of our spiritual communion 46
of our spiritual concerns 84
of our spiritual condition 870
of our spiritual dimension 92
of our spiritual director 74
of our spiritual education 206
of our spiritual energies 103
of our spiritual evolution 383
of our spiritual forebears 76
of our spiritual formation 107
of our spiritual functions 44
of our spiritual heritage 1062
of our spiritual identity 256
of our spiritual interest 65
of our spiritual isolation 51
of our spiritual journeys 98
of our spiritual maladies 114
of our spiritual maturity 227
of our spiritual movement 46
of our spiritual organism 112
of our spiritual potential 297
of our spiritual practice 365
of our spiritual problems 69
of our spiritual progress 496
of our spiritual relations 120
of our spiritual salvation 44
of our spiritual situation 98
of our spiritual struggle 59
of our spiritual subjects 72
of our spiritual superiors 58
of our spiritual tradition 186
of our spiritual treasures 170
of our spiritual triumphs 95
of our spiritual universe 66
of our spiritual vitality 105
of our stability analysis 62
of our starboard bulwarks 48
of our statement concerning 91
of our strategic doctrine 78
of our strategic missiles 49
of our strategic partners 44
of our strategic situation 72
of our subaltern officers 158
of our submarine campaign 56
of our suggested approach 76
of our sustained attention 52
of our technical advances 59
of our technical capacity 49
of our technical colleges 90
of our technical education 136
of our technical manpower 49
of our technical problems 95
of our technical progress 139
of our technical resource 45
of our telephone services 152
of our television programs 152
of our temperate climates 130
of our tenderest affection 50
of our tenderest memories 85
of our territory acquired 67
of our territory occupied 64
of our theological colleges 168
of our theological education 64
of our theological heritage 116
of our theological questions 44
of our theological seminary 712
of our theological students 274
of our theological tradition 106
of our theoretical analysis 705
of our theoretical approach 413
of our theoretical argument 155
of our theoretical cognition 52
of our theoretical concepts 272
of our theoretical concerns 79
of our theoretical interest 62
of our theoretical positions 41
of our theoretical premises 41
of our theoretical treatment 58
of our transient condition 96
of our transport services 49
of our undivided attention 201
of our universal concepts 145
of our universal heritage 59
of our universal humanity 157
of our universal suffrage 50
of our unpleasant situation 69
of our unwelcome visitors 68
of our venerated washington 80
of our victorious soldiers 110
of our victorious struggle 62
of our vocational education 116
of our volitional activity 61
of our voluntary activity 446
of our volunteer officers 65
of our volunteer soldiers 105
of our volunteer soldiery 106
of our wonderful children 70
of our wonderful progress 63
of our yorkshire landlady 96
of pan macmillan australia 92
of pay television services 84
of poet archibald macleish 48
of rat olfactory receptor 75
of rat pituitary granules 75
of rat pulmonary arteries 58
of raw industrial materials 76
of real knowledge concerning 124
of real political activity 105
of real political authority 128
of real political autonomy 59
of real political conflict 112
of real political equality 56
of real political interest 70
of real political struggle 47
of real practical interest 189
of real programming languages 87
of real resources required 56
of real spiritual progress 53
of real symmetric matrices 388
of real theoretical interest 48
of real universal humanity 68
of red sandstone quarried 64
of san francisco accepted 50
of san francisco acquired 66
of san francisco actually 54
of san francisco approved 84
of san francisco attorney 40
of san francisco bulletin 65
of san francisco business 688
of san francisco children 64
of san francisco citizens 117
of san francisco consists 65
of san francisco contains 122
of san francisco declared 148
of san francisco demanded 41
of san francisco designed 62
of san francisco district 126
of san francisco earthquake 308
of san francisco economic 1551
of san francisco examiner 254
of san francisco families 57
of san francisco followed 76
of san francisco included 85
of san francisco includes 48
of san francisco increased 116
of san francisco insisted 42
of san francisco launched 57
of san francisco magazine 78
of san francisco maritime 236
of san francisco mountain 1252
of san francisco numbered 44
of san francisco obtained 59
of san francisco occupies 44
of san francisco officials 41
of san francisco politics 335
of san francisco prepared 50
of san francisco presents 57
of san francisco probably 51
of san francisco proclaim 68
of san francisco produced 69
of san francisco property 95
of san francisco proposed 73
of san francisco provided 214
of san francisco provides 146
of san francisco received 202
of san francisco recently 119
of san francisco remained 90
of san francisco remarked 43
of san francisco remember 51
of san francisco reported 207
of san francisco required 46
of san francisco southward 130
of san francisco students 59
of san francisco suffered 65
of san francisco suggests 57
of san francisco symphony 74
of sex chromatin positive 134
of sex indicated affected 41
of sex offenders reported 42
of sex selective abortions 69
of sir alexander campbell 227
of sir alexander crichton 85
of sir alexander cunningham 183
of sir alexander hamilton 69
of sir alexander johnston 316
of sir alexander livingston 71
of sir alexander mckenzie 82
of sir alexander paterson 84
of sir alexander urquhart 49
of sir archibald campbell 1548
of sir archibald johnston 519
of sir archibald primrose 109
of sir archibald sinclair 306
of sir frederick bartlett 97
of sir frederick hamilton 213
of sir frederick phillips 80
of sir frederick whitaker 93
of six algebraic equations 42
of six carefully selected 125
of six dependent variables 95
of six depressed patients 54
of six different cultures 115
of six different elements 68
of six different families 64
of six different functions 44
of six different languages 136
of six different locations 56
of six different patterns 84
of six different positions 86
of six different possible 49
of six different products 53
of six different programs 47
of six different proteins 68
of six different subjects 58
of six identical subunits 266
of six moderator variables 46
of six nonviolent felonies 94
of six physicians involved 50
of six predictor variables 49
of six prominent citizens 82
of six syllables composed 82
of sun protection products 74
of tax abatement programs 41
of tax incentive programs 119
of tax incidence analysis 96
of tax incidence involves 43
of tax incidence suggests 43
of tax peculiarly injurious 95
of ten americans believed 111
of ten carefully selected 52
of ten different articles 109
of ten different elements 71
of ten different families 51
of ten different languages 135
of ten preschool children 48
of ten prominent citizens 52
of that additional capacity 50
of that additional coverage 77
of that additional evidence 46
of that admirable document 48
of that admirable historian 84
of that admirable humorous 93
of that admirable invention 46
of that afflicted delegate 59
of that afflicted prisoner 47
of that afflicted province 63
of that agreement entitled 43
of that agreement provided 84
of that agreement provides 109
of that agreement responding 70
of that amendment provides 194
of that anciently received 43
of that artificial stimulus 45
of that astonishing progress 41
of that barbarous education 119
of that beneficial commerce 101
of that beneficial interest 94
of that character ascribed 48
of that character involves 114
of that classical education 66
of that classical tradition 129
of that collection provoked 42
of that commercial activity 58
of that commercial republic 52
of that committee included 56
of that committee reported 50
of that commodity consumed 69
of that commodity demanded 44
of that commodity increases 177
of that commodity produced 58
of that commodity relative 61
of that community produced 52
of that community property 71
of that confident prophecy 50
of that conqueror restored 93
of that continued identity 49
of that controlling interest 43
of that convention provides 258
of that convention subjecting 58
of that courageous disciple 46
of that delegated authority 136
of that desperate conflict 58
of that desperate struggle 335
of that difficult business 44
of that difficult situation 96
of that dignified assembly 41
of that dignified courtesy 46
of that discussion centered 46
of that electoral district 155
of that elemental distrust 45
of that embowered fortress 57
of that emigration believed 61
of that eminently original 46
of that eminently scottish 46
of that empirical intuition 51
of that enchanted paradise 88
of that equitable interest 177
of that everlasting covenant 184
of that excellent christian 52
of that excellent doctrine 57
of that excellent historian 79
of that excellent invention 179
of that excellent magazine 99
of that excellent minister 210
of that excellent nobleman 85
of that excellent observer 130
of that excellent pamphlet 106
of that excellent physician 99
of that excellent princess 317
of that excessive subtlety 69
of that exclusive authority 42
of that exclusive commerce 78
of that executive authority 64
of that expedition obtained 90
of that exquisite accuracy 45
of that exquisite gradation 52
of that exquisite urbanity 125
of that extensive commerce 53
of that extensive district 335
of that extensive monarchy 402
of that extensive province 290
of that exuberant vitality 55
of that fanatical enthusiasm 52
of that fortunate situation 48
of that fraternal affection 55
of that frightful calamity 49
of that frightful struggle 40
of that generally accepted 96
of that generally received 52
of that generally required 46
of that generation deserves 102
of that generation regarded 48
of that gentleman received 42
of that happiness wherewith 93
of that hypothesis respecting 58
of that immensely extended 144
of that immovable property 97
of that important business 385
of that important ceremony 52
of that important conquest 107
of that important district 187
of that important doctrine 178
of that important document 423
of that important fortress 3478
of that important frontier 225
of that important industry 81
of that important ingredient 65
of that important interest 46
of that important invention 45
of that important maritime 182
of that important military 65
of that important movement 108
of that important operation 53
of that important province 563
of that important waterway 66
of that incessant movement 45
of that inclement province 86
of that intensely personal 55
of that interesting district 44
of that interesting document 125
of that interesting locality 107
of that intuitive sagacity 44
of that invisible activity 44
of that invisible presence 63
of that knowledge consists 43
of that knowledge remained 42
of that knowledge required 40
of that knowledge requires 62
of that licentious doctrine 53
of that lucrative business 56
of that lucrative commerce 89
of that magnitude occurred 57
of that magnitude required 82
of that magnitude requires 66
of that marvelous invention 41
of that memorable assembly 171
of that memorable campaign 499
of that memorable conflict 289
of that memorable document 85
of that memorable incident 78
of that memorable rebellion 54
of that memorable saturday 41
of that memorable struggle 520
of that miserable accident 52
of that miserable business 115
of that miserable condition 108
of that miserable darkness 90
of that miserable intrigue 123
of that momentous campaign 48
of that momentous conflict 111
of that momentous struggle 284
of that monstrous condition 43
of that monstrous pedigree 53
of that monstrous rebellion 56
of that mysterious concrete 101
of that mysterious condition 87
of that mysterious darkness 40
of that mysterious disgrace 41
of that mysterious document 61
of that mysterious instinct 48
of that mysterious mountain 82
of that mysterious presence 66
of that mysterious property 71
of that mysterious wondrous 87
of that necessary business 44
of that necessary condition 52
of that necessary ingredient 196
of that objective requires 71
of that offensive presence 46
of that ownership interest 68
of that paragraph provides 47
of that paramount authority 72
of that parliament followed 63
of that passionate adoration 51
of that passionate fondness 46
of that passionate interest 96
of that peculiarly american 332
of that peculiarly valuable 142
of that penetrating sagacity 134
of that pernicious compound 56
of that pernicious doctrine 237
of that pernicious practice 137
of that persevering industry 86
of that political activity 96
of that political asperity 124
of that political authority 67
of that political campaign 77
of that political earthquake 42
of that political education 104
of that political evolution 66
of that political interest 47
of that political intrigue 69
of that political movement 169
of that political situation 60
of that political struggle 79
of that political timidity 46
of that political tradition 65
of that population actually 40
of that population consists 50
of that practical business 128
of that practical christian 95
of that practical education 63
of that practical interest 53
of that practical sagacity 88
of that practical tendency 84
of that prescient foreboding 67
of that previously employed 68
of that previously mentioned 125
of that previously observed 71
of that previously obtained 83
of that previously produced 44
of that previously reported 116
of that previously required 132
of that priceless heritage 106
of that primitive christian 91
of that primitive condition 155
of that primitive instinct 51
of that primitive religious 48
of that primordial property 91
of that principle involved 47
of that principle requires 46
of that prodigious movement 54
of that prophetic instinct 57
of that protected activity 92
of that provincial situation 46
of that purchased pedestal 88
of that regularly beautiful 70
of that revelation imparted 41
of that sanguinary conflict 172
of that sanguinary struggle 128
of that sanguinary tribunal 51
of that selective industry 110
of that sensitive delicacy 83
of that sensitive fountain 63
of that shipwreck disorder 97
of that solemnity singularly 69
of that sometimes wearisome 58
of that sovereign authority 282
of that spiritual activity 72
of that spiritual attitude 43
of that spiritual authority 204
of that spiritual communion 85
of that spiritual condition 61
of that spiritual conflict 48
of that spiritual darkness 42
of that spiritual enthusiasm 47
of that spiritual evolution 54
of that spiritual heritage 72
of that spiritual movement 74
of that spiritual presence 62
of that spiritual universe 98
of that spiritual vitality 76
of that statesman imitated 55
of that statutory provision 259
of that strategic waterway 53
of that substance compared 54
of that substance produced 46
of that substance remained 43
of that supremely beautiful 51
of that suspended sentence 42
of that territory complete 49
of that theoretical approach 53
of that triumphal progress 66
of that typically american 119
of that unbridled audacity 89
of that universal contempt 200
of that universal education 83
of that universal humanity 52
of that universal interest 55
of that universal monarchy 80
of that universal movement 191
of that universal religious 52
of that universal suffrage 76
of that universal tendency 49
of that unlimited authority 49
of that unlimited miscreant 90
of that unnatural rebellion 190
of that unpleasant business 48
of that unpleasant sensation 108
of that venerable assembly 422
of that venerable document 82
of that venerable minister 41
of that venerable monument 58
of that venerable patriarch 53
of that venerable seminary 48
of that venerable tradition 62
of that wholesome beverage 49
of that wholesome domestic 43
of that widespread movement 48
of that wonderful campaign 118
of that wonderful capacity 119
of that wonderful cataract 46
of that wonderful invention 140
of that wonderful medicine 42
of that wonderful mountain 66
of that wonderful movement 158
of that wonderful outburst 75
of that wonderful portrait 106
of that wonderful religious 55
of thee testimony concerning 74
of them abundance perished 48
of them addressed directly 41
of them altogether rejected 58
of them attracted attention 84
of them capitally punished 99
of them carefully observed 42
of them carefully prepared 114
of them carefully recorded 46
of them carefully selected 95
of them certainly believed 52
of them certainly deserved 45
of them committed adultery 40
of them concluded directly 52
of them connected directly 90
of them consisted entirely 60
of them contained elements 44
of them contained valuable 48
of them convicted culprits 84
of them delivered speeches 44
of them developed pneumonia 50
of them developed symptoms 79
of them different religious 121
of them disbanded soldiers 150
of them doubtless believed 81
of them doubtless captured 90
of them elaborate treatises 67
of them especially designed 62
of them especially valuable 41
of them evidently intended 58
of them exceedingly beautiful 244
of them exceedingly valuable 64
of them exceedingly wearisome 104
of them excellent examples 56
of them excellent musicians 68
of them exhibited symptoms 43
of them expressed approval 80
of them expressed concerns 41
of them expressed interest 173
of them expressed surprise 271
of them extremely beautiful 412
of them extremely dangerous 75
of them extremely fatigued 71
of them extremely handsome 167
of them extremely ignorant 55
of them extremely powerful 44
of them extremely talented 48
of them extremely valuable 202
of them gainfully employed 58
of them generally ascended 48
of them genuinely believed 173
of them gradually acquired 45
of them gradually increased 43
of them instantly vanishes 133
of them intensely personal 42
of them maintains entirely 142
of them miserably equipped 121
of them miserably perished 163
of them naturally disposed 131
of them perfectly innocent 85
of them political refugees 160
of them possessed accurate 53
of them possessed adequate 41
of them possessed property 126
