of abandoning astoria was 95
of negative traits and 117
of negative traits that 128
of negative trends and 61
of negative values and 324
of negative values are 104
of negative values for 475
of negative values that 143
of negative verbal and 68
of neglecting berlin and 50
of neglecting better and 41
of negotiating condom use 65
of negotiating rights and 42
of negotiating salary and 42
of negotiating skills and 101
of nematode damage are 46
of nepalese origin and 44
of nepalese origin are 41
of nepalese origin who 57
of neuronal bursting using 53
of neuronal damage and 228
of neuronal groups and 120
of neuronal groups are 44
of neuronal groups that 181
of neuronal injury and 155
of neuronal origin and 85
of neuronal tissue and 74
of neuronal uptake and 49
of neurotic origin and 106
of neurotic origin are 45
of neurotic traits and 108
of neutrals should not 46
of neutrino energy and 53
of neutrino masses and 297
of newtonian fluids and 93
of newtonian fluids are 80
of nicholas biddle and 367
of nicholas biddle had 49
of nicholas rostov and 55
of nicholas street and 48
of nineteen inches long 57
of nineteen killed and 44
of nineteen novels and 41
of nineteen pounds and 40
of nineteen states and 186
of ninetieth street and 46
of nitrogen beyond that 56
of nitrogen dioxide and 2182
of nitrogen dioxide are 344
of nitrogen dioxide can 170
of nitrogen dioxide for 150
of nitrogen dioxide gas 186
of nitrogen dioxide has 107
of nitrogen dioxide may 119
of nitrogen dioxide per 83
of nitrogen dioxide that 113
of nitrogen dioxide was 206
of nitrogen dioxide with 507
of nitrogen entering and 41
of nitrogen greater than 72
of nitrogen higher than 42
of nitrogen ingested and 100
of nitrogen intake and 181
of nitrogen levels and 142
of nitrogen needed for 150
of nitrogen oxides and 3438
of nitrogen oxides are 874
of nitrogen oxides can 231
of nitrogen oxides for 109
of nitrogen oxides has 136
of nitrogen oxides may 174
of nitrogen oxides per 208
of nitrogen oxides than 56
of nitrogen oxides that 364
of nitrogen oxides was 163
of nitrogen oxides with 475
of nitrogen should not 100
of nitrogen showed that 46
of nitrogen source and 560
of nitrogen supply and 298
of nitrogen supply for 48
of nitrogen united with 86
of nitrogen unites with 225
of nitrogen uptake and 310
of nitrogen varies with 54
of nitrogen washed out 62
of nobility should not 51
of nobility without any 45
of nominating bodies are 40
of nonfatal injury and 40
of nonfatal stroke and 48
of nonhuman energy and 46
of nonhuman nature and 193
of nonhuman nature are 54
of nonlethal weapons and 48
of nonlinear models and 128
of nonlinear models are 92
of nonlinear models can 55
of nonlinear models for 132
of nonlinear models that 215
of nonlinear models with 95
of nonlinear optics and 212
of nonlinear optics are 54
of nonlinear optics for 40
of nonlinear optics has 101
of nonlinear system with 62
of nonsense rhymes and 73
of nonsense spoken yet 106
of nonsense talked and 137
of nonviable tissue and 156
of nonwhite peoples and 64
of nonworking mothers and 57
of noontide desert day 41
of normandy choked with 53
of northwest africa and 420
of northwest africa are 43
of northwest alaska and 66
of northwest canada and 111
of northwest england and 60
of northwest europe and 685
of northwest europe are 115
of northwest europe had 55
of northwest europe was 127
of northwest indiana and 55
of northwest mexico and 136
of norwegian church aid 85
of norwegian fjords and 43
of norwegian nature and 43
of norwegian origin and 96
of norwegian origin who 44
of norwegian shipping and 61
of norwegian waters and 55
of notaries public and 294
of nothingness before god 55
of notorious crimes and 72
of notorious thieves and 85
of nottingham castle and 286
of nottingham castle for 50
of nottingham museum and 56
of nottingham thought this 49
of nourishing itself and 47
of november before his 47
of november before they 288
of november called him 46
of november opened with 50
of november should not 42
of november showed that 108
of november through may 92
of november without any 61
of numerous actors and 68
of numerous agents and 79
of numerous allies and 51
of numerous animal and 153
of numerous armies and 64
of numerous authors and 161
of numerous authors who 147
of numerous awards and 1592
of numerous awards for 756
of numerous awards that 275
of numerous boards and 318
of numerous bodies and 40
of numerous bureaus and 64
of numerous buyers and 226
of numerous canals and 121
of numerous castes and 69
of numerous cattle and 79
of numerous causes and 52
of numerous changes and 124
of numerous changes that 167
of numerous charts and 62
of numerous checks and 100
of numerous cities and 255
of numerous claims and 50
of numerous claims for 64
of numerous courts and 58
of numerous cracks and 66
of numerous creeks and 66
of numerous crimes and 104
of numerous doubts and 51
of numerous drafts and 86
of numerous drawings and 101
of numerous duties and 40
of numerous engines and 46
of numerous english and 102
of numerous errors and 154
of numerous essays and 683
of numerous events and 92
of numerous events that 199
of numerous faults and 56
of numerous flocks and 138
of numerous forces and 64
of numerous forces that 128
of numerous formal and 60
of numerous frauds and 48
of numerous french and 109
of numerous fruits and 63
of numerous genera and 177
of numerous german and 91
of numerous glands and 91
of numerous grants and 353
of numerous grants for 41
of numerous groups and 360
of numerous groups for 44
of numerous groups that 154
of numerous groups who 81
of numerous groups with 80
of numerous honors and 531
of numerous horses and 84
of numerous hotels and 68
of numerous houses and 123
of numerous issues that 161
of numerous jewish and 61
of numerous joints and 45
of numerous larger and 70
of numerous layers and 55
of numerous leaders and 67
of numerous learned and 54
of numerous learned men 41
of numerous medals and 89
of numerous meetings and 142
of numerous meetings with 67
of numerous metals and 46
of numerous methods and 69
of numerous methods for 140
of numerous minute air 42
of numerous minute and 61
of numerous models and 51
of numerous nations and 109
of numerous novels and 496
of numerous nuclei and 65
of numerous operas and 44
of numerous options for 44
of numerous orders and 53
of numerous organs and 152
of numerous papers and 1049
of numerous papers for 43
of numerous papers that 48
of numerous peoples and 142
of numerous peoples who 58
of numerous perils and 138
of numerous periods with 92
of numerous plants and 270
of numerous plants that 94
of numerous plates with 44
of numerous police and 47
of numerous polish and 50
of numerous prizes and 172
of numerous prizes for 50
of numerous public and 370
of numerous reasons why 75
of numerous rights and 49
of numerous rivers and 303
of numerous rivers that 52
of numerous russian and 59
of numerous saints and 129
of numerous shapes and 120
of numerous shrubs and 43
of numerous skills and 45
of numerous slaves and 83
of numerous states and 167
of numerous streams and 137
of numerous streams that 114
of numerous streams with 73
of numerous styles and 60
of numerous tables and 84
of numerous theories and 87
of numerous tracts and 84
of numerous trades and 63
of numerous traits and 58
of numerous tribes and 170
of numerous tribes who 57
of numerous troops and 42
of numerous useful and 42
of numerous voices and 72
of numerous voices singing 66
of numerous writings and 49
of nutrient cations and 71
of nutrient cycles and 171
of nutrient fluxes and 60
of nutrient inputs and 181
of nutrient intake and 624
of nutrient intake are 129
of nutrient intake can 46
of nutrient intake for 181
of nutrient intake may 43
of nutrient intake that 464
of nutrient intake with 52
of nutrient levels and 127
of nutrient losses and 123
of nutrient matter and 77
of nutrient matter for 51
of nutrient medium and 198
of nutrient medium for 80
of nutrient medium was 53
of nutrient medium with 56
of nutrient release and 114
of nutrient status and 163
of nutrient stores and 48
of nutrient supply and 505
of nutrient supply for 96
of nutrient uptake and 866
of nutrient uptake are 61
of nutrient uptake can 49
of nutrient uptake for 62
of nutrient uptake may 43
of nutrient uptake per 134
of nutrition before and 86
of nutrition labeling and 66
of nutrition policy and 120
of nutrition should not 62
of nutrition status and 136
of nutrition therapy and 51
of nutrition therapy are 65
of nutrition therapy for 128
of objection should not 54
of observed actions and 77
of observed changes and 88
of observed counts and 41
of observed detail and 78
of observed events and 309
of observed events are 70
of observed events can 62
of observed events for 53
of observed events that 53
of observed events with 48
of observed inputs and 51
of observed prices and 85
of observed reality and 135
of observed scores and 110
of observed scores for 139
of observed states and 52
of observed trends and 69
of observed values and 423
of observed values are 119
of observed values for 599
of observed values may 51
of observed values that 220
of observed values was 52
of observed values with 132
of observer status for 73
of observer training and 55
of obsolete bronze and 81
of obsolete design and 57
of obsolete legend and 82
of obsolete methods and 95
of obsolete plants and 132
of obsolete stuffs and 65
of obsolete thrones and 44
of obsolete values and 40
of obsolete weapons and 91
of obstacle course that 40
of obtained scores and 137
of obtained scores for 152
of obtained scores that 52
of obtained scores with 86
of occasions before and 93
of occasions before his 52
of occupied europe and 308
of occupied europe for 57
of occupied europe had 74
of occupied europe that 106
of occupied europe was 198
of occupied france and 366
of occupied france was 83
of occupied houses and 90
of occupied houses was 93
of occupied jordan has 50
of occupied poland and 183
of occupied poland was 93
of occupied states and 79
of occupied states for 83
of occupied states per 76
of occupied states with 56
of offended manner that 53
of offended vanity and 52
of offender therapy and 7712
of officers agreed that 84
of officers around him 266
of officers before they 59
of officers behind him 100
of officers called for 79
of officers chosen for 79
of officers imbued with 49
of officers killed and 828
of officers killed was 91
of officers needed for 119
of officers picked out 211
of officers should not 139
of officers standing near 148
of officers thought that 102
of officers turned out 47
of officers vested with 87
of officers without any 86
of officers without men 59
of officials carrying out 69
of officials chosen for 59
of officials clothed with 44
of officials should not 82
of officials through that 103
of offsetting income and 73
of offshore drilling and 260
of offshore drilling for 84
of offshore drilling rig 43
of offshore trusts and 78
of offshore waters and 68
of oklahoma center for 81
of onondaga county and 131
of openness toward new 46
of operation allows for 91
of operation before and 74
of operation before they 116
of operation before you 68
of operation begins with 44
of operation better than 40
of operation beyond that 47
of operation called for 166
of operation chosen for 46
of operation desert fox 295
of operation except for 59
of operation except that 43
of operation greater than 60
of operation needed for 107
of operation orders and 56
of operation rescue and 249
of operation reveals that 86
of operation should not 588
of operation should then 45
of operation showed that 293
of operation through its 49
of operation varies with 141
of operation without any 227
of operation without being 51
of operation worked out 171
of operator actions and 53
of operator errors and 71
of operator skills and 52
of operator training and 173
of operator training for 47
of opposite charge and 669
of opposite charge are 703
of opposite charge but 59
of opposite charge can 158
of opposite charge may 76
of opposite charge that 284
of opposite charge with 82
of opposite claims and 59
of opposite creeds and 47
of opposite feelings and 64
of opposite forces and 143
of opposite forces that 194
of opposite gender and 42
of opposite habits and 69
of opposite nature and 81
of opposite nature are 51
of opposite opinion and 42
of opposite parity and 106
of opposite parity are 97
of opposite powers and 50
of opposite tastes and 91
of opposite values and 56
of ordained clergy and 87
of ordained clergy who 49
of ordinary actions and 83
of ordinary actions but 42
of ordinary belief and 43
of ordinary blacks and 42
of ordinary bodies and 45
of ordinary bricks and 46
of ordinary causes and 46
of ordinary caution and 341
of ordinary cement and 45
of ordinary clergy and 45
of ordinary clerks and 63
of ordinary common law 105
of ordinary cotton and 42
of ordinary course and 58
of ordinary courts and 200
of ordinary crimes and 86
of ordinary custom and 46
of ordinary decent men 42
of ordinary demand and 46
of ordinary duties and 106
of ordinary energy and 47
of ordinary english and 186
of ordinary english are 48
of ordinary english men 84
of ordinary english that 71
of ordinary events and 343
of ordinary events are 75
of ordinary events that 181
of ordinary events with 42
of ordinary family and 52
of ordinary feelings and 141
of ordinary french men 106
of ordinary german and 44
of ordinary ghosts are 56
of ordinary habits and 113
of ordinary height and 477
of ordinary height can 70
of ordinary houses and 113
of ordinary houses are 58
of ordinary humans and 76
of ordinary income and 1980
of ordinary income are 52
of ordinary income but 46
of ordinary income can 60
of ordinary income due 103
of ordinary income each 138
of ordinary income for 448
of ordinary income per 127
of ordinary income tax 1562
of ordinary income that 1154
of ordinary income was 62
of ordinary income with 111
of ordinary lighting gas 60
of ordinary losses and 100
of ordinary matter and 457
of ordinary matter are 213
of ordinary matter but 85
of ordinary matter can 79
of ordinary matter for 41
of ordinary matter may 52
of ordinary matter that 242
of ordinary matter was 61
of ordinary matter with 102
of ordinary mental and 65
of ordinary metals and 52
of ordinary morals and 85
of ordinary mortal men 75
of ordinary mothers and 50
of ordinary nature and 63
of ordinary opinion and 53
of ordinary places and 54
of ordinary plants and 86
of ordinary points and 52
of ordinary powers and 108
of ordinary powers are 61
of ordinary readers and 168
of ordinary readers who 65
of ordinary reality and 312
of ordinary reality are 56
of ordinary reality that 125
of ordinary reality with 64
of ordinary reasoning and 58
of ordinary rights and 55
of ordinary scenes and 40
of ordinary school and 46
of ordinary shares and 554
of ordinary shares are 190
of ordinary shares can 48
of ordinary shares for 223
of ordinary shares has 44
of ordinary shares may 63
of ordinary shares that 294
of ordinary shares was 104
of ordinary shares with 83
of ordinary speech and 1060
of ordinary speech are 254
of ordinary speech but 120
of ordinary speech can 63
of ordinary speech may 66
of ordinary speech than 87
of ordinary speech that 302
of ordinary speech with 87
of ordinary steels and 55
of ordinary stocks and 74
of ordinary stones and 47
of ordinary strength and 342
of ordinary strength can 212
of ordinary strength may 43
of ordinary supply and 85
of ordinary talent and 125
of ordinary talent can 96
of ordinary talent may 99
of ordinary tastes and 98
of ordinary thought and 835
of ordinary thought are 67
of ordinary trades and 289
of ordinary training and 52
of ordinary travel and 81
of ordinary virtue and 77
of ordinary voters and 69
of ordinary voters who 51
of ordinary weight and 76
of ordinary wisdom and 46
of ordnance agents for 61
of ordnance behind him 95
of ordnance larger and 59
of ordnance stores and 424
of ordnance stores for 74
of ordnance stores was 46
of ordnance survey and 63
of ordnance survey map 226
of organizing drives and 73
of organizing effort and 45
of organizing events and 43
of organizing groups and 67
of organizing groups for 46
of organizing itself and 156
of organizing itself for 91
of organizing meetings and 122
of organizing mutual aid 43
of organizing reality and 68
of organizing reality that 50
of organizing relief for 72
of organizing skills and 40
of organizing system and 125
of organizing talent and 43
of organizing thought and 134
of oriental design and 132
of oriental luxury and 513
of oriental motifs and 47
of oriental nations and 44
of oriental nations are 47
of oriental origin and 752
of oriental origin are 145
of oriental origin but 48
of oriental origin that 122
of oriental origin who 74
of oriental painting and 69
of oriental peoples and 193
of oriental peoples for 45
of oriental peoples who 49
of oriental prints and 247
of oriental scenes and 48
of oriental spices and 174
of oriental stuffs and 46
of oriental thought and 589
of oriental thought are 46
of oriental thought may 286
of oriental wisdom and 115
of original authors and 70
of original barons had 64
of original creation and 224
of original creation that 47
of original design and 482
of original design for 52
of original design was 57
of original design with 52
of original drawings and 551
of original drawings for 157
of original essays and 303
of original essays that 277
of original fiction and 43
of original forest and 50
of original french and 101
of original genius and 738
of original genius are 96
of original genius can 68
of original genius had 40
of original genius has 69
of original genius may 48
of original genius than 61
of original genius that 266
of original genius was 71
of original genius who 130
of original genius with 53
of original images and 128
of original income and 55
of original injury and 41
of original intent and 268
of original intent can 41
of original intent has 45
of original intent that 106
of original intent was 65
of original matter and 161
of original matter for 59
of original matter has 40
of original matter that 53
of original methods and 78
of original nature and 561
of original nature are 137
of original nature has 197
of original nature that 77
of original nature with 44
of original notions that 91
of original owners and 92
of original papers and 1899
of original papers are 73
of original papers for 92
of original papers that 279
of original papers was 68
of original pieces and 74
of original pieces for 43
of original powers and 54
of original powers are 68
of original prints and 131
of original purity and 171
of original rights and 59
of original sample and 63
of original scores and 50
of original strength and 70
of original survey and 63
of original survey may 311
of original talent and 266
of original temper one 42
of original thought and 2527
of original thought are 65
of original thought but 58
of original thought than 64
of original thought that 340
of original thought was 79
of original training and 43
of original values and 62
of original writings and 99
of ornament except for 145
of ornament without any 66
of otherwise normal and 58
of otherwise normal men 54
of otherwise wasted heat 62
of outboard engines and 69
of outboard motors and 368
of outboard motors for 76
of outcomes should not 70
of outmoded methods and 45
of outraged feelings and 45
of outraged nature and 43
of outraged virtue and 71
of outraged virtue that 42
of outraged virtue was 49
of outright grants and 212
of outright grants for 68
of outsider status and 63
of overcoming inertia and 118
of overcoming racism and 59
of overhanging boughs and 45
of overhanging bushes and 61
of overhanging cliffs and 68
of overhanging foliage and 107
of overland routes and 75
of overland runoff and 49
of overland travel and 208
of overland travel had 53
of overland travel was 57
of overpaid income tax 60
of overruling powers and 58
of overruling strict law 51
of overtime without pay 63
of overtime worked and 149
of overtime worked per 65
of oxidation states and 214
of oxidation states are 66
of oxidation states for 119
of oxidation states that 46
of oxidation varies with 54
of oxidized copper and 67
of oxidized copper ore 243
of oxidized lipids and 103
of oxidized silver and 54
of pacifist thought and 57
of paganism itself had 70
of painters around him 65
of pakistan agreed that 48
of pakistan forces and 65
of pakistan itself and 59
of pakistan itself was 67
of pakistan should not 169
of pakistan showed that 106
of pakistan stated that 384
of pakistan states that 50
of pakistan thought that 108
of pakistan through its 425
of pakistan troops and 64
of pakistan without any 135
of palisade tissue and 114
of palmetto fronds and 54
of pampered luxury and 40
of pancakes dripping with 71
of pancakes topped with 53
of panniers filled with 122
of paradigm choice can 61
of paradigm shifts and 269
of paradigm shifts has 44
of paradigm shifts that 218
of paradise around him 44
of paradise before his 55
of paradise begins with 92
of paradise feathers and 122
of paradise island and 76
of paradise itself may 45
of paradise plumes and 114
of paradise should not 44
of paradise sporting with 77
of paradise street and 67
of paradise valley and 173
of parallax teaches how 40
of parallel actions and 47
of parallel arrays and 62
of parallel bright and 85
of parallel chains and 81
of parallel chains with 51
of parallel chords and 72
of parallel cracks and 40
of parallel english and 44
of parallel events and 47
of parallel events that 118
of parallel fibers and 312
of parallel fibers are 98
of parallel fibers that 322
of parallel fibers with 61
of parallel forces act 70
of parallel forces and 202
of parallel forces are 205
of parallel forces can 152
of parallel forces for 248
of parallel forces has 55
of parallel forces may 175
of parallel forces not 62
of parallel forces with 222
of parallel fourths and 154
of parallel methods for 258
of parallel planes and 275
of parallel planes are 146
of parallel planes can 124
of parallel planes may 54
of parallel planes that 349
of parallel planes with 279
of parallel plates and 114
of parallel plates are 78
of parallel plates that 116
of parallel plates with 261
of parallel public and 70
of parallel ridges and 1220
of parallel ridges that 265
of parallel ridges with 162
of parallel rulers and 46
of parallel scenes and 48
of parallel tracks and 100
of parallel worlds and 90
of parallel worlds that 48
of parasite biology and 49
of parental actions and 76
of parental advice and 239
of parental affect and 89
of parental choice and 737
of parental choice are 43
of parental choice for 68
of parental choice has 99
of parental choice was 83
of parental demand for 92
of parental drinking and 54
of parental duties and 198
of parental empathy and 63
of parental feelings and 127
of parental handling and 41
of parental images and 67
of parental income and 291
of parental income that 68
of parental modeling and 79
of parental models and 53
of parental origin and 61
of parental praise and 55
of parental regard and 41
of parental reward and 43
of parental rights and 4007
of parental rights are 353
of parental rights but 66
of parental rights can 203
of parental rights does 105
of parental rights for 448
of parental rights had 65
of parental rights has 193
of parental rights may 441
of parental rights that 290
of parental rights was 437
of parental rights with 261
of parental skills and 69
of parental speech and 50
of parental status and 162
of parental stress and 345
of parental stress are 43
of parental training and 213
of parental traits and 50
of parental upbringing and 56
of parental values and 750
of parental values for 67
of parental values may 41
of parental values that 108
of parental wisdom and 180
of parental wishes and 155
of parietal cortex and 111
of parietal pleura and 74
of parietal pleura are 50
of parmesan cheese and 574
of parmesan cheese for 88
of parmesan cheese with 60
of parochial clergy and 108
of parochial duties and 46
of parochial duties was 113
of parochial relief and 45
of parochial relief was 58
of parochial school aid 97
of parochial school and 85
of partially ionized gas 86
of partially obviating this 95
of particle charge and 107
of particle counting and 56
of particle creation and 167
of particle energy and 222
of particle energy for 214
of particle energy with 42
of particle fluxes and 116
of particle masses and 113
of particle motions and 41
of particle number and 271
of particle radius and 140
of particle radius for 93
of particle settling being 135
of particle shapes and 194
of particle tracks and 70
of particle volume and 68
of partisan attack and 40
of partisan debate and 364
of partisan forces and 74
of partisan groups and 98
of partisan hatred and 41
of partisan leaders and 57
of partisan passion and 44
of partisan rancor and 79
of partisan rangers and 60
of partisan review and 537
of partisan review for 67
of partisan review had 70
of partisan review that 64
of partisan review was 51
of partisan spirit and 41
of partisan strength and 77
of partisan strife and 218
of partisan wrangling and 52
of partners should not 45
of passenger cabins and 40
of passenger demand and 72
of passenger liners and 164
of passenger pigeons and 178
of passenger pigeons had 42
of passenger pigeons that 787
of passenger pigeons was 88
of passenger planes and 65
of passenger safety and 74
of passenger trains all 44
of passenger trains and 603
of passenger trains are 118
of passenger trains for 75
of passenger trains had 63
of passenger trains has 142
of passenger trains per 91
of passenger trains run 196
of passenger trains that 163
of passenger trains was 260
of passenger trains with 55
of passenger travel and 242
of passenger travel has 46
of passenger travel was 55
of password changes that 48
of pastoral agents and 76
of pastoral duties and 123
of pastoral golden age 106
of pastoral groups and 40
of pastoral methods and 57
of pastoral nomads and 174
of pastoral nomads are 49
of pastoral nomads who 163
of pastoral nomads with 47
of pastoral peoples and 77
of pastoral peoples who 42
of pastoral scenes and 220
of pastoral scenes with 70
of pastoral streams with 166
of pastoral theology and 1534
of pastoral theology has 48
of pastoral theology that 61
of pastoral theology was 48
of pastoral tribes and 40
of pastoral tribes who 43
of pastoral visits and 63
of pastoral wisdom and 47
of pastries filled with 47
of pastures dotted with 51
of paternal advice and 93
of paternal origin and 338
of paternal origin are 73
of paternal regard and 178
of paternal regard for 74
of paternal rights and 161
of paternal uncles and 102
of paternal wisdom and 84
of patience before they 50
of patience before you 115
of patients across all 53
of patients applying for 226
of patients before and 1556
of patients before any 42
of patients before they 277
of patients better than 44
of patients chosen for 67
of patients comply with 60
of patients dropping out 336
of patients except for 53
of patients exists who 40
of patients fitted with 106
of patients greater than 110
of patients listed for 97
of patients needed for 260
of patients remain with 49
of patients report that 602
of patients reveals that 89
of patients served and 175
of patients served per 74
of patients should not 507
of patients showed that 754
of patients showed this 84
of patients stated that 466
of patients tested and 66
of patients tested for 63
of patients tested was 48
of patients tested with 94
of patients thought that 139
of patients treated and 997
of patients treated are 119
of patients treated each 117
of patients treated for 6249
of patients treated had 104
of patients treated has 117
of patients treated may 60
of patients treated per 470
of patients treated this 80
of patients treated using 102
of patients treated was 507
of patients treated with 71825
of patients whether they 63
of patients without and 87
of patients without any 467
of patients without this 80
of patients younger than 1167
of patrician family and 57
of patriotic appeals and 72
of patriotic duties and 54
of patriotic effort and 55
of patriotic emotion and 102
of patriotic emotion that 54
of patriotic energy and 59
of patriotic feelings and 205
of patriotic fervor and 804
of patriotic fervor but 43
of patriotic fervor for 76
of patriotic fervor had 66
of patriotic fervor that 810
of patriotic fervor was 82
of patriotic passion and 58
of patriotic regard for 66
of patriotic spirit and 161
of patriotic thought and 115
of patriotic values and 71
of patriotic virtue and 137
of pavement design and 88
of payments abroad for 45
of payments beyond all 233
of payments called for 141
of payments closed with 91
of payments crises and 1036
of payments crises are 131
of payments crises that 337
of payments crisis and 1393
of payments crisis but 41
of payments crisis for 58
of payments crisis had 167
of payments crisis has 117
of payments crisis led 98
of payments crisis may 63
of payments crisis that 774
of payments crisis was 442
of payments crisis with 77
of payments effect and 49
of payments issues and 56
of payments occurs and 114
of payments policy and 251
of payments policy was 47
of payments reasons and 162
of payments reasons with 54
of payments should not 331
of payments showed that 41
of payments through its 147
of payments trends and 57
of payments without any 98
of peacetime training and 46
of pectoral girdle and 94
of pecuniary claims and 49
of pecuniary claims was 90
of pecuniary damage was 41
of pecuniary favors and 55
of pecuniary policy than 46
of pecuniary profit and 242
of pecuniary profit are 54
of pecuniary profit for 51
of pecuniary profit was 83
of pecuniary repute are 71
of pecuniary reward and 62
of pecuniary reward for 85
of pecuniary rights and 48
of pecuniary strength had 78
of pediatric closed head 142
of pedigree cattle and 102
of pedigree charts and 69
of pembroke castle and 57
of pendulum clocks and 144
of perceiving clearly and 64
of perceiving events and 81
of perceiving nature and 47
of perceiving reality and 534
of perceiving reality are 63
of perceiving reality that 299
of perceiving something that 244
of perceiving spatial and 43
of percival lowell and 61
of perennial plants and 309
of perennial plants are 154
of perennial plants may 73
of perennial plants that 356
of perennial plants with 113
of perennial rivers and 179
of perennial shrubs and 74
of perennial streams and 232
of perennial wisdom that 40
of performing actions and 112
of performing actions for 48
of performing actions that 346
of performing actions with 40
of performing almost all 85
of performing almost any 193
of performing artist and 42
of performing better than 171
of performing duties and 55
of performing duties that 100
of performing groups and 94
of performing rights and 61
of perfumed gloves with 42
of periclean greece and 47
of pericles fighting with 167
of personal access and 67
of personal actions and 348
of personal actions for 53
of personal actions that 49
of personal actions was 71
of personal advice and 178
of personal agency and 1343
of personal agency are 91
of personal agency but 44
of personal agency for 65
of personal agency that 374
of personal agents and 61
of personal anguish and 420
of personal anguish for 52
of personal anguish that 119
of personal animus and 83
of personal appeals and 73
of personal assets and 720
of personal assets are 68
of personal assets for 48
of personal assets that 296
of personal attack and 458
of personal attack that 121
of personal attack was 73
of personal attire and 101
of personal authors and 45
of personal belief and 1016
of personal belief but 60
of personal belief that 238
of personal belonging and 77
of personal career and 59
of personal changes and 60
of personal changes that 122
of personal charms and 509
of personal checks and 77
of personal checks for 54
of personal choice and 5940
of personal choice are 131
of personal choice but 409
of personal choice for 466
of personal choice has 58
of personal choice may 72
of personal choice than 259
of personal choice that 818
of personal choice was 139
of personal choice with 149
of personal claims and 413
of personal cleansing and 171
of personal combat and 85
of personal combat that 51
of personal combat was 40
of personal combat with 55
of personal creation and 60
of personal credit and 250
of personal credit are 43
of personal credit for 194
of personal crimes and 77
of personal crises and 158
of personal crises that 196
of personal crisis and 630
of personal crisis for 184
of personal crisis that 350
of personal crisis was 41
of personal desert and 61
of personal desire and 939
of personal desire for 206
of personal desire that 49
of personal desire with 47
of personal detail and 173
of personal detail that 127
of personal diaries and 142
of personal doubts and 105
of personal drives and 57
of personal duties and 110
of personal effort and 1577
of personal effort for 194
of personal effort that 212
of personal effort was 45
of personal egoism and 62
of personal emotion and 696
of personal emotion are 263
of personal emotion that 138
of personal emotion was 93
of personal emotion with 95
of personal empathy and 62
of personal energy and 874
of personal energy has 78
of personal energy that 214
of personal enmity and 323
of personal enmity was 57
of personal enmity with 50
of personal essays and 173
of personal essays that 195
of personal estate and 479
of personal estate are 199
of personal estate can 68
of personal estate for 169
of personal estate may 126
of personal estate not 87
of personal estate that 77
of personal estate was 123
of personal estate with 46
of personal esteem and 822
of personal esteem for 319
of personal events and 230
of personal events that 199
of personal excess and 41
of personal failings and 109
of personal faults and 80
of personal favors and 203
of personal favors for 57
of personal feelings and 2864
of personal feelings are 55
of personal feelings but 67
of personal feelings can 40
of personal feelings for 110
of personal feelings may 41
of personal feelings than 46
of personal feelings that 334
of personal feelings was 70
of personal feelings with 64
of personal genius and 170
of personal gossip and 116
of personal graces and 91
of personal greeting and 43
of personal griefs and 41
of personal grooming and 276
of personal habits and 831
of personal habits are 192
of personal habits that 261
of personal hatred and 576
of personal hatred for 179
of personal hatred that 159
of personal hatred was 42
of personal holdings and 55
of personal homage and 126
of personal images and 107
of personal impact and 58
of personal import and 41
of personal income and 4294
of personal income are 628
of personal income but 125
of personal income can 152
of personal income for 996
of personal income goes 73
of personal income going 126
of personal income had 61
of personal income has 344
of personal income may 137
of personal income not 73
of personal income per 1216
of personal income tax 20846
of personal income than 215
of personal income that 1118
of personal income was 612
of personal income with 86
of personal injury and 2854
of personal injury are 161
of personal injury but 45
of personal injury can 80
of personal injury due 71
of personal injury for 102
of personal injury has 76
of personal injury law 657
of personal injury may 103
of personal injury than 59
of personal injury that 416
of personal injury was 190
of personal injury with 95
of personal insult and 500
of personal insult that 194
of personal issues and 299
of personal issues that 618
of personal issues with 45
of personal limits and 69
of personal losses and 163
of personal losses that 44
of personal luxury and 108
of personal malice and 305
of personal manner and 47
of personal meetings and 119
of personal meetings with 237
of personal memoir and 76
of personal memory and 751
of personal memory are 42
of personal memory but 70
of personal memory that 126
of personal memory with 52
of personal merits and 116
of personal misery and 263
of personal mission and 144
of personal models for 70
of personal morals and 250
of personal motive and 252
of personal nature and 91
of personal notice are 92
of personal opinion and 2011
of personal opinion are 107
of personal opinion but 119
of personal opinion for 53
of personal opinion than 111
of personal opinion that 390
of personal opinion was 41
of personal opinion with 94
of personal options and 64
of personal origin and 44
of personal papers and 851
of personal papers are 71
of personal papers for 81
of personal papers that 229
of personal papers was 42
of personal papers with 41
of personal passion and 308
of personal passion with 50
of personal planning and 60
of personal powers and 134
of personal praise and 65
of personal prayer and 450
of personal prayer that 56
of personal profit and 751
of personal profit are 51
of personal profit but 43
of personal profit for 87
of personal profit out 57
of personal profit that 50
of personal profit was 55
of personal purity and 902
of personal purity for 49
of personal quirks and 41
of personal racism and 49
of personal rancor and 59
of personal reaction and 110
of personal reality and 188
of personal reality that 53
of personal reasons and 203
of personal reasons for 385
of personal reasons that 219
of personal reasons why 73
of personal record and 41
of personal reform and 85
of personal regard and 1135
of personal regard can 81
of personal regard for 1409
of personal regard that 63
of personal regard with 59
of personal regret and 80
of personal regret for 46
of personal regret that 279
of personal relief and 63
of personal revenge and 408
of personal revenge for 138
of personal revenge that 109
of personal revenge was 64
of personal reward and 267
of personal reward for 128
of personal rights and 5070
of personal rights are 172
of personal rights but 67
of personal rights can 68
of personal rights for 206
of personal rights had 69
of personal rights has 181
