wade waters 89 wading meadows
when caught 52 when smokes
219 when agreed 56 when
armies 177 when attack 120
when became 163 when become
48 when called 53 when
eastern 171 when empire 406
when failed 47 when forces
288 when hordes 50 when
leaders 256 when learned 60
when manchu 43 when market
69 when mission 47 when
opened 166 when police 55
when pushed 41 when seemed
53 when seized 70 when
showed 60 when sought 95
when soviet 92 when struck
155 when system 64 when
thought 103 when troops 389
when turned 64 when wanted
68 when become 41 when
struck 53 when landed 72
when plexus 140 when volume
66 when breaker 750 when
courts 148 when passes 50
when reaches 44 when should
41 when through 223 when
courts 84 when leaders 64
when furrow 81 when family
66 when became 1146 when
changed 572 when changes 593
when cooled 117 when system
81 when turned 145 when
warmed 224 when paused 54
when regions 57 when steamer
51 when waters 74 when
winter 42 when became 440
when building 124 when closed
173 when course 57 when
itself 42 when opened 555
when should 51 when bodies
74 when called 377 when
halted 45 when looked 184
when reached 46 when turned
130 when walked 49 when
empire 71 when forces 72
when office 2057 when peoples
87 when policy 61 when
powers 780 when regime 253
when rulers 131 when system
407 when troops 86 when
lights 85 when troops 94
when reached 49 when button
302 when halted 89 when
module 89 when passed 40
when prompt 93 when reached
121 when should 192 when
signal 232 when became 168
when passed 211 when system
122 when adopts 71 when
agreed 648 when agrees 50
when already 134 when became
1274 when begins 277 when
bought 517 when called 139
when changed 364 when changes
186 when claims 41 when
closed 521 when closes 71
when created 71 when denied
73 when doctor 49 when
engaged 65 when engages 67
when enters 129 when failed
750 when folded 156 when
formed 85 when halted 80
when incurs 55 when issued
253 when issues 388 when
itself 542 when joined 67
when landed 42 when learned
147 when looked 42 when
merged 254 when needed 530
when offers 102 when opened
546 when parted 55 when
passed 127 when passes 42
when placed 76 when played
160 when posted 67 when
pulled 59 when raised 137
when raises 48 when reached
447 when reaches 156 when
seemed 116 when should 451
when showed 101 when signed
148 when sought 228 when
starts 196 when thought 62
when toured 109 when turned
158 when wanted 280 when
wished 71 when wishes 206
when needle 179 when points
74 when claims 74 when
groups 48 when nature 79
when mirror 101 when became
67 when itself 116 when
became 57 when begins 88
when occurs 81 when agreed
79 when became 120 when
failed 113 when formed 191
when itself 165 when leaders
397 when opened 290 when
passed 762 when passes 75
when seemed 40 when session
154 when should 150 when
decree 245 when called 129
when public 153 when breaker
141 when lenses 98 when
occurs 96 when person 49
when points 494 when radius
117 when changes 93 when
itself 53 when should 43
when became 153 when begins
92 when closed 110 when
opened 76 when seemed 69
when should 86 when allows
136 when called 44 when
changed 66 when changes 1084
when clearly 293 when itself
81 when refers 46 when
shifts 209 when button 49
when column 112 when device
198 when groups 63 when
handle 72 when inputs 51
when limits 85 when passed
49 when points 97 when
reaches 74 when signal 1322
when switch 243 when system
804 when values 52 when
volume 81 when system 59
when turned 41 when reaches
73 when called 40 when
amount 528 when answer 957
when button 53 when choice
146 when degree 58 when
dosage 44 when figure 104
when letter 99 when moment
51 when number 457 when
result 72 when spelling 95
when values 94 when version
48 when weight 68 when
passed 70 when reached 128
when adopts 119 when agreed
264 when became 139 when
called 104 when closed 65
when failed 139 when fathers
66 when issued 132 when
itself 209 when opened 237
when passed 244 when seemed
41 when should 419 when
wished 66 when wishes 42
when counts 46 when output
56 when reaches 1837 when
already 111 when appears 64
when around 601 when became
4771 when begins 138 when
beyond 57 when called 331
when changed 161 when changes
50 when desiring 73 when
doctor 89 when enjoys 56
when enters 73 when failed
47 when formed 76 when
gained 702 when gentry 136
when itself 419 when joined
203 when lacked 93 when
learned 75 when looked 82
when needed 1407 when opened
206 when passed 446 when
plunged 59 when reached 119
when reaches 73 when school
86 when seemed 806 when
should 1016 when signed 43
when sorely 40 when sought
42 when stands 71 when
starts 43 when through 67
when turned 172 when wanted
161 when reached 52 when
entity 432 when person 55
when wagons 95 when howled
52 when artist 126 when
energy 147 when forces 82
when genius 82 when juices
153 when person 92 when
powers 129 when spirit 229
when writer 45 when appears
40 when begins 54 when
itself 41 when stands 49
when turned 56 when wishes
104 when rolled 122 when
listed 55 when panned 45
when pulled 59 when spirit
105 when itself 45 when
palace 476 when reaches 87
when begins 43 when changes
136 when itself 135 when
medium 655 when reached 94
when reaches 107 when system
154 when clouds 82 when
annual 80 when appears 100
when became 159 when begins
449 when budget 41 when
building 48 when caught 211
when caused 122 when changed
112 when changes 1480 when
crisis 105 when decays 104
when demand 271 when edition
53 when entering 75 when
enters 340 when equals 57
when fashion 50 when flowed
667 when holder 48 when
income 66 when market 1080
when master 42 when number
87 when object 83 when
output 248 when owners 116
when passed 699 when passes
6138 when policy 72 when
prices 55 when reached 195
when reaches 2804 when record
268 when regime 84 when
series 53 when session 116
when should 62 when source
189 when speaker 228 when
starts 242 when status 53
when strength 552 when struck
83 when supply 138 when
system 318 when target 46
when through 6771 when turned
106 when values 79 when
varies 819 when vector 76
when version 112 when volume
53 when window 68 when
before 77 when begins 51
when closed 161 when closes
253 when failed 45 when
lifted 194 when opened 397
when parted 186 when rolled
70 when should 201 when
slowly 80 when duties 74
when tariff 64 when struck
137 when penned 42 when
regime 157 when exceed 76
when sought 82 when clouds
55 when passed 134 when
passes 56 when person 290
when spouse 161 when number
45 when system 201 when
became 134 when itself 77
when makers 610 when reached
53 when rested 85 when
seemed 43 when should 196
when whether 261 when became
54 when begins 76 when
occurs 65 when feelings 77
when fellow 42 when sorrow
55 when occurs 290 when
values 47 when french 40
when troops 72 when warrior
104 when agency 44 when
budget 223 when called 75
when effort 51 when lawyer
235 when rested 46 when
system 73 when reached 140
when forces 174 when stress
275 when oracle 351 when
became 63 when become 57
when exceed 53 when placed
218 when changes 225 when
matrix 135 when reached 45
when reaches 263 when varies
158 when places 40 when
spirit 59 when became 49
when begins 49 when became
44 when amount 365 when
answer 41 when changes 111
when choice 50 when degree
348 when effect 656 when
family 48 when height 103
when letter 109 when number
502 when object 529 when
output 291 when reaction 87
when record 61 when result
603 when sample 52 when
signal 834 when target 52
when volume 113 when weight
120 when course 47 when
became 125 when become 73
when tigers 188 when occurs
52 when begins 75 when
reaches 191 when through 42
when family 69 when intake
740 when supply 138 when
signal 124 when itself 57
when factor 114 when bishop
52 when organs 70 when
portion 46 when tissue 55
when device 48 when screen
48 when arises 366 when
became 92 when occurs 55
when reached 51 when cannon
124 when church 119 when
legions 130 when object 70
when rumble 76 when signal
137 when sounds 92 when
station 60 when thunder 62
when breeze 40 when became
78 when occurs 111 when
reached 82 when should 49
when became 244 when decree
397 when occurs 157 when
papers 162 when reform 73
when couple 42 when called
47 when opened 45 when
talked 43 when thought 186
when wanted 63 when warned
47 when played 111 when
scored 50 when blooms 100
when buzzed 67 when called
75 when opened 47 when
effect 59 when signal 111
when crisis 87 when moment
143 when thought 90 when
affair 310 when cleared 46
when radius 125 when struck
74 when driver 42 when
became 59 when should 127
when forces 129 when nature
68 when system 77 when
became 44 when changed 43
when english 48 when extant
71 when humans 48 when
marine 91 when plants 56
when became 51 when begins
195 when occurs 103 when
appears 109 when became 267
when begins 506 when boomed
180 when changed 56 when
changes 295 when cooled 57
when dipped 40 when enters
248 when failed 126 when
itself 97 when needed 239
when picked 259 when plunged
59 when reached 146 when
reaches 472 when seemed 227
when shifts 158 when showed
184 when slowed 436 when
slumps 409 when soured 113
when starts 354 when turned
567 when weakens 475 when
become 52 when occurs 84
when empire 181 when forces
134 when prince 51 when
troops 255 when energy 185
when fibers 44 when forces
103 when moduli 108 when
recoil 86 when strain 126
when stress 88 when tissue
63 when become 62 when
couple 100 when parent 90
when person 726 when itself
43 when occurs 45 when
result 112 when should 203
when turned 41 when closed
126 when itself 54 when
edition 65 when domain 152
when french 45 when become
94 when agreed 54 when
appears 49 when became 360
when called 629 when conrad
108 when denied 40 when
failed 58 when hadrian 524
when issued 237 when joined
44 when joseph 558 when
landed 40 when learned 252
when leopold 394 when manuel
81 when marcus 43 when
matthias 50 when michael 111
when needed 129 when opened
52 when passed 396 when
passes 86 when reached 274
when rudolf 94 when seemed
53 when shared 66 when
should 369 when showed 74
when sought 106 when thought
352 when trajan 244 when
turned 178 when visits 44
when wanted 186 when william
235 when wished 268 when
helena 150 when theodora 54
when attack 44 when should
46 when pulled 48 when
wishes 45 when uterus 84
when animal 85 when powers
214 when begins 50 when
before 46 when passed 58
when appears 617 when begins
137 when occurs 86 when
passed 109 when should 57
when appears 47 when waters
44 when allies 67 when
armies 62 when column 60
when common 359 when crisis
249 when demand 127 when
market 268 when nations 886
when patent 48 when peoples
104 when powers 2349 when
public 102 when revolt 116
when states 289 when system
132 when troops 147 when
strain 58 when closed 70
when energy 74 when market
90 when occurs 79 when
opened 144 when reaction 43
when server 187 when should
68 when system 66 when
varied 58 when muscle 98
when states 115 when begins
50 when closes 65 when
system 112 when valves 362
when opened 65 when should
69 when exceed 66 when
person 59 when portion 48
when object 69 when passed
41 when reached 71 when
trains 94 when finish 51
when points 70 when values
116 when became 58 when
burned 156 when closed 575
when closes 99 when opened
126 when owners 128 when
starts 63 when system 1110
when itself 45 when member
1060 when occurs 526 when
animal 52 when fellow 43
when pencil 186 when figure
112 when sounds 49 when
became 62 when become 54
when kindle 40 when needed
85 when wanted 57 when
powers 95 when regime 360
when changed 46 when moment
226 when caliph 94 when
reaction 56 when agency 189
when agents 146 when appeals
54 when armies 164 when
attack 47 when aviation 196
when budget 1453 when building
90 when census 644 when
claims 83 when column 60
when courts 1018 when energy
104 when estate 186 when
forces 425 when govern 40
when income 202 when office
61 when police 47 when
policy 41 when system 192
when troops 1381 when arrive
154 when become 87 when
emerge 50 when return 45
when artery 289 when plains
47 when tissue 183 when
struck 80 when struck 43
when planes 46 when became
65 when become 92 when
reached 76 when showed 53
when charge 113 when member
91 when stroke 41 when
opened 46 when arrive 57
when turned 91 when failed
44 when target 49 when
weavers 42 when plants 181
when shrubs 45 when become
73 when expand 147 when
opened 97 when should 106
when actions 44 when answer
43 when appears 40 when
changes 279 when clause 144
when curious 98 when decree
49 when events 406 when
figure 48 when findings 95
when groups 56 when issues
52 when letter 1464 when
little 55 when methods 40
when minute 310 when monday
56 when notice 236 when
number 76 when occurs 369
when papers 59 when phrase
40 when points 333 when
reaction 1173 when reasons 42
when report 179 when result
41 when scheme 51 when
series 61 when simple 68
when speech 46 when summer
128 when sunday 100 when
toasts 76 when values 170
when verses 54 when winter
62 when begins 47 when
opened 182 when letter 122
when armies 105 when bodies
131 when demand 261 when
doctor 46 when editor 53
when entity 202 when envoys
44 when forces 54 when
import 111 when income 67
when market 299 when matter
90 when mission 83 when
nations 65 when object 69
when office 2767 when parent
53 when policy 657 when
powers 207 when prince 76
when rulers 65 when supply
434 when troops 260 when
vessel 103 when called 130
when handed 99 when occurs
85 when teller 70 when
reaction 109 when troops 45
when series 71 when riders
367 when market 91 when
trains 66 when factor 136
when forces 69 when losses
42 when reached 44 when
struck 70 when attack 51
when cortex 46 when begins
90 when changes 139 when
itself 104 when starts 71
when switch 86 when values
66 when oration 63 when
sermon 119 when should 41
when should 46 when market
275 when little 83 when
vessel 56 when closed 61
when opened 82 when trucks
65 when closed 50 when
glands 69 when juices 51
when mucosa 290 when mucous
108 when aspect 138 when
attack 168 when became 141
when belief 112 when budget
69 when called 646 when
course 147 when crisis 106
when debate 71 when demand
331 when design 68 when
desire 74 when effect 327
when energy 42 when exodus
56 when factor 46 when
failed 49 when feelings 311
when income 65 when learned
173 when ledger 86 when
looked 94 when market 505
when motors 344 when murmur
141 when nature 219 when
number 50 when object 89
when opinion 282 when orders
56 when pardon 66 when
passed 179 when policy 297
when powers 40 when public
6888 when reached 261 when
reaction 73 when result 75
when retreat 83 when rights
53 when safety 87 when
scheme 110 when school 85
when should 154 when signal
197 when spirit 70 when
strength 55 when strike 1655
when supply 61 when survey
84 when system 311 when
thought 57 when turned 234
when uprising 56 when walked
62 when wanted 42 when
wished 68 when defect 46
when glands 44 when organs
277 when mission 56 when
nations 78 when agreed 84
when almost 55 when arrive
124 when attack 57 when
became 257 when bombed 420
when burned 91 when called
111 when caught 91 when
changed 75 when closed 102
when failed 195 when forced
131 when gained 78 when
invade 149 when issued 92
when killed 69 when landed
179 when learned 135 when
looked 61 when needed 67
when occupy 65 when opened
537 when passed 76 when
picked 42 when poured 44
when proved 44 when pulled
168 when pushed 82 when
raided 129 when raised 43
when reached 442 when rushed
88 when seemed 247 when
seized 261 when should 79
when showed 82 when signed
126 when sought 100 when
staged 54 when struck 593
when thought 213 when turned
257 when walked 65 when
wanted 197 when wished 41
when caught 50 when raided
79 when itself 43 when
melted 506 when reached 63
when spirit 43 when closes
61 when levels 68 when
supply 128 when appears 51
when ishtar 94 when showed
53 when coffin 53 when
bodies 72 when powers 74
when school 281 when become
44 when amount 880 when
caution 54 when changes 125
when common 168 when crisis
81 when crowds 62 when
damage 72 when dangers 166
when degree 150 when demand
107 when effect 78 when
effort 119 when events 176
when genius 41 when nobles
40 when number 2657 when
portion 124 when prince 62
when scenes 144 when strain
43 when stress 79 when
stroke 106 when volume 76
when weight 55 when become
41 when spirit 66 when
effect 51 when changes 357
when begins 194 when failed
863 when fields 44 when
should 197 when starts 42
when begins 45 when bodies
636 when powers 64 when
fighting 43 when became 54
when passed 41 when artery
200 when bursts 121 when
enters 41 when amount 52
when bidder 119 when courts
75 when degree 589 when
effort 93 when figure 49
when genius 56 when honors
92 when income 58 when
levels 164 when number 279
when object 56 when office
88 when orders 51 when
powers 110 when praise 51
when prices 155 when public
43 when values 151 when
became 51 when patrol 177
when system 42 when reveals
94 when teacher 130 when
empire 209 when spirit 55
when became 54 when closes
41 when looked 66 when
seemed 74 when levels 110
when crisis 65 when armies
246 when fleets 111 when
forces 204 when indians 81
when troops 59 when events
115 when revolt 92 when
soviet 115 when uprising 60
when arrive 97 when failed
57 when pursue 49 when
reached 57 when return 150
when agrees 42 when appears
46 when became 204 when
begins 99 when called 72
when caught 48 when changes
88 when enters 98 when
failed 80 when passed 42
when reached 40 when reaches
66 when seemed 43 when
should 95 when turned 58
when wanted 110 when wishes
79 when worked 73 when
writes 42 when genius 41
when source 126 when switch
4587 when system 92 when
became 87 when begins 105
when itself 44 when occurs
109 when struck 66 when
amount 71 when number 110
when armies 359 when couple
134 when decree 45 when
family 827 when forces 450
when german 254 when guards
40 when mantle 116 when
office 40 when palace 128
when policy 41 when powers
147 when regime 82 when
russian 120 when system 149
when troops 715 when valley
44 when exceed 114 when
arises 112 when occurs 73
when passes 86 when reaches
377 when seized 149 when
seizes 73 when struck 49
when toward 81 when policy
63 when became 51 when
occurs 48 when demand 136
when number 278 when volume
51 when weight 41 when
forces 122 when reached 57
when strain 124 when border
53 when portion 55 when
rulers 48 when person 1176
when vessel 63 when worker
145 when should 45 when
become 103 when emerge 47
when changes 45 when person
894 when reaches 557 when
spouse 44 when vessel 70
when denied 59 when denies
53 when report 141 when
lights 76 when should 45
when became 56 when begins
73 when failed 85 when
forces 181 when should 96
when starts 85 when square
119 when public 384 when
guests 236 when empire 144
when regime 62 when became
390 when become 42 when
formed 47 when bombed 73
when pulled 40 when struck
44 when bombed 47 when
faction 50 when opened 96
when showed 64 when thought
53 when family 53 when
became 80 when across 41
when became 42 when begins
86 when should 90 when
through 51 when branch 267
when powers 45 when system
462 when venous 96 when
system 157 when center 44
when family 101 when speaker
84 when become 148 when
energy 2702 when system 73
when closes 60 when lights
40 when passed 85 when
number 264 when allows 46
when became 164 when changed
62 when changes 127 when
itself 581 when learner 68
when spoken 135 when system
61 when amount 394 when
cities 63 when crowds 120
when number 1765 when portion
146 when volume 75 when
aspect 100 when border 61
when forces 45 when margin
43 when points 86 when
learned 183 when arrive 53
when become 47 when patent
510 when should 47 when
banker 40 when forces 62
when leaders 61 when policy
52 when regime 40 when
spirit 43 when became 45
when building 70 when burned
40 when closed 326 when
closes 263 when itself 60
when opened 253 when should
47 when system 100 when
candle 56 when heeled 76
when flared 86 when glares
66 when gleamed 40 when
played 42 when struck 1306
when amount 90 when extent
62 when number 211 when
public 71 when supply 74
when center 93 when county
52 when family 123 when
pulled 49 when wishes 102
when devour 56 when cities
93 when called 123 when
church 445 when revolt 58
when became 79 when beeped
57 when begins 184 when
caught 54 when changes 62
when enters 88 when failed
91 when itself 186 when
passes 66 when picked 98
when reached 62 when reaches
187 when senses 41 when
should 174 when stands 44
when starts 416 when struck
54 when turned 89 when
worked 76 when square 53
when falcon 46 when glands
407 when called 175 when
opened 43 when rushed 43
when should 62 when thought
43 when turned 47 when
walked 46 when wishes 53
when rights 49 when system
150 when landed 393 when
status 179 when system 53
when became 51 when become
76 when happen 131 when
opened 137 when called 95
when should 49 when became
82 when begins 59 when
failed 143 when itself 122
when market 47 when seemed
45 when should 182 when
supper 56 when turned 51
when couple 708 when should
44 when regime 41 when
temple 94 when filter 43
when appears 81 when became
113 when begins 192 when
changes 222 when enters 83
when forces 45 when itself
213 when object 63 when
passes 97 when quoted 60
when reaches 510 when reward
56 when seemed 62 when
senses 45 when should 129
when sought 52 when starts
62 when strength 48 when
system 54 when yields 58
when empire 54 when amount
41 when number 62 when
amount 1046 when angular 87
when annual 71 when charge
41 when degree 166 when
demand 216 when effect 176
when effort 54 when energy
151 when height 127 when
moment 171 when normal 205
when number 2771 when occurs
151 when output 175 when
profit 49 when strain 256
when strength 74 when stress
1847 when tension 84 when
torque 213 when values 133
when volume 78 when weight
91 when signal 98 when
values 239 when center 79
when doctor 69 when expert
102 when record 191 when
report 61 when school 759
when system 48 when agreed
60 when became 88 when
become 157 when return 41
when should 131 when wanted
66 when agreed 79 when
begins 147 when climbs 172
when column 355 when dipped
64 when levels 51 when
passes 67 when reached 75
when reaches 221 when soared
51 when stands 689 when
sailed 44 when appears 163
when begins 47 when itself
144 when reached 789 when
reaches 275 when should 143
when signal 117 when source
54 when crisis 81 when
forces 56 when troops 133
when worker 51 when formed
61 when grains 41 when
matter 107 when occurs 58
when rights 55 when amount
248 when energy 43 when
income 54 when number 424
when stress 261 when passed
48 when occurs 100 when
warnings 63 when crisis 109
when reaches 58 when struck
145 when became 60 when
appears 51 when became 57
when begins 245 when passes
47 when reaches 194 when
should 121 when starts 87
when became 69 when called
40 when pauses 84 when
seemed 40 when wished 42
when hordes 56 when fights
134 when begins 104 when
changed 86 when changes 192
when clouds 71 when failed
231 when should 50 when
starts 128 when trough 58
when appears 57 when begins
47 when forced 45 when
turned 42 when police 43
when indians 50 when reached
49 when crisis 58 when
behind 53 when police 397
when troops 44 when mirror
90 when plates 42 when
called 114 when around 247
when become 180 when comedy
58 when opened 43 when
phrase 41 when played 114
when became 75 when should
44 when occurs 133 when
indians 45 when banner 48
when budget 250 when cancer
283 when census 98 when
center 223 when church 200
when courts 64 when credit
143 when crisis 220 when
debate 115 when desire 42
when energy 163 when figure
83 when forces 103 when
forest 116 when genius 42
when guards 336 when hockey
112 when income 1578 when
leaders 210 when marine 63
when market 108 when museum
268 when oceanic 62 when
office 294 when opinion 55
when origin 41 when output
66 when planning 126 when
police 185 when policy 426
when review 45 when rights
183 when safety 269 when
school 120 when soccer 55
when spirit 690 when states
88 when system 205 when
training 87 when troops 271
when uprising 46 when around
167 when became 197 when
become 63 when should 61
when showed 40 when wished
80 when causes 58 when
course 359 when desire 171
when energy 41 when family
47 when forces 257 when
forest 67 when ground 66
when insect 86 when joints
50 when leaders 91 when
limits 40 when parent 367
when periods 55 when powers
84 when reaction 83 when
result 56 when rights 172
when strength 107 when supply
323 when system 69 when
temper 49 when number 82
when energy 180 when strain
62 when system 4971 when
tension 76 when tissue 49
when begins 52 when changes
182 when itself 137 when
reaches 138 when starts 205
when energy 278 when number
88 when source 73 when
infant 516 when tribes 85
when amount 52 when stress
261 when forced 57 when
landed 85 when trades 88
when armies 133 when border
42 when hordes 70 when
indians 71 when kingdoms 64
when lights 671 when nations
284 when portion 198 when
regions 54 when section 69
when states 463 when tribes
411 when troops 150 when
winter 76 when begins 58
when decays 46 when splits
48 when system 53 when
became 154 when become 207
when engaged 57 when exceed
47 when reached 83 when
school 334 when become 64
when sought 45 when allows
74 when appears 47 when
arises 26070 when called 3158
when forces 134 when itself
109 when merits 104 when
needed 56 when occurs 317
when offers 2350 when passed
93 when seemed 1174 when
served 235 when serves 207
when should 823 when suited
335 when wanted 115 when
forces 195 when powers 101
when troops 62 when matter
61 when person 83 when
vessel 80 when occurs 90
when relief 40 when called
262 when looked 88 when
opened 67 when passed 40
when pulled 97 when reached
68 when reaches 63 when
seized 67 when should 41
when showed 41 when sought
76 when turned 130 when
walked 65 when closed 83
when opened 77 when called
51 when census 56 when
church 182 when coercion 78
when figure 146 when letter
68 when notice 97 when
papers 66 when policy 360
when public 57 when record
78 when report 253 when
scorer 40 when soviet 153
when system 54 when version
91 when become 58 when
clouds 43 when occurs 54
when budget 54 when budget
56 when handle 189 when
magnet 60 when surgeon 62
when system 3430 when center
54 when signal 224 when
system 302 when number 83
when policy 168 when values
74 when amount 84 when
number 60 when angular 159
when carbon 68 when creation
48 when disease 50 when
matrix 53 when matter 1336
when church 420 when armies
104 when empire 6452 when
forces 53 when rulers 52
when sultan 950 when troops
63 when occurs 42 when
should 50 when appears 63
when became 58 when measure
157 when occurs 65 when
seemed 88 when appears 43
when seemed 325 when agency
47 when forces 79 when
public 99 when source 48
when senses 112 when become
93 when amount 58 when
budget 85 when demand 146
when design 122 when effect
163 when energy 47 when
impact 70 when market 508
when number 233 when policy
44 when reaction 128 when
report 449 when result 72
when sample 55 when supply
54 when system 287 when
volume 76 when lights 178
when mucosa 56 when strata
52 when reaches 41 when
arrive 73 when moment 96
when became 41 when begins
40 when boldly 60 when
looked 41 when already 42
when arrive 110 when became
170 when become 418 when
called 47 when choose 64
when decide 127 when differ
223 when expect 65 when
failed 49 when insist 74
when learned 54 when notice
62 when object 89 when
punish 50 when reached 43
when realize 83 when refuse
153 when remain 82 when
report 43 when retire 150
when return 184 when rushed
50 when seemed 45 when
should 98 when thought 47
when wanted 95 when accept
55 when agreed 726 when
arrive 55 when became 123
when become 219 when before
50 when choose 177 when
clearly 81 when decide 129
when desire 332 when differ
59 when engaged 69 when
failed 191 when happen 75
when intend 858 when reached
333 when realize 54 when
refuse 71 when reside 216
when resort 50 when return
53 when settle 230 when
should 149 when signed 207
when simply 49 when sought
45 when submit 60 when
thereto 135 when candle 45
when across 348 when became
51 when occurs 40 when
quoted 91 when through 183
when become 67 when object
68 when expire 52 when
admits 91 when adopts 77
when agrees 150 when allows
63 when already 249 when
alters 55 when appears 1321
when arises 278 when avoids
68 when awakes 476 when
became 1167 when begins 3107
when belongs 50 when blinks
319 when breathed 98 when
breathes 2572 when called 148
when census 81 when changed
83 when changes 2164 when
claims 231 when clearly 101
when closed 70 when closes
1498 when coughs 4642 when
denies 245 when drinks 530
when engaged 48 when engages
152 when enjoys 50 when
enters 1151 when exerts 185
when failed 191 when faints
56 when flexes 383 when
grasps 98 when laughs 163
when learned 83 when looked
181 when lowers 79 when
merely 68 when misses 52
when needed 159 when offers
77 when opened 99 when
passed 155 when passes 695
when placed 47 when places
352 when pushes 181 when
raised 62 when raises 452
when reached 249 when reaches
1120 when refers 62 when
repeats 109 when rested 44
when reveals 54 when seemed
266 when senses 113 when
shares 46 when shifts 262
when should 1248 when showed
342 when signed 64 when
simply 94 when sleeps 467
when slides 50 when smiled
50 when smiles 1482 when
sniffs 49 when sought 81
when spends 42 when stands
8992 when starts 1560 when
stated 58 when states 498
when stoops 255 when talked
85 when tenses 166 when
thought 81 when turned 156
when utters 66 when visits
296 when vomits 240 when
wakens 95 when walked 172
when wanted 92 when weighs
44 when wished 47 when
wishes 1167 when writes 48
when appears 73 when became
54 when begins 49 when
changed 63 when changes 212
when repeats 125 when became
139 when should 94 when
system 49 when became 96
when become 45 when failed
46 when learned 43 when
needed 43 when wanted 47
when nature 155 when became
68 when insect 266 when
moment 58 when number 71
when powers 47 when system
67 when became 77 when
burned 44 when landed 45
when reached 67 when sacked
194 when seized 40 when
should 48 when engaged 49
when guilty 44 when happen
44 when herein 182 when
reached 60 when teacher 42
when appears 103 when became
100 when begins 86 when
changed 66 when changes 263
when itself 116 when opened
170 when should 53 when
showed 77 when starts 96
when turned 41 when fathers
2085 when reaches 49 when
sailed 72 when pushed 51
when sailed 44 when battle
71 when begins 43 when
starts 55 when effect 60
when formed 177 when return
81 when reflex 81 when
begins 65 when moment 77
when strain 235 when surgeon
103 when arrive 109 when
became 71 when become 44
when choose 85 when walked
54 when summer 107 when
became 99 when begins 51
when sought 43 when session
165 when cavity 456 when
points 118 when colony 76
when appears 52 when changes
1947 when enters 222 when
hovers 96 when passes 171
when points 84 when reaches
198 when stands 96 when
chains 222 when matrix 57
when bridge 95 when peasant
41 when belief 84 when
branch 103 when clamor 66
when demand 134 when forces
89 when frenzy 58 when
leaders 174 when masses 197
when opinion 51 when outcry
42 when spirit 46 when
became 520 when changed 44
when changes 171 when opened
68 when seemed 77 when
should 79 when vector 119
when called 103 when handed
161 when passed 86 when
babies 57 when failed 77
when appears 45 when begins
57 when called 279 when
paused 51 when prayed 41
when reached 79 when stands
41 when clause 52 when
estate 146 when letter 78
when member 102 when papers
93 when winter 49 when
metals 1069 when amount 80
when degree 58 when moment
168 when nature 331 when
became 60 when aspect 107
when authors 81 when became
57 when bishop 171 when
bridge 153 when building 935
when castle 41 when causes
50 when chapel 118 when
church 2321 when clouds 53
when course 87 when creche
86 when crisis 521 when
design 56 when edition 107
when editor 119 when english
54 when fabric 56 when
family 59 when fashion 44
when german 146 when holder
109 when leaders 117 when
letter 58 when mansion 121
when methods 66 when modern
51 when moment 400 when
number 68 when office 40
when owners 346 when parish
99 when pastor 306 when
policy 103 when prince 53
when public 53 when reality
40 when rector 54 when
regime 289 when report 44
when rulers 57 when scheme
102 when school 355 when
seemed 90 when series 160
when session 101 when should
58 when spirit 45 when
station 56 when sultan 75
when supply 194 when survey
101 when system 1668 when
tariff 118 when temple 50
when tenant 103 when united
263 when values 74 when
version 77 when volume 315
when writer 2359 when younger
40 when bishop 104 when
genius 152 when priest 58
when census 50 when edition
216 when owners 152 when
record 121 when regime 53
when report 44 when speaker
114 when survey 86 when
system 76 when tenant 72
when winter 59 when called
44 when should 116 when
thought 50 when wanted 46
when attack 53 when cancer
146 when causes 51 when
colors 88 when defect 69
when device 43 when disease
1256 when effect 98 when
energy 136 when factor 59
when injury 50 when intent
81 when lesions 56 when
market 54 when mission 41
when motive 121 when object
345 when reaction 42 when
school 212 when sector 43
when server 237 when source
687 when station 72 when
stress 184 when supply 68
when system 302 when target
106 when tumors 47 when
visual 52 when worker 44
when copies 98 when matter
55 when sheets 83 when
version 77 when demand 72
when entity 49 when houses
41 when market 274 when
owners 79 when papers 48
when person 80 when school
83 when sector 7598 when
speech 43 when sphere 69
when appears 226 when arises
2133 when became 424 when
before 117 when begins 112
when changes 154 when domain
144 when exists 65 when
itself 260 when occurs 988
when reached 49 when reaches
84 when recurs 47 when
seemed 134 when should 90
when solver 884 when starts
112 when appears 137 when
became 137 when begins 781
when changes 274 when design
50 when enters 114 when
itself 305 when occurs 470
when output 93 when reached
62 when reaches 343 when
repeats 73 when seemed 83
when server 165 when shifts
706 when should 380 when
starts 1325 when worked 50
when appears 60 when became
76 when begins 45 when
belongs 41 when changes 62
when defect 47 when demand
50 when design 176 when
enters 180 when failed 73
when itself 319 when market
264 when passes 193 when
reached 68 when reaches 440
when should 255 when starts
90 when exceed 45 when
appears 56 when became 171
when begins 1338 when called
44 when changed 60 when
changes 228 when closes 112
when creates 79 when design
47 when enters 111 when
failed 83 when issues 156
when itself 436 when prints
136 when reached 96 when
reaches 637 when should 206
when starts 4702 when writes
55 when appears 45 when
became 262 when begins 441
when budget 44 when design
79 when enters 52 when
failed 181 when itself 110
when opened 64 when reached
93 when reaches 215 when
report 59 when seemed 328
when should 241 when starts
808 when itself 47 when
should 54 when appears 59
when occurs 78 when refers
175 when stands 82 when
became 52 when called 65
