wages previously earned by 52
which thenceforth would be 48
which theoretical model is 77
which theoretical reason is 56
which thoroughly cover the 45
which thoroughly mixes the 135
which thucydides gives in 110
which thucydides gives of 185
which thucydides gives to 76
which thucydides gives us 56
which thucydides makes of 47
which thucydides seems to 68
which thucydides speaks of 74
which thucydides tells us 88
which thucydides wrote the 238
which transfers breach of 49
which transfers could be 75
which transfers funds to 43
which transfers power to 65
which transfers shall be 51
which transfers title to 123
which transfers would be 54
which transform under the 116
which transmits light in 94
which transmits light is 63
which transmits light of 199
which transmits light to 44
which transmits motion to 314
which transmits power is 43
which transmits power to 223
which transmits sound to 43
which transpire within the 80
which transport blood to 66
which transport could be 67
which traverses nearly the 62
which treatments might be 43
which treatments would be 62
which typically appear as 199
which typically appear at 48
which typically appear in 230
which typically appear on 49
which typically apply to 57
which typically arise in 271
which typically begin in 43
which typically belong to 77
which typically comes in 62
which typically could be 44
which typically exist in 97
which typically falls in 51
which typically focus on 771
which typically forms the 42
which typically gives the 44
which typically grows in 47
which typically limit the 53
which typically makes the 52
which typically makes up 85
which typically marks the 54
which typically might be 96
which typically occur as 190
which typically occur at 241
which typically occur in 1029
which typically occur on 90
which typically refer to 170
which typically seeks to 49
which typically seems to 40
which typically serve as 150
which typically serve to 54
which typically shows the 68
which typically takes the 344
which typically tends to 81
which typically would be 373
which unanimity could be 73
which unanimity would be 42
which undeniably exist in 59
which underlies alike the 60
which underlies parts of 90
which unhappily began to 40
which unhappily ended in 41
which unhappily exist in 46
which uniformly apply to 47
which uniformly ended in 52
which uniformly fills the 58
which universal order is 41
which unlimited power is 63
which unluckily stood on 104
which unskilled labor is 119
which vacancies shall be 86
which valuables could be 44
which varieties might be 61
which virtually ceased to 163
which virtually comes to 58
which virtually ended in 43
which virtually ended the 564
which virtually fills the 43
which virtually gives the 42
which virtually makes it 48
which virtually makes the 116
which virtually ruled the 58
which virtually sealed the 61
which voluntary action is 104
which voluntary motion is 74
which willfully fails to 120
which withdrawal would be 81
which witnesses could be 156
which witnesses might be 56
which witnesses shall be 85
which witnesses would be 128
which wordsworth added to 55
which wordsworth calls the 57
which wordsworth could be 64
which wordsworth feels the 410
which wordsworth finds the 51
which wordsworth found in 131
which wordsworth gives to 43
which wordsworth gives us 45
which wordsworth lived of 40
which wordsworth seems to 101
which wordsworth shows in 75
which wordsworth speaks in 104
which wordsworth speaks is 43
which wordsworth speaks of 198
which wordsworth talks of 49
which wordsworth tells in 42
which wordsworth tells us 76
which wordsworth wrote in 123
which wordsworth wrote to 42
while apartment hunting in 44
while arguments about the 113
while arguments based on 61
while carefully holding the 139
while carefully keeping the 98
while carefully picking my 147
while certainly aware of 63
while cigarette smoking is 68
while classical music is 55
while commercial paper is 42
while communist china is 58
while complaining about it 108
while complaining about the 1524
while concerned about the 522
while connection setup is 48
while considering which of 85
while consumers would be 50
while contained within the 223
while coriolanus stood in 90
while demetrius would be 60
while different forms of 261
while different kinds of 252
while different parts of 178
while different types of 298
while disagreeing about the 307
while distilled water is 57
while donatello shook the 89
while empirical study of 47
while encouraging others to 995
while encouraging people to 426
while encouraging women to 162
while estimates based on 97
while everybody knows the 42
while everybody seems to 143
while everybody tried to 157
while everybody would be 42
while executive power is 72
while faithfully serving the 157
while fantasizing about the 233
while fraternal twins do 48
while generally speaking the 195
while gradually changing the 122
while gradually closing the 43
while gradually raising the 156
while important parts of 65
while intensely loyal to 107
while jefferson wrote to 57
while knowledge about the 187
while knowledge might be 55
while maintaining about the 72
while maintaining bonds of 52
while maintaining costs at 42
while maintaining focus on 413
while maintaining links to 168
while maintaining order in 67
while maintaining pride in 71
while maintaining unity of 52
while nominally based on 83
while nominally under the 288
while outwardly strong is 41
while painfully aware of 169
while perfectly aware of 375
while perfectly valid in 51
while perfectly willing to 609
while policemen stood by 47
while political agent at 137
while political power is 154
while population grows at 45
while population growth in 108
while population growth is 323
while population tends to 162
while practical reason is 143
while primarily aimed at 201
while primarily based on 69
while primitive prose is 41
while production would be 62
while prohibiting testing of 86
while radically changing the 104
while recognizing fully the 134
while reminiscing about the 447
while scattered about in 61
while scattered about the 136
while sincerely holding the 65
while skeptical about the 101
while speculating about the 259
while stainless steel is 61
while statement tests the 130
while suspended above the 48
while themselves under the 41
while thoroughly loyal to 123
while uncertain about the 110
while unskilled labor is 68
while wordsworth feels as 49
white americans about the 179
white americans after the 61
white americans appear to 59
white americans began to 279
white americans carry in 42
white americans chose to 41
white americans could be 144
white americans found it 46
white americans lived in 97
white americans might be 111
white americans moved to 44
white americans share the 45
white americans since the 85
white americans tried to 52
white americans would be 243
white anxieties about the 124
white appearance which is 114
white arrowheads point to 48
white attitudes about the 77
white audiences about the 72
white cardboard about the 44
white cardboard boxes of 53
white chocolate chips in 92
white chocolate chips or 71
white churchmen stand on 358
white clapboard house at 117
white clapboard house in 340
white clapboard house is 52
white clapboard house of 55
white clapboard house on 481
white colonists began to 58
white colonists would be 99
white community about the 96
white community began to 131
white community seems to 42
white community tends to 44
white community where the 41
white community which is 46
white community would be 134
white correction fluid to 60
white domination would be 61
white earthenware stove in 55
white employees would be 42
white headstones marking the 44
white inventions about the 76
white irregular patch to 108
white limestone known as 53
white limestone walls of 112
white limestone which is 49
white neighbors would be 50
white nightgown hides the 64
white plantation owner in 104
white plastered domes of 63
white plastered walls as 121
white plastered walls of 137
white policeman tried to 47
white political power in 71
white population about the 57
white population above the 76
white population after the 64
white population began to 279
white population begin to 54
white population below the 52
white population could be 165
white population equal to 52
white population grows by 84
white population growth in 112
white population lived in 542
white population lives in 166
white population might be 86
white population moved to 41
white population seems to 95
white population since the 82
white population stood at 125
white population tends to 78
white population under the 162
white population until the 68
white population which is 220
white population while the 44
white population within the 137
white population would be 419
white porcelain plate or 63
white porcelain stove in 93
white prejudice could be 64
white residents began to 69
white residents could be 50
white residents moved to 55
white residents within the 53
white sandstone which is 112
white substance beneath the 52
white substance forming the 51
white substance found in 414
white substance known as 212
white substance which is 500
white substance within the 46
white supremacy after the 133
white supremacy based on 60
white supremacy began to 50
white supremacy could be 245
white supremacy might be 66
white supremacy since the 48
white supremacy under the 78
white supremacy until the 48
white supremacy within the 183
white supremacy would be 288
white tablecloth spread on 52
white tablecloth under the 45
white teenagers began to 46
whole advantage which the 60
whole advantage would be 69
whole adventure began to 53
whole adventure might be 45
whole adventure never to 80
whole adventure seems to 63
whole adventure would be 45
whole afternoon looking at 91
whole afternoon might be 54
whole afternoon sitting at 44
whole afternoon sitting on 57
whole afternoon spent in 57
whole afternoon talking to 63
whole afternoon under the 53
whole afternoon would be 79
whole aggregate force of 90
whole aggregate value of 67
whole agreement would be 112
whole apparatus about the 41
whole apparatus began to 60
whole apparatus comes to 40
whole apparatus could be 259
whole apparatus might be 85
whole apparatus rests on 55
whole apparatus round on 51
whole apparatus under the 47
whole apparatus which is 53
whole apparatus would be 92
whole appearance seems to 63
whole appearance shows as 70
whole appearance spoke of 61
whole appearance would be 132
whole appellate power of 259
whole artificial world of 43
whole assembled field of 50
whole available force at 153
whole available force in 205
whole available force of 795
whole available force on 63
whole available force to 108
whole available power of 175
whole available quota of 55
whole available space in 68
whole available space is 75
whole available space of 44
whole available stock of 111
whole calorific value of 70
whole catchment basin of 62
whole centuries after the 58
whole character could be 58
whole character makes on 123
whole character might be 64
whole character seems to 270
whole character which is 61
whole character would be 78
whole chromatic scale of 73
whole circulating money of 225
whole civilized world as 933
whole civilized world at 182
whole civilized world by 270
whole civilized world in 633
whole civilized world is 1693
whole civilized world it 52
whole civilized world of 456
whole civilized world on 89
whole civilized world the 114
whole civilized world to 695
whole classical period of 58
whole collected force of 441
whole collected stock of 75
whole collection could be 112
whole collection might be 77
whole collection seems to 47
whole collection which is 97
whole collection would be 116
whole commercial world is 319
whole commercial world of 46
whole commercial world on 52
whole community about the 93
whole community above the 55
whole community after the 46
whole community aware of 52
whole community began to 128
whole community comes to 216
whole community could be 498
whole community feels the 77
whole community joining in 129
whole community joins in 183
whole community lived in 66
whole community looks to 91
whole community might be 355
whole community needs to 146
whole community ought to 318
whole community rests on 40
whole community seems to 194
whole community sense of 75
whole community shall be 166
whole community under the 244
whole community until the 48
whole community where he 49
whole community where the 81
whole community which he 42
whole community which is 205
whole community within the 54
whole community would be 1616
whole community would go 68
whole conception about the 50
whole conception rests on 49
whole conception seems to 117
whole conception would be 49
whole contained within the 115
whole continent could be 88
whole continent fixed on 42
whole continent might be 176
whole continent ought to 64
whole continent reason to 41
whole continent seems to 133
whole continent shall be 83
whole continent under the 101
whole continent which is 44
whole continent within the 204
whole continent would be 399
whole countless troop of 56
whole countries could be 63
whole countries would be 69
whole darwinist teaching of 78
whole detective force of 210
whole different array of 41
whole different brand of 43
whole different breed of 122
whole different class of 129
whole different frame of 51
whole different group of 146
whole different level of 556
whole different light on 229
whole different order of 164
whole different point of 63
whole different sense of 97
whole different slant on 87
whole different style of 88
whole different world in 65
whole different world of 133
whole different world to 61
whole digestive tract is 155
whole digestive tract of 64
whole discourse about the 77
whole discourse seems to 57
whole discovery which he 72
whole discussion about the 625
whole discussion again to 40
whole discussion could be 95
whole discussion might be 69
whole discussion seems to 273
whole discussion tends to 49
whole discussion turns on 166
whole discussion would be 144
whole districts could be 54
whole districts where the 136
whole districts would be 51
whole effective force at 122
whole effective force in 61
whole effective force of 530
whole effective force on 83
whole effective power of 88
whole elaborate method of 63
whole embattled legion of 169
whole empirical world of 104
whole enclosure round the 47
whole equipment could be 42
whole estimated value of 60
whole executive force of 57
whole executive power in 483
whole executive power is 216
whole executive power of 1371
whole executive power to 67
whole existence could be 43
whole existence seems to 235
whole existence shall be 65
whole existence under the 57
whole existence within the 48
whole existence would be 218
whole expedition could be 46
whole expedition ended in 51
whole expedition might be 79
whole expedition seems to 63
whole expedition under the 69
whole expedition would be 259
whole explosive issue of 41
whole expression could be 48
whole expression under the 50
whole expression would be 73
whole extensive coast of 68
whole extensive kingdom is 66
whole extensive plain of 45
whole fantastic story of 59
whole fantastic world of 44
whole fascinating story of 128
whole fascinating world of 80
whole forgotten world of 46
whole formative period of 200
whole fortnight waiting in 45
whole framework about the 127
whole generation after the 425
whole generation comes to 42
whole generation could be 109
whole generation growing up 314
whole generation might be 40
whole generation seems to 85
whole generation would be 114
whole goddamned world is 49
whole graduated scale of 65
whole habitable globe is 94
whole habitable world as 48
whole habitable world is 45
whole household bowed to 42
whole household could be 44
whole household could go 152
whole household small in 130
whole household would be 362
whole hypothesis falls to 41
whole important class of 49
whole important field of 44
whole imposition makes the 45
whole impression given by 80
whole impression given is 65
whole impression which the 106
whole impression would be 41
whole inclement season at 71
whole industrial order of 45
whole industrial plant of 40
whole industrial power of 240
whole industrial world is 148
whole industrial world to 88
whole influence tends to 42
whole inhabited world as 59
whole inhabited world is 61
whole inhabited world to 229
whole intervening period of 54
whole intervening space is 44
whole intrinsic value of 46
whole knowledge which is 103
whole knowledge would be 60
whole landscape about me 63
whole landscape bathed in 69
whole landscape began to 42
whole landscape could be 45
whole landscape seems to 180
whole landscape would be 124
whole legendary cycle of 100
whole libraries could be 50
whole libraries might be 59
whole lordships change to 42
whole machinery would be 69
whole mechanism would be 43
whole miserable story of 274
whole miserable story to 56
whole monograph could be 44
whole multitude began to 125
whole multitude stood on 1073
whole multitude would be 43
whole mysterious world of 97
whole narrative seems to 100
whole negotiation might be 65
whole negotiation would be 82
whole newspaper press of 186
whole nightmare would be 93
whole objective world as 147
whole objective world is 215
whole objective world of 92
whole orchestra began to 50
whole orchestra joins in 86
whole orchestra seems to 55
whole organized force of 55
whole organized power of 73
whole paragraph about the 65
whole paragraph might be 46
whole paragraph seems to 55
whole peninsula could be 49
whole peninsula seems to 52
whole peninsula under the 92
whole peninsula would be 141
whole political action of 97
whole political force of 41
whole political order of 94
whole political power in 122
whole political power of 878
whole political scene in 95
whole political scene of 44
whole political state of 146
whole political world in 45
whole political world is 63
whole political world of 150
whole population above the 66
whole population after the 42
whole population based on 123
whole population began to 105
whole population belong to 54
whole population comes to 42
whole population could be 610
whole population dwelt in 43
whole population lined the 126
whole population lived in 218
whole population lived on 49
whole population lives in 159
whole population lives on 85
whole population might be 372
whole population needs to 47
whole population ought to 75
whole population pouring in 82
whole population seems to 415
whole population shall be 77
whole population tends to 67
whole population under the 174
whole population until the 56
whole population wants to 44
whole population which he 159
whole population which is 153
whole population within the 241
whole population would be 1551
whole practical value of 58
whole precipice could be 42
whole principle would be 41
whole procedure could be 212
whole procedure might be 85
whole procedure rests on 70
whole procedure seems to 180
whole procedure tends to 46
whole procedure until the 61
whole procedure would be 510
whole proceedings might be 56
whole proceedings ought to 59
whole proceedings shall be 165
whole proceedings would be 144
whole procession began to 164
whole procession moved in 48
whole procession moved on 143
whole production could be 45
whole production would be 80
whole profession would be 61
whole prophetic choir of 44
whole prospects ought to 64
whole provinces under the 90
whole provinces where the 52
whole provinces which the 56
whole sarcastic world in 96
whole sentences could be 43
whole societies could be 58
whole sovereign power of 108
whole spectacle showing as 43
whole spiritual basis of 79
whole spiritual power of 80
whole spiritual state of 52
whole spiritual world as 46
whole spiritual world by 42
whole spiritual world is 177
whole spiritual world of 110
whole spiritual world to 64
whole statement about the 90
whole statement seems to 55
whole statement which is 43
whole statement would be 40
whole structure based on 91
whole structure began to 271
whole structure built up 175
whole structure could be 308
whole structure falls to 263
whole structure forms an 47
whole structure forms the 41
whole structure gives the 66
whole structure might be 201
whole structure needs to 53
whole structure resting on 44
whole structure rests on 278
whole structure round it 51
whole structure seems to 432
whole structure shall be 56
whole structure takes on 52
whole structure tends to 73
whole structure which he 57
whole structure which is 132
whole structure which we 74
whole structure within the 82
whole structure would be 607
whole submarine world of 44
whole substance might be 42
whole substance seems to 138
whole surrounding flats of 45
whole surrounding plain is 63
whole surrounding region is 61
whole surrounding region of 41
whole surrounding world of 106
whole technical power of 214
whole temperate region of 73
whole territory could be 74
whole territory known as 62
whole territory might be 74
whole territory ruled by 64
whole territory shall be 76
whole territory under the 280
whole territory where the 53
whole territory which he 75
whole territory which is 117
whole territory which it 72
whole territory which the 50
whole territory within the 193
whole territory would be 202
whole theological world of 45
whole theoretical basis of 173
whole thoroughly mixed by 67
whole undertaking would be 224
whole undivided force of 43
whole undivided power of 48
whole vegetable kingdom as 126
whole vegetable kingdom in 162
whole vegetable kingdom is 170
whole vegetable world is 241
whole volunteer force of 41
whole wonderful story of 137
whole wonderful world of 235
whose abilities could be 64
whose abilities might be 57
whose abilities would be 91
whose abundance serve to 62
whose addresses appear in 92
whose addresses appear on 143
whose addresses could be 233
whose admirable essay on 44
whose advantage would be 48
whose advantage would it 65
whose aggregate debts do 195
whose aggregate makes up 54
whose aggregate value is 186
whose agreement would be 53
whose allegiance could be 67
whose allegiance would be 63
whose ancestors appear to 47
whose ancestors built the 121
whose ancestors could be 111
whose ancestors dwelt in 61
whose ancestors lived at 74
whose ancestors lived in 1225
whose ancestors lived on 175
whose ancestors moved to 56
whose antiquity seems to 66
whose anxieties about the 51
whose appearance could be 122
whose appearance makes it 43
whose appearance marks the 185
whose appearance might be 125
whose appearance might do 149
whose appearance seems to 217
whose appearance under the 65
whose appearance would be 286
whose arguments about the 92
whose arguments belong to 48
whose arguments would do 51
whose associated value is 68
whose association forms the 89
whose attitudes about the 52
whose attitudes could be 61
whose attitudes would be 62
whose barbarity makes us 52
whose barbarous names he 88
whose barbarous names it 52
whose biological clock is 66
whose biological father is 96
whose boundless power of 58
whose broadside would in 75
whose calorific power is 75
whose calorific value is 118
whose causative agent is 125
whose character could be 187
whose character knows no 227
whose character might be 222
whose character ought to 91
whose character seems so 94
whose character seems to 721
whose character shall be 65
whose character stood so 133
whose character table is 69
whose character would be 453
whose cognitive power is 50
whose cognitive style is 111
whose collected works he 107
whose collection forms the 72
whose commander would be 48
whose commercial value is 143
whose commission seems to 67
whose commission would be 41
whose complaint about the 51
whose completion would be 45
whose component parts do 41
whose component parts it 42
whose component parts no 93
whose component parts we 42
whose conclusion would be 89
whose conditions could be 61
whose conditions match the 73
whose conditions might be 41
whose conditions would be 59
whose constancy would be 53
whose contracts would be 40
whose controlling power is 66
whose conversion would be 84
whose countless hours of 64
whose culminating point is 188
whose daughters would be 42
whose definition would be 63
whose delegates would be 98
whose departure could be 40
whose departure would be 126
whose depravity makes it 104
whose destinies would be 43
whose different modes of 53
whose digestive force is 44
whose digestive power is 75
whose digestive tract is 118
whose diligence takes up 51
whose dimensions could be 74
whose dimensions equal the 49
whose dimensions would be 94
whose directors would be 81
whose discovery would be 77
whose discretion could be 223
whose discretion might be 56
whose discussion would be 54
whose distances could be 57
whose districts would be 58
whose dividends would be 56
whose doctrinal views he 51
whose doctrines would be 51
whose economies would be 77
whose effective power is 44
whose effective value is 194
whose efficient cause is 71
whose electoral votes he 49
whose employees belong to 53
whose employees engage in 68
whose employees lived in 48
whose employees would be 44
whose equipment would be 59
whose estimated value is 172
whose everlasting merit it 42
whose excellent paper on 62
whose excellent study of 85
whose excessive power of 45
whose exclusive focus is 48
whose exclusive right it 71
whose exclusive right to 111
whose existence alone is 73
whose existence could be 915
whose existence could no 53
whose existence every thing 44
whose existence forms the 59
whose existence gives the 81
whose existence helps to 56
whose existence makes it 66
whose existence makes the 152
whose existence might be 315
whose existence needs to 72
whose existence ought to 56
whose existence rests on 139
whose existence seems to 704
whose existence shall be 47
whose existence within the 163
whose existence would be 913
whose expansive force is 45
whose expertise could be 92
whose expertise might be 57
whose expertise would be 115
whose explosive force is 45
whose explosive power is 68
whose expression could be 121
whose expression level is 60
whose expression might be 71
whose expression plane is 114
whose expression seems to 82
whose expression would be 90
whose exquisite beauty is 47
whose exquisite beauty of 49
whose exquisite sense of 64
whose exquisite taste in 77
whose exquisite taste is 45
whose extensive study of 102
whose extinction would be 66
whose falsehood would be 82
whose fastidious father he 71
whose firesides would be 322
whose footsteps shake the 56
whose footsteps shook the 41
whose fortitude again is 41
whose fortitude began to 80
whose foundation rests on 174
whose foundation shall be 46
whose foundation stone he 42
whose foundation stone is 60
whose foundation would be 69
whose fragrance fills the 187
whose fragrance makes the 45
whose frequency could be 159
whose frequency would be 73
whose frontiers would be 52
whose functional value is 46
whose governors engage in 42
whose governors would be 44
whose graduated ranks of 47
whose graduates would be 153
whose gratitude might be 115
whose gratitude would be 79
whose gratitude would co 47
whose happiness ought to 77
whose happiness seems to 67
whose happiness would be 113
whose harmonious strings the 115
whose histories could be 46
whose hostility could be 86
whose hostility might be 44
whose hostility would be 40
whose important place in 69
whose important share in 64
whose important study of 66
whose incubation period is 85
whose incursions within the 170
whose influence alone the 111
whose influence began to 181
whose influence could be 634
whose influence lives on 159
whose influence might be 713
whose influence night is 56
whose influence ought to 40
whose influence rests on 41
whose influence seems to 495
whose influence shall be 189
whose influence shows in 47
whose influence spread as 45
whose influence spread to 201
whose influence tends to 110
whose influence today is 52
whose influence within the 240
whose influence would be 1470
whose influence would in 41
whose injustice cries to 112
whose innermost dungeon is 44
whose insatiable thirst of 60
whose instincts would be 49
whose integrity could be 143
whose integrity might be 109
whose integrity would be 122
whose intellect seems to 43
whose intellect would be 110
whose intensity could be 112
whose intensity level is 80
whose intensity seems to 47
whose intensity would be 57
whose intensive study of 55
whose intentions appear to 40
whose intentions might be 94
whose interests appear to 624
whose interests clash in 41
whose interests could be 612
whose interests count in 41
whose interests cover the 47
whose interests focus on 191
whose interests match the 44
whose interests might be 1767
whose interests ought to 261
whose interests shall be 93
whose interests stand in 65
whose interests would be 3311
whose interests would it 43
whose intrinsic merit is 54
whose intrinsic value is 432
whose intrinsic value we 47
whose intuitive grasp of 65
whose intuitive sense of 44
whose judgments could be 58
whose judgments might be 49
whose judgments shall be 45
whose judgments would be 212
whose knowledge about the 220
whose knowledge could be 130
whose knowledge might be 110
whose knowledge ought to 50
whose knowledge seems to 57
whose knowledge would be 261
whose leadership style is 163
whose leadership would be 133
whose loyalties could be 81
whose loyalties might be 69
whose loyalties would be 63
whose magnitude could be 77
whose magnitude gives the 98
whose magnitude would be 97
whose malignant tongue is 61
whose menstrual cycle is 117
whose menstrual period is 49
whose miserable state is 42
whose molecular basis is 93
whose molecules exert no 53
whose movements could be 204
whose movements would be 112
whose multitude rival the 129
whose mysterious power he 43
whose narrative voice is 53
whose nerveless fingers the 48
whose nomination would be 113
whose numerator shall be 70
whose numerator would be 51
whose numerical value is 1617
whose numerical value we 43
whose nutritive value is 109
whose objective point is 71
whose objective seems to 54
whose objective value is 112
whose objective would be 659
whose occupants would be 69
whose occupation could be 141
whose occupation makes it 46
whose occupation would be 160
whose olfactory sense is 61
whose operations appear to 46
whose operations began in 54
whose operations could be 202
whose operations cover the 56
whose operations might be 117
whose operations would be 357
whose opposition could be 61
whose opposition might be 67
whose opposition would be 107
whose outermost layer is 44
whose outspoken views on 41
whose outstanding stock is 75
whose outstanding trait is 61
whose ownership could be 80
whose ownership would be 128
whose parentage could be 42
whose partisans might be 59
whose patriotism could be 155
whose patriotism rises or 42
whose patronage might be 70
whose patronage would be 55
whose penetrating power is 80
whose perfection would be 49
whose permanent place in 64
whose permanent place of 221
whose permission would be 61
whose perpetual scorn he 56
whose personnel would be 111
whose perverted sense of 102
whose political action is 124
whose political creed is 129
whose political honor he 41
whose political power he 74
whose political power in 67
whose political power is 375
whose political style is 45
whose political thinking is 75
whose political views do 46
whose political views he 433
whose political views in 41
whose political views on 44
whose political views or 60
whose political views the 48
whose population could be 63
whose population growth is 102
whose population lived in 81
whose population lives in 78
whose population makes up 109
whose population seems to 75
whose population stood at 61
whose population today is 51
whose population would be 176
whose portraits adorn the 296
whose portraits appear in 246
whose portraits appear on 129
whose portraits lined the 56
whose possession anything is 169
whose possession could be 49
whose possession makes us 46
whose possession soever it 55
whose possession would be 101
whose possessor might be 97
whose posterity would be 57
whose posthumous title is 66
whose posthumous works he 41
whose practical focus is 42
whose practical value is 146
whose precarious state of 45
whose predicate shall be 68
whose preferred method of 146
whose preferred style of 40
whose president would be 75
whose principal action is 153
whose principal appeal is 73
whose principal asset is 339
whose principal author is 61
whose principal claim to 725
whose principal class of 109
whose principal deity is 40
whose principal fault is 173
whose principal field of 106
whose principal focus is 469
whose principal glory is 44
whose principal maxim is 181
whose principal merit is 251
whose principal method of 80
whose principal place of 3495
whose principal point of 44
whose principal skill is 48
whose principal springs of 49
whose principal stock in 75
whose principal study is 64
whose principal tenet is 69
whose principal trade is 69
whose principal trade or 68
whose principal trait is 50
whose principal value is 189
whose principal weapon is 115
whose probative value is 247
whose proceedings appear in 112
whose proceedings might be 49
whose proceedings shall be 115
whose proceedings would be 105
whose production began in 60
whose production could be 220
whose production cycle is 40
whose production might be 67
whose production would be 259
whose profession might be 83
whose profession seems to 57
whose prospects would be 129
whose prosthetic group is 119
whose protection might be 44
whose protection under the 157
whose protection would be 138
whose provisions would be 93
whose proximate cause is 82
whose published works on 59
whose qualities could be 98
whose qualities might be 41
whose qualities would be 43
whose qualities yield us 53
whose questionings found no 94
whose realization could be 40
whose realization would be 149
whose receptive field is 167
whose redemption value is 52
whose redundant notes on 53
whose reference count is 77
whose reference group is 106
whose reference point is 210
whose relatives lived in 108
whose relatives would be 43
whose reputation could be 65
whose reputation might be 62
whose reputation rests on 466
whose reputation seems to 123
whose reputation stood so 84
whose reputation within the 58
whose reputation would be 300
whose residence shall be 58
whose residence stood on 43
whose residence within the 57
whose residents lived in 57
whose residents would be 67
whose resolution could be 53
whose resolution would be 127
whose resources could be 188
whose resources might be 68
whose resources would be 272
whose resources would no 50
whose responses could be 104
whose responses might be 52
whose responses would be 84
whose retentive power is 90
whose revolution round the 40
whose rotational speed is 67
whose sacrifice would be 52
whose scholarly study of 42
whose secondary winding is 149
whose shoulders falls the 223
whose shoulders rests the 1120
whose shoulders shall be 45
whose signature could be 43
whose signature shall be 224
whose signature would be 74
whose slightest action the 319
whose slightest marks of 80
whose slightest touch is 82
whose sovereign power is 68
whose specifier hosts the 63
whose spiritual aroma is 326
whose spiritual father he 79
whose spiritual father is 45
whose spiritual growth is 57
whose spiritual guide he 49
whose spiritual guide is 48
whose spiritual leader he 70
whose spiritual leader is 135
whose spiritual needs he 89
whose spiritual needs it 61
whose spiritual power is 92
whose spiritual sense is 52
whose spiritual sight is 54
whose spiritual state he 49
whose spiritual state is 102
whose spiritual vision is 154
whose spiritual wants he 73
whose spiritual wants it 68
whose stability rests on 84
whose stability would be 63
whose standards would be 106
whose statement about the 40
whose structure could be 177
whose structure makes it 116
whose structure might be 60
whose structure seems to 111
whose structure would be 168
whose substance abuse is 54
whose substance still is 42
whose substance would be 54
whose succession forms the 133
whose supremacy would be 53
whose suspicions about the 49
whose suspicions would be 49
whose sympathies appear to 49
whose sympathies could be 64
whose sympathies might be 91
whose sympathies would be 115
whose technical skill in 60
whose technical skill is 95
whose territory abuts up 41
whose territory could be 45
whose territory entry is 69
whose territory would be 159
whose testimony about the 117
whose testimony alone is 52
whose testimony could be 280
whose testimony might be 466
whose testimony ought to 125
whose testimony seems to 81
whose testimony shall be 169
whose testimony would be 1138
whose theological views he 70
whose theoretical basis is 110
whose theoretical value is 105
whose traditions point to 46
whose vacillating state of 54
whose vibrations could be 60
whose vibrations would be 57
whose victories began at 86
whose withdrawal would be 44
whose wonderful power of 47
whose wonderful skill in 45
whose wonderful story is 41
whose wonderful works of 42
wider anxieties about the 67
wider arguments about the 112
wider community about the 189
wider community could be 49
wider community which is 69
wider community which the 41
wider community would be 56
wider discourse about the 68
wider discussion about the 279
wider geographic scope of 42
wider geographic spread of 48
wider knowledge about the 101
wider knowledge which is 54
wider knowledge which the 72
wider political arena of 47
wider political field in 60
wider political issue of 43
wider political sense the 67
wider political world of 60
wider publicity given to 79
widow remarriage which is 45
widow remarries within the 56
wield effective power in 88
wield influence within the 112
wield political power as 149
wield political power by 59
wield political power in 1010
wield political power on 42
wield political power or 43
wield political power to 109
willing endurance which is 90
willing footsteps nearly to 135
willing obedience which the 41
winding galleries under the 47
winding staircase within is 55
winding themselves about the 140
winding themselves round the 78
winds backwards round the 109
winning candidate would be 78
winning political power by 63
winning political power in 231
wires stretched above the 64
wires suspended above the 80
within countries could be 40
within countries tends to 45
within countries where the 119
within countries would be 43
within different cells of 69
within different forms of 363
within different kinds of 774
within different lines of 43
within different modes of 195
within different parts of 2725
within different ranges of 241
within different realms of 55
within different sites of 61
within different sorts of 49
within different types of 1930
within different units of 96
within different zones of 111
within measurable sight of 40
within organized labor as 44
within organized labor in 71
within organized labor to 45
within ourselves keeps us 65
within ourselves until we 44
within ourselves where the 51
within ourselves where we 148
within ourselves which is 165
within ourselves which we 208
within ourselves while we 40
within reasonable limit of 46
within reasonable period of 158
within reasonable ranges of 101
within reasonable space to 44
within seventeen miles of 871
within seventeen months of 65
within societies based on 48
within societies where the 47
within specified period of 109
within specified ranges of 317
within territory under the 121
within themselves about the 125
within themselves every thing 115
within themselves seeds of 74
within themselves under the 74
within themselves until it 123
within themselves which is 219
within themselves would be 258
witty anecdotes about the 42
witty euphemism which he 44
witty satirical story of 100
wives routinely moved in 42
woeful ignorance about the 47
woman allegedly raped by 48
woman complaining about the 103
woman complains about the 116
woman concerned about the 120
woman continued staring at 54
woman familiarly known as 188
woman generally lives in 42
woman naturally comes as 54
woman popularly known as 72
woman president would be 45
women activists began to 188
women activists within the 191
women assembled round the 71
women clustered about the 93
women clustered round the 47
women complaining about the 170
women concerned about the 450
women continued after the 62
women continued until the 60
women continued working in 43
women convicted under the 62
women currently serve as 87
women currently serving in 215
women currently working in 157
women directors working in 94
women employees within the 42
women employees working in 79
women especially began to 42
women especially prone to 132
women exercised power in 64
women exercised within the 40
women expressed pride in 55
women generally appear to 69
women generally began to 52
women generally begin to 58
women generally belong to 45
women generally engage in 90
women generally lived in 109
women gradually began to 236
women increasingly aware of 41
women increasingly began to 109
women increasingly enter the 186
