wan in 52 war an
as 149 was in 286
was to 335 was by
50 was by 45 was
at 55 was in 169
was as 42 was in
45 was of 137 was
to 75 was as 203
was at 98 was by
41 was in 57 was
the 41 was to 40
was in 47 was to
118 was the 81 was
in 341 was as 55
was by 140 was to
131 was as 140 was
at 143 was by 342
was in 92 was to
46 was in 71 was
it 86 was of 7148
was on 56 was to
67 was at 73 was
in 107 was in 49
was to 7068 was as
50 was in 95 was
to 142 was in 82
was of 3209 was in
66 was to 340 was
by 221 was in 53
was in 96 was as
96 was in 555 was
on 192 was in 136
was to 58 was to
71 was of 51 was
as 109 was at 98
was by 137 was on
47 was of 122 was
to 97 was in 131
was in 54 was by
74 was by 55 was
to 46 was at 111
was by 112 was to
105 was to 1692 was
as 172 was at 51
was in 653 was on
49 was to 341 was
in 42 was in 68
was of 54 was in
196 was in 85 was
by 516 was in 63
was in 329 was on
112 was in 628 was
on 320 was of 194
was to 52 was by
83 was in 128 was
to 1347 was to 42
was to 78 was in
77 was to 483 was
as 400 was at 43
was in 2759 was on
1064 was in 60 was
at 107 was he 82
was the 75 was to
213 was in 167 was
in 110 was to 42
was in 74 was on
42 was in 400 was
in 84 was to 489
was in 59 was in
438 was of 76 was
to 211 was in 63
was to 258 was to
192 was in 318 was
by 42 was in 46
was to 66 was of
134 was in 373 was
to 279 was to 148
was as 111 was at
108 was in 66 was
of 45 was to 720
was to 91 was to
62 was as 104 was
of 13911 was on 54
was in 59 was in
150 was to 79 was
of 40 was to 163
was in 78 was at
82 was by 75 was
to 848 was in 43
was to 50 was in
217 was of 2293 was
by 64 was to 67
was in 558 was to
95 was in 135 was
in 82 was to 46
was to 53 was by
69 was to 123 was
as 309 was if 96
was in 2986 was to
59 was of 114 was
in 397 was to 242
was in 74 was as
51 was in 66 was
in 125 was to 44
was of 1249 was to
1076 was by 119 was
in 41 was by 87
was an 323 was at
55 was in 270 was
no 235 was of 80
was on 143 was the
779 was to 216 was
by 43 was in 52
was at 113 was by
154 was in 85 was
to 574 was in 224
was to 48 was in
274 was at 104 was
in 1077 was on 67
was by 48 was by
61 was by 106 was
as 51 was at 355
was by 2981 was to
92 was to 101 was
to 70 was to 59
was by 41 was as
211 was he 103 was
in 378 was it 114
was of 108 was on
143 was as 196 was
at 141 was by 80
was he 911 was if
149 was in 809 was
it 91 was on 66
was the 619 was to
9143 was we 107 was
an 218 was as 43
was at 52 was in
169 was of 54 was
on 64 was the 3266
was to 40 was at
44 was in 209 was
at 119 was in 104
was on 41 was to
39233 was he 94 was
in 46 was the 47
was an 119 was in
67 was the 761 was
in 128 was the 86
was at 71 was to
54 was to 44 was
in 117 was as 63
was by 45 was the
59 was in 58 was
of 44 was to 1121
was at 125 was to
104 was to 231 was
at 140 was by 120
was of 67 was to
1148 was in 48 was
of 61 was in 45
was in 93 was to
844 was in 45 was
on 74 was to 836
was by 81 was in
112 was to 554 was
in 54 was to 71
was by 47 was to
154 was of 123 was
at 83 was in 52
was of 792 was to
198 was by 55 was
at 106 was in 186
was as 388 was in
1086 was on 339 was
to 214 was in 59
was in 114 was in
42 was at 537 was
by 870 was to 727
was as 54 was to
352 was in 122 was
to 907 was as 40
was at 63 was in
277 was to 126 was
to 109 was of 388
was by 108 was to
55 was of 149 was
to 78 was by 106
was in 135 was at
43 was in 203 was
to 122 was by 62
was to 697 was to
479 was by 41 was
by 64 was by 231
was to 85 was by
156 was in 60 was
to 1901 was in 109
was in 105 was to
123 was in 149 was
in 80 was of 44
was the 48 was on
45 was to 94 was
in 209 was of 316
was in 41 was in
328 was of 44 was
to 79 was in 60
was of 49 was to
42 was to 40 was
in 110 was by 66
was to 601 was in
372 was at 41 was
by 144 was as 117
was by 143 was to
158 was at 242 was
by 148 was to 47
was to 41 was to
216 was to 92 was
in 687 was in 55
was in 62 was in
267 was of 249 was
at 52 was to 132
was to 161 was as
67 was at 86 was
by 229 was in 143
was of 167 was at
74 was in 97 was
to 229 was to 45
was in 55 was of
1068 was to 62 was
in 52 was on 61
was to 379 was as
81 was in 143 was
to 203 was to 402
was of 286 was to
115 was by 66 was
by 180 was to 59
was in 58 was at
70 was by 42 was
to 355 was to 54
was at 207 was by
151 was to 245 was
to 85 was to 2580
was to 224 was as
261 was at 48 was
if 92 was of 275
was by 41 was in
62 was in 42 was
by 119 was to 85
was of 68 was of
50 was to 187 was
in 56 was by 54
was to 183 was by
85 was in 118 was
to 184 was in 99
was to 60 was by
41 was to 137 was
to 105 was by 80
was in 156 was in
89 was in 112 was
to 154 was by 50
was to 101 was to
292 was to 48 was
of 227 was by 51
was by 275 was by
89 was of 79 was
in 45 was at 41
was to 9625 was by
680 was in 95 was
in 87 was by 139
was to 111 was by
145 was as 412 was
to 793 was in 56
was to 152 was in
122 was in 66 was
in 102 was in 61
was in 169 was to
128 was in 56 was
in 163 was in 46
was to 84 was to
90 was by 116 was
at 260 was by 151
was in 41 was in
72 was by 146 was
by 131 was in 55
was to 93 was in
63 was to 138 was
by 87 was by 70
was at 82 was by
69 was to 146 was
as 1314 was the 41
was at 224 was by
141 was to 808 was
of 53 was by 151
was by 110 was in
233 was in 74 was
by 61 was of 241
was of 47 was of
54 was in 45 was
in 71 was in 56
was to 40 was to
54 was at 906 was
by 1026 was on 45
was to 890 was in
40 was the 81 was
to 83 was as 128
was in 337 was to
1233 was of 43 was
of 64 was to 117
was in 69 was to
97 was in 54 was
to 107 was of 73
was by 109 was to
47 was in 146 was
to 80 was to 58
was in 63 was to
72 was at 44 was
at 47 was in 105
was to 59 was to
95 was by 55 was
in 349 was as 92
was by 98 was by
148 was in 72 was
by 386 was to 101
was the 126 was to
117 was at 79 was
by 643 was to 56
was to 168 was to
41 was to 41 was
by 133 was at 57
was by 55 was by
82 was to 42 was
to 2004 was by 44
was by 40 was to
485 was by 48 was
in 276 was or 49
was to 469 was by
93 was by 180 was
in 99 was to 208
was at 40 was by
101 was to 56 was
by 45 was in 71
was at 95 was by
405 was in 58 was
of 804 was to 455
was as 86 was at
46 was by 120 was
of 734 was the 44
was to 144 was of
44 was to 42 was
in 46 was to 298
was by 158 was in
42 was the 119 was
by 134 was to 65
was of 88 was the
139 was as 183 was
by 107 was in 42
was to 1684 was of
1170 was to 401 was
to 452 was by 281
was at 762 was by
181 was to 364 was
to 53 was to 394
was to 69 was if
72 was by 268 was
in 89 was in 56
was in 42 was by
94 was in 76 was
of 53 was to 66
was by 41 was in
65 was to 1371 was
to 130 was in 132
was to 599 was of
126 was by 67 was
of 307 was to 482
was the 76 was at
81 was by 56 was
on 40 was to 232
was the 51 was as
49 was of 98 was
by 563 was to 711
was to 129 was in
64 was in 46 was
to 257 was of 858
was in 114 was in
165 was to 528 was
in 254 was by 45
was to 313 was in
138 was by 148 was
in 66 was to 149
was of 336 was or
41 was by 821 was
to 43 was as 1802
was by 783 was in
95 was or 74 was
to 4103 was by 336
was in 78 was to
41 was in 65 was
in 1751 was me 43
was by 72 was in
77 was on 71 was
to 46 was of 125
was by 57 was in
57 was by 124 was
in 246 was by 141
was in 128 was by
106 was the 55 was
in 138 was to 981
was in 43 was by
43 was by 58 was
to 1460 was by 347
was in 86 was by
51 was by 377 was
by 68 was the 67
was by 67 was at
47 was by 73 was
by 44 was to 58
was to 356 was as
744 was by 61 was
in 40 was at 384
was to 43 was to
185 was by 43 was
to 270 was in 65
was by 129 was in
116 was of 219 was
to 422 was to 49
was on 160 was to
111 was to 55 was
to 216 was to 53
was to 73 was of
40 was in 50 was
to 41 was at 136
was by 114 was to
110 was it 80 was
the 58 was in 63
was to 370 was in
41 was to 43 was
the 65 was to 1814
was in 79 was to
510 was of 51 was
at 52 was in 42
was to 300 was to
44 was to 70 was
by 103 was by 162
was in 637 was to
123 was to 56 was
of 147 was on 280
was on 47 was on
64 was at 52 was
in 43 was on 46
was on 43 was in
42 was me 46 was
of 186 was the 232
was the 202 was as
140 was me 51 was
the 503 was to 109
was the 40 was in
44 was to 54 was
it 58 was the 164
was in 89 was to
117 was in 40 was
on 47 was of 42
was on 45 was of
113 was to 54 was
the 55 was of 309
was to 54 was to
55 was as 42 was
by 871 was or 62
was by 322 was by
43 was me 48 was
of 85 was the 486
was to 91 was at
49 was in 96 was
to 687 was at 169
was on 48 was to
52 was up 54 was
the 43 was to 84
was to 47 was at
84 was on 89 was
to 117 was by 120
was in 42 was of
235 was by 112 was
by 78 was by 251
was by 60 was by
60 was of 148 was
by 97 was if 124
was in 286 was of
91 was by 70 was
in 78 was to 42
was of 72 was of
41 was by 43 was
up 46 was to 47
was to 54 was in
43 was of 503 was
to 106 was in 148
was of 134 was to
48 was of 116 was
the 104 was in 382
was in 58 was me
370 was my 48 was
the 578 was to 1014
was on 77 was on
160 was in 79 was
as 72 was to 462
was of 88 was to
80 was to 95 was
to 48 was of 126
was to 80 was on
43 was in 55 was
to 63 was to 80
was in 50 was of
106 was to 49 was
to 63 was of 158
was to 42 was to
51 was to 40 was
of 150 was in 45
was of 122 was to
639 was to 45 was
to 123 was to 67
was to 129 was of
239 was of 76 was
at 281 was in 1380
was of 87 was at
59 was to 55 was
to 132 was in 293
was as 217 was in
53 was as 162 was
in 62 was on 53
was to 213 was to
51 was to 350 was
in 51 was as 1276
was at 260 was by
52 was in 3413 was
on 1739 was the 176
was in 270 was on
457 was in 115 was
on 40 was to 521
was to 108 was of
354 was in 898 was
to 67 was of 239
was in 45 was of
864 was to 60 was
the 72 was the 205
was in 56 was by
140 was in 87 was
to 180 was of 65
was of 108 was by
51 was of 57 was
by 82 was in 48
was to 43 was of
624 was to 115 was
at 40 was in 132
was at 107 was by
497 was in 428 was
to 219 was in 56
was to 113 was up
89 was in 110 was
by 98 was to 428
was to 87 was in
230 was to 52 was
me 118 was of 158
was the 330 was in
50 was in 49 was
on 58 was on 81
was on 71 was in
78 was on 165 was
up 97 was at 43
was in 104 was on
112 was in 798 was
on 80 was in 41
was in 92 was on
57 was in 58 was
in 42 was at 45
was in 64 was on
45 was an 71 was
me 3096 was my 68
was the 979 was to
2346 was us 145 was
in 118 was on 89
was on 82 was in
62 was on 48 was
at 106 was in 437
was on 1481 was to
158 was in 93 was
to 41 was at 117
was by 78 was in
360 was on 200 was
in 56 was in 60
was in 105 was on
125 was as 115 was
in 286 was on 62
was up 2991 was in
43 was on 40 was
in 117 was the 138
was in 316 was by
61 was to 9561 was
of 76 was in 42
was of 601 was to
2735 was at 88 was
as 60 was at 97
was at 100 was at
53 was at 42 was
as 40 was at 43
was as 140 was at
49 was at 77 was
at 80 was at 42
was in 44 was to
66 was of 46 was
on 50 was in 57
was on 52 was to
94 was of 270 was
to 73 was in 53
was to 99 was to
58 was to 108 was
of 102 was in 71
was the 50 was at
50 was of 42 was
to 3170 was to 252
was of 50 was to
70 was or 178 was
to 56 was to 91
was in 51 was by
106 was in 152 was
on 528 was to 51
was to 507 was the
60 was the 101 was
the 55 was the 102
was the 223 was by
150 was in 179 was
on 318 was to 42
was the 1571 was at
227 was in 710 was
on 257 was the 84
was the 159 was to
68 was in 56 was
the 133 was in 112
was on 135 was the
40 was the 55 was
the 90 was the 82
was the 40 was the
53 was the 51 was
on 65 was the 48
was to 96 was to
56 was the 46 was
by 42 was on 48
was the 40 was of
422 was at 41 was
of 63 was at 226
was at 97 was at
85 was at 364 was
at 2205 was in 77
was at 68 was at
222 was at 42 was
at 7123 was in 64
was up 90 was at
158 was at 153 was
at 96 was at 6925
was in 633 was up
1110 was at 85 was
at 238 was at 88
was at 71 was at
358 was of 138 was
of 86 was of 440
was of 302 was of
473 was of 51 was
of 51 was of 171
was on 46 was in
364 was to 61 was
at 52 was by 348
was in 3301 was at
50 was in 410 was
as 1785 was at 65
was by 893 was in
389 was the 130 was
to 125 was to 47
was by 64 was at
155 was in 176 was
in 53 was in 111
was by 218 was to
465 was the 420 was
in 61 was to 289
was to 77 was to
51 was to 78 was
as 51 was by 70
was to 158 was the
281 was by 1617 was
to 52 was by 801
was in 44 was to
145 was to 79 was
to 71 was of 41
was the 64 was of
118 was to 135 was
to 330 was at 131
was by 46 was in
492 was to 217 was
by 574 was by 89
was at 105 was by
143 was as 201 was
at 260 was in 1668
was on 152 was to
100 was to 103 was
as 91 was the 112
was by 66 was the
66 was to 248 was
by 154 was in 45
was the 46 was by
68 was in 57 was
to 73 was as 41
was at 47 was in
56 was to 708 was
by 62 was as 44
was at 83 was by
317 was in 79 was
the 70 was to 12372
was by 122 was in
42 was to 4938 was
by 634 was by 59
was in 60 was the
57 was in 269 was
by 81 was on 134
was up 185 was as
138 was at 142 was
in 502 was to 298
was by 71 was to
210 was at 95 was
by 634 was in 1322
was to 2996 was by
78 was by 473 was
in 128 was by 51
was to 94 was the
84 was up 51 was
the 73 was by 118
was the 99 was in
141 was by 44 was
by 475 was as 216
was to 115 was up
83 was by 59 was
at 59 was in 467
was on 792 was of
1587 was the 54 was
the 96 was on 109
was to 49 was the
130 was in 48 was
in 603 was in 73
was as 115 was in
1088 was on 83 was
the 120 was to 113
was in 123 was the
494 was on 304 was
in 185 was my 53
was the 200 was in
72 was of 1863 was
by 270 was in 462
was to 63 was the
58 was an 59 was
in 71 was the 325
was to 160 was at
225 was by 226 was
in 954 was to 10819
was to 54 was as
690 was at 52 was
by 725 was in 127
was on 74 was as
83 was in 143 was
at 48 was as 181
was at 71 was in
42 was of 2773 was
to 44 was by 128
was to 58 was in
53 was to 126 was
the 71 was by 359
was in 51 was the
185 was on 147 was
as 305 was at 585
was in 2562 was my
52 was on 647 was
the 237 was to 1221
was to 133 was to
43 was in 51 was
the 85 was to 59
was by 165 was in
81 was of 587 was
to 128 was at 65
was by 89 was in
495 was on 228 was
in 90 was on 58
was up 44 was by
45 was in 129 was
to 615 was by 156
was as 97 was at
104 was in 156 was
on 73 was so 57
was the 49 was by
83 was in 53 was
by 40 was to 204
was as 102 was by
717 was in 79 was
on 55 was to 60
was the 104 was by
99 was in 59 was
of 89 was the 175
was as 259 was in
63 was in 113 was
of 420 was in 72
was the 54 was the
362 was as 104 was
to 279 was of 1498
was to 381 was by
61 was to 1175 was
as 259 was at 686
was by 714 was in
1840 was on 425 was
at 77 was in 525
was as 310 was at
95 was in 275 was
my 40 was the 249
was by 51 was by
253 was at 387 was
by 429 was in 41
was to 519 was in
44 was of 679 was
by 189 was it 89
was the 1060 was by
108 was or 60 was
by 77 was the 47
was the 124 was to
2019 was by 259 was
in 131 was in 84
was the 58 was to
67 was at 274 was
in 2497 was on 43
was the 252 was as
513 was if 195 was
in 153 was of 504
was on 55 was to
109 was in 87 was
by 65 was by 97
was at 133 was in
126 was to 209 was
of 53 was in 2823
was in 266 was by
63 was as 1716 was
at 995 was by 2063
was in 6416 was on
890 was to 229 was
of 318 was at 449
was in 605 was on
249 was by 156 was
in 376 was to 617
was by 55 was in
41 was by 124 was
in 319 was to 65
was by 182 was in
1535 was by 108 was
by 43 was in 483
was in 65 was by
69 was as 68 was
at 168 was in 691
was by 193 was to
79 was by 41 was
in 54 was in 833
was in 175 was on
47 was at 48 was
in 809 was on 61
was the 42 was to
3719 was in 58 was
in 126 was to 1043
was as 45 was by
49 was in 56 was
the 67 was the 96
was of 1092 was by
93 was by 176 was
on 41 was by 55
was in 65 was in
98 was the 199 was
in 47 was the 79
was in 134 was at
88 was by 138 was
in 110 was of 265
was to 4614 was in
42 was it 44 was
the 218 was to 221
was the 53 was in
46 was to 78 was
on 51 was the 70
was the 162 was in
47 was to 208 was
to 45 was by 170
was in 94 was on
347 was to 732 was
in 87 was by 326
was to 95 was by
102 was in 167 was
on 115 was at 53
was in 108 was by
841 was in 795 was
to 65 was up 130
was in 458 was in
49 was an 41 was
at 101 was in 297
was the 104 was by
67 was in 99 was
on 94 was to 387
was in 43 was of
44 was the 155 was
as 1824 was at 453
was in 2886 was on
176 was to 54 was
to 41 was in 103
was in 87 was on
62 was in 73 was
on 42 was as 145
was by 4190 was in
134 was in 106 was
of 2065 was to 429
was to 64 was in
330 was on 83 was
by 51 was by 1682
was in 71 was by
152 was at 65 was
in 268 was by 438
was in 82 was to
81 was as 65 was
in 108 was to 934
was as 499 was at
107 was in 144 was
on 179 was to 449
was by 426 was of
564 was by 63 was
as 166 was of 10742
was as 105 was in
485 was at 41 was
in 99 was in 2059
was by 75 was in
43 was by 58 was
to 94 was in 119
was in 187 was at
97 was by 82 was
in 76 was in 124
was to 5995 was as
144 was in 2509 was
by 842 was in 192
was to 704 was in
182 was by 163 was
by 363 was by 63
was by 190 was the
75 was in 150 was
in 50 was of 448
was in 98 was in
66 was on 653 was
the 212 was by 769
was to 97 was as
165 was to 718 was
in 229 was in 77
was to 72 was by
97 was in 262 was
as 47 was at 55
was in 5869 was in
154 was the 51 was
at 69 was in 1009
was on 56 was as
85 was in 86 was
to 58 was to 173
was in 168 was by
66 was to 107 was
in 410 was in 64
was to 60 was in
81 was in 253 was
an 53 was on 726
was the 123 was to
41 was as 182 was
by 90 was in 319
was in 56 was at
40 was in 48 was
of 1199 was to 48
was of 868 was in
104 was by 55 was
the 114 was in 59
was at 109 was in
105 was at 113 was
in 144 was on 83
was the 231 was to
77 was in 63 was
in 91 was in 41
was to 167 was to
55 was of 117 was
to 352 was to 127
was by 687 was in
54 was as 227 was
at 448 was by 418
was in 3236 was on
79 was to 180 was
by 1070 was at 51
was by 193 was in
133 was in 80 was
as 285 was at 268
was by 9728 was in
1965 was on 190 was
by 136 was as 85
was in 64 was as
94 was by 277 was
on 88 was the 57
was at 51 was the
68 was to 171 was
in 98 was in 40
was at 82 was by
160 was by 93 was
by 257 was the 84
was at 41 was in
104 was to 48 was
in 213 was the 174
was it 47 was the
65 was as 126 was
at 234 was in 845
was on 127 was the
295 was in 44 was
by 233 was in 309
was by 216 was the
126 was as 195 was
by 79 was at 92
was in 221 was as
353 was at 746 was
by 275 was he 83
was if 350 was in
3764 was is 48 was
it 114 was of 60
was on 220 was or
50 was the 117 was
to 39172 was as 55
was at 158 was in
2391 was on 68 was
as 168 was at 90
was in 210 was the
188 was by 68 was
on 74 was by 49
was in 69 was to
6648 was the 85 was
the 86 was on 61
was to 73 was to
292 was to 819 was
in 186 was the 62
was of 63 was in
105 was to 46 was
in 117 was the 345
was as 69 was at
330 was in 1117 was
on 554 was the 45
was to 47 was the
315 was at 56 was
by 447 was in 1119
was on 126 was by
149 was to 46 was
to 45 was to 55
was as 56 was to
148 was in 74 was
me 46 was my 40
was the 191 was as
197 was the 93 was
to 82 was by 625
was in 99 was to
45 was in 158 was
the 157 was by 110
was me 57 was the
178 was by 138 was
in 65 was as 41
was at 122 was by
92 was in 113 was
as 584 was at 88
was by 57 was in
97 was the 69 was
to 205 was as 343
was in 192 was on
45 was the 57 was
at 94 was in 297
was by 129 was of
423 was to 3260 was
on 1104 was the 91
was as 52638 was at
230 was by 3838 was
in 1129 was to 64
was in 93 was the
76 was as 116 was
by 380 was at 43
was in 372 was to
448 was to 135 was
of 82 was to 47
was as 54 was by
191 was as 560 was
at 50 was by 60
was in 357 was on
40 was to 554 was
as 193 was at 128
was by 397 was if
61 was in 764 was
of 311 was on 123
was to 5168 was the
68 was by 90 was
by 86 was in 187
was to 782 was at
402 was in 875 was
to 76 was by 129
was in 58 was in
121 was to 450 was
on 156 was to 1519
was in 60 was to
383 was in 154 was
to 465 was in 57
was as 1820 was at
189 was by 1688 was
in 4472 was on 236
was the 40 was to
128 was by 202 was
to 52 was to 54
was in 54 was on
227 was by 176 was
of 40 was to 182
was at 65 was the
61 was in 55 was
in 46 was in 78
was in 228 was to
42 was of 266 was
to 90 was in 63
was by 159 was to
118 was by 160 was
in 41 was the 41
was by 63 was by
75 was in 2004 was
at 106 was in 41
was by 55 was at
77 was in 234 was
on 97 was in 162
was in 73 was in
46 was in 240 was
as 41 was at 69
was in 269 was on
57 was in 105 was
up 41 was by 125
was at 71 was in
106 was on 120 was
in 59 was at 55
was in 646 was of
930 was on 66 was
to 49 was in 146
was on 487 was in
103 was at 59 was
by 356 was to 61
was at 606 was in
771 was on 105 was
in 160 was the 122
was as 155 was up
46 was in 136 was
on 73 was in 916
was on 58 was to
746 was by 69 was
in 95 was as 239
was at 203 was in
2115 was on 660 was
so 87 was to 13593
was up 185 was to
49 was at 127 was
in 162 was on 41
was to 625 was to
40 was to 92 was
by 316 was to 48
was me 41 was the
700 was by 117 was
to 5101 was to 153
was in 53 was the
58 was on 524 was
by 240 was of 53
was by 124 was to
108 was in 51 was
of 316 was by 937
was of 86 was the
48 was by 336 was
in 108 was the 94
was in 55 was of
109 was as 149 was
at 58 was by 3082
was in 97 was to
52 was in 43 was
at 53 was by 91
was in 186 was at
50 was in 205 was
at 42 was in 232
was the 288 was the
95 was as 61 was
at 145 was in 357
was on 63 was by
45 was of 442 was
to 61 was to 119
was by 40 was by
42 was by 271 was
to 69 was in 295
was at 83 was in
131 was by 49 was
in 48 was in 52
was in 64 was in
53 was in 46 was
in 341 was in 107
was in 71 was as
150 was in 79 was
to 174 was at 142
was in 785 was in
52 was in 71 was
in 69 was as 89
was by 56 was in
43 was in 48 was
in 249 was to 117
was the 103 was of
60 was of 43 was
in 60 was to 48
was on 545 was in
419 was of 2650 was
to 923 was in 451
was in 49 was to
465 was by 63 was
in 233 was on 614
was to 782 was to
145 was of 206 was
as 88 was in 72
was on 125 was at
42 was as 42 was
to 48 was by 57
was of 70 was of
75 was to 48 was
the 135 was to 75
was to 84 was the
55 was in 44 was
the 488 was in 53
was of 63 was to
419 was of 58 was
on 43 was by 127
was in 81 was on
90 was or 145 was
to 3081 was to 92
was by 971 was in
58 was on 122 was
to 68 was to 225
was by 48 was to
90 was to 65 was
by 78 was to 122
was to 43 was the
52 was to 153 was
to 122 was as 1136
was at 17009 was by
44349 was he 325 was
in 13113 was of 1223
was on 3771 was or
93 was the 557 was
to 1824 was in 98
was by 44 was to
60 was to 908 was
by 213 was in 119
was to 42 was to
124 was to 253 was
the 118 was by 62
was to 267 was as
2221 was at 502 was
by 15319 was in 2375
was is 152 was on
93 was or 75 was
the 42 was to 97
was to 424 was to
42 was in 310 was
at 66 was by 288
was in 51 was on
40 was to 2204 was
up 271 was by 86
was in 100 was to
152 was by 80 was
to 44 was at 44
was by 1131 was in
121 was so 117 was
by 204 was in 105
was to 1335 was to
54 was the 50 was
it 52 was to 55
was to 45 was to
44 was to 1714 was
in 73 was to 1409
was to 205 was to
133 was in 47 was
to 146 was in 50
was to 77 was to
331 was of 60 was
or 68 was to 150
was at 58 was to
138 was to 122 was
in 52 was to 135
was at 43 was at
61 was at 59 was
in 92 was at 101
was in 42 was to
101 was at 56 was
he 181 was in 184
was the 75 was to
259 was of 80 was
on 95 was by 56
was in 52 was on
40 was to 51 was
on 47 was to 53
was to 113 was by
72 was to 412 was
to 79 was to 121
was of 130 was of
89 was the 58 was
of 57 was in 45
was of 132 was of
45 was as 43 was
of 40 was of 65
was of 46 was of
101 was of 2193 was
of 50 was of 94
was in 48 was of
89 was of 55 was
by 48 was by 105
was by 63 was in
117 was by 60 was
in 211 was to 53
was of 156 was as
167 was by 193 was
in 60 was on 69
was to 47 was at
74 was in 56 was
on 59 was on 606
was in 50 was on
61 was up 55 was
on 158 was up 49
was on 226 was to
1236 was of 45 was
of 41 was as 66
was in 116 was in
70 was of 44 was
in 97 was of 43
was of 89 was of
66 was the 249 was
to 44 was in 63
was on 74 was in
47 was in 63 was
by 57 was by 70
was in 108 was by
40 was at 42 was
by 69 was to 513
was to 53 was in
48 was in 162 was
to 204 was of 43
was to 65 was of
116 was to 92 was
to 83 was of 169
was to 83 was to
60 was to 45 was
of 77 was to 148
was in 54 was to
68 was in 61 was
to 102 was in 58
was to 879 was to
675 was to 73 was
to 84 was to 74
was of 150 was to
52 was by 55 was
of 381 was of 151
was by 356 was to
134 was in 159 was
to 48 was to 48
was by 614 was in
58 was by 52 was
in 125 was to 110
was to 174 was to
398 was as 97 was
at 68 was to 273
was to 60 was to
127 was in 87 was
at 47 was by 167
was to 128 was in
45 was by 115 was
of 573 was to 58
was in 40 was to
290 was of 70 was
in 40 was to 65
was by 41 was in
129 was to 80 was
in 40 was at 60
was to 52 was to
44 was to 102 was
as 55 was by 268
was in 113 was on
99 was by 69 was
by 1000 was in 89
was on 54 was by
40 was by 422 was
in 137 was by 47
was by 578 was in
48 was of 216 was
in 145 was to 42
was to 81 was of
73 was by 58 was
to 148 was on 54
was by 49 was by
138 was by 45 was
by 93 was of 1123
was in 153 was by
71 was in 1171 was
of 263 was by 334
was on 125 was by
65 was in 91 was
in 108 was to 43
was by 43 was to
78 was at 42 was
by 98 was in 40
was to 156 was by
696 was in 71 was
to 47 was by 196
was in 50 was in
48 was as 87 was
by 71 was to 191
was as 105 was to
79 was of 48 was
by 61 was to 308
was by 69 was to
115 was of 148 was
by 106 was by 134
was in 150 was as
376 was at 487 was
by 46 was in 123
was of 111 was to
11509 was to 76 was
at 135 was by 77
was in 201 was of
239 was at 70 was
in 67 was of 48
was to 52 was to
96 was as 385 was
at 392 was by 322
was in 556 was of
528 was on 207 was
or 86 was to 11349
was of 69 was as
113 was at 58 was
by 354 was in 152
was in 48 was of
5462 was the 70 was
to 207 was as 1191
was at 142 was by
441 was in 361 was
of 2352 was on 57
was or 68 was at
527 was by 337 was
in 714 was of 53
was on 88 was on
59 was the 44 was
an 850 was as 42
was at 124 was by
51 was in 1883 was
no 731 was of 86
was on 115 was so
108 was the 4711 was
to 105 was to 66
was in 138 was to
257 was as 145 was
at 58 was in 244
was on 42 was to
165 was on 45 was
the 92 was of 86
was as 42 was to
47 was of 106 was
by 102 was of 134
was the 46 was in
64 was the 53 was
the 104 was at 351
was by 59 was in
349 was on 140 was
to 592 was the 40
was in 75 was me
99 was of 133 was
the 494 was in 57
was in 117 was on
199 was up 78 was
in 116 was to 108
was in 57 was on
101 was to 112 was
at 42 was on 40
was to 129 was up
163 was to 72 was
of 55 was the 53
was to 44 was by
130 was at 75 was
in 101 was of 92
was as 107 was at
83 was by 59 was
in 101 was in 68
was in 47 was of
60 was of 49 was
the 45 was the 110
was the 88 was in
70 was to 354 was
the 108 was the 98
was as 56 was in
133 was at 50 was
to 118 was in 67
was in 46 was the
45 was on 90 was
at 44 was at 133
was in 59 was to
41 was to 52 was
to 41 was to 45
was to 74 was to
166 was to 89 was
to 42 was to 42
was to 246 was in
62 was to 49 was
to 145 was of 104
was of 119 was or
44 was of 57 was
of 137 was by 41
was by 54 was in
115 was on 88 was
to 205 was me 63
was of 54 was the
197 was to 41 was
by 63 was in 59
was on 70 was at
67 was in 49 was
in 41 was in 48
was on 102 was as
48 was at 119 was
in 79 was on 259
was to 369 was at
67 was on 120 was
in 101 was to 43
was in 96 was of
56 was on 42 was
as 408 was at 213
was in 356 was on
385 was to 1118 was
at 86 was in 40
was on 42 was or
53 was in 99 was
on 62 was to 145
was at 63 was on
62 was to 51 was
at 53 was in 49
was in 70 was to
40 was to 41 was
as 83 was to 56
was in 69 was by
113 was be 50 was
on 59 was of 49
was to 125 was in
270 was on 404 was
to 44 was the 50
was to 155 was in
203 was on 156 was
of 69 was the 42
was to 76 was on
42 was to 100 was
by 43 wax in 44
wax on 95 wax the
42 wax the 50 way
to 44 way to 86
way of 71 way to
96 way to 107 way
to 119 way be 188
way be 45 way be
56 way to 60 way
to 154 way or 271
way of 47 way to
45 way of 42 way
of 40 way of 48
way do 51 way the
120 way of 225 way
in 48 way by 50
way by 184 way to
54 way in 54 way
it 63 way me 65
way the 156 way us
265 way on 49 way
do 191 way the 108
way of 332 way to
55 way the 58 way
the 90 way at 53
way in 255 way in
55 way to 100 way
do 44 way it 150
way me 41 way or
52 way the 880 way
us 47 way to 61
way the 42 way in
123 way to 57 way
to 50 way to 167
way to 475 way to
131 way to 69 way
to 42 way to 84
way to 40 way in
57 way to 43 way
be 69 way do 132
way is 151 way to
316 way of 161 way
