rabbit carotid body in 128
rolled smoothly over the 297
rolled steadily down the 59
rolled sulkily along the 86
rolled swiftly along the 134
rolled swiftly down the 207
rolled swiftly over the 154
rolled together among the 60
rolled together down the 378
rolled together from the 51
rolled together into the 186
rolled together over the 54
rolled together upon the 134
rolled upwards from the 171
rolled upwards into the 70
roller bandage over the 66
roller coaster cars as 93
roller coaster during the 121
roller coaster from the 96
roller coaster into the 43
roller coaster over the 71
roller coaster ride as 325
roller coaster ride at 219
roller coaster ride he 47
roller coaster ride in 561
roller coaster ride is 238
roller coaster ride of 2110
roller coaster ride on 152
roller coaster ride or 137
roller coaster ride to 303
roller coaster ride we 60
roller coaster when it 163
roller extending from the 55
roofed passage into the 135
roomed together during the 83
rooted aversion from the 64
rooted species such as 384
rotate outward from the 110
rotating devices such as 162
rotating machine used to 46
rotating neutron star in 63
rotating neutron star is 208
rotating neutron star or 111
rotating objects such as 47
rotating systems such as 50
rounds crashed into the 96
rounds himself during the 60
rounds slammed into the 420
rounds smacked into the 84
rounds smashed into the 141
rounds started coming in 43
roused herself from the 1067
roused himself from an 81
roused himself from the 1717
roused himself only to 81
roused himself when he 112
roused himself when the 85
roused passions such as 54
rouses himself from the 152
routed asiatics into the 48
routes depending upon the 94
routes emanating from the 132
routes extending from the 137
routes radiated from the 57
routes resulting from the 63
routes shifted from the 64
rubbed against hers as 45
rubbed briskly into the 46
rubbed briskly over the 156
rubbed herself upon the 55
rubbed lightly into the 56
rubbed lightly over the 318
rubbed smoothly even as 75
rubbed together till the 41
rubber balloon into the 104
rubber balloon over the 145
rubber blanket over the 73
rubber bullets into the 151
rubber catheter into the 574
rubber catheter must be 43
rubber covered wire is 76
rubber depends upon the 66
rubber derived from the 82
rubber differs from the 47
rubber estates during the 53
rubber exports from the 171
rubber grommet from the 72
rubber imports from the 44
rubber material used in 49
rubber producing areas in 48
rubber producing areas of 101
rubber shipped from the 61
rubber stopper from the 228
rubber stopper held in 43
rubber stopper into the 618
rubber stopper must be 102
rubber stopper over the 57
rubber tappers from the 106
rubber tightly over the 62
rubble brought down by 70
rubble derived from the 127
rubble masonry laid in 339
rubble removed from the 50
rubble resulting from the 86
rudely appeared side by 59
rudely brought back to 260
rudely brought down to 44
rudely brought home to 105
rudely dragged along the 85
rudely ejected from the 81
rudely forward into the 85
rudely painted over the 85
rudely shocked when he 46
rudely shocked when the 66
rudely shocked when we 87
rudely squared when the 89
rudely trample down the 67
rudest savages feel the 67
rueful remorse when he 53
ruffling circles curl on 88
rugged country along the 139
rugged country north of 93
rugged country south of 86
rugged country such as 75
rugged country west of 85
rugged features bore the 139
rugged northern part of 61
rugged outdoor life of 55
rugged savages whom he 64
rugged surface like the 56
rugged terrain along the 204
rugged terrain from the 64
rugged terrain made it 81
rugged terrain made the 46
rugged terrain north of 76
rugged terrain south of 68
rugged terrain such as 93
rugged terrain west of 75
rugged western part of 57
ruined castles along the 46
ruined cistern during the 67
ruined himself over it 73
ruined himself trying to 94
ruined peasants from the 40
ruined windows when the 41
rulers against whom the 46
rulers derives from the 44
rumble lightly over the 208
rumble started deep in 48
rumors current among the 58
rumors drifted back to 50
rumors emanating from the 164
runner arrived from the 166
runner brought news of 40
runner brought word to 40
runoff depends upon the 95
runoff election must be 42
runoff election will be 172
runoff resulting from the 337
runway farthest from the 40
rupees depending upon the 45
rushed blindly down the 69
rushed blindly from the 126
rushed blindly into an 74
rushed blindly into the 467
rushed bravely into the 44
rushed forward ahead of 61
rushed forward along the 159
rushed forward among the 292
rushed forward down the 79
rushed forward from the 934
rushed forward into the 1563
rushed forward just as 170
rushed forward just in 99
rushed forward like an 60
rushed forward like the 45
rushed forward only to 133
rushed forward onto the 57
rushed forward over the 408
rushed forward upon the 510
rushed forward when he 88
rushed forward when the 45
rushed frantic among the 98
rushed halfway down the 42
rushed hastily from the 129
rushed hastily into the 315
rushed herself into the 48
rushed himself into the 42
rushed however into the 78
rushed noisily down the 41
rushed noisily into the 133
rushed noisily over the 47
rushed outside into the 199
rushed outside just as 42
rushed outward from the 40
rushed quickly into the 90
rushed rapidly down the 46
rushed rapidly upon the 58
rushed shrieking from the 95
rushed shrieking into the 81
rushed together from the 88
rushed together into the 501
rushed together upon the 73
rushes blindly into the 41
rushes forward from the 149
rushes forward into the 343
rushes forward upon the 98
rushes gathered from the 152
rushes rapidly down the 49
rushes rapidly into the 89
rushes swiftly down the 43
rustic bridges over the 73
rustic economy brings the 54
